,Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint,Metabolite value,log10(Metabolite value [gDW/mmol],log10(Metabolite concentration)
623,30.7,Fumaric acid,L-Malate,Enterobacter,2,16,0.04973722134551661,-1.3033184809884253,1.4871383754771865
624,0.0,Alanine,L-Malate,Enterobacter,2,16,0.04820156777220752,-1.3169388359572989,-inf
625,0.0,Asparagine,L-Malate,Enterobacter,2,16,0.05407157795685735,-1.26703095633604,-inf
626,0.0,Putrescine,L-Malate,Enterobacter,2,16,0.09355864715152318,-1.0289160666713086,-inf
627,0.0,Lactic acid,L-Malate,Enterobacter,2,16,0.05165967815849992,-1.2868483038232306,-inf
628,0.0,Glycine,L-Malate,Enterobacter,2,16,0.02756935898492463,-1.5595733315564113,-inf
629,1.5,Propionic acid,L-Malate,Enterobacter,2,16,0.05249847657250728,-1.279853298989341,0.17609125905568124
630,109.0,Succinic acid,L-Malate,Enterobacter,2,16,0.05403585444354597,-1.2673179768474987,2.037426497940624
631,3.48,alpha-Ketoglutaric acid,L-Malate,Enterobacter,2,16,0.06585611646464928,-1.181403883215691,0.541579243946581
632,1030.0,Acetic acid,L-Malate,Enterobacter,2,16,0.029317072216616946,-1.53287940318699,3.012837224705172
633,304.0,Pyruvic acid,L-Malate,Enterobacter,2,16,0.04067753762512227,-1.390645344544488,2.482873583608754
634,0.0,Butyric acid,L-Malate,Enterobacter,2,16,0.0743155799038594,-1.1289201289451103,-inf
635,4.82,Citric acid,L-Malate,Enterobacter,2,16,0.0744529086094986,-1.128118331244502,0.6830470382388496
636,0.153,Hippuric acid,L-Malate,Enterobacter,2,16,,,-0.8153085691824012
637,0.0,Methionine,L-Malate,Enterobacter,2,16,0.14835879273114305,-0.8286867093979976,-inf
638,0.0,Valeric acid,L-Malate,Enterobacter,2,16,,,-inf
639,0.552,Acetyl-ornithine,L-Malate,Enterobacter,2,16,0.12348544307155818,-0.9083842356537997,-0.2580609222708011
640,0.0,Alanine,L-Malate,Enterobacter,1,28,0.04820156777220752,-1.3169388359572989,-inf
641,0.0,Serine,L-Malate,Enterobacter,1,28,0.04551026409836678,-1.3418906442534273,-inf
642,0.0,Glycine,L-Malate,Enterobacter,1,28,0.02756935898492463,-1.5595733315564113,-inf
643,2.52,Acetyl-ornithine,L-Malate,Enterobacter,1,28,0.12348544307155818,-0.9083842356537997,0.4014005407815441
644,9.07,Propionic acid,L-Malate,Enterobacter,1,28,0.05249847657250728,-1.279853298989341,0.9576072870600952
645,2.78,beta-Hydroxybutyric acid,L-Malate,Enterobacter,1,28,,,0.4440447959180762
646,101.0,Fumaric acid,L-Malate,Enterobacter,1,28,0.04973722134551661,-1.3033184809884253,2.0043213737826426
647,0.0,Lactic acid,L-Malate,Enterobacter,1,28,0.05165967815849992,-1.2868483038232306,-inf
648,103.0,Pyruvic acid,L-Malate,Enterobacter,1,28,0.04067753762512227,-1.390645344544488,2.012837224705172
649,0.0,Valine,L-Malate,Enterobacter,1,28,0.09354717678631275,-1.028969314787457,-inf
650,472.0,Succinic acid,L-Malate,Enterobacter,1,28,0.05403585444354597,-1.2673179768474987,2.673941998634088
651,1.32,alpha-Ketoglutaric acid,L-Malate,Enterobacter,1,28,0.06585611646464928,-1.181403883215691,0.12057393120584989
652,0.205,Hippuric acid,L-Malate,Enterobacter,1,28,,,-0.6882461389442457
653,0.117,Putrescine,L-Malate,Enterobacter,1,28,0.09355864715152318,-1.0289160666713086,-0.9318141382538383
654,0.0,Asparagine,L-Malate,Enterobacter,1,28,0.05407157795685735,-1.26703095633604,-inf
655,2.02,Butyric acid,L-Malate,Enterobacter,1,28,0.0743155799038594,-1.1289201289451103,0.3053513694466238
656,0.212,Methionine,L-Malate,Enterobacter,1,28,0.14835879273114305,-0.8286867093979976,-0.6736641390712486
657,3320.0,Acetic acid,L-Malate,Enterobacter,1,28,0.029317072216616946,-1.53287940318699,3.5211380837040362
658,3.5,Citric acid,L-Malate,Enterobacter,1,28,0.0744529086094986,-1.128118331244502,0.5440680443502757
659,0.277,Valeric acid,L-Malate,Enterobacter,1,28,,,-0.5575202309355514
660,487.0,Succinic acid,L-Malate,Enterobacter,2,28,0.05403585444354597,-1.2673179768474987,2.6875289612146345
661,0.0,Asparagine,L-Malate,Enterobacter,2,28,0.05407157795685735,-1.26703095633604,-inf
662,102.0,Pyruvic acid,L-Malate,Enterobacter,2,28,0.04067753762512227,-1.390645344544488,2.0086001717619175
663,0.0,Glycine,L-Malate,Enterobacter,2,28,0.02756935898492463,-1.5595733315564113,-inf
664,3430.0,Acetic acid,L-Malate,Enterobacter,2,28,0.029317072216616946,-1.53287940318699,3.5352941200427703
665,0.0,Alanine,L-Malate,Enterobacter,2,28,0.04820156777220752,-1.3169388359572989,-inf
666,2.87,beta-Hydroxybutyric acid,L-Malate,Enterobacter,2,28,,,0.4578818967339923
667,2.61,Acetyl-ornithine,L-Malate,Enterobacter,2,28,0.12348544307155818,-0.9083842356537997,0.41664050733828095
668,0.177,Methionine,L-Malate,Enterobacter,2,28,0.14835879273114305,-0.8286867093979976,-0.7520267336381934
669,0.228,Hippuric acid,L-Malate,Enterobacter,2,28,,,-0.6420651529995461
670,10.6,Propionic acid,L-Malate,Enterobacter,2,28,0.05249847657250728,-1.279853298989341,1.0253058652647702
671,3.42,Citric acid,L-Malate,Enterobacter,2,28,0.0744529086094986,-1.128118331244502,0.534026106056135
672,0.0,Lactic acid,L-Malate,Enterobacter,2,28,0.05165967815849992,-1.2868483038232306,-inf
673,1.15,Serine,L-Malate,Enterobacter,2,28,0.04551026409836678,-1.3418906442534273,0.06069784035361165
674,0.0,Valine,L-Malate,Enterobacter,2,28,0.09354717678631275,-1.028969314787457,-inf
675,1.36,alpha-Ketoglutaric acid,L-Malate,Enterobacter,2,28,0.06585611646464928,-1.181403883215691,0.13353890837021754
676,0.102,Putrescine,L-Malate,Enterobacter,2,28,0.09355864715152318,-1.0289160666713086,-0.9913998282380825
677,0.849,Valeric acid,L-Malate,Enterobacter,2,28,,,-0.07109230975604734
678,2.82,Butyric acid,L-Malate,Enterobacter,2,28,0.0743155799038594,-1.1289201289451103,0.45024910831936105
679,101.0,Fumaric acid,L-Malate,Enterobacter,2,28,0.04973722134551661,-1.3033184809884253,2.0043213737826426
680,0.0,Valine,L-Malate,Enterobacter,1,48,0.09354717678631275,-1.028969314787457,-inf
681,0.0,Pyruvic acid,L-Malate,Enterobacter,1,48,0.04067753762512227,-1.390645344544488,-inf
682,0.165,Succinic acid,L-Malate,Enterobacter,1,48,0.05403585444354597,-1.2673179768474987,-0.7825160557860937
683,6.03,beta-Hydroxybutyric acid,L-Malate,Enterobacter,1,48,,,0.7803173121401513
684,0.132,Fumaric acid,L-Malate,Enterobacter,1,48,0.04973722134551661,-1.3033184809884253,-0.8794260687941501
685,0.0,Asparagine,L-Malate,Enterobacter,1,48,0.05407157795685735,-1.26703095633604,-inf
686,1010.0,Acetic acid,L-Malate,Enterobacter,1,48,0.029317072216616946,-1.53287940318699,3.0043213737826426
687,5.26,Butyric acid,L-Malate,Enterobacter,1,48,0.0743155799038594,-1.1289201289451103,0.7209857441537391
688,5.6,Citric acid,L-Malate,Enterobacter,1,48,0.0744529086094986,-1.128118331244502,0.7481880270062004
689,2.11,Serine,L-Malate,Enterobacter,1,48,0.04551026409836678,-1.3418906442534273,0.3242824552976926
690,0.0,Putrescine,L-Malate,Enterobacter,1,48,0.09355864715152318,-1.0289160666713086,-inf
691,0.0,Alanine,L-Malate,Enterobacter,1,48,0.04820156777220752,-1.3169388359572989,-inf
692,13.7,Propionic acid,L-Malate,Enterobacter,1,48,0.05249847657250728,-1.279853298989341,1.1367205671564067
693,0.0,Lactic acid,L-Malate,Enterobacter,1,48,0.05165967815849992,-1.2868483038232306,-inf
694,2.81,Acetyl-ornithine,L-Malate,Enterobacter,1,48,0.12348544307155818,-0.9083842356537997,0.4487063199050799
695,1.02,Valeric acid,L-Malate,Enterobacter,1,48,,,0.00860017176191757
696,0.272,Hippuric acid,L-Malate,Enterobacter,1,48,,,-0.5654310959658012
697,0.0,alpha-Ketoglutaric acid,L-Malate,Enterobacter,1,48,0.06585611646464928,-1.181403883215691,-inf
698,0.0,Glycine,L-Malate,Enterobacter,1,48,0.02756935898492463,-1.5595733315564113,-inf
699,0.241,Methionine,L-Malate,Enterobacter,1,48,0.14835879273114305,-0.8286867093979976,-0.6179829574251317
700,0.2,Succinic acid,L-Malate,Enterobacter,2,48,0.05403585444354597,-1.2673179768474987,-0.6989700043360187
701,0.0,Alanine,L-Malate,Enterobacter,2,48,0.04820156777220752,-1.3169388359572989,-inf
702,0.0,Pyruvic acid,L-Malate,Enterobacter,2,48,0.04067753762512227,-1.390645344544488,-inf
703,0.0,Valine,L-Malate,Enterobacter,2,48,0.09354717678631275,-1.028969314787457,-inf
704,0.0,Glycine,L-Malate,Enterobacter,2,48,0.02756935898492463,-1.5595733315564113,-inf
705,6.41,beta-Hydroxybutyric acid,L-Malate,Enterobacter,2,48,,,0.8068580295188175
706,0.16,Fumaric acid,L-Malate,Enterobacter,2,48,0.04973722134551661,-1.3033184809884253,-0.7958800173440752
707,0.545,Serine,L-Malate,Enterobacter,2,48,0.04551026409836678,-1.3418906442534273,-0.2636034977233575
708,16.3,Propionic acid,L-Malate,Enterobacter,2,48,0.05249847657250728,-1.279853298989341,1.212187604403958
709,0.0,alpha-Ketoglutaric acid,L-Malate,Enterobacter,2,48,0.06585611646464928,-1.181403883215691,-inf
710,0.0,Asparagine,L-Malate,Enterobacter,2,48,0.05407157795685735,-1.26703095633604,-inf
711,2.83,Acetyl-ornithine,L-Malate,Enterobacter,2,48,0.12348544307155818,-0.9083842356537997,0.45178643552429026
712,0.264,Hippuric acid,L-Malate,Enterobacter,2,48,,,-0.5783960731301689
713,6.53,Butyric acid,L-Malate,Enterobacter,2,48,0.0743155799038594,-1.1289201289451103,0.814913181275074
714,1.11,Valeric acid,L-Malate,Enterobacter,2,48,,,0.045322978786657475
715,0.0,Lactic acid,L-Malate,Enterobacter,2,48,0.05165967815849992,-1.2868483038232306,-inf
716,0.12,Methionine,L-Malate,Enterobacter,2,48,0.14835879273114305,-0.8286867093979976,-0.9208187539523752
717,5.74,Citric acid,L-Malate,Enterobacter,2,48,0.0744529086094986,-1.128118331244502,0.7589118923979735
718,1160.0,Acetic acid,L-Malate,Enterobacter,2,48,0.029317072216616946,-1.53287940318699,3.0644579892269186
719,0.0,Putrescine,L-Malate,Enterobacter,2,48,0.09355864715152318,-1.0289160666713086,-inf
720,5.4,alpha-Ketoglutaric acid,L-Malate,Pputida,1,16,0.06804394151666004,-1.1672105373675736,0.7323937598229685
721,0.0,Butyric acid,L-Malate,Pputida,1,16,,,-inf
722,0.0,Glycine,L-Malate,Pputida,1,16,0.030619773682549756,-1.513998023591482,-inf
723,39.3,Succinic acid,L-Malate,Pputida,1,16,0.05556921890500499,-1.2551657077247933,1.5943925503754266
724,0.394,Serine,L-Malate,Pputida,1,16,0.04649669336960205,-1.3325779310325618,-0.40450377817442584
725,1.49,beta-Hydroxybutyric acid,L-Malate,Pputida,1,16,,,0.17318626841227402
726,0.0,Alanine,L-Malate,Pputida,1,16,0.04989889044519913,-1.3019091112680896,-inf
727,338.0,Pyruvic acid,L-Malate,Pputida,1,16,0.04196043060145094,-1.3771600636892878,2.5289167002776547
728,7.03,Citric acid,L-Malate,Pputida,1,16,0.07711646705163,-1.1128528750482738,0.846955325019824
729,0.0,Putrescine,L-Malate,Pputida,1,16,0.09866371519852146,-1.0058425351353966,-inf
730,0.0,Valine,L-Malate,Pputida,1,16,0.09866371519851036,-1.0058425351354454,-inf
731,0.0,Asparagine,L-Malate,Pputida,1,16,0.060105481672767525,-1.2210859181524671,-inf
732,1.48,Propionic acid,L-Malate,Pputida,1,16,0.05897141598110167,-1.2293584441164453,0.17026171539495738
733,0.473,Acetyl-ornithine,L-Malate,Pputida,1,16,0.1292834888809935,-0.8884569364169637,-0.32513885926218844
734,0.181,Hippuric acid,L-Malate,Pputida,1,16,,,-0.7423214251308154
735,25.1,Acetic acid,L-Malate,Pputida,1,16,0.029485707990084542,-1.5303884397872947,1.3996737214810382
736,0.494,Valeric acid,L-Malate,Pputida,1,16,,,-0.30627305107635305
737,6.06,Fumaric acid,L-Malate,Pputida,1,16,0.05103295613670955,-1.2921492739825582,0.7824726241662862
738,0.0,Lactic acid,L-Malate,Pputida,1,16,0.046496693369506126,-1.3325779310334578,-inf
739,0.245,Methionine,L-Malate,Pputida,1,16,0.13381975164876714,-0.8734797804472477,-0.6108339156354675
740,0.0,Valine,L-Malate,Pputida,2,16,0.09866371519851036,-1.0058425351354454,-inf
741,0.0,Lactic acid,L-Malate,Pputida,2,16,0.046496693369506126,-1.3325779310334578,-inf
742,6.21,alpha-Ketoglutaric acid,L-Malate,Pputida,2,16,0.06804394151666004,-1.1672105373675736,0.7930916001765802
743,1.14,beta-Hydroxybutyric acid,L-Malate,Pputida,2,16,,,0.05690485133647256
744,41.5,Succinic acid,L-Malate,Pputida,2,16,0.05556921890500499,-1.2551657077247933,1.6180480967120927
745,2.05,Serine,L-Malate,Pputida,2,16,0.04649669336960205,-1.3325779310325618,0.31175386105575426
746,0.0,Alanine,L-Malate,Pputida,2,16,0.04989889044519913,-1.3019091112680896,-inf
747,353.0,Pyruvic acid,L-Malate,Pputida,2,16,0.04196043060145094,-1.3771600636892878,2.5477747053878224
748,0.92,Propionic acid,L-Malate,Pputida,2,16,0.05897141598110167,-1.2293584441164453,-0.036212172654444715
749,0.0,Glycine,L-Malate,Pputida,2,16,0.030619773682549756,-1.513998023591482,-inf
750,17.1,Acetic acid,L-Malate,Pputida,2,16,0.029485707990084542,-1.5303884397872947,1.2329961103921538
751,0.0,Asparagine,L-Malate,Pputida,2,16,0.060105481672767525,-1.2210859181524671,-inf
752,0.0,Putrescine,L-Malate,Pputida,2,16,0.09866371519852146,-1.0058425351353966,-inf
753,6.82,Fumaric acid,L-Malate,Pputida,2,16,0.05103295613670955,-1.2921492739825582,0.8337843746564789
754,1.1,Acetyl-ornithine,L-Malate,Pputida,2,16,0.1292834888809935,-0.8884569364169637,0.04139268515822508
755,0.0838,Methionine,L-Malate,Pputida,2,16,0.13381975164876714,-0.8734797804472477,-1.0767559813697234
756,0.0,Butyric acid,L-Malate,Pputida,2,16,,,-inf
757,0.297,Valeric acid,L-Malate,Pputida,2,16,,,-0.5272435506827877
758,0.147,Hippuric acid,L-Malate,Pputida,2,16,,,-0.8326826652518239
759,7.44,Citric acid,L-Malate,Pputida,2,16,0.07711646705163,-1.1128528750482738,0.8715729355458788
760,1.48,Pyruvic acid,L-Malate,Pputida,1,28,0.04196043060145094,-1.3771600636892878,0.17026171539495738
761,0.0,Lactic acid,L-Malate,Pputida,1,28,0.046496693369506126,-1.3325779310334578,-inf
762,0.0,Alanine,L-Malate,Pputida,1,28,0.04989889044519913,-1.3019091112680896,-inf
763,0.0,Valine,L-Malate,Pputida,1,28,0.09866371519851036,-1.0058425351354454,-inf
764,0.244,Succinic acid,L-Malate,Pputida,1,28,0.05556921890500499,-1.2551657077247933,-0.6126101736612706
765,2.06,Acetyl-ornithine,L-Malate,Pputida,1,28,0.1292834888809935,-0.8884569364169637,0.31386722036915343
766,0.444,Glycine,L-Malate,Pputida,1,28,0.030619773682549756,-1.513998023591482,-0.3526170298853802
767,0.825,beta-Hydroxybutyric acid,L-Malate,Pputida,1,28,,,-0.08354605145007493
768,0.0,Asparagine,L-Malate,Pputida,1,28,0.060105481672767525,-1.2210859181524671,-inf
769,2.87,Butyric acid,L-Malate,Pputida,1,28,,,0.4578818967339923
770,0.156,Fumaric acid,L-Malate,Pputida,1,28,0.05103295613670955,-1.2921492739825582,-0.8068754016455384
771,0.467,Valeric acid,L-Malate,Pputida,1,28,,,-0.33068311943388784
772,7.65,Propionic acid,L-Malate,Pputida,1,28,0.05897141598110167,-1.2293584441164453,0.8836614351536176
773,0.258,Methionine,L-Malate,Pputida,1,28,0.13381975164876714,-0.8734797804472477,-0.5883802940367698
774,2.97,Serine,L-Malate,Pputida,1,28,0.04649669336960205,-1.3325779310325618,0.4727564493172124
775,110.0,Acetic acid,L-Malate,Pputida,1,28,0.029485707990084542,-1.5303884397872947,2.041392685158225
776,0.0,alpha-Ketoglutaric acid,L-Malate,Pputida,1,28,0.06804394151666004,-1.1672105373675736,-inf
777,0.215,Hippuric acid,L-Malate,Pputida,1,28,,,-0.6675615400843947
778,0.0,Putrescine,L-Malate,Pputida,1,28,0.09866371519852146,-1.0058425351353966,-inf
779,2.61,Citric acid,L-Malate,Pputida,1,28,0.07711646705163,-1.1128528750482738,0.41664050733828095
780,0.0,Alanine,L-Malate,Pputida,2,28,0.04989889044519913,-1.3019091112680896,-inf
781,0.0,Valine,L-Malate,Pputida,2,28,0.09866371519851036,-1.0058425351354454,-inf
782,1.96,Acetyl-ornithine,L-Malate,Pputida,2,28,0.1292834888809935,-0.8884569364169637,0.292256071356476
783,0.245,Succinic acid,L-Malate,Pputida,2,28,0.05556921890500499,-1.2551657077247933,-0.6108339156354675
784,8.68,Propionic acid,L-Malate,Pputida,2,28,0.05897141598110167,-1.2293584441164453,0.9385197251764918
785,1.94,Pyruvic acid,L-Malate,Pputida,2,28,0.04196043060145094,-1.3771600636892878,0.287801729930226
786,1.05,beta-Hydroxybutyric acid,L-Malate,Pputida,2,28,,,0.021189299069938092
787,0.881,Serine,L-Malate,Pputida,2,28,0.04649669336960205,-1.3325779310325618,-0.05502409158795209
788,0.0,Asparagine,L-Malate,Pputida,2,28,0.060105481672767525,-1.2210859181524671,-inf
789,0.0,alpha-Ketoglutaric acid,L-Malate,Pputida,2,28,0.06804394151666004,-1.1672105373675736,-inf
790,0.0,Putrescine,L-Malate,Pputida,2,28,0.09866371519852146,-1.0058425351353966,-inf
791,1.03,Valeric acid,L-Malate,Pputida,2,28,,,0.012837224705172217
792,0.0,Glycine,L-Malate,Pputida,2,28,0.030619773682549756,-1.513998023591482,-inf
793,3.64,Butyric acid,L-Malate,Pputida,2,28,,,0.561101383649056
794,0.147,Methionine,L-Malate,Pputida,2,28,0.13381975164876714,-0.8734797804472477,-0.8326826652518239
795,0.187,Hippuric acid,L-Malate,Pputida,2,28,,,-0.7281583934635011
796,161.0,Acetic acid,L-Malate,Pputida,2,28,0.029485707990084542,-1.5303884397872947,2.2068258760318495
797,0.0,Lactic acid,L-Malate,Pputida,2,28,0.046496693369506126,-1.3325779310334578,-inf
798,0.138,Fumaric acid,L-Malate,Pputida,2,28,0.05103295613670955,-1.2921492739825582,-0.8601209135987634
799,2.62,Citric acid,L-Malate,Pputida,2,28,0.07711646705163,-1.1128528750482738,0.41830129131974547
800,0.0,Valine,L-Malate,Pputida,1,48,0.09866371519851036,-1.0058425351354454,-inf
801,4.07,Butyric acid,L-Malate,Pputida,1,48,,,0.60959440922522
802,0.511,beta-Hydroxybutyric acid,L-Malate,Pputida,1,48,,,-0.29157909986528724
803,0.0,Alanine,L-Malate,Pputida,1,48,0.04989889044519913,-1.3019091112680896,-inf
804,0.309,Asparagine,L-Malate,Pputida,1,48,0.060105481672767525,-1.2210859181524671,-0.5100415205751654
805,0.183,Succinic acid,L-Malate,Pputida,1,48,0.05556921890500499,-1.2551657077247933,-0.7375489102695706
806,2.42,Serine,L-Malate,Pputida,1,48,0.04649669336960205,-1.3325779310325618,0.38381536598043126
807,0.133,Fumaric acid,L-Malate,Pputida,1,48,0.05103295613670955,-1.2921492739825582,-0.8761483590329142
808,10.4,Propionic acid,L-Malate,Pputida,1,48,0.05897141598110167,-1.2293584441164453,1.0170333392987803
809,1.15,Pyruvic acid,L-Malate,Pputida,1,48,0.04196043060145094,-1.3771600636892878,0.06069784035361165
810,0.0,Lactic acid,L-Malate,Pputida,1,48,0.046496693369506126,-1.3325779310334578,-inf
811,0.0,Putrescine,L-Malate,Pputida,1,48,0.09866371519852146,-1.0058425351353966,-inf
812,1.11,Valeric acid,L-Malate,Pputida,1,48,,,0.045322978786657475
813,2.27,Citric acid,L-Malate,Pputida,1,48,0.07711646705163,-1.1128528750482738,0.35602585719312274
814,0.0,alpha-Ketoglutaric acid,L-Malate,Pputida,1,48,0.06804394151666004,-1.1672105373675736,-inf
815,0.296,Hippuric acid,L-Malate,Pputida,1,48,,,-0.5287082889410615
816,0.205,Methionine,L-Malate,Pputida,1,48,0.13381975164876714,-0.8734797804472477,-0.6882461389442457
817,0.0,Glycine,L-Malate,Pputida,1,48,0.030619773682549756,-1.513998023591482,-inf
818,1.58,Acetyl-ornithine,L-Malate,Pputida,1,48,0.1292834888809935,-0.8884569364169637,0.19865708695442263
819,321.0,Acetic acid,L-Malate,Pputida,1,48,0.029485707990084542,-1.5303884397872947,2.506505032404872
820,0.0,alpha-Ketoglutaric acid,L-Malate,Pputida,2,48,0.06804394151666004,-1.1672105373675736,-inf
821,12.8,Propionic acid,L-Malate,Pputida,2,48,0.05897141598110167,-1.2293584441164453,1.1072099696478683
822,1.27,Pyruvic acid,L-Malate,Pputida,2,48,0.04196043060145094,-1.3771600636892878,0.10380372095595687
823,0.0,Valine,L-Malate,Pputida,2,48,0.09866371519851036,-1.0058425351354454,-inf
824,0.0,Serine,L-Malate,Pputida,2,48,0.04649669336960205,-1.3325779310325618,-inf
825,0.0,Alanine,L-Malate,Pputida,2,48,0.04989889044519913,-1.3019091112680896,-inf
826,0.0,Asparagine,L-Malate,Pputida,2,48,0.060105481672767525,-1.2210859181524671,-inf
827,0.508,beta-Hydroxybutyric acid,L-Malate,Pputida,2,48,,,-0.29413628771608075
828,1.9,Acetyl-ornithine,L-Malate,Pputida,2,48,0.1292834888809935,-0.8884569364169637,0.2787536009528289
829,0.156,Fumaric acid,L-Malate,Pputida,2,48,0.05103295613670955,-1.2921492739825582,-0.8068754016455384
830,0.229,Succinic acid,L-Malate,Pputida,2,48,0.05556921890500499,-1.2551657077247933,-0.640164517660112
831,0.0,Lactic acid,L-Malate,Pputida,2,48,0.046496693369506126,-1.3325779310334578,-inf
832,0.0,Methionine,L-Malate,Pputida,2,48,0.13381975164876714,-0.8734797804472477,-inf
833,0.0,Glycine,L-Malate,Pputida,2,48,0.030619773682549756,-1.513998023591482,-inf
834,2.15,Citric acid,L-Malate,Pputida,2,48,0.07711646705163,-1.1128528750482738,0.33243845991560533
835,4.78,Butyric acid,L-Malate,Pputida,2,48,,,0.6794278966121189
836,1.1,Valeric acid,L-Malate,Pputida,2,48,,,0.04139268515822508
837,0.0,Putrescine,L-Malate,Pputida,2,48,0.09866371519852146,-1.0058425351353966,-inf
838,0.235,Hippuric acid,L-Malate,Pputida,2,48,,,-0.6289321377282637
839,258.0,Acetic acid,L-Malate,Pputida,2,48,0.029485707990084542,-1.5303884397872947,2.41161970596323
840,3.94,Propionic acid,L-Malate,Pseudomonas,1,16,0.05897141598110167,-1.2293584441164453,0.5954962218255742
841,5.92,alpha-Ketoglutaric acid,L-Malate,Pseudomonas,1,16,0.06804394151666004,-1.1672105373675736,0.7723217067229198
842,0.422,Acetyl-ornithine,L-Malate,Pseudomonas,1,16,0.1292834888809935,-0.8884569364169637,-0.37468754903832613
843,373.0,Pyruvic acid,L-Malate,Pseudomonas,1,16,0.04196043060145094,-1.3771600636892878,2.571708831808688
844,0.0,Asparagine,L-Malate,Pseudomonas,1,16,0.060105481672767525,-1.2210859181524671,-inf
845,0.879,Butyric acid,L-Malate,Pseudomonas,1,16,,,-0.056011124926228104
846,1.46,beta-Hydroxybutyric acid,L-Malate,Pseudomonas,1,16,,,0.1643528557844371
847,0.0,Valine,L-Malate,Pseudomonas,1,16,0.09866371519851036,-1.0058425351354454,-inf
848,0.0,Alanine,L-Malate,Pseudomonas,1,16,0.04989889044519913,-1.3019091112680896,-inf
849,0.0,Putrescine,L-Malate,Pseudomonas,1,16,0.09866371519852146,-1.0058425351353966,-inf
850,0.123,Hippuric acid,L-Malate,Pseudomonas,1,16,,,-0.9100948885606021
851,1.47,Serine,L-Malate,Pseudomonas,1,16,0.04649669336960205,-1.3325779310325618,0.1673173347481761
852,62.6,Acetic acid,L-Malate,Pseudomonas,1,16,0.029485707990084542,-1.5303884397872947,1.7965743332104296
853,6.35,Citric acid,L-Malate,Pseudomonas,1,16,0.07711646705163,-1.1128528750482738,0.8027737252919757
854,0.0,Lactic acid,L-Malate,Pseudomonas,1,16,0.046496693369506126,-1.3325779310334578,-inf
855,0.0,Methionine,L-Malate,Pseudomonas,1,16,0.13381975164876714,-0.8734797804472477,-inf
856,0.0,Glycine,L-Malate,Pseudomonas,1,16,0.030619773682549756,-1.513998023591482,-inf
857,0.207,Valeric acid,L-Malate,Pseudomonas,1,16,,,-0.6840296545430823
858,33.6,Succinic acid,L-Malate,Pseudomonas,1,16,0.05556921890500499,-1.2551657077247933,1.526339277389844
859,8.79,Fumaric acid,L-Malate,Pseudomonas,1,16,0.05103295613670955,-1.2921492739825582,0.9439888750737718
860,0.876,Serine,L-Malate,Pseudomonas,2,16,0.04649669336960205,-1.3325779310325618,-0.05749589383191927
861,371.0,Pyruvic acid,L-Malate,Pseudomonas,2,16,0.04196043060145094,-1.3771600636892878,2.569373909615046
862,98.1,Succinic acid,L-Malate,Pseudomonas,2,16,0.05556921890500499,-1.2551657077247933,1.9916690073799486
863,0.0,Lactic acid,L-Malate,Pseudomonas,2,16,0.046496693369506126,-1.3325779310334578,-inf
864,0.0,Alanine,L-Malate,Pseudomonas,2,16,0.04989889044519913,-1.3019091112680896,-inf
865,44.8,Fumaric acid,L-Malate,Pseudomonas,2,16,0.05103295613670955,-1.2921492739825582,1.651278013998144
866,15.1,alpha-Ketoglutaric acid,L-Malate,Pseudomonas,2,16,0.06804394151666004,-1.1672105373675736,1.1789769472931695
867,0.0,Valine,L-Malate,Pseudomonas,2,16,0.09866371519851036,-1.0058425351354454,-inf
868,0.0,Glycine,L-Malate,Pseudomonas,2,16,0.030619773682549756,-1.513998023591482,-inf
869,1.45,beta-Hydroxybutyric acid,L-Malate,Pseudomonas,2,16,,,0.16136800223497488
870,0.0,Asparagine,L-Malate,Pseudomonas,2,16,0.060105481672767525,-1.2210859181524671,-inf
871,0.0,Valeric acid,L-Malate,Pseudomonas,2,16,,,-inf
872,0.0,Putrescine,L-Malate,Pseudomonas,2,16,0.09866371519852146,-1.0058425351353966,-inf
873,0.0,Propionic acid,L-Malate,Pseudomonas,2,16,0.05897141598110167,-1.2293584441164453,-inf
874,0.336,Acetyl-ornithine,L-Malate,Pseudomonas,2,16,0.1292834888809935,-0.8884569364169637,-0.4736607226101559
875,0.216,Methionine,L-Malate,Pseudomonas,2,16,0.13381975164876714,-0.8734797804472477,-0.6655462488490691
876,0.117,Hippuric acid,L-Malate,Pseudomonas,2,16,,,-0.9318141382538383
877,4.07,Citric acid,L-Malate,Pseudomonas,2,16,0.07711646705163,-1.1128528750482738,0.60959440922522
878,0.0,Butyric acid,L-Malate,Pseudomonas,2,16,,,-inf
879,77.4,Acetic acid,L-Malate,Pseudomonas,2,16,0.029485707990084542,-1.5303884397872947,1.8887409606828927
880,0.0,Valine,L-Malate,Pseudomonas,1,28,0.09866371519851036,-1.0058425351354454,-inf
881,0.0,Glycine,L-Malate,Pseudomonas,1,28,0.030619773682549756,-1.513998023591482,-inf
882,0.0,Lactic acid,L-Malate,Pseudomonas,1,28,0.046496693369506126,-1.3325779310334578,-inf
883,2.37,beta-Hydroxybutyric acid,L-Malate,Pseudomonas,1,28,,,0.37474834601010387
884,0.365,Succinic acid,L-Malate,Pseudomonas,1,28,0.05556921890500499,-1.2551657077247933,-0.4377071355435253
885,7.41,Propionic acid,L-Malate,Pseudomonas,1,28,0.05897141598110167,-1.2293584441164453,0.8698182079793282
