,Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint,Metabolite value,log10(Metabolite value [gDW/mmol],log10(Metabolite concentration)
1561,18.3,Propionic acid,D-Galactose,Enterobacter,1,48,0.03516173249048793,-1.4539297344935405,1.2624510897304295
1562,0.0,Valine,D-Galactose,Enterobacter,1,48,0.08632249716671037,-1.0638760047241718,-inf
1563,0.0,Alanine,D-Galactose,Enterobacter,1,48,0.02902494527149413,-1.5372285904803622,-inf
1564,0.0,alpha-Ketoglutaric acid,D-Galactose,Enterobacter,1,48,0.043042898352380066,-1.3660984925446207,-inf
1565,29.0,beta-Hydroxybutyric acid,D-Galactose,Enterobacter,1,48,,,1.462397997898956
1566,2.7,Acetyl-ornithine,D-Galactose,Enterobacter,1,48,0.11248307544015346,-0.9489128179605537,0.43136376415898736
1567,0.0,Serine,D-Galactose,Enterobacter,1,48,0.05724207540233617,-1.242284628590765,-inf
1568,0.205,Asparagine,D-Galactose,Enterobacter,1,48,0.05421107423080884,-1.2659119867815676,-0.6882461389442457
1569,49.0,Lactic acid,D-Galactose,Enterobacter,1,48,0.0373971939702733,-1.4271609830654168,1.6901960800285136
1570,0.0219,Methionine,D-Galactose,Enterobacter,1,48,0.22128315121540398,-0.6550516525560018,-1.6595558851598817
1571,3.13,Glycine,D-Galactose,Enterobacter,1,48,0.04341127414384527,-1.3623974672016028,0.49554433754644844
1572,0.0,Hippuric acid,D-Galactose,Enterobacter,1,48,,,-inf
1573,0.174,Succinic acid,D-Galactose,Enterobacter,1,48,0.03551995333618829,-1.449527613440994,-0.7594507517174003
1574,6.76,Butyric acid,D-Galactose,Enterobacter,1,48,0.12675937986316788,-0.8970198941477437,0.829946695941636
1575,0.0574,Fumaric acid,D-Galactose,Enterobacter,1,48,0.03293673568139366,-1.482319445415433,-1.2410881076020266
1576,0.0,Putrescine,D-Galactose,Enterobacter,1,48,0.09847378663938589,-1.0066793617152232,-inf
1577,0.329,Citric acid,D-Galactose,Enterobacter,1,48,0.04868457392109837,-1.3126086265106216,-0.48280410205002566
1578,4770.0,Acetic acid,D-Galactose,Enterobacter,1,48,0.01389540704401504,-1.85712872672897,3.678518379040114
1579,0.675,Valeric acid,D-Galactose,Enterobacter,1,48,,,-0.17069622716897506
1580,0.0,Alanine,D-Galactose,Enterobacter,2,48,0.02902494527149413,-1.5372285904803622,-inf
1581,58.5,Lactic acid,D-Galactose,Enterobacter,2,48,0.0373971939702733,-1.4271609830654168,1.7671558660821804
1582,0.0,Pyruvic acid,D-Galactose,Enterobacter,2,48,0.022348229909679995,-1.6507568694403967,-inf
1583,0.136,Succinic acid,D-Galactose,Enterobacter,2,48,0.03551995333618829,-1.449527613440994,-0.8664610916297825
1584,3.73,Glycine,D-Galactose,Enterobacter,2,48,0.04341127414384527,-1.3623974672016028,0.5717088318086876
1585,19.8,Propionic acid,D-Galactose,Enterobacter,2,48,0.03516173249048793,-1.4539297344935405,1.2966651902615312
1586,0.12,Asparagine,D-Galactose,Enterobacter,2,48,0.05421107423080884,-1.2659119867815676,-0.9208187539523752
1587,0.507,Serine,D-Galactose,Enterobacter,2,48,0.05724207540233617,-1.242284628590765,-0.294992040666664
1588,0.0,Valine,D-Galactose,Enterobacter,2,48,0.08632249716671037,-1.0638760047241718,-inf
1589,0.676,Valeric acid,D-Galactose,Enterobacter,2,48,,,-0.17005330405836405
1590,1.95,Acetyl-ornithine,D-Galactose,Enterobacter,2,48,0.11248307544015346,-0.9489128179605537,0.290034611362518
1591,0.0,Putrescine,D-Galactose,Enterobacter,2,48,0.09847378663938589,-1.0066793617152232,-inf
1592,0.0,Hippuric acid,D-Galactose,Enterobacter,2,48,,,-inf
1593,0.0583,Fumaric acid,D-Galactose,Enterobacter,2,48,0.03293673568139366,-1.482319445415433,-1.234331445240986
1594,0.302,Citric acid,D-Galactose,Enterobacter,2,48,0.04868457392109837,-1.3126086265106216,-0.5199930570428494
1595,0.0,Methionine,D-Galactose,Enterobacter,2,48,0.22128315121540398,-0.6550516525560018,-inf
1596,27.8,beta-Hydroxybutyric acid,D-Galactose,Enterobacter,2,48,,,1.4440447959180762
1597,0.0,alpha-Ketoglutaric acid,D-Galactose,Enterobacter,2,48,0.043042898352380066,-1.3660984925446207,-inf
1598,6.71,Butyric acid,D-Galactose,Enterobacter,2,48,0.12675937986316788,-0.8970198941477437,0.8267225201689921
1599,3890.0,Acetic acid,D-Galactose,Enterobacter,2,48,0.01389540704401504,-1.85712872672897,3.5899496013257077
1600,1.38,beta-Hydroxybutyric acid,D-Ribose,Ecoli,1,28,,,0.13987908640123647
1601,0.503,Serine,D-Ribose,Ecoli,1,28,0.049466018746319174,-1.3056930422552486,-0.2984320149440726
1602,0.0,Alanine,D-Ribose,Ecoli,1,28,0.03994002727224499,-1.3985916429159555,-inf
1603,0.117,Succinic acid,D-Ribose,Ecoli,1,28,0.04742417828086376,-1.3240001853982508,-0.9318141382538383
1604,0.0,Lactic acid,D-Ribose,Ecoli,1,28,0.04820007302264728,-1.3169523038086868,-inf
1605,0.0,Glycine,D-Ribose,Ecoli,1,28,0.04014003789465925,-1.3964222218476952,-inf
1606,0.376,Asparagine,D-Ribose,Ecoli,1,28,0.05576577165355978,-1.2536322839133842,-0.42481215507233894
1607,0.0,Pyruvic acid,D-Ribose,Ecoli,1,28,0.03238446381267357,-1.4896632891342465,-inf
1608,3.23,Butyric acid,D-Ribose,Ecoli,1,28,0.09503900851611102,-1.022098103068142,0.5092025223311029
1609,0.119,Putrescine,D-Ribose,Ecoli,1,28,0.09805716992606905,-1.0085206452855169,-0.9244530386074693
1610,11.1,Propionic acid,D-Ribose,Ecoli,1,28,0.04667687355185968,-1.3308982409867238,1.0453229787866574
1611,1.46,Citric acid,D-Ribose,Ecoli,1,28,0.0648545151862745,-1.1880597828455552,0.1643528557844371
1612,0.14,Fumaric acid,D-Ribose,Ecoli,1,28,0.04395831895920299,-1.3569589240897961,-0.8538719643217619
1613,0.144,Methionine,D-Ribose,Ecoli,1,28,0.18025322934961396,-0.7441169458809096,-0.8416375079047503
1614,0.0,Valine,D-Ribose,Ecoli,1,28,0.09062673421221246,-1.042743669782736,-inf
1615,411.0,Acetic acid,D-Ribose,Ecoli,1,28,0.02229440387350734,-1.651804135689683,2.6138418218760693
1616,0.0,alpha-Ketoglutaric acid,D-Ribose,Ecoli,1,28,0.05712894381652012,-1.2431438049766865,-inf
1617,0.0,Acetyl-ornithine,D-Ribose,Ecoli,1,28,0.12062850353251053,-0.9185500598223262,-inf
1618,0.475,Valeric acid,D-Ribose,Ecoli,1,28,,,-0.3233063903751334
1619,0.19,Hippuric acid,D-Ribose,Ecoli,1,28,,,-0.721246399047171
1620,0.0,Glycine,D-Ribose,Ecoli,2,28,0.04014003789465925,-1.3964222218476952,-inf
1621,1.58,Serine,D-Ribose,Ecoli,2,28,0.049466018746319174,-1.3056930422552486,0.19865708695442263
1622,0.0,Valine,D-Ribose,Ecoli,2,28,0.09062673421221246,-1.042743669782736,-inf
1623,0.0,Pyruvic acid,D-Ribose,Ecoli,2,28,0.03238446381267357,-1.4896632891342465,-inf
1624,5.67,Butyric acid,D-Ribose,Ecoli,2,28,0.09503900851611102,-1.022098103068142,0.7535830588929066
1625,0.0,Acetyl-ornithine,D-Ribose,Ecoli,2,28,0.12062850353251053,-0.9185500598223262,-inf
1626,0.32,Hippuric acid,D-Ribose,Ecoli,2,28,,,-0.494850021680094
1627,0.826,Asparagine,D-Ribose,Ecoli,2,28,0.05576577165355978,-1.2536322839133842,-0.0830199526796178
1628,0.163,Succinic acid,D-Ribose,Ecoli,2,28,0.04742417828086376,-1.3240001853982508,-0.7878123955960422
1629,1.34,beta-Hydroxybutyric acid,D-Ribose,Ecoli,2,28,,,0.12710479836480765
1630,0.157,Fumaric acid,D-Ribose,Ecoli,2,28,0.04395831895920299,-1.3569589240897961,-0.8041003475907662
1631,0.0,Alanine,D-Ribose,Ecoli,2,28,0.03994002727224499,-1.3985916429159555,-inf
1632,1.35,Citric acid,D-Ribose,Ecoli,2,28,0.0648545151862745,-1.1880597828455552,0.13033376849500614
1633,0.0,alpha-Ketoglutaric acid,D-Ribose,Ecoli,2,28,0.05712894381652012,-1.2431438049766865,-inf
1634,0.242,Putrescine,D-Ribose,Ecoli,2,28,0.09805716992606905,-1.0085206452855169,-0.6161846340195687
1635,16.7,Propionic acid,D-Ribose,Ecoli,2,28,0.04667687355185968,-1.3308982409867238,1.2227164711475833
1636,0.143,Methionine,D-Ribose,Ecoli,2,28,0.18025322934961396,-0.7441169458809096,-0.8446639625349383
1637,0.788,Valeric acid,D-Ribose,Ecoli,2,28,,,-0.10347378251044466
1638,504.0,Acetic acid,D-Ribose,Ecoli,2,28,0.02229440387350734,-1.651804135689683,2.7024305364455254
1639,0.0,Lactic acid,D-Ribose,Ecoli,2,28,0.04820007302264728,-1.3169523038086868,-inf
1640,12.6,Lactic acid,D-Ribose,Ecoli,1,48,0.04820007302264728,-1.3169523038086868,1.100370545117563
1641,2.75,Succinic acid,D-Ribose,Ecoli,1,48,0.04742417828086376,-1.3240001853982508,0.43933269383026263
1642,30.7,Propionic acid,D-Ribose,Ecoli,1,48,0.04667687355185968,-1.3308982409867238,1.4871383754771865
1643,32.8,Pyruvic acid,D-Ribose,Ecoli,1,48,0.03238446381267357,-1.4896632891342465,1.515873843711679
1644,12.1,Acetyl-ornithine,D-Ribose,Ecoli,1,48,0.12062850353251053,-0.9185500598223262,1.08278537031645
1645,2.43,Serine,D-Ribose,Ecoli,1,48,0.049466018746319174,-1.3056930422552486,0.38560627359831223
1646,0.0,Glycine,D-Ribose,Ecoli,1,48,0.04014003789465925,-1.3964222218476952,-inf
1647,0.0,Asparagine,D-Ribose,Ecoli,1,48,0.05576577165355978,-1.2536322839133842,-inf
1648,9.24,Citric acid,D-Ribose,Ecoli,1,48,0.0648545151862745,-1.1880597828455552,0.9656719712201067
1649,0.0,Alanine,D-Ribose,Ecoli,1,48,0.03994002727224499,-1.3985916429159555,-inf
1650,8.55,beta-Hydroxybutyric acid,D-Ribose,Ecoli,1,48,,,0.9319661147281727
1651,0.0,alpha-Ketoglutaric acid,D-Ribose,Ecoli,1,48,0.05712894381652012,-1.2431438049766865,-inf
1652,2.06,Putrescine,D-Ribose,Ecoli,1,48,0.09805716992606905,-1.0085206452855169,0.31386722036915343
1653,1.45,Valine,D-Ribose,Ecoli,1,48,0.09062673421221246,-1.042743669782736,0.16136800223497488
1654,4.98,Butyric acid,D-Ribose,Ecoli,1,48,0.09503900851611102,-1.022098103068142,0.6972293427597176
1655,0.115,Methionine,D-Ribose,Ecoli,1,48,0.18025322934961396,-0.7441169458809096,-0.9393021596463883
1656,0.309,Hippuric acid,D-Ribose,Ecoli,1,48,,,-0.5100415205751654
1657,3390.0,Acetic acid,D-Ribose,Ecoli,1,48,0.02229440387350734,-1.651804135689683,3.530199698203082
1658,1.5,Valeric acid,D-Ribose,Ecoli,1,48,,,0.17609125905568124
1659,0.649,Fumaric acid,D-Ribose,Ecoli,1,48,0.04395831895920299,-1.3569589240897961,-0.18775530319963074
1660,0.266,Methionine,D-Ribose,Ecoli,2,48,0.18025322934961396,-0.7441169458809096,-0.575118363368933
1661,1.37,Succinic acid,D-Ribose,Ecoli,2,48,0.04742417828086376,-1.3240001853982508,0.1367205671564068
1662,0.0,Valine,D-Ribose,Ecoli,2,48,0.09062673421221246,-1.042743669782736,-inf
1663,4.34,Pyruvic acid,D-Ribose,Ecoli,2,48,0.03238446381267357,-1.4896632891342465,0.6374897295125107
1664,7.07,beta-Hydroxybutyric acid,D-Ribose,Ecoli,2,48,,,0.8494194137968994
1665,0.0,Asparagine,D-Ribose,Ecoli,2,48,0.05576577165355978,-1.2536322839133842,-inf
1666,0.252,Hippuric acid,D-Ribose,Ecoli,2,48,,,-0.5985994592184559
1667,4.19,Serine,D-Ribose,Ecoli,2,48,0.049466018746319174,-1.3056930422552486,0.6222140229662954
1668,0.0,Alanine,D-Ribose,Ecoli,2,48,0.03994002727224499,-1.3985916429159555,-inf
1669,7.43,Citric acid,D-Ribose,Ecoli,2,48,0.0648545151862745,-1.1880597828455552,0.8709888137605752
1670,0.0,Lactic acid,D-Ribose,Ecoli,2,48,0.04820007302264728,-1.3169523038086868,-inf
1671,1.26,Valeric acid,D-Ribose,Ecoli,2,48,,,0.10037054511756291
1672,0.0,alpha-Ketoglutaric acid,D-Ribose,Ecoli,2,48,0.05712894381652012,-1.2431438049766865,-inf
1673,0.358,Fumaric acid,D-Ribose,Ecoli,2,48,0.04395831895920299,-1.3569589240897961,-0.44611697335612566
1674,0.0,Glycine,D-Ribose,Ecoli,2,48,0.04014003789465925,-1.3964222218476952,-inf
1675,6.44,Acetyl-ornithine,D-Ribose,Ecoli,2,48,0.12062850353251053,-0.9185500598223262,0.8088858673598122
1676,3180.0,Acetic acid,D-Ribose,Ecoli,2,48,0.02229440387350734,-1.651804135689683,3.5024271199844326
1677,1.98,Putrescine,D-Ribose,Ecoli,2,48,0.09805716992606905,-1.0085206452855169,0.2966651902615311
1678,5.91,Butyric acid,D-Ribose,Ecoli,2,48,0.09503900851611102,-1.022098103068142,0.7715874808812554
1679,28.8,Propionic acid,D-Ribose,Ecoli,2,48,0.04667687355185968,-1.3308982409867238,1.4593924877592308
1680,1.59,beta-Hydroxybutyric acid,D-Ribose,Enterobacter,1,28,,,0.2013971243204515
1681,1820.0,Lactic acid,D-Ribose,Enterobacter,1,28,0.04820007302264728,-1.3169523038086868,3.2600713879850747
1682,11.4,Propionic acid,D-Ribose,Enterobacter,1,28,0.04667687355185968,-1.3308982409867238,1.0569048513364727
1683,333.0,Succinic acid,D-Ribose,Enterobacter,1,28,0.04742417828086376,-1.3240001853982508,2.5224442335063197
1684,0.0,Glycine,D-Ribose,Enterobacter,1,28,0.04014003789465925,-1.3964222218476952,-inf
1685,0.0,alpha-Ketoglutaric acid,D-Ribose,Enterobacter,1,28,0.05712894381652012,-1.2431438049766865,-inf
1686,39.2,Alanine,D-Ribose,Enterobacter,1,28,0.03994002727224499,-1.3985916429159555,1.5932860670204574
1687,0.44,Asparagine,D-Ribose,Enterobacter,1,28,0.05576577165355978,-1.2536322839133842,-0.3565473235138126
1688,3.74,Butyric acid,D-Ribose,Enterobacter,1,28,0.09503900851611102,-1.022098103068142,0.5728716022004802
1689,0.859,Valeric acid,D-Ribose,Enterobacter,1,28,,,-0.0660068361687577
1690,6.19,Acetyl-ornithine,D-Ribose,Enterobacter,1,28,0.12062850353251053,-0.9185500598223262,0.791690649020118
1691,0.208,Methionine,D-Ribose,Enterobacter,1,28,0.18025322934961396,-0.7441169458809096,-0.6819366650372385
1692,0.245,Hippuric acid,D-Ribose,Enterobacter,1,28,,,-0.6108339156354675
1693,32.0,Fumaric acid,D-Ribose,Enterobacter,1,28,0.04395831895920299,-1.3569589240897961,1.505149978319906
1694,0.483,Pyruvic acid,D-Ribose,Enterobacter,1,28,0.03238446381267357,-1.4896632891342465,-0.31605286924848786
1695,6.26,Valine,D-Ribose,Enterobacter,1,28,0.09062673421221246,-1.042743669782736,0.7965743332104297
1696,1.36,Serine,D-Ribose,Enterobacter,1,28,0.049466018746319174,-1.3056930422552486,0.13353890837021754
1697,5.77,Citric acid,D-Ribose,Enterobacter,1,28,0.0648545151862745,-1.1880597828455552,0.7611758131557314
1698,5160.0,Acetic acid,D-Ribose,Enterobacter,1,28,0.02229440387350734,-1.651804135689683,3.7126497016272113
1699,0.19,Putrescine,D-Ribose,Enterobacter,1,28,0.09805716992606905,-1.0085206452855169,-0.721246399047171
1700,1.76,beta-Hydroxybutyric acid,D-Ribose,Enterobacter,2,28,,,0.24551266781414982
1701,4.01,Acetyl-ornithine,D-Ribose,Enterobacter,2,28,0.12062850353251053,-0.9185500598223262,0.6031443726201823
1702,1890.0,Lactic acid,D-Ribose,Enterobacter,2,28,0.04820007302264728,-1.3169523038086868,3.2764618041732443
1703,5.51,Valine,D-Ribose,Enterobacter,2,28,0.09062673421221246,-1.042743669782736,0.741151598851785
1704,0.917,Asparagine,D-Ribose,Enterobacter,2,28,0.05576577165355978,-1.2536322839133842,-0.03763066432997889
1705,5110.0,Acetic acid,D-Ribose,Enterobacter,2,28,0.02229440387350734,-1.651804135689683,3.708420900134713
1706,0.0,alpha-Ketoglutaric acid,D-Ribose,Enterobacter,2,28,0.05712894381652012,-1.2431438049766865,-inf
1707,31.8,Fumaric acid,D-Ribose,Enterobacter,2,28,0.04395831895920299,-1.3569589240897961,1.5024271199844328
1708,2.05,Serine,D-Ribose,Enterobacter,2,28,0.049466018746319174,-1.3056930422552486,0.31175386105575426
1709,41.4,Alanine,D-Ribose,Enterobacter,2,28,0.03994002727224499,-1.3985916429159555,1.6170003411208989
1710,5.27,Butyric acid,D-Ribose,Enterobacter,2,28,0.09503900851611102,-1.022098103068142,0.7218106152125465
1711,0.244,Methionine,D-Ribose,Enterobacter,2,28,0.18025322934961396,-0.7441169458809096,-0.6126101736612706
1712,0.0,Putrescine,D-Ribose,Enterobacter,2,28,0.09805716992606905,-1.0085206452855169,-inf
1713,15.1,Propionic acid,D-Ribose,Enterobacter,2,28,0.04667687355185968,-1.3308982409867238,1.1789769472931695
1714,252.0,Succinic acid,D-Ribose,Enterobacter,2,28,0.04742417828086376,-1.3240001853982508,2.401400540781544
1715,1.0,Valeric acid,D-Ribose,Enterobacter,2,28,,,0.0
1716,1.01,Pyruvic acid,D-Ribose,Enterobacter,2,28,0.03238446381267357,-1.4896632891342465,0.004321373782642578
1717,0.0,Glycine,D-Ribose,Enterobacter,2,28,0.04014003789465925,-1.3964222218476952,-inf
1718,5.75,Citric acid,D-Ribose,Enterobacter,2,28,0.0648545151862745,-1.1880597828455552,0.7596678446896304
1719,0.296,Hippuric acid,D-Ribose,Enterobacter,2,28,,,-0.5287082889410615
1720,0.0,Alanine,D-Ribose,Enterobacter,1,48,0.03994002727224499,-1.3985916429159555,-inf
1721,0.0,Valine,D-Ribose,Enterobacter,1,48,0.09062673421221246,-1.042743669782736,-inf
1722,0.0,Glycine,D-Ribose,Enterobacter,1,48,0.04014003789465925,-1.3964222218476952,-inf
1723,4.81,beta-Hydroxybutyric acid,D-Ribose,Enterobacter,1,48,,,0.6821450763738317
1724,17.2,Propionic acid,D-Ribose,Enterobacter,1,48,0.04667687355185968,-1.3308982409867238,1.235528446907549
1725,0.0,alpha-Ketoglutaric acid,D-Ribose,Enterobacter,1,48,0.05712894381652012,-1.2431438049766865,-inf
1726,0.0,Putrescine,D-Ribose,Enterobacter,1,48,0.09805716992606905,-1.0085206452855169,-inf
1727,1.94,Serine,D-Ribose,Enterobacter,1,48,0.049466018746319174,-1.3056930422552486,0.287801729930226
1728,0.0,Pyruvic acid,D-Ribose,Enterobacter,1,48,0.03238446381267357,-1.4896632891342465,-inf
1729,5.79,Butyric acid,D-Ribose,Enterobacter,1,48,0.09503900851611102,-1.022098103068142,0.7626785637274363
1730,0.245,Methionine,D-Ribose,Enterobacter,1,48,0.18025322934961396,-0.7441169458809096,-0.6108339156354675
1731,12.6,Acetyl-ornithine,D-Ribose,Enterobacter,1,48,0.12062850353251053,-0.9185500598223262,1.100370545117563
1732,5120.0,Acetic acid,D-Ribose,Enterobacter,1,48,0.02229440387350734,-1.651804135689683,3.709269960975831
1733,1.06,Valeric acid,D-Ribose,Enterobacter,1,48,,,0.02530586526477026
1734,207.0,Succinic acid,D-Ribose,Enterobacter,1,48,0.04742417828086376,-1.3240001853982508,2.315970345456918
1735,415.0,Lactic acid,D-Ribose,Enterobacter,1,48,0.04820007302264728,-1.3169523038086868,2.6180480967120925
1736,0.317,Hippuric acid,D-Ribose,Enterobacter,1,48,,,-0.4989407377822485
1737,0.0,Asparagine,D-Ribose,Enterobacter,1,48,0.05576577165355978,-1.2536322839133842,-inf
1738,8.3,Citric acid,D-Ribose,Enterobacter,1,48,0.0648545151862745,-1.1880597828455552,0.919078092376074
1739,22.8,Fumaric acid,D-Ribose,Enterobacter,1,48,0.04395831895920299,-1.3569589240897961,1.3579348470004537
1740,1.79,Serine,D-Ribose,Enterobacter,2,48,0.049466018746319174,-1.3056930422552486,0.2528530309798932
1741,0.0,Asparagine,D-Ribose,Enterobacter,2,48,0.05576577165355978,-1.2536322839133842,-inf
1742,400.0,Lactic acid,D-Ribose,Enterobacter,2,48,0.04820007302264728,-1.3169523038086868,2.6020599913279625
1743,0.0,Valine,D-Ribose,Enterobacter,2,48,0.09062673421221246,-1.042743669782736,-inf
1744,9.27,Citric acid,D-Ribose,Enterobacter,2,48,0.0648545151862745,-1.1880597828455552,0.9670797341444971
1745,0.0,Pyruvic acid,D-Ribose,Enterobacter,2,48,0.03238446381267357,-1.4896632891342465,-inf
1746,0.0,alpha-Ketoglutaric acid,D-Ribose,Enterobacter,2,48,0.05712894381652012,-1.2431438049766865,-inf
1747,5.73,beta-Hydroxybutyric acid,D-Ribose,Enterobacter,2,48,,,0.75815462196739
1748,0.0,Alanine,D-Ribose,Enterobacter,2,48,0.03994002727224499,-1.3985916429159555,-inf
1749,5870.0,Acetic acid,D-Ribose,Enterobacter,2,48,0.02229440387350734,-1.651804135689683,3.7686381012476144
1750,1.1,Valeric acid,D-Ribose,Enterobacter,2,48,,,0.04139268515822508
1751,0.0,Putrescine,D-Ribose,Enterobacter,2,48,0.09805716992606905,-1.0085206452855169,-inf
1752,14.4,Acetyl-ornithine,D-Ribose,Enterobacter,2,48,0.12062850353251053,-0.9185500598223262,1.1583624920952498
1753,238.0,Succinic acid,D-Ribose,Enterobacter,2,48,0.04742417828086376,-1.3240001853982508,2.376576957056512
1754,16.6,Propionic acid,D-Ribose,Enterobacter,2,48,0.04667687355185968,-1.3308982409867238,1.2201080880400552
1755,0.247,Hippuric acid,D-Ribose,Enterobacter,2,48,,,-0.6073030467403343
1756,5.24,Butyric acid,D-Ribose,Enterobacter,2,48,0.09503900851611102,-1.022098103068142,0.7193312869837266
1757,28.8,Fumaric acid,D-Ribose,Enterobacter,2,48,0.04395831895920299,-1.3569589240897961,1.4593924877592308
1758,0.0,Glycine,D-Ribose,Enterobacter,2,48,0.04014003789465925,-1.3964222218476952,-inf
1759,0.145,Methionine,D-Ribose,Enterobacter,2,48,0.18025322934961396,-0.7441169458809096,-0.8386319977650252
1760,1.7,beta-Hydroxybutyric acid,L-Arabinose,Ecoli,1,28,,,0.2304489213782739
1761,46.1,Succinic acid,L-Arabinose,Ecoli,1,28,0.057529140615919516,-1.2401121135210267,1.6637009253896482
1762,0.79,Serine,L-Arabinose,Ecoli,1,28,0.04622108294145,-1.3351598833920402,-0.10237290870955855
1763,0.0,Alanine,L-Arabinose,Ecoli,1,28,0.04841372033901892,-1.3150315428367958,-inf
1764,209.0,Pyruvic acid,L-Arabinose,Ecoli,1,28,0.04013403805564475,-1.39648714185955,2.3201462861110542
1765,0.0,alpha-Ketoglutaric acid,L-Arabinose,Ecoli,1,28,0.0672464401078765,-1.1723307013988162,-inf
1766,0.0,Asparagine,L-Arabinose,Ecoli,1,28,0.05860844844122193,-1.2320397756723802,-inf
1767,1.89,Valine,L-Arabinose,Ecoli,1,28,0.09420936861302964,-1.0259059068182883,0.2764618041732441
1768,22.3,Propionic acid,L-Arabinose,Ecoli,1,28,0.055659705603283705,-1.2544590950772094,1.3483048630481607
1769,2850.0,Acetic acid,L-Arabinose,Ecoli,1,28,0.02958653597942562,-1.528905879485728,3.45484486000851
1770,139.0,Lactic acid,L-Arabinose,Ecoli,1,28,0.05337581493951582,-1.272655481127895,2.143014800254095
1771,0.0,Glycine,L-Arabinose,Ecoli,1,28,0.02809600558252856,-1.5513554194819532,-inf
1772,1.64,Valeric acid,L-Arabinose,Ecoli,1,28,,,0.21484384804769785
1773,1.33,Acetyl-ornithine,L-Arabinose,Ecoli,1,28,0.12815545977623577,-0.8922628869422254,0.12385164096708581
1774,8.71,Fumaric acid,L-Arabinose,Ecoli,1,28,0.05339104481979495,-1.2725315802653043,0.9400181550076633
1775,0.292,Hippuric acid,L-Arabinose,Ecoli,1,28,,,-0.5346171485515817
1776,1.36,Putrescine,L-Arabinose,Ecoli,1,28,0.10003487264106936,-0.9998485764453039,0.13353890837021754
1777,0.113,Methionine,L-Arabinose,Ecoli,1,28,0.15771348589538325,-0.8021311690710011,-0.9469215565165803
1778,4.93,Butyric acid,L-Arabinose,Ecoli,1,28,0.07365268660546648,-1.1328114069116586,0.69284691927723
1779,2.4,Citric acid,L-Arabinose,Ecoli,1,28,0.07821996061825875,-1.1066824070399508,0.38021124171160603
1780,1.42,beta-Hydroxybutyric acid,L-Arabinose,Ecoli,2,28,,,0.15228834438305647
1781,12.4,Succinic acid,L-Arabinose,Ecoli,2,28,0.057529140615919516,-1.2401121135210267,1.0934216851622351
1782,0.44,Valine,L-Arabinose,Ecoli,2,28,0.09420936861302964,-1.0259059068182883,-0.3565473235138126
1783,0.0,Alanine,L-Arabinose,Ecoli,2,28,0.04841372033901892,-1.3150315428367958,-inf
1784,0.0,Asparagine,L-Arabinose,Ecoli,2,28,0.05860844844122193,-1.2320397756723802,-inf
1785,0.0,Lactic acid,L-Arabinose,Ecoli,2,28,0.05337581493951582,-1.272655481127895,-inf
1786,0.0,Serine,L-Arabinose,Ecoli,2,28,0.04622108294145,-1.3351598833920402,-inf
1787,0.0,Glycine,L-Arabinose,Ecoli,2,28,0.02809600558252856,-1.5513554194819532,-inf
1788,21.7,Propionic acid,L-Arabinose,Ecoli,2,28,0.055659705603283705,-1.2544590950772094,1.3364597338485296
1789,82.2,Pyruvic acid,L-Arabinose,Ecoli,2,28,0.04013403805564475,-1.39648714185955,1.9148718175400503
1790,6.71,Butyric acid,L-Arabinose,Ecoli,2,28,0.07365268660546648,-1.1328114069116586,0.8267225201689921
1791,2.3,Fumaric acid,L-Arabinose,Ecoli,2,28,0.05339104481979495,-1.2725315802653043,0.36172783601759284
1792,1.41,Valeric acid,L-Arabinose,Ecoli,2,28,,,0.14921911265537988
1793,2.04,Citric acid,L-Arabinose,Ecoli,2,28,0.07821996061825875,-1.1066824070399508,0.3096301674258988
1794,1700.0,Acetic acid,L-Arabinose,Ecoli,2,28,0.02958653597942562,-1.528905879485728,3.230448921378274
1795,1.16,Acetyl-ornithine,L-Arabinose,Ecoli,2,28,0.12815545977623577,-0.8922628869422254,0.06445798922691845
1796,0.38,Hippuric acid,L-Arabinose,Ecoli,2,28,,,-0.42021640338318983
1797,0.0,alpha-Ketoglutaric acid,L-Arabinose,Ecoli,2,28,0.0672464401078765,-1.1723307013988162,-inf
1798,1.45,Putrescine,L-Arabinose,Ecoli,2,28,0.10003487264106936,-0.9998485764453039,0.16136800223497488
1799,0.233,Methionine,L-Arabinose,Ecoli,2,28,0.15771348589538325,-0.8021311690710011,-0.632644078973981
1800,25.6,Valine,L-Arabinose,Ecoli,1,48,0.09420936861302964,-1.0259059068182883,1.4082399653118496
1801,1.3,Putrescine,L-Arabinose,Ecoli,1,48,0.10003487264106936,-0.9998485764453039,0.11394335230683679
1802,4.14,beta-Hydroxybutyric acid,L-Arabinose,Ecoli,1,48,,,0.617000341120899
1803,2.98,Serine,L-Arabinose,Ecoli,1,48,0.04622108294145,-1.3351598833920402,0.4742162640762552
1804,306.0,Succinic acid,L-Arabinose,Ecoli,1,48,0.057529140615919516,-1.2401121135210267,2.48572142648158
1805,0.0,alpha-Ketoglutaric acid,L-Arabinose,Ecoli,1,48,0.0672464401078765,-1.1723307013988162,-inf
1806,29.9,Acetyl-ornithine,L-Arabinose,Ecoli,1,48,0.12815545977623577,-0.8922628869422254,1.4756711883244296
1807,40.8,Alanine,L-Arabinose,Ecoli,1,48,0.04841372033901892,-1.3150315428367958,1.61066016308988
