,Sample_id,User code,Carbon source,Timepoint-tag,Sebacoyl-l-carnitine (c10-dc),Deoxycarnitine (deoxy-c0),Glutarylcarnitine (c5-dc),Phenylalanine,Leucine,Isoleucine,Methionine,Gamma-aminobutyrate,Proline,Tyrosine,Valine,Pipecolic acid,Alpha-aminobutyrate,Beta-alanine,Alanine,Creatine,Alpha-aminoadipate,Glycine,Glutamine,Glutamate,Serine,Asparagine,Aspartate,Lysine,Pyruvate,Lactate,Hexoses,NAD,Glutarate,Succinate,Malate,Cis-aconitate,Citrate,Isocitrate,Trans-aconitate,Hours,Timepoint,Bioreactor
22,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,0.0846146935351182,2.83531689927558,0.109944484436667,0.20006541402001599,2.0973282252146,3.8630046131448403,0.1103582609454968,ND,0.020013508496883,0.22120865841558598,2.5342322714819803,0.025738343999587597,ND,ND,ND,0.0044148990199087195,0.0356166152410256,ND,ND,0.163713792369869,0.09686101277390739,0.06897635373308761,0.369556137135788,ND,ND,2.76856658095788,ND,0.036750159874694,5.21595592571616,ND,19.1174316265202,0.700301447618948,14.52739221616838,1.0438579749254742,0.031694717642905004,12.0,4,REL04
23,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,0.072913721971026,1.5944969968448,0.25338231196671,0.55207350906055,2.70908189629306,4.0503308766004995,0.08369733928608179,0.168818021094134,0.0673255851755154,0.43990885151687803,3.04972487857262,0.0261958578101864,ND,ND,ND,0.001405522206365052,0.0350193212582052,ND,ND,0.172351853016331,0.9079474936699601,0.06239679551274681,0.44019785551005597,ND,ND,1.38393647657902,ND,ND,4.06088306923864,ND,38.946555797375,0.54635877356839,ND,0.527532997130256,0.023893285925604,13.0,4,REL05
24,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,0.0864183232243184,0.906519484771868,ND,0.047041358833813,0.646263756715032,0.8767440491996339,ND,0.253754772415762,ND,0.0568250838733098,1.030293832420814,0.018510799840587462,ND,ND,1.98501907329477,0.001363182779221178,0.0684762095840902,ND,ND,0.1391955320221204,ND,0.0552472340620472,0.233448781807516,ND,1.7922505386036,0.975276359089422,ND,ND,3.4978770835915802,ND,25.727188183815798,0.21836577920974198,ND,4.2165180371063204,0.0244431779120154,12.0,4,REL06
25,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,0.06650737608451221,ND,0.1544370366329292,0.00323074615504934,0.933855970093586,0.390317163700852,0.027343735882303998,2.6730239360594803,0.224582242573706,ND,8.23971355877502,0.0104949573108693,159.1964499120158,ND,34271.756193643196,0.0165262028487856,ND,30.908007326683997,ND,3.04028849062118,0.177206308291315,7.1374101917278,0.285212769986092,5.6076981168388995,2.06690681502498,0.21290478643343,ND,0.0375370288754854,ND,ND,0.27878745553372203,0.1337196567536322,ND,ND,0.00405469534904124,10.0,1,REL07
26,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,0.083419183751839,0.698206156377032,0.10985918112142261,0.01791128419044654,1.063380118328004,0.363371669040292,0.023299665459396803,3.52431543313478,0.318872191070924,0.050451921839450596,7.44760441574474,0.01375913726423326,153.7968230804112,ND,32946.410897398404,0.0220933170483774,0.01133547464028996,25.412899070254202,0.25749477432465,3.2227616583439795,0.446361736375194,6.821325790735161,0.1585833993086972,5.8698956764573404,ND,1.504138419959482,ND,0.0466984528165966,ND,ND,1.381912246102638,0.0150815177932129,ND,ND,ND,10.0,1,REL08
27,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,0.096169912689331,ND,0.23120845558750802,0.01119236194489256,0.9977639709222821,0.292158048126582,0.01690498217754148,2.02035144722212,0.2610131286844,ND,6.95202489229988,0.00517671588001816,131.64892067482918,ND,33035.4642170136,0.01401893982662256,0.0253283909125888,21.745199504399203,ND,3.04796862523734,0.597310715800168,7.125372873074601,0.242186140068496,4.75926534586484,ND,0.966697009100098,ND,0.035458839634113996,ND,ND,0.614513889273862,0.05763251946606039,ND,ND,ND,10.0,1,REL09
28,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,0.1045542301431482,ND,0.1785749610107938,0.00946463488966488,0.986866996038412,1.05485122606615,ND,9.4231675249404,0.513702372327984,ND,6.328588670908561,0.0247585224347862,293.977829980978,0.501957482646504,17080.01240610562,0.01745237582154954,0.10406008594959759,63.529424864872794,ND,2.81206491082712,0.859129150606396,9.766649161611559,0.45937789568185805,3.3195018459503602,2.3293148628974203,ND,ND,0.08007048472972719,ND,3.65773661772592,3.0006114086977,0.511786025754854,7.992049783796441,0.21759002541918598,0.00132584369272966,16.0,2,REL07
29,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,0.12261592800924662,0.45191525968463997,0.216829993991144,0.010383899790558499,0.885169985459178,0.8291022442196001,0.00502444476162036,10.864381729768139,0.316766630061256,0.0545901146725122,5.93519583718834,0.021388550025942803,335.866190174556,0.397069692066428,19060.5161100877,0.0102713819771638,0.057918889217467996,64.99474657715919,ND,1.51406811188191,1.082779642700092,11.99073138950082,0.246007353511696,4.94942719834964,ND,1.084481394307966,ND,ND,ND,3.90021979075768,3.4280525367969603,0.8393032118600819,ND,0.18224946842276418,0.0144316439914348,16.0,2,REL08
30,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,0.10355542472869701,0.366739433138134,0.1052572114919762,0.054474773148161605,1.270453261691038,1.015824055201896,0.01129628590265634,8.19041600693034,0.657293004084804,0.0029871762754298597,6.957732843445901,0.01887917773527602,309.159768049334,0.41560461481472,21924.699409751,0.009078231688898781,0.0923541033252222,46.9358469734338,0.022914171261141,5.11648729570488,1.447508377192062,7.8315973782576,0.23972188107660203,5.6174223000194,ND,0.8917575424923241,ND,0.081125166170275,ND,8.26539108897486,0.925246128005748,0.708278422597536,ND,0.192051157091619,0.01628101612130508,16.0,2,REL09
31,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,0.049019944683996605,0.503096248006588,0.268538714213048,0.01162276675300426,1.113805579911368,0.9119636992706599,0.0375611650011018,4.3954099042329,0.350813003730484,ND,7.38110491172916,0.039908709116614,358.783394305178,0.847018653885946,6007.00345630628,0.00869707074350224,0.090192816733527,43.6099647294116,0.0379026049727906,4.2127811305958405,0.919017631879518,3.1334260912311,0.333155525050412,ND,ND,1.954987519841342,ND,0.0436397745855204,ND,7.048323095823941,9.42507586773918,1.580404383545846,7.2224439018802,0.749457979926592,0.0437666888535556,18.0,3,REL07
32,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,0.07449825057928719,0.30261651379753196,0.32567024514442,0.0394928809402286,0.889249983514768,0.891507850204708,0.0390098193288042,8.681101641904899,0.40612367172256203,ND,5.65656600185222,0.039528508147512596,354.227056119758,0.6992000370293601,12189.31814393116,0.01360329854265364,0.0900773897430944,67.3282521815232,0.189130330568402,4.0107347084642,1.03069130449441,7.7130075935621605,0.5161832188465,0.367461172887656,ND,1.3150818040246859,ND,ND,ND,5.34174763526868,1.305921686982102,1.470322542168582,4.4484505746474,0.67969044075898,0.03728037795559,18.0,3,REL08
33,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,0.07190869496139281,0.577244812956038,0.15013883276413859,0.033826542336137,1.379455470434864,1.377694665985702,0.067116091399348,7.17355614674068,0.5818986258136379,0.0916876971150358,7.5438805654549395,0.0371313701230078,352.334122060492,0.708217569717824,10298.697453451121,0.0091226086165472,0.10321944032055941,52.1148559723296,0.00436469488579882,4.02871435830944,1.2391866730063499,3.65674266733532,0.24667612491910199,0.6600763205270199,ND,0.9135331681951561,12.77143201087774,0.061698838606567594,ND,18.49713814632372,6.62567365574624,1.311166890670818,6.85824091342684,0.558435620037062,0.0340823856786786,18.0,3,REL09
34,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,0.0813062595511818,1.50494883428546,0.343359308193702,4.28627051395,7.681232732665601,17.08635049975452,6.2167752665773595,ND,0.0525476599634276,3.0523581796331802,11.24008724093482,0.1033743383194482,1.758861381266366,0.1268594752933424,ND,0.0018116622884347161,0.1499515843846054,ND,ND,0.8640685745008261,0.1367229208265282,0.10724601771171441,0.39817332282421003,0.774273846349104,ND,4.63141987713086,ND,0.10633513923712881,ND,ND,2.7362848341525003,1.420422733780178,8.675578442637079,2.74434097237576,0.0655990405514704,22.0,4,REL07
35,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,0.092716995949503,1.982751364513452,0.248765402102134,3.26087796210082,5.14069789359028,15.11320522805008,5.22652879573762,ND,0.13995879407432402,2.41989820474748,6.637131716134,0.09856501917086799,2.22885898873216,0.1245849495971384,2.6462893901905002,0.01197369975620976,0.20322960600754797,ND,0.0830692693690362,0.255780208420774,1.761585531435356,0.1394309301028204,0.372533631705316,0.0888478268641088,ND,6.1403085898434195,ND,ND,ND,ND,2.2224625081919998,1.1730351597620978,9.294762531894339,0.60763936262309,0.00180054893656383,22.0,4,REL08
36,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,0.0849185071228318,1.3523335171075541,0.251588486314924,5.02643231801264,7.35951832088786,21.8682776659962,9.18310825060298,0.1603594837114858,0.115691188845122,2.3651830053108,11.28680077798886,0.10205739799129901,ND,0.1102336329866382,2.4800598678076198,0.00617527881833194,0.1668809862388768,ND,ND,0.267111203240622,0.8786572676414821,0.1013033267016032,0.5119830127456819,0.292784608294806,ND,1.226187977913634,ND,0.0363850749084636,ND,ND,1.2888894014135859,2.11319740900278,7.98818764731314,0.879987388228234,0.0668737505953754,22.0,4,REL09
37,SM_MPTA_112023_M9_L-alanine_001_37,  M9 Alanine_001,L-alanine,T0,0.0957906735835556,ND,0.1814455999711526,ND,ND,ND,0.00614583399579002,ND,ND,ND,0.355711182482856,ND,2.3881783561575203,ND,40116.0031966678,0.014787897849453922,ND,ND,ND,ND,ND,ND,0.391154034301896,ND,ND,ND,ND,ND,ND,ND,0.28571228283931,ND,ND,ND,ND,0.0,0,
38,SM_MPTA_112023_M9_L-alanine_002_38,M9 Alanine_002,L-alanine,T0,0.087906268733073,ND,ND,0.0001529426844881312,ND,ND,0.0075699058617164,ND,ND,0.00680494589340064,0.219010358422566,ND,2.18851106162778,ND,40190.8107128944,0.01769297947035828,ND,ND,ND,ND,ND,0.05265886874281141,0.26801416384321797,ND,ND,0.793952923942322,ND,ND,ND,ND,0.669714560146086,ND,ND,ND,ND,0.0,0,
39,SM_MPTA_112023_M9_L-alanine_003_39,   M9 Alanine_003,L-alanine,T0,0.0781451926208194,ND,0.21723865165859602,0.001070169818638128,ND,ND,0.016415406251066262,ND,ND,ND,0.213912649488656,ND,2.4725589455242,ND,42267.9614755214,0.013446578910292838,ND,ND,ND,ND,ND,ND,0.421302820756586,ND,ND,ND,ND,ND,ND,4.2377716396963,10.54203297689776,ND,ND,ND,0.0012227227034204,0.0,0,
40,SM_MPTA_112023_M9_Galactose_001_40,M9 Galactose_001,Galactose,T0,0.0659204170255772,ND,0.1650247317177268,0.00543034218012056,ND,0.1324705497549586,0.00432137870378548,ND,0.01592717263351886,ND,ND,ND,ND,ND,ND,0.000617353978461878,ND,ND,ND,ND,ND,ND,0.10846026979266139,ND,,2.8158511407096998,33715.1811787318,ND,ND,ND,0.534998093513746,ND,ND,ND,ND,0.0,0,
41,SM_MPTA_112023_M9_Galactose_002_41,M9 Galactose_002,Galactose,T0,0.1133414857205994,ND,0.0843887947918044,0.00793473395823006,ND,ND,ND,0.0282050175839298,0.0276380314408474,ND,ND,ND,ND,ND,3.5119840758424603,0.0029123331254392202,ND,ND,ND,ND,ND,ND,0.10172892586964259,ND,ND,4.28256049721306,37352.790874473,ND,ND,ND,0.13143580508921898,ND,ND,ND,ND,0.0,0,
42,SM_MPTA_112023_M9_Galactose_003_42,M9 Galactose_003,Galactose,T0,0.0873326320541388,ND,ND,0.001259136597547106,ND,ND,ND,ND,0.01540802502040856,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0638258931106188,ND,ND,1.505909609373896,40693.206409567196,ND,ND,ND,2.2565829465242,ND,ND,ND,ND,0.0,0,
43,SM_MPTA_112023_M9_L-malate_001_43,M9 malate_001,L-malate,T0,0.1073666198875114,ND,0.212538426001528,0.051862104311373,ND,ND,ND,ND,0.0711031152919964,ND,0.0915433902482454,ND,ND,ND,4.9096967492634,0.0024067136977658,ND,ND,ND,0.08297899722881999,0.0766422725254786,ND,0.28160533804987803,ND,ND,18.17357315135822,ND,ND,4.731919469432119,967.3474537518599,26034.9105840442,ND,ND,ND,ND,0.0,0,
44,SM_MPTA_112023_M9_L-malate_002_44,M9 malate_002,L-malate,T0,0.0922915824521658,ND,0.28311155298590396,0.049357622056231995,ND,0.063293013133201,ND,ND,0.0219327741405378,ND,ND,ND,ND,ND,4.84348167801948,0.001193025303400836,ND,ND,ND,ND,ND,0.0760995230774148,0.33451428818915596,ND,ND,9.96804289523298,ND,ND,3.8470961901704,625.06721303121,26893.544989795,ND,ND,ND,ND,0.0,0,
45,SM_MPTA_112023_M9_L-malate_003_45,M9 malate_003,L-malate,T0,0.10274146888101261,ND,ND,0.040060875583606,ND,0.0391754615344362,ND,ND,ND,ND,ND,ND,ND,ND,4.2350951111453,ND,ND,ND,ND,0.0078106614512710405,ND,0.0277285746947582,0.1819989338159512,ND,ND,11.47328724716878,ND,ND,3.51080476074218,648.210703077156,29258.014474141597,ND,ND,ND,ND,0.0,0,
