,Carbon source,Metabolite,Slope,Intercept,r,p-value,Std. Err,N,T3_pval,Fitted on,Comment,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Rate [1/gDW/h],Std. Err [1/gDW/h]
138,Galactose,Glutamate,1.7859625823931384,0.7967555359950178,0.6865761396297939,0.041085968056071995,0.7148314193258085,9,0.5426429547834054,Concentration [uM],,0.0017859625823931384,0.0007148314193258085,,
139,L-malate,Glutamate,1.2275255593944379,4.251257419122685,0.39259524441651017,0.29594612941190956,1.0868961162441713,9,0.7750841809415308,Concentration [uM],,0.0012275255593944378,0.0010868961162441714,,
140,L-alanine,Glutamate,0.6254070203680643,2.7672409161387095,0.3928481874552065,0.29560714238628466,0.5533367537687519,9,0.7875048882658142,Concentration [uM],,0.0006254070203680642,0.0005533367537687519,,
141,Galactose,Glutamine,0.05530665806088497,-0.7566078882748659,0.8501803842003708,0.0009154035616780968,0.011416591379998746,11,0.6493568885990272,Z-score,Rate scaled for slope estimated on Z-scores,,,0.05530665806088497,0.011416591379998746
142,L-malate,Glutamine,0.8441422244611321,0.44975162241637634,0.5818238033364183,0.06041681519832541,0.3933340937955041,11,0.7363724308889155,Z-score,Rate scaled for slope estimated on Z-scores,,,0.8441422244611321,0.3933340937955041
143,L-alanine,Glutamine,0.5079197898313571,-0.7079820956132177,0.8801341889140394,0.00035098726112790796,0.09132024663247164,11,0.9365216280709008,Z-score,Rate scaled for slope estimated on Z-scores,0.00018977212426725488,3.411963372761633e-05,0.5079197898313571,0.09132024663247164
144,Galactose,Glutarate,,,,,,0,,,Not sufficient data,,,,
145,L-malate,Glutarate,-0.24627408993981345,3.9616182902765122,-0.2772070939959077,0.3830469475244628,0.2699305157881598,12,0.6673892829116292,Concentration [uM],,-0.00024627408993981346,0.0002699305157881598,,
146,L-alanine,Glutarate,,,,,,0,,,Not sufficient data,,,,
147,Galactose,Glutarylcarnitine (c5-dc),0.04096953377220548,0.1306228002398401,0.6201818456205808,0.055762362688290205,0.018321740151811355,10,0.8431580346293981,Concentration [uM],,4.0969533772205486e-05,1.8321740151811354e-05,,
148,L-malate,Glutarylcarnitine (c5-dc),-0.08758019796774996,0.30834641868512647,-0.5912471911261098,0.07183151174876518,0.04223680305388608,10,0.6573753302255901,Concentration [uM],,-8.758019796774997e-05,4.223680305388608e-05,,
149,L-alanine,Glutarylcarnitine (c5-dc),0.0325808202213401,0.165580046084635,0.356651014615297,0.28163854770492897,0.02844819243582459,11,0.8724994038500584,Concentration [uM],,3.2580820221340103e-05,2.844819243582459e-05,,
150,Galactose,Glycerol,-0.6601702747672792,1.310694141726679,-0.7860205675494676,0.002435594159154143,0.16419173761576644,12,0.020041041968658167,Z-score,,,,-0.6601702747672792,0.16419173761576644
151,L-malate,Glycerol,-1.1345316404988648,0.474848436899457,-0.736177290867653,0.006333864120059491,0.32982784658271763,12,0.47386075338944883,Z-score,,,,-1.1345316404988648,0.32982784658271763
152,L-alanine,Glycerol,-0.4601885634478134,0.8069066007382539,-0.45696496760440813,0.13531174515080405,0.2832640061974426,12,0.12442710156295232,Z-score,,,,-0.4601885634478134,0.2832640061974426
153,Galactose,Glycerol 3-phosphate,0.644140510099032,-1.1044241859289943,0.9766829219073486,2.5549667408432937e-07,0.04719666731512779,11,0.9787586611069358,Z-score,,,,0.644140510099032,0.04719666731512779
154,L-malate,Glycerol 3-phosphate,1.0143841150386248,-1.1047760554949013,0.925235370922517,4.486373792277833e-05,0.1386497099473465,11,0.9257109498525722,Z-score,,,,1.0143841150386248,0.1386497099473465
155,L-alanine,Glycerol 3-phosphate,0.5572570235551835,-1.1718599590463743,0.961023604552121,9.632204452283896e-06,0.056678552403843264,10,0.9822639413869934,Z-score,,,,0.5572570235551835,0.056678552403843264
156,Galactose,Glycine,,,,,,0,,,Not sufficient data,,,,
157,L-malate,Glycine,,,,,,0,,,Not sufficient data,,,,
158,L-alanine,Glycine,19.098244941126136,25.586692063971686,0.7148746908981961,0.03042433045636412,7.060713622716259,9,0.33548182421321887,Concentration [uM],,0.019098244941126136,0.007060713622716259,,
159,Galactose,Guanidinosuccinate/n-acetylaspartate,0.06835898252651183,-0.8359148878981366,0.8874013724908448,0.00011765818623725124,0.01122985569447805,12,0.9632790099249373,Z-score,,,,0.06835898252651183,0.01122985569447805
160,L-malate,Guanidinosuccinate/n-acetylaspartate,0.8954886076308132,-0.8718669229244531,0.9422423783926107,4.592242965286184e-06,0.10065927439899464,12,0.9105622579695739,Z-score,,,,0.8954886076308132,0.10065927439899464
161,L-alanine,Guanidinosuccinate/n-acetylaspartate,1.668831402385524,-0.7853357475058845,0.9828538118563386,1.1340624620923313e-08,0.09900398544246734,12,0.9809354115660359,Z-score,,,,1.668831402385524,0.09900398544246734
162,Galactose,Guanine,0.012752345929393612,-0.35519544259102853,0.37476344374168513,0.40750183587414895,0.014108603575448854,7,0.8608361573616494,Z-score,,,,0.012752345929393612,0.014108603575448854
163,L-malate,Guanine,-0.030075247644461598,-0.2889464189587804,-0.20270721390361668,0.700103820601523,0.0726438557088432,6,0.15208461780576815,Z-score,,,,-0.030075247644461598,0.0726438557088432
164,L-alanine,Guanine,0.014821520394623871,-0.3780405213250499,0.4981902800998934,0.31453838823871333,0.012897945349742864,6,0.3450757231680432,Z-score,,,,0.014821520394623871,0.012897945349742864
165,Galactose,Hexanoate,0.008752970507842982,0.5025991178652547,0.01811569774528006,0.9554379019494932,0.15276685024259232,12,0.6739216095290365,Z-score,,,,0.008752970507842982,0.15276685024259232
166,L-malate,Hexanoate,0.08816020270554718,-0.18210487145394086,0.0686561230545832,0.8320989616168913,0.4051047407502584,12,0.8220622439288812,Z-score,,,,0.08816020270554718,0.4051047407502584
167,L-alanine,Hexanoate,0.21437458569470275,-0.362132964626055,0.28632330064368744,0.366932770798741,0.22685190647087894,12,0.8879336622408744,Z-score,,,,0.21437458569470275,0.22685190647087894
168,Galactose,Hexanoylcarnitine (c6),0.4354488094250696,-0.5881692856449978,0.5983793810948679,0.03983607106892527,0.1843777122874806,12,0.9571729669497725,Z-score,,,,0.4354488094250696,0.1843777122874806
169,L-malate,Hexanoylcarnitine (c6),0.37949460781729,-0.21848731880211386,0.39026791561994345,0.20976263242712945,0.2831141232904013,12,0.06419688165865407,Z-score,,,,0.37949460781729,0.2831141232904013
170,L-alanine,Hexanoylcarnitine (c6),-0.06634008037900685,0.03469364718773381,-0.03406361346188154,0.9163011323712182,0.615507244224982,12,0.34990685608341565,Z-score,,,,-0.06634008037900685,0.615507244224982
171,Galactose,Hexoses,-7120.388851271111,39918.997973387595,-0.9197949963052651,2.2819217096379237e-05,960.5961200186002,12,0.00607736631102431,Concentration [uM],,-7.1203888512711115,0.9605961200186003,,
172,L-malate,Hexoses,,,,,,0,,,Not sufficient data,,,,
173,L-alanine,Hexoses,,,,,,1,,,Not sufficient data,,,,
174,Galactose,Histidine,-0.015421288348179329,-0.31471501086475945,-0.363693626993388,0.24518509987770165,0.012490404658352059,12,0.3600877228796328,Z-score,,,,-0.015421288348179329,0.012490404658352059
175,L-malate,Histidine,0.06554979624794748,-0.4065755553857814,0.5601384798080313,0.07311024645429735,0.03231426206053009,11,0.8442463137169205,Z-score,,,,0.06554979624794748,0.03231426206053009
176,L-alanine,Histidine,0.07035646159701646,-0.3785449960249599,0.4980495130715775,0.09938128237300616,0.03873691169248584,12,0.3495600090205654,Z-score,,,,0.07035646159701646,0.03873691169248584
177,Galactose,Homoserine,,,,,,2,,,Not sufficient data,,,,
178,L-malate,Homoserine,0.09407658659606588,-0.7217741349935747,0.936484363275546,0.0006104645938091937,0.014383107330163503,8,0.74356721144061,Z-score,,,,0.09407658659606588,0.014383107330163503
179,L-alanine,Homoserine,2.0522622332482876,-0.34268692921624533,0.9908251411193424,0.0001258808924217829,0.139965852752734,6,0.03248250747373055,Z-score,,,,2.0522622332482876,0.139965852752734
180,Galactose,Hydroxyphenyllactate,0.5031404241411063,-1.1995399907137285,0.5882115215668531,0.09571053344950962,0.26145558979179634,9,0.8484937516230036,Z-score,,,,0.5031404241411063,0.26145558979179634
181,L-malate,Hydroxyphenyllactate,0.7947054014612801,-0.8905708374614014,0.9579015179144635,4.8368087442765385e-05,0.0900253717592476,9,0.9713201542306259,Z-score,,,,0.7947054014612801,0.0900253717592476
182,L-alanine,Hydroxyphenyllactate,0.21794484911735088,-0.9839070626603486,0.9831738935565091,1.1759641826774518e-05,0.016531522802179545,8,0.9979291489801575,Z-score,,,,0.21794484911735088,0.016531522802179545
183,Galactose,Hypoxanthine,0.5741859255529382,-0.9515972580041709,0.8884444010835157,0.0002572015058391026,0.0988778059168445,11,0.870473387605227,Z-score,,,,0.5741859255529382,0.0988778059168445
184,L-malate,Hypoxanthine,1.0662800553977663,-0.8765576798778214,0.6525509463518065,0.021439482503492507,0.391543354432861,12,0.8575430629738412,Z-score,,,,1.0662800553977663,0.391543354432861
185,L-alanine,Hypoxanthine,0.2792314306573991,-0.917042426680366,0.8116855858939195,0.004353522317127934,0.07104191675063713,10,0.9226289737933601,Z-score,,,,0.2792314306573991,0.07104191675063713
186,Galactose,Inosine,0.08894132607771028,-0.38916291165197264,0.9490791966650469,2.7654830928178467e-05,0.010438029481275514,10,0.6825123403750657,Z-score,,,,0.08894132607771028,0.010438029481275514
187,L-malate,Inosine,0.11685805652966334,-0.28244648176675774,0.48564967943335274,0.15473771651670293,0.0743666594774103,10,0.5347885732653423,Z-score,,,,0.11685805652966334,0.0743666594774103
188,L-alanine,Inosine,0.05200835168694767,-0.3705203744012772,0.65918966548457,0.027366395060825645,0.01977633634918031,11,0.5410506617470007,Z-score,,,,0.05200835168694767,0.01977633634918031
189,Galactose,Isocitrate,0.20988803576288745,-0.7045964473286446,0.6424140193105538,0.03304904240928904,0.08346088434935378,11,0.5456777955207688,Z-score,Rate scaled for slope estimated on Z-scores,4.324173436473357e-05,1.719485047236147e-05,0.20988803576288745,0.08346088434935378
190,L-malate,Isocitrate,0.972242643020084,-0.9179575982730032,0.9804662700959175,0.003267646096482815,0.11260500513810298,5,0.9445580731462883,Concentration [uM],,0.000972242643020084,0.00011260500513810298,,
191,L-alanine,Isocitrate,0.6959753687172577,-0.5930241205067,0.9856325813072179,0.00030815119901834987,0.05963313509199155,6,0.9993951445396739,Concentration [uM],,0.0006959753687172577,5.963313509199155e-05,,
192,Galactose,Isoleucine,-0.013247284293248264,0.12070289008326023,-0.8478174278764143,0.03297706406483941,0.0041429196520266455,6,0.48188480937031414,Concentration [uM],,-1.3247284293248264e-05,4.1429196520266454e-06,,
193,L-malate,Isoleucine,-0.06360339202932218,0.18431903799009616,-0.8468006941644466,0.03340724501694163,0.019975952187943014,6,0.3468364839651202,Concentration [uM],,-6.360339202932218e-05,1.9975952187943013e-05,,
194,L-alanine,Isoleucine,0.4757879917272689,0.2761765162964184,0.8395210224063543,0.004642186278652207,0.11638428239475226,9,0.6913878356923839,Concentration [uM],,0.0004757879917272689,0.00011638428239475227,,
195,Galactose,Isovalerylcarnitine (c5/ic5),0.15911614528814277,-0.708173561531013,0.46301396522047195,0.2094351685338323,0.11512691583911212,9,0.81315326874497,Z-score,,,,0.15911614528814277,0.11512691583911212
196,L-malate,Isovalerylcarnitine (c5/ic5),0.1635597768917331,-0.7849306024169673,0.34012107472129705,0.3704781328204073,0.17092205056731052,9,0.9502777021943745,Z-score,,,,0.1635597768917331,0.17092205056731052
197,L-alanine,Isovalerylcarnitine (c5/ic5),0.5243163384713104,-0.7740154212744939,0.7056103698918029,0.015266592596699298,0.1755126201256665,11,0.3294625706415304,Z-score,,,,0.5243163384713104,0.1755126201256665
198,Galactose,Kynurenate,0.2774049873046537,-0.8851510799494309,0.9354284842075927,7.03212096167748e-05,0.037065318464015624,10,0.9912031523553929,Z-score,,,,0.2774049873046537,0.037065318464015624
199,L-malate,Kynurenate,0.464447846163293,-0.6672581291286339,0.6351977101365652,0.035730081496739494,0.18824380282541028,11,0.6941900998239487,Z-score,,,,0.464447846163293,0.18824380282541028
200,L-alanine,Kynurenate,0.5586434584643918,-1.100257214551573,0.9359748324938153,6.801690815376544e-05,0.07429349140003201,10,0.9833515997488802,Z-score,,,,0.5586434584643918,0.07429349140003201
201,Galactose,Lactate,-0.15741167955483018,1.3751644454770444,-0.427545356154347,0.33865411072749435,0.14884534470220104,7,0.4095293414954091,Concentration [uM],,-0.00015741167955483017,0.00014884534470220104,,
202,L-malate,Lactate,0.11473447563354953,-0.584452275121044,0.2502400660018978,0.5160734315034736,0.16778220197730845,9,0.9959610531926315,Z-score,Rate scaled for slope estimated on Z-scores,0.00040458552275417014,0.0005916464909173789,0.11473447563354953,0.16778220197730845
203,L-alanine,Lactate,0.3714299501629156,0.7094184096171432,0.5033597812459792,0.2035036163821191,0.2603006123042144,8,0.8088059950178222,Concentration [uM],,0.0003714299501629156,0.0002603006123042144,,
204,Galactose,Leucine,0.08521009805714772,0.015411727762991961,0.5682967864431417,0.1831521353227516,0.055174401350452554,7,0.7294699344654392,Concentration [uM],,8.521009805714772e-05,5.517440135045256e-05,,
205,L-malate,Leucine,0.053718661800049125,0.015455756266304799,0.9929438981295714,0.07567165661721319,0.006415498854425805,3,0.7273480005929454,Concentration [uM],,5.3718661800049125e-05,6.415498854425805e-06,,
206,L-alanine,Leucine,0.08086757910605356,0.9701285309707463,0.3069059242208164,0.4217953048846571,0.09478473647857491,9,0.6580105690753746,Concentration [uM],,8.086757910605357e-05,9.478473647857491e-05,,
207,Galactose,Lysine,0.008470274078820415,-0.2903382524638624,0.34915287138167295,0.5646500287425255,0.013124757733121991,5,0.6483348864216394,Z-score,Rate scaled for slope estimated on Z-scores,0.00010006027781151177,0.00015504420432731284,0.008470274078820415,0.013124757733121991
208,L-malate,Lysine,0.005095924784303587,-0.2864743485991502,0.3484296110191691,0.3581307542443152,0.0051814790103878365,9,0.9931085136008252,Z-score,Rate scaled for slope estimated on Z-scores,,,0.005095924784303587,0.0051814790103878365
209,L-alanine,Lysine,-3.107936267817952,6.920982032460122,-0.832209882180582,0.010373416178165043,0.8453458224754345,8,0.009459061610800306,Concentration [uM],,-0.003107936267817952,0.0008453458224754346,,
210,Galactose,Malate,0.20290946123101003,1.4188491545262072,0.255755510071442,0.5065501037933411,0.2898936075936941,9,0.2516186091679302,Concentration [uM],,0.00020290946123101004,0.0002898936075936941,,
211,L-malate,Malate,-16505.5736370172,26767.708167427412,-0.9781821136655988,3.753666440116603e-08,1108.5374712367561,12,0.009593960165830605,Concentration [uM],,-16.505573637017203,1.1085374712367562,,
212,L-alanine,Malate,1.1053227098385447,0.5737711278375175,0.5970939644318958,0.08957596357957791,0.5612605437161156,9,0.2679607168998871,Concentration [uM],,0.0011053227098385449,0.0005612605437161156,,
213,Galactose,Malonylcarnitine (c3:dc),0.002716487306697941,-0.7709182410571263,0.05878424502590296,0.8560001112422939,0.014587976815398227,12,0.37764093041824676,Z-score,,,,0.002716487306697941,0.014587976815398227
214,L-malate,Malonylcarnitine (c3:dc),-0.4720184117412034,1.8695565394652744,-0.7845209570523306,0.0025152958440326913,0.11798253819238577,12,0.4346063522804826,Z-score,,,,-0.4720184117412034,0.11798253819238577
215,L-alanine,Malonylcarnitine (c3:dc),0.08797288317751598,-0.3805882455324129,0.34465612714084587,0.27259206101399425,0.07577100736905118,12,0.3301118288287746,Z-score,,,,0.08797288317751598,0.07577100736905118
216,Galactose,Metanephrine,0.019935102241125994,-0.9270456867996134,0.3761873155637906,0.25417840673540537,0.016366617806179123,11,0.798411607768804,Z-score,,,,0.019935102241125994,0.016366617806179123
217,L-malate,Metanephrine,0.5528234656593376,-0.13675559346355662,0.6368613762689168,0.025943653008722704,0.21163316669985588,12,0.7753410800861688,Z-score,,,,0.5528234656593376,0.21163316669985588
218,L-alanine,Metanephrine,1.589853957960778,-1.0932554213170065,0.9688350637392599,9.320078036057712e-07,0.13549520256577255,11,0.990209912839183,Z-score,,,,1.589853957960778,0.13549520256577255
219,Galactose,Methionine,0.0034297833023755023,0.005207002428203077,0.45883495863562923,0.5411650413643707,0.0046963789456042765,4,0.524820728636012,Concentration [uM],,3.4297833023755024e-06,4.6963789456042765e-06,,
220,L-malate,Methionine,0.026751163367459647,0.016268949580500645,0.6027284587751779,0.11375526162875535,0.014458360610245968,8,0.3889106186019564,Concentration [uM],,2.6751163367459648e-05,1.4458360610245969e-05,,
221,L-alanine,Methionine,0.016246111072901328,0.010828251713674426,0.6635528994741414,0.026009614456519243,0.006105613584581524,11,0.9742577809841636,Concentration [uM],,1.6246111072901327e-05,6.105613584581524e-06,,
222,Galactose,Methylglutarate,-0.012498734204208837,-0.13349391735872043,-0.021440375076417387,0.9472689033186668,0.18430359671497923,12,0.42148640516749625,Z-score,,,,-0.012498734204208837,0.18430359671497923
223,L-malate,Methylglutarate,2.006296714562897,-1.5908126179244182,0.880044791340981,0.0017471780666808777,0.4091994285182827,9,0.910534502103016,Z-score,,,,2.006296714562897,0.4091994285182827
224,L-alanine,Methylglutarate,-0.2599600240533491,-0.03719901012892801,-0.21175499901269237,0.5088093650477904,0.3794118748529167,12,0.07807868052096943,Z-score,,,,-0.2599600240533491,0.3794118748529167
225,Galactose,Methylguanidine,-0.003685722988928319,-0.4893021295814934,-0.44722221722680155,0.22744276393905258,0.002786077553675106,9,0.07939077725837387,Z-score,,,,-0.003685722988928319,0.002786077553675106
226,L-malate,Methylguanidine,0.02711926817069641,-0.41453386477513576,0.39816166103083106,0.28853228589956137,0.02361500956562414,9,0.056904838818320126,Z-score,,,,0.02711926817069641,0.02361500956562414
227,L-alanine,Methylguanidine,0.41354125963605837,-0.4561842358205,0.8537932210889732,0.0034003206354803824,0.09530847562614828,9,0.8531383318714449,Z-score,,,,0.41354125963605837,0.09530847562614828
228,Galactose,Methylthioadenosine,0.5157512714649272,-1.6023101386573837,0.9984041142364587,5.337886351553023e-10,0.011026241064363796,9,0.9998231189090899,Z-score,,,,0.5157512714649272,0.011026241064363796
229,L-malate,Methylthioadenosine,1.2889111193734548,-1.6552162040422567,0.9645855537854914,2.658397376432185e-05,0.13321676942015215,9,0.992899182739807,Z-score,,,,1.2889111193734548,0.13321676942015215
230,L-alanine,Methylthioadenosine,1.2491512975291312,-1.3927878414587955,0.9765460498884817,6.358405240217859e-06,0.1040961728679296,9,0.9646344028435222,Z-score,,,,1.2491512975291312,0.1040961728679296
231,Galactose,N-acetylalanine,0.006122875566433525,-0.5865838053760276,0.7123330605293049,0.07248472533500037,0.002697903599223471,7,0.6614693391915956,Z-score,,,,0.006122875566433525,0.002697903599223471
232,L-malate,N-acetylalanine,0.012663494703906826,-0.5851710907903023,0.8664311603917831,0.00026641706596344447,0.002307693224331507,12,0.8170595256815922,Z-score,,,,0.012663494703906826,0.002307693224331507
233,L-alanine,N-acetylalanine,1.3294474043869535,-0.39547636337165026,0.9470119401411593,3.008811250130137e-06,0.14258998465511788,12,0.9088805492495671,Z-score,,,,1.3294474043869535,0.14258998465511788
234,Galactose,N-acetylglutamate,0.257963317866379,-1.0528853044468691,0.9261317388833535,4.254968427389406e-05,0.0350215903017686,11,0.92623973260472,Z-score,,,,0.257963317866379,0.0350215903017686
235,L-malate,N-acetylglutamate,2.110266540642239,-1.0606986305083024,0.9617172261287276,6.072307829226529e-07,0.19015590653225067,12,0.6899753755985059,Z-score,,,,2.110266540642239,0.19015590653225067
236,L-alanine,N-acetylglutamate,0.8540349482356774,-1.094065997846627,0.9797066228666672,1.37354162854857e-07,0.05824195245866475,11,0.993605564031864,Z-score,,,,0.8540349482356774,0.05824195245866475
237,Galactose,N-acetylleucine,0.29655919713401563,-0.8748692003736884,0.9342199691089605,0.00022529922873662855,0.042796987410053604,9,0.9690851846327126,Z-score,,,,0.29655919713401563,0.042796987410053604
238,L-malate,N-acetylleucine,0.45812653940043846,-0.8573936050025155,0.9131018520391703,0.0005845212619843269,0.07731994100288367,9,0.9790026165396343,Z-score,,,,0.45812653940043846,0.07731994100288367
239,L-alanine,N-acetylleucine,0.3380021110818381,-0.8966627855303625,0.9757279161006085,7.16338874085039e-06,0.028672051144468913,9,0.9816037336942679,Z-score,,,,0.3380021110818381,0.028672051144468913
240,Galactose,N-acetylphenylalanine,0.3242466565841811,-1.2383452003655124,0.9089329104010395,0.0006858205989360403,0.05621739525495559,9,0.9571303525117814,Z-score,,,,0.3242466565841811,0.05621739525495559
241,L-malate,N-acetylphenylalanine,0.5472932392271532,-1.0646010407298936,0.8656220041601975,0.0025617671278415593,0.11965164756504545,9,0.9246405956313593,Z-score,,,,0.5472932392271532,0.11965164756504545
242,L-alanine,N-acetylphenylalanine,1.068545828566682,-1.2465159610247003,0.9793932485200756,4.053566669805949e-06,0.08328328296428716,9,0.986745534009154,Z-score,,,,1.068545828566682,0.08328328296428716
243,Galactose,N-acetylputrescine,0.3162854654320846,-1.0419124694252109,0.9619054366855705,5.926387234585963e-07,0.028426107268618533,12,0.9851145354854867,Z-score,,,,0.3162854654320846,0.028426107268618533
244,L-malate,N-acetylputrescine,0.757351675010054,-0.983574080021531,0.9559066539730805,1.218791277236773e-06,0.07357710500804619,12,0.9955114695141968,Z-score,,,,0.757351675010054,0.07357710500804619
245,L-alanine,N-acetylputrescine,1.5525111495340786,-0.7360402071152458,0.9467362833340709,3.0864450832226836e-06,0.1669840544258757,12,0.8938016106846478,Z-score,,,,1.5525111495340786,0.1669840544258757
246,Galactose,N-acetylserine,0.22527319740469692,-1.223347300386519,0.9402694506941093,0.00016170787341464397,0.030827439517594347,9,0.9436582649197666,Z-score,,,,0.22527319740469692,0.030827439517594347
247,L-malate,N-acetylserine,1.6833074425498065,-1.4253333646089632,0.8623459365451968,0.002777786960137774,0.3735576186256257,9,0.6292602048672085,Z-score,,,,1.6833074425498065,0.3735576186256257
248,L-alanine,N-acetylserine,1.4533082640749706,-1.3840214263216368,0.9439168073966756,0.0001301758863659934,0.192145494528737,9,0.8818564164598244,Z-score,,,,1.4533082640749706,0.192145494528737
249,Galactose,N-alpha-acetyllysine,0.00754286792310906,-0.5039262181707047,0.9639617912268412,7.0651982187021e-06,0.0007360033741208879,10,0.9781163567752734,Z-score,,,,0.00754286792310906,0.0007360033741208879
250,L-malate,N-alpha-acetyllysine,0.08320661190379254,-0.4954500463246522,0.8476438183483238,0.0004976924190761624,0.016469621017217384,12,0.9228996691800134,Z-score,,,,0.08320661190379254,0.016469621017217384
251,L-alanine,N-alpha-acetyllysine,1.7376122075221367,-0.3375188465932011,0.905473630288775,5.0621726668819446e-05,0.25754612089802087,12,0.27741671858533845,Z-score,,,,1.7376122075221367,0.25754612089802087
252,Galactose,NAD,0.2272800480341111,-0.6330132391539115,0.5666607070678176,0.11163759812481949,0.12490812927659342,9,0.2528542236296955,Z-score,Rate scaled for slope estimated on Z-scores,1.0128878631752534e-05,5.5666095308638235e-06,0.2272800480341111,0.12490812927659342
253,L-malate,NAD,0.2647124375191372,-0.44384817191159376,0.43999026218371634,0.23596123714000516,0.20420192381544508,9,0.575195474394379,Z-score,Rate scaled for slope estimated on Z-scores,6.6810901388295255e-06,5.1538623281905964e-06,0.2647124375191372,0.20420192381544508
254,L-alanine,NAD,-0.35554888942324986,1.3823813357458055,-0.4104322875657019,0.27253257940238385,0.2985738406249648,9,0.3347172846063662,Z-score,Rate scaled for slope estimated on Z-scores,-8.906082192125148e-06,7.478924120218408e-06,-0.35554888942324986,0.2985738406249648
255,Galactose,Nicotinamide,-0.019288126112055715,-0.2594117313400329,-0.35912115343825823,0.2516134483564634,0.01585134448138896,12,0.2703275476969094,Z-score,,,,-0.019288126112055715,0.01585134448138896
256,L-malate,Nicotinamide,0.054015602513144086,-0.36306816361039523,0.5001447902424535,0.17032700678159296,0.03534786241593182,9,0.9100224205136185,Z-score,,,,0.054015602513144086,0.03534786241593182
257,L-alanine,Nicotinamide,0.004634150749749913,-0.3329162774887024,0.113912748007331,0.7244617158779214,0.012780906563078624,12,0.8951426383169647,Z-score,,,,0.004634150749749913,0.012780906563078624
258,Galactose,Nicotinate,0.02580982186981648,-0.721392038351647,0.4125792394355096,0.41624609592234396,0.028492377898504676,6,0.8294432897395551,Z-score,,,,0.02580982186981648,0.028492377898504676
259,L-malate,Nicotinate,0.4099301734618391,-0.6059439117255231,0.45684039480216754,0.2551423199828134,0.3258663246826525,8,0.7915364703434148,Z-score,,,,0.4099301734618391,0.3258663246826525
260,L-alanine,Nicotinate,0.4436156221872432,-0.7611289600982274,0.6383610142962429,0.0642805611044582,0.20217799223346294,9,0.6828341700231781,Z-score,,,,0.4436156221872432,0.20217799223346294
261,Galactose,O-acetylserine,-0.116862591403253,1.518727586881799,-0.2957805293736192,0.43965920296659255,0.14265160086580037,9,0.26426013854192826,Z-score,,,,-0.116862591403253,0.14265160086580037
262,L-malate,O-acetylserine,0.38886002109185214,-1.3226937770927023,0.6105895701217039,0.10786855735249219,0.205903874823529,8,0.8008716508402296,Z-score,,,,0.38886002109185214,0.205903874823529
263,L-alanine,O-acetylserine,0.5846557925941749,-0.8417976561490467,0.683403246266685,0.06168912772549638,0.25497341642275506,8,0.48759151807778967,Z-score,,,,0.5846557925941749,0.25497341642275506
264,Galactose,O-succinyl-homoserine,0.06987038922376337,-0.8807631912819438,0.8612062692600856,0.006007722253167097,0.01683420195204838,8,0.9091302526040542,Z-score,,,,0.06987038922376337,0.01683420195204838
265,L-malate,O-succinyl-homoserine,1.6701970144921368,-0.8061920198681104,0.951203938092702,8.055609404048896e-05,0.2047805768898322,9,0.8506504031984831,Z-score,,,,1.6701970144921368,0.2047805768898322
266,L-alanine,O-succinyl-homoserine,0.35563566408528247,-0.7806061619562159,0.9491702271937481,9.274510561590886e-05,0.044575492302512565,9,0.9409071083150482,Z-score,,,,0.35563566408528247,0.044575492302512565
267,Galactose,Ophthalmate,4.1969743679252644e-05,-0.48645442779753656,0.006479439879674959,0.9849152456896942,0.00215907873923995,11,0.06294978946124861,Z-score,,,,4.1969743679252644e-05,0.00215907873923995
268,L-malate,Ophthalmate,-0.00434900439698688,-0.47136963634283363,-0.36802304096280786,0.36973187459520646,0.004485765231208806,8,0.132921124465235,Z-score,,,,-0.00434900439698688,0.004485765231208806
269,L-alanine,Ophthalmate,1.7913228200695224,-0.5058619101952975,0.9681584048831657,1.0255866242633694e-06,0.15439513664794155,11,0.8875178278223989,Z-score,,,,1.7913228200695224,0.15439513664794155
270,Galactose,Orotate,0.6205729669479613,-1.4124907220023655,0.969023628666472,1.6710584518839988e-05,0.05977921406628572,9,0.9770045781557033,Z-score,,,,0.6205729669479613,0.05977921406628572
271,L-malate,Orotate,2.086215159170844,-1.466105461200421,0.9453036663825121,0.00011941727723800279,0.27208935120742106,9,0.9168898008299566,Z-score,,,,2.086215159170844,0.27208935120742106
272,L-alanine,Orotate,0.9902835309201495,-1.9227615215541758,0.9714220947793677,1.2633239780684924e-05,0.09145502333638775,9,0.9986469394985003,Z-score,,,,0.9902835309201495,0.09145502333638775
273,Galactose,Oxoproline,0.08552492068640688,-0.8446516076044127,0.8236035711900606,0.006358043937577308,0.022260532565483937,9,0.904906981324391,Z-score,,,,0.08552492068640688,0.022260532565483937
274,L-malate,Oxoproline,1.5998272487921665,0.04768807307097478,0.7269796206733466,0.02648198614230217,0.571140519521825,9,0.17206366040545962,Z-score,,,,1.5998272487921665,0.571140519521825
275,L-alanine,Oxoproline,0.3222923756953439,-0.8789486737619405,0.9832204415079814,1.9822693324754533e-06,0.022600907217230386,9,0.9919587985359983,Z-score,,,,0.3222923756953439,0.022600907217230386
276,Galactose,P-hydroxyphenylacetate,0.13603517409035695,-1.0811398650810546,0.705598510646496,0.07649499526868704,0.061096589020467204,7,0.8990699373961983,Z-score,,,,0.13603517409035695,0.061096589020467204
