,Carbon source,Metabolite,Slope,Intercept,r,p-value,Std. Err,N,T3_pval,Fitted on,Comment,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Rate [1/gDW/h],Std. Err [1/gDW/h]
277,L-malate,P-hydroxyphenylacetate,0.9293380456932839,-1.1605795589701484,0.7823459196303394,0.037606072443871805,0.3308790709462242,7,0.9938126176199882,Z-score,,,,0.9293380456932839,0.3308790709462242
278,L-alanine,P-hydroxyphenylacetate,0.30535846813171347,-1.1266657242404339,0.9203679059474591,0.0032914782461334266,0.05802294765437161,7,0.9891445035977515,Z-score,,,,0.30535846813171347,0.05802294765437161
279,Galactose,Pantothenate,0.6558717021908246,-1.2022993733489242,0.9651964474541462,2.5028340068713503e-05,0.06716900766210654,9,0.9722944438034975,Z-score,,,,0.6558717021908246,0.06716900766210654
280,L-malate,Pantothenate,1.6385786967112168,-1.3334517713979235,0.996688139739074,6.861038561535515e-09,0.050530095040633015,9,0.9861502628514695,Z-score,,,,1.6385786967112168,0.050530095040633015
281,L-alanine,Pantothenate,0.1848306808268072,-1.2499716028154384,0.9346356696581389,0.00022044641624368127,0.026579860371954735,9,0.9726939769425983,Z-score,,,,0.1848306808268072,0.026579860371954735
282,Galactose,Phenylacetaldehyde,0.01732447415307014,-0.4384984366406932,0.18292434985121656,0.6375848794599646,0.03519242073907809,9,0.2780821313449048,Z-score,,,,0.01732447415307014,0.03519242073907809
283,L-malate,Phenylacetaldehyde,0.2197633434344167,-0.6084457558898757,0.6628836262905339,0.05166032744070783,0.0938187827301417,9,0.9935355641798905,Z-score,,,,0.2197633434344167,0.0938187827301417
284,L-alanine,Phenylacetaldehyde,0.24679658029773277,-0.5812790390051077,0.684907247160309,0.013985457742304397,0.08302608933894967,12,0.8544491717469649,Z-score,,,,0.24679658029773277,0.08302608933894967
285,Galactose,Phenylalanine,0.012177108158589878,-0.0005800242916828117,0.7759813685508905,0.003007781855562873,0.0031300706636973254,12,0.9102389261349879,Concentration [uM],Some abs. conc. values calculated from standard curve,1.2177108158589878e-05,3.1300706636973253e-06,,
286,L-malate,Phenylalanine,0.013632973992681341,-0.0025226519501762934,0.7913182035169988,0.034025376287607385,0.004710674548522921,7,0.5265908573474277,Concentration [uM],Some abs. conc. values calculated from standard curve,1.3632973992681341e-05,4.710674548522922e-06,,
287,L-alanine,Phenylalanine,0.014041800388890892,0.004716588674995241,0.5958987506847429,0.04088237394393058,0.005984089550809655,12,0.5768719412472013,Concentration [uM],Some abs. conc. values calculated from standard curve,1.4041800388890892e-05,5.9840895508096555e-06,,
288,Galactose,Pipecolic acid,0.0045031648678266895,0.00845485038856893,0.8710763154419012,0.00485255715969139,0.0010365687742671483,8,0.8560254137501934,Concentration [uM],,4.50316486782669e-06,1.0365687742671482e-06,,
289,L-malate,Pipecolic acid,0.00902354328522043,0.005203885295767999,0.40422875724375346,0.42668253311570514,0.010208891859250377,6,0.9246543381779404,Concentration [uM],,9.02354328522043e-06,1.0208891859250378e-05,,
290,L-alanine,Pipecolic acid,0.019262204695207296,0.002569698875521803,0.9664813009655395,2.196867136689885e-05,0.0019339801190807516,9,0.999575244008509,Concentration [uM],,1.9262204695207297e-05,1.9339801190807515e-06,,
291,Galactose,Proline,0.0037984748460074278,0.0006098057365561196,0.3495360122661726,0.35650168380898184,0.003848328838722261,9,0.19581222009069146,Concentration [uM],Some abs. conc. values calculated from standard curve,3.798474846007428e-06,3.8483288387222615e-06,,
292,L-malate,Proline,0.007895081779118542,0.004271676334426423,0.5853147846545678,0.09776508804374977,0.004133663780183554,9,0.9953098301594141,Concentration [uM],Some abs. conc. values calculated from standard curve,7.895081779118543e-06,4.133663780183554e-06,,
293,L-alanine,Proline,0.22929602149572614,0.11670474080753501,0.7647360885188441,0.003764379411962063,0.06109455054119868,12,0.3511002741034912,Concentration [uM],Some abs. conc. values calculated from standard curve,0.00022929602149572616,6.109455054119868e-05,,
294,Galactose,Propanoate,,,,,,2,,,Not sufficient data,,,,
295,L-malate,Propanoate,81.97096548732786,-11.978443046514627,0.923912383356883,0.0010393532045724855,13.858086647343514,8,0.9536599460518065,Concentration [uM],,0.08197096548732787,0.013858086647343514,,
296,L-alanine,Propanoate,114.25968052063772,-4.86162424092592,0.9457404331410479,0.00011616321446261507,14.837223605056558,9,0.8630474577498691,Concentration [uM],,0.11425968052063772,0.014837223605056557,,
297,Galactose,Putrescine,0.5269301345294032,-1.4062938963078118,0.6700455654592539,0.04829972238956829,0.2206433404421469,9,0.8810531742619226,Z-score,,,,0.5269301345294032,0.2206433404421469
298,L-malate,Putrescine,-0.047949665993565455,0.06962195364338486,-0.053674823318298565,0.8909167265974416,0.3371626367693828,9,0.31936863585839437,Z-score,,,,-0.047949665993565455,0.3371626367693828
299,L-alanine,Putrescine,1.2225235957665561,-0.44217208891621995,0.6742410189606098,0.04639773689022806,0.5061162106587695,9,0.22383035330097856,Z-score,,,,1.2225235957665561,0.5061162106587695
300,Galactose,Pyruvate,,,,,,0,,,Not sufficient data,,,,
301,L-malate,Pyruvate,57.95578745651077,83.33334664748946,0.5601499386660183,0.11674311393790687,32.39507545892953,9,0.28521053511699834,Concentration [uM],,0.05795578745651077,0.032395075458929536,,
302,L-alanine,Pyruvate,,,,,,0,,,Not sufficient data,,,,
303,Galactose,Quinate,0.28715473033675054,-1.2423851502342957,0.9120585147267535,0.0006088173812355551,0.04879684466679076,9,0.9612433694648396,Z-score,,,,0.28715473033675054,0.04879684466679076
304,L-malate,Quinate,1.939779492150768,-1.3428881305938174,0.9586621524533885,4.5411926417386316e-05,0.2176163175174396,9,0.87908619403122,Z-score,,,,1.939779492150768,0.2176163175174396
305,L-alanine,Quinate,0.8129785992369817,-1.4823652200894055,0.9727570450841563,4.952066767632096e-05,0.07909754618777813,8,0.9919565879661961,Z-score,,,,0.8129785992369817,0.07909754618777813
306,Galactose,S-adenosylhomocysteine,0.05962520260469833,-0.8676791013199917,0.3823456367337756,0.30984914676328346,0.05446353036533223,9,0.10618484533686345,Z-score,,,,0.05962520260469833,0.05446353036533223
307,L-malate,S-adenosylhomocysteine,1.8049298870573462,-0.9957960939235011,0.978835402831548,3.227892799013701e-08,0.11933298572458455,12,0.9827632381305587,Z-score,,,,1.8049298870573462,0.11933298572458455
308,L-alanine,S-adenosylhomocysteine,1.547096748500451,-0.7895368513334757,0.9536702323737997,6.73475032886473e-05,0.18447007193147913,9,0.9394094163778327,Z-score,,,,1.547096748500451,0.18447007193147913
309,Galactose,S-adenosylmethionine,0.480210914505135,-1.3361602573613964,0.994445382784958,4.137107840002847e-09,0.017969841204414642,10,0.9994687672288385,Z-score,,,,0.480210914505135,0.017969841204414642
310,L-malate,S-adenosylmethionine,1.1552311400073507,-1.439439287860281,0.9880332187838748,8.843765439890613e-08,0.0637606654882705,10,0.9967912487466523,Z-score,,,,1.1552311400073507,0.0637606654882705
311,L-alanine,S-adenosylmethionine,1.3355488842372993,-1.2535119140628428,0.9789194357859397,8.423219516731491e-07,0.09851968539128543,10,0.9700489899662124,Z-score,,,,1.3355488842372993,0.09851968539128543
312,Galactose,Salicylate,0.2889594964004733,-0.9699336200336109,0.9483792474172434,2.6462828848682885e-06,0.030556516556742574,12,0.9853088506981142,Z-score,,,,0.2889594964004733,0.030556516556742574
313,L-malate,Salicylate,1.2951024977549668,-1.0831361086954936,0.9756394705262964,6.485884061740748e-08,0.09208989714712396,12,0.9837185982788985,Z-score,,,,1.2951024977549668,0.09208989714712396
314,L-alanine,Salicylate,0.9070999897576759,-1.122019562324572,0.9879757304486951,1.940084455745117e-09,0.04488939751116523,12,0.9998937287912626,Z-score,,,,0.9070999897576759,0.04488939751116523
315,Galactose,Sebacoyl-l-carnitine (c10-dc),0.0017689465610756607,0.07438289369735442,0.12808234215800787,0.6915909270718109,0.0043314528353783875,12,0.6738916646853452,Concentration [uM],,1.7689465610756607e-06,4.3314528353783875e-06,,
316,L-malate,Sebacoyl-l-carnitine (c10-dc),-0.000852483827331007,0.09169501838000046,-0.03465025492372781,0.9148642490136913,0.007775330211818928,12,0.460669259609089,Concentration [uM],,-8.52483827331007e-07,7.775330211818929e-06,,
317,L-alanine,Sebacoyl-l-carnitine (c10-dc),-0.006602403041745538,0.09154133311695485,-0.24571571720248386,0.4414176122763358,0.008236564359811228,12,0.005735748125709629,Concentration [uM],,-6.602403041745538e-06,8.236564359811227e-06,,
318,Galactose,Serine,-0.011257018798122137,-0.8957831403488803,-0.09280442420824142,0.774216546455781,0.03819235116259402,12,0.9009560551478689,Z-score,Rate scaled for slope estimated on Z-scores,,,-0.011257018798122137,0.03819235116259402
319,L-malate,Serine,0.825730880508937,-0.6263465153454155,0.8000050674473576,0.005455482833794465,0.21895111181482632,10,0.8457209305462603,Z-score,Rate scaled for slope estimated on Z-scores,0.0016683711545459352,0.0004423859247972795,0.825730880508937,0.21895111181482632
320,L-alanine,Serine,0.4324756204459137,0.39783241599678726,0.7026515238889056,0.03477533518993321,0.16552681636125863,9,0.37479451549295684,Concentration [uM],,0.0004324756204459137,0.00016552681636125864,,
321,Galactose,Stearoylcarnitine (c18),0.18796093438999092,-0.7770749337984796,0.6915445917776831,0.012731651187561794,0.06208480567824844,12,0.9009106791108852,Z-score,,,,0.18796093438999092,0.06208480567824844
322,L-malate,Stearoylcarnitine (c18),0.3050725204988132,-0.5291623772629246,0.5238954855068205,0.08041425108700563,0.15685095783287142,12,0.9037647544774148,Z-score,,,,0.3050725204988132,0.15685095783287142
323,L-alanine,Stearoylcarnitine (c18),0.41632313344365096,-0.49238827867169055,0.5909245035962514,0.0430389867905794,0.179731857649344,12,0.3557395187982665,Z-score,,,,0.41632313344365096,0.179731857649344
324,Galactose,Succinate,18.379165878173424,-16.10862026802863,0.3597817406204907,0.4836129851647534,23.831715950684995,6,0.7864207682804794,Concentration [uM],,0.018379165878173426,0.023831715950684996,,
325,L-malate,Succinate,-185.3129193524463,841.2103876314396,-0.38863041274728727,0.2118497199214871,138.93579987475343,12,0.6088970346755871,Concentration [uM],,-0.18531291935244631,0.13893579987475344,,
326,L-alanine,Succinate,5.564769299213625,-0.3939409992339842,0.37293518472755244,0.46653125723294514,6.9225331435558415,6,0.841595419669539,Concentration [uM],,0.005564769299213625,0.0069225331435558415,,
327,Galactose,Thiamine monophosphate,0.2830431900047595,-0.4054433891889377,0.7478792542878757,0.05322893194976456,0.11235598905323571,7,0.4985278070428045,Z-score,,,,0.2830431900047595,0.11235598905323571
328,L-malate,Thiamine monophosphate,,,,,,1,,,Not sufficient data,,,,
329,L-alanine,Thiamine monophosphate,,,,,,1,,,Not sufficient data,,,,
330,Galactose,Threonine,0.0016139659978797755,-1.024805396674504,0.0645056580378273,0.8690449611940473,0.0094371774374489,9,0.16113940079479294,Z-score,,,,0.0016139659978797755,0.0094371774374489
331,L-malate,Threonine,-0.43178185744498343,1.350932211235241,-0.7421334448862085,0.005712969177411383,0.12331633382488263,12,0.08886642900048689,Z-score,,,,-0.43178185744498343,0.12331633382488263
332,L-alanine,Threonine,-0.44205595070600817,1.0482963667933232,-0.9372359338562402,6.899618059501057e-06,0.05200859286860948,12,0.055911992724177156,Z-score,,,,-0.44205595070600817,0.05200859286860948
333,Galactose,Thymine,0.2966852245426658,-1.0024701287868945,0.9503203698518484,8.570302856382543e-05,0.03672983819800423,9,0.9734505893818213,Z-score,,,,0.2966852245426658,0.03672983819800423
334,L-malate,Thymine,0.2785098263938866,-1.0151468989007082,0.9504664574537331,8.483647001666452e-05,0.03442497592119044,9,0.9998867864610244,Z-score,,,,0.2785098263938866,0.03442497592119044
335,L-alanine,Thymine,0.8747754733795209,-1.0098484205670373,0.9853693106018775,1.2296174859169778e-06,0.05718756346743341,9,0.999435369575997,Z-score,,,,0.8747754733795209,0.05718756346743341
336,Galactose,Trans-aconitate,0.005562698919226019,-0.0009482404486515546,0.9506782337600661,0.00028896856280400746,0.0007409493269105592,8,0.9818530321963392,Concentration [uM],,5.562698919226019e-06,7.409493269105592e-07,,
337,L-malate,Trans-aconitate,0.012322667056276784,-0.0011410723443773443,0.9265353424799037,0.0026998531069233485,0.002237615397176951,7,0.9547430666715118,Concentration [uM],,1.2322667056276784e-05,2.2376153971769514e-06,,
338,L-alanine,Trans-aconitate,0.021347825932737253,-0.005326123227111585,0.8577088073875532,0.0064555981269901665,0.005224154205574184,8,0.9963431879599999,Concentration [uM],,2.1347825932737253e-05,5.224154205574185e-06,,
339,Galactose,Trigonelline,-0.24558499314756876,0.1445831214801467,-0.5743644178275146,0.05079871565182103,0.11068426717857442,12,0.39014092209161033,Z-score,,,,-0.24558499314756876,0.11068426717857442
340,L-malate,Trigonelline,-0.06797650830624209,-0.2527338103587222,-0.07967198790951313,0.8055821856864007,0.26894931136697303,12,0.649866299314072,Z-score,,,,-0.06797650830624209,0.26894931136697303
341,L-alanine,Trigonelline,0.531117599206412,-0.5161741481942489,0.4293030650221405,0.16370899374617373,0.35333904909243574,12,0.7860808816815101,Z-score,,,,0.531117599206412,0.35333904909243574
342,Galactose,Trimethylamine,-0.33249368734037626,0.23188781596969948,-0.7579899267907786,0.004282723192474278,0.09047839390567188,12,0.10305252514912297,Z-score,,,,-0.33249368734037626,0.09047839390567188
343,L-malate,Trimethylamine,-1.1235671713156499,0.5714813543015907,-0.9416437317632927,4.8302857763573465e-06,0.1270108873145391,12,0.12902539628122775,Z-score,,,,-1.1235671713156499,0.1270108873145391
344,L-alanine,Trimethylamine,0.6785641234522942,-0.029286864712464555,0.782987812273449,0.0025988216654446975,0.17047164109411525,12,0.3732715407055732,Z-score,,,,0.6785641234522942,0.17047164109411525
345,Galactose,Tyramine,0.21186548478042674,-1.3067356504917393,0.9056319797294162,0.004991137990278929,0.044366523291122395,7,0.9525056218372888,Z-score,,,,0.21186548478042674,0.044366523291122395
346,L-malate,Tyramine,0.35283510986777766,-0.7464541362784209,0.7294338826253263,0.007096598996624593,0.10463441440437181,12,0.9844919165299804,Z-score,,,,0.35283510986777766,0.10463441440437181
347,L-alanine,Tyramine,1.3223797693795405,-0.8526426495543362,0.8074997406667614,0.008488708038316136,0.3651065012409041,9,0.7836740573209003,Z-score,,,,1.3223797693795405,0.3651065012409041
348,Galactose,Tyrosine,,,,,,1,,,Not sufficient data,,,,
349,L-malate,Tyrosine,,,,,,1,,,Not sufficient data,,,,
350,L-alanine,Tyrosine,0.03280663263925048,0.013522093153512417,0.6061603191267888,0.2785003472130356,0.02485236405518526,5,0.8033688900416134,Concentration [uM],,3.280663263925048e-05,2.485236405518526e-05,,
351,Galactose,Uracil,0.11742152195467732,-0.8480040319047244,0.7945979600611878,0.018464392316709734,0.03662777985792765,8,0.8477448286988202,Z-score,,,,0.11742152195467732,0.03662777985792765
352,L-malate,Uracil,0.3255951524577568,-0.9625631407931572,0.539350673568476,0.26942231564535124,0.2541737594361089,6,0.9924759173451942,Z-score,,,,0.3255951524577568,0.2541737594361089
353,L-alanine,Uracil,0.16613668114538752,-0.8794912044118315,0.8584143652757596,0.01340416513834591,0.04439810403026744,7,0.9636512756055177,Z-score,,,,0.16613668114538752,0.04439810403026744
354,Galactose,Ureidopropionate,-0.02417582452338296,-0.6260050794177991,-0.9545516938124649,0.00305138496183479,0.003774281410915247,6,0.14706308068118723,Z-score,,,,-0.02417582452338296,0.003774281410915247
355,L-malate,Ureidopropionate,-0.03993506788939116,-0.6489751174915108,-0.6722108220219435,0.21385813136410758,0.025394000288418497,5,0.08519900927311849,Z-score,,,,-0.03993506788939116,0.025394000288418497
356,L-alanine,Ureidopropionate,-0.11291920839592451,1.1034506572537681,-0.0824290159298327,0.8330248829552324,0.5160101429519101,9,0.11829143930557205,Z-score,,,,-0.11291920839592451,0.5160101429519101
357,Galactose,Uridine diphosphate hexose,-0.27000270075598143,0.9086924137256982,-0.564593193600312,0.05581160338958616,0.12481902770021706,12,0.44144020396018596,Z-score,,,,-0.27000270075598143,0.12481902770021706
358,L-malate,Uridine diphosphate hexose,0.22358632207536858,-1.3899967961346646,0.4380108228401909,0.15439552451101057,0.14511270698497433,12,0.4923803959002234,Z-score,,,,0.22358632207536858,0.14511270698497433
359,L-alanine,Uridine diphosphate hexose,-0.22051829192061712,0.6208315068072908,-0.30515197014783896,0.3348033768574836,0.21762255184259605,12,0.8163089969233783,Z-score,,,,-0.22051829192061712,0.21762255184259605
360,Galactose,Uridine monophosphate,0.32264422546051735,-0.808048873971611,0.8467722935997622,0.001995963258227014,0.07166177967180917,10,0.9475547581308859,Z-score,,,,0.32264422546051735,0.07166177967180917
361,L-malate,Uridine monophosphate,1.8932144837148175,-1.1674825496309964,0.8247355016926732,0.0009626216540369647,0.41051786963302883,12,0.9348804478651285,Z-score,,,,1.8932144837148175,0.41051786963302883
362,L-alanine,Uridine monophosphate,0.8143089292751481,-1.1062343093939768,0.9121018577171419,9.114842931658703e-05,0.12200284607452666,11,0.548338389246632,Z-score,,,,0.8143089292751481,0.12200284607452666
363,Galactose,Urocanate,0.5360553456817889,-1.1426726086349848,0.9235419919942658,1.8080213528553013e-05,0.0703907041482766,12,0.9905511299850943,Z-score,,,,0.5360553456817889,0.0703907041482766
364,L-malate,Urocanate,1.6676016132904414,-1.259512143905339,0.9592447964125013,8.268661656879073e-07,0.15534552211776842,12,0.8504405825940059,Z-score,,,,1.6676016132904414,0.15534552211776842
365,L-alanine,Urocanate,1.1880107778634654,-1.2765263554414852,0.9698505848126173,1.8650736635725763e-07,0.0943999225024053,12,0.9966705848621281,Z-score,,,,1.1880107778634654,0.0943999225024053
366,Galactose,Valine,0.0022405885573628386,0.04374723886798107,0.2509199574759283,0.8385338089181359,0.00864382135111601,3,,Concentration [uM],,2.2405885573628385e-06,8.643821351116012e-06,,
367,L-malate,Valine,,,,,,1,,,Not sufficient data,,,,
368,L-alanine,Valine,-0.4579203667387751,7.434368790816333,-0.35730336451434985,0.34516628118160947,0.45242366148169066,9,0.7311927726571354,Concentration [uM],,-0.00045792036673877515,0.0004524236614816907,,
369,Galactose,Xanthine,0.14579286198371777,-0.9971166335968432,0.8483620662042667,0.007755633144675912,0.03714298882345674,8,0.9388946055488563,Z-score,,,,0.14579286198371777,0.03714298882345674
370,L-malate,Xanthine,0.24490482403609426,-0.2648672454747733,0.11832927537773505,0.8233344993875298,1.027574211158368,6,0.9156492670746804,Z-score,,,,0.24490482403609426,1.027574211158368
371,L-alanine,Xanthine,0.25689073055295275,-1.2038368531741634,0.7581080962736199,0.08069078721685846,0.11048943597363302,6,0.9769520338595524,Z-score,,,,0.25689073055295275,0.11048943597363302
372,Galactose,Xanthosine,0.3440036427215741,-1.3824487213259165,0.9654626811552576,5.970606841567156e-06,0.032821563672267684,10,0.9870744126041301,Z-score,,,,0.3440036427215741,0.032821563672267684
373,L-malate,Xanthosine,2.0617044147548356,-1.4437289448803965,0.9637998825740945,7.191607399456734e-06,0.20164996123295895,10,0.9634850715430779,Z-score,,,,2.0617044147548356,0.20164996123295895
374,L-alanine,Xanthosine,1.7176991907490322,-1.5296026712977884,0.9980629495607779,1.0512648244698629e-09,0.04046832277762149,9,0.9989429597305255,Z-score,,,,1.7176991907490322,0.04046832277762149
375,Galactose,cAMP,0.5075856020134106,-1.3519995831542337,0.9799535044012546,3.6827892468557526e-06,0.03900331599824343,9,0.9920402000631715,Z-score,,,,0.5075856020134106,0.03900331599824343
376,L-malate,cAMP,0.7807760802672025,-1.3808822426216523,0.9050531007920432,0.0007905579165129244,0.13867473831807695,9,0.9854779511101802,Z-score,,,,0.7807760802672025,0.13867473831807695
377,L-alanine,cAMP,1.4464970502895045,-1.5439862968896103,0.9963111627300094,1.000211202777134e-08,0.0470904024750145,9,0.9948886455822711,Z-score,,,,1.4464970502895045,0.0470904024750145
