,Sample_id,Carbon source,Hours,AUC [gDW*h/L],Bioreactor,Timepoint,Metabolite,Z-score
1660,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Dihydroorotate,-0.8779887995679645
1661,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Dihydroorotate,1.2123698797712923
1662,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Dihydroorotate,0.4179107267817904
1663,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Dihydroorotate,0.3517444757601077
1664,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Dihydroorotate,0.4322415822357778
1665,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Dihydrouracil,1.043300334043483
1666,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Dihydrouracil,-0.3691743843773465
1667,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Dihydrouracil,0.8207094419454867
1668,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Dihydrouracil,0.2958138897461208
1669,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Dihydrouracil,-0.0895250312057235
1670,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Dihydrouracil,-1.1778555021486867
1671,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Dihydrouracil,1.7732054385225198
1672,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Dihydrouracil,0.2511934925166316
1673,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Dihydrouracil,-1.71793333335662
1674,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Dihydrouracil,-1.3937079197046656
1675,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Dihydrouracil,-0.5369584777268095
1676,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Dihydrouracil,-0.315412822084261
1677,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Dihydrouracil,2.641555116427666
1678,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Dihydrouracil,0.4112875841282004
1679,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Dihydrouracil,0.1148096316190885
1680,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Dihydrouracil,-0.4484796577745418
1681,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Dihydrouracil,-1.0918682734429597
1682,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Dihydrouracil,0.5883778093279536
1683,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Dihydrouracil,0.4095877119274835
1684,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Dihydrouracil,-0.7331140168054389
1685,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Dihydrouracil,-1.773738067143822
1686,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Dihydrouracil,-1.0144733895674558
1687,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Dihydrouracil,-0.8096129474678025
1688,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Dihydrouracil,-0.0030834087152724
1689,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Dihydrouracil,-1.4326521283708455
1690,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Dihydrouracil,-0.7538080716325811
1691,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Dihydrouracil,1.1389220662815107
1692,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Dihydrouracil,-0.9930982537361644
1693,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Dihydrouracil,-0.4136210371769516
1694,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Dihydrouracil,0.9173130917697736
1695,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Dihydrouracil,-0.1577945487351949
1696,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Dihydrouracil,0.4051197272929533
1697,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Dihydrouracil,0.2585101846618401
1698,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Dihydrouracil,0.2516345687337871
1699,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Dihydrouracil,0.5216487449732625
1700,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Dihydrouracil,0.6016107815009455
1701,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Dihydrouracil,-0.6184873996487741
1702,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Dihydrouracil,-0.3106081501573738
1703,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Dihydrouracil,0.2020841326801367
1704,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Dihydrouracil,-0.3688081536612211
1705,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Dihydrouracil,1.705542664333093
1706,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Dihydrouracil,-0.7358102991610065
1707,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Dihydrouracil,-0.6354169681154798
1708,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Dihydrouracil,1.6322761926253342
1709,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Dihydrouracil,1.910539636859771
1710,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Ethanolamine,0.0009953946535759
1711,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Ethanolamine,-0.3143878853591207
1712,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Ethanolamine,0.6387515232619503
1713,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Ethanolamine,-0.7786023599159163
1714,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Ethanolamine,-0.9454760196065912
1715,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Ethanolamine,-0.9483262470037348
1716,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Ethanolamine,-0.9349267952860494
1717,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Ethanolamine,1.14294666723393
1718,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Ethanolamine,-0.7508680459358402
1719,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Ethanolamine,-0.8011506063673318
1720,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Ethanolamine,0.1914873366000574
1721,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Ethanolamine,-0.7659885794807602
1722,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Ethanolamine,1.219788440689148
1723,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Ethanolamine,0.2745290575050242
1724,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Ethanolamine,0.1755262956106643
1725,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Ethanolamine,-0.0100244169775375
1726,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Ethanolamine,-0.947444423564794
1727,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Ethanolamine,0.1555860128969142
1728,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Ethanolamine,-0.8060178076891854
1729,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Ethanolamine,-0.9517658893377708
1730,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Ethanolamine,-0.9501927042494448
1731,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Ethanolamine,-0.7838980301236723
1732,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Ethanolamine,-0.689814074872975
1733,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Ethanolamine,2.357273593898578
1734,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Ethanolamine,1.0836668692425446
1735,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Ethanolamine,3.067619928899093
1736,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Ethanolamine,1.0424231798396542
1737,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Ethanolamine,-0.9471498465282014
1738,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Ethanolamine,0.4922000190533113
1739,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Ethanolamine,-0.3895327882272985
1740,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Ethanolamine,0.0480537826556759
1741,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Ethanolamine,1.0038889517881184
1742,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Ethanolamine,-0.0823059743983113
1743,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Ethanolamine,0.9848971290628344
1744,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Ethanolamine,-0.9454524725674724
1745,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Ethanolamine,2.4419905162785436
1746,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Ethanolamine,-0.359063928354366
1747,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Ethanolamine,-0.7741835289273513
1748,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Ethanolamine,-0.7972223110092743
1749,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Ethanolamine,-0.9493880318393748
1750,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Ethanolamine,-0.378627099670223
1751,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Ethanolamine,0.265142764257455
1752,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Ethanolamine,0.9998180584192892
1753,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Ethanolamine,-0.3507477424309254
1754,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Ethanolamine,-0.2340279121228414
1755,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Fructose-6-phosphate,0.4085263166277431
1756,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Fructose-6-phosphate,-0.069682274160247
1757,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Fructose-6-phosphate,0.9962517871967276
1758,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Fructose-6-phosphate,-0.8863611969059387
1759,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Fructose-6-phosphate,-1.2349267327583084
1760,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Fructose-6-phosphate,-1.1527288219613874
1761,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Fructose-6-phosphate,-1.2500852634632875
1762,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Fructose-6-phosphate,0.8024959657368139
1763,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Fructose-6-phosphate,-0.7308261467652144
1764,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Fructose-6-phosphate,-1.048437831811926
1765,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Fructose-6-phosphate,-0.0408257858519852
1766,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Fructose-6-phosphate,-0.9991815290053914
1767,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Fructose-6-phosphate,0.8858191378593461
1768,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Fructose-6-phosphate,0.1198141182441212
1769,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Fructose-6-phosphate,-0.2579374852681324
1770,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Fructose-6-phosphate,0.8594223814528116
1771,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Fructose-6-phosphate,-1.2815322087928689
1772,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Fructose-6-phosphate,1.3080109024610214
1773,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Fructose-6-phosphate,-1.0957731273596518
1774,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Fructose-6-phosphate,-1.2673572192266085
1775,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Fructose-6-phosphate,-1.2644622498996818
1776,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Fructose-6-phosphate,-1.0093560014813472
1777,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Fructose-6-phosphate,-0.6818599335379003
1778,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Fructose-6-phosphate,1.0681035186290162
1779,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Fructose-6-phosphate,0.0940612560899481
1780,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Fructose-6-phosphate,0.8206999517138723
1781,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Fructose-6-phosphate,0.7838198252767342
1782,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Fructose-6-phosphate,-1.3077418759651604
1783,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Fructose-6-phosphate,1.6365405970249998
1784,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Fructose-6-phosphate,-0.3371125170705898
1785,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Fructose-6-phosphate,1.4011641732389837
1786,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Fructose-6-phosphate,1.2012905197580674
1787,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Fructose-6-phosphate,-0.0567065950386554
1788,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Fructose-6-phosphate,1.4649021535425837
1789,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Fructose-6-phosphate,-1.275205275128238
1790,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Fructose-6-phosphate,1.5387679095860347
1791,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Fructose-6-phosphate,0.8508950683913248
1792,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Fructose-6-phosphate,-0.7697668731087446
1793,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Fructose-6-phosphate,-0.7823242751695744
1794,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Fructose-6-phosphate,-1.3043280481143644
1795,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Fructose-6-phosphate,0.5411098722334863
1796,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Fructose-6-phosphate,0.5836564252719687
1797,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Fructose-6-phosphate,1.2382834513030607
1798,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Fructose-6-phosphate,0.5300741725022917
1799,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Fructose-6-phosphate,0.970809763704224
1800,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Gamma-aminobutyrate,-0.4531723028367188
1801,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Gamma-aminobutyrate,1.9602760188594472
1802,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Gamma-aminobutyrate,
1803,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Gamma-aminobutyrate,-0.5799189116525766
1804,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Gamma-aminobutyrate,
1805,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Gamma-aminobutyrate,
1806,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Gamma-aminobutyrate,-0.7263063899044088
1807,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Gamma-aminobutyrate,
1808,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Gamma-aminobutyrate,-0.0059541203315446
1809,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Gamma-aminobutyrate,-0.6458465272609354
1810,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Gamma-aminobutyrate,
1811,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Gamma-aminobutyrate,-0.6603366449051349
1812,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Gamma-aminobutyrate,-0.6833750062826708
1813,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Gamma-aminobutyrate,-0.6635069459160929
1814,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Gamma-aminobutyrate,
1815,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Gamma-aminobutyrate,2.211463454432672
1816,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Gamma-aminobutyrate,
1817,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Gamma-aminobutyrate,0.8590504602391057
1818,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Gamma-aminobutyrate,-0.5621981480130867
1819,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Gamma-aminobutyrate,
1820,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Gamma-aminobutyrate,
1821,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Gamma-aminobutyrate,-0.4978606935679842
1822,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Gamma-aminobutyrate,
1823,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Gamma-aminobutyrate,
1824,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Gamma-aminobutyrate,
1825,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Gamma-aminobutyrate,
1826,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Gamma-aminobutyrate,-0.60872446979428
1827,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Gamma-aminobutyrate,
1828,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Gamma-aminobutyrate,-0.6589382380413681
1829,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Gamma-aminobutyrate,-0.2523015147776512
1830,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Gamma-aminobutyrate,1.7692380669426435
1831,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Gamma-aminobutyrate,
1832,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Gamma-aminobutyrate,-0.6422683544670377
1833,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Gamma-aminobutyrate,-0.6736479062754614
1834,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Gamma-aminobutyrate,
1835,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Gamma-aminobutyrate,-0.6281558526588703
1836,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Gamma-aminobutyrate,2.1485348857509
1837,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Gamma-aminobutyrate,0.0086181118647741
1838,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Gamma-aminobutyrate,-0.157453297557176
1839,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Gamma-aminobutyrate,
1840,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Gamma-aminobutyrate,1.5743482021546984
1841,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Gamma-aminobutyrate,
1842,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Gamma-aminobutyrate,-0.6946021847884336
1843,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Gamma-aminobutyrate,-0.3364501929099482
1844,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Gamma-aminobutyrate,-0.4005114983028639
1845,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Gluconate,
1846,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Gluconate,
1847,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Gluconate,
1848,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Gluconate,0.1772980107537338
1849,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Gluconate,-0.8100808092598768
1850,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Gluconate,
1851,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Gluconate,-0.8135892617718823
1852,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Gluconate,1.0202750018599307
1853,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Gluconate,
1854,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Gluconate,
1855,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Gluconate,1.8963676292659164
1856,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Gluconate,0.489176631694684
1857,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Gluconate,
1858,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Gluconate,-0.856747083195693
1859,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Gluconate,2.0355618400339344
