,Sample_id,Carbon source,Hours,AUC [gDW*h/L],Bioreactor,Timepoint,Metabolite,Z-score
2635,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Hypoxanthine,1.6818549574580506
2636,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Hypoxanthine,0.0147270790907577
2637,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Hypoxanthine,-0.874202349458905
2638,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Hypoxanthine,0.1062989272228453
2639,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Hypoxanthine,0.4999218205718563
2640,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Hypoxanthine,-0.1142989846502186
2641,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Hypoxanthine,0.4812166184822278
2642,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Hypoxanthine,-0.2013315958326313
2643,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Hypoxanthine,1.5429115479023745
2644,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Hypoxanthine,
2645,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Hypoxanthine,2.8762060919814347
2646,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Hypoxanthine,-0.7656231110989729
2647,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Hypoxanthine,-0.8222076211158722
2648,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Hypoxanthine,-0.8429972483918423
2649,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Hypoxanthine,
2650,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Hypoxanthine,-0.4981809876495076
2651,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Hypoxanthine,-0.2266026179977867
2652,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Hypoxanthine,0.6303657987265499
2653,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Hypoxanthine,-0.4243349460055268
2654,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Hypoxanthine,2.2705025562678594
2655,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Inosine,-0.1736576716045136
2656,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Inosine,-0.3330177545797592
2657,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Inosine,-0.3389525779032215
2658,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Inosine,-0.3516556769418911
2659,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Inosine,-0.4029340171890533
2660,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Inosine,-0.4045934972508205
2661,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Inosine,-0.4010910757946619
2662,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Inosine,
2663,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Inosine,-0.2588992540284139
2664,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Inosine,-0.3163576189103702
2665,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Inosine,
2666,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Inosine,-0.368118925891973
2667,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Inosine,
2668,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Inosine,-0.2551255203503666
2669,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Inosine,-0.1028161661529478
2670,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Inosine,-0.3224715636341229
2671,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Inosine,
2672,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Inosine,-0.2770662241485556
2673,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Inosine,-0.2817673529238055
2674,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Inosine,-0.3922015539256012
2675,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Inosine,
2676,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Inosine,-0.2817334511727288
2677,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Inosine,-0.369499945513243
2678,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Inosine,-0.3267488910654048
2679,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Inosine,
2680,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Inosine,-0.3653097030832656
2681,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Inosine,-0.1547948572335405
2682,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Inosine,-0.3090658795455031
2683,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Inosine,-0.2129914809493439
2684,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Inosine,-0.0399557163800724
2685,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Inosine,-0.2748820036566756
2686,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Inosine,-0.2854627858507477
2687,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Inosine,-0.2735816646395
2688,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Inosine,-0.0709908933306271
2689,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Inosine,-0.3926324971522576
2690,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Inosine,-0.3464423925994963
2691,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Inosine,-0.3163747150891679
2692,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Inosine,
2693,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Inosine,-0.3674998403897769
2694,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Inosine,-0.4020029951675456
2695,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Inosine,-0.2361210730911965
2696,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Inosine,-0.1900389882648788
2697,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Inosine,-0.3426246694853073
2698,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Inosine,-0.0868904993447147
2699,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Inosine,0.0614609066918082
2700,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Isocitrate,-0.4510239423975565
2701,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Isocitrate,-1.022894790414654
2702,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Isocitrate,-0.4195807763110939
2703,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Isocitrate,-0.5967953829941994
2704,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Isocitrate,-0.7138829650862559
2705,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Isocitrate,-0.759851836795191
2706,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Isocitrate,-0.7656932543676181
2707,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Isocitrate,-0.3537022419238103
2708,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Isocitrate,-0.6213107290427863
2709,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Isocitrate,-0.8716540307967208
2710,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Isocitrate,-0.5930172275928892
2711,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Isocitrate,
2712,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Isocitrate,1.1345770941593138
2713,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Isocitrate,-0.5605867064439864
2714,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Isocitrate,-0.464491173054524
2715,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Isocitrate,0.6949644015559059
2716,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Isocitrate,-0.8642340295522603
2717,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Isocitrate,0.7611158799638161
2718,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Isocitrate,-0.7860670818007319
2719,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Isocitrate,-0.8377972016539145
2720,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Isocitrate,
2721,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Isocitrate,-0.8562839089847347
2722,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Isocitrate,-0.7630103103706284
2723,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Isocitrate,0.4378361414268554
2724,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Isocitrate,-0.8893410477289938
2725,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Isocitrate,0.1058644052796203
2726,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Isocitrate,-0.1417731045103076
2727,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Isocitrate,-0.9301627900567244
2728,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Isocitrate,-0.6453042216141118
2729,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Isocitrate,-0.4439270112522161
2730,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Isocitrate,1.363024390175297
2731,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Isocitrate,3.137828360125096
2732,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Isocitrate,-0.516269315032463
2733,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Isocitrate,0.3403156791096082
2734,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Isocitrate,-0.7148271800611209
2735,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Isocitrate,1.3742708903449183
2736,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Isocitrate,1.345346349524294
2737,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Isocitrate,
2738,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Isocitrate,
2739,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Isocitrate,-0.676328176093596
2740,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Isocitrate,1.7259257379955384
2741,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Isocitrate,0.7305197434909437
2742,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Isocitrate,1.565766136935168
2743,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Isocitrate,0.9406040134754956
2744,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Isocitrate,1.6018512123712236
2745,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Isoleucine,-0.5268977262424348
2746,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Isoleucine,-0.4413511404823902
2747,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Isoleucine,0.1925747238664378
2748,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Isoleucine,-0.5363638984536078
2749,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Isoleucine,-0.5344844987960614
2750,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Isoleucine,
2751,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Isoleucine,
2752,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Isoleucine,-0.5228271594504857
2753,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Isoleucine,-0.5114562752864885
2754,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Isoleucine,
2755,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Isoleucine,
2756,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Isoleucine,
2757,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Isoleucine,2.9810780612884553
2758,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Isoleucine,
2759,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Isoleucine,-0.533212845685913
2760,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Isoleucine,-0.438604512837044
2761,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Isoleucine,-0.5405134896235666
2762,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Isoleucine,-0.4053509738152729
2763,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Isoleucine,-0.5287734408266119
2764,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Isoleucine,
2765,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Isoleucine,
2766,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Isoleucine,-0.5310780048884678
2767,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Isoleucine,
2768,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Isoleucine,1.9546252478588413
2769,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Isoleucine,1.9286954809291457
2770,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Isoleucine,0.9703476970147956
2771,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Isoleucine,
2772,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Isoleucine,-0.5423925072698593
2773,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Isoleucine,-0.3626703225043056
2774,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Isoleucine,-0.519708262729777
2775,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Isoleucine,-0.3526512667599275
2776,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Isoleucine,2.42952077041531
2777,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Isoleucine,-0.5294211924826077
2778,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Isoleucine,-0.5227919037546214
2779,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Isoleucine,
2780,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Isoleucine,1.3101782018346235
2781,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Isoleucine,-0.4634835905073481
2782,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Isoleucine,-0.5142861737291925
2783,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Isoleucine,-0.5213878384852794
2784,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Isoleucine,
2785,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Isoleucine,-0.4542376773531848
2786,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Isoleucine,-0.5303313432042362
2787,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Isoleucine,0.1194302986548356
2788,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Isoleucine,
2789,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Isoleucine,-0.5221744366937627
2790,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Isovalerylcarnitine (c5/ic5),-0.6998636023623485
2791,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Isovalerylcarnitine (c5/ic5),-0.6039718534982084
2792,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Isovalerylcarnitine (c5/ic5),1.7978910912688824
2793,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Isovalerylcarnitine (c5/ic5),-0.1482908698566211
2794,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),0.34136962889683
2795,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),-0.9285391443952188
2796,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),1.1008359138090054
2797,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Isovalerylcarnitine (c5/ic5),0.6420865102010527
2798,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Isovalerylcarnitine (c5/ic5),-0.6587191980977795
2799,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Isovalerylcarnitine (c5/ic5),-1.0006706946973254
2800,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Isovalerylcarnitine (c5/ic5),-0.2804543607304882
2801,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Isovalerylcarnitine (c5/ic5),-0.793765534808519
2802,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Isovalerylcarnitine (c5/ic5),1.6030189605793677
2803,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Isovalerylcarnitine (c5/ic5),-0.2959741829824057
2804,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Isovalerylcarnitine (c5/ic5),-0.7879151547648287
2805,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Isovalerylcarnitine (c5/ic5),0.1610455245773078
2806,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),-0.0258669406277789
2807,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Isovalerylcarnitine (c5/ic5),-0.0032346089666816
2808,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Isovalerylcarnitine (c5/ic5),-0.3643070732054858
2809,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),-0.8965657433848316
2810,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),
2811,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Isovalerylcarnitine (c5/ic5),-0.7260904386572861
2812,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Isovalerylcarnitine (c5/ic5),-0.7823071131939484
2813,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Isovalerylcarnitine (c5/ic5),1.0916389000950195
2814,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Isovalerylcarnitine (c5/ic5),2.4261189681344457
2815,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Isovalerylcarnitine (c5/ic5),0.0255431654025774
2816,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Isovalerylcarnitine (c5/ic5),-0.7470781755965923
2817,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),-0.4547576245684427
2818,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Isovalerylcarnitine (c5/ic5),-0.7649072788379364
2819,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Isovalerylcarnitine (c5/ic5),-0.8865361616886498
2820,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Isovalerylcarnitine (c5/ic5),-0.2338168971058399
2821,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Isovalerylcarnitine (c5/ic5),0.6523949365457881
2822,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Isovalerylcarnitine (c5/ic5),-0.6254680827161172
2823,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Isovalerylcarnitine (c5/ic5),-0.1441537041383947
2824,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),-0.2555592021555503
2825,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Isovalerylcarnitine (c5/ic5),-0.3811263768653871
2826,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Isovalerylcarnitine (c5/ic5),0.604000214150091
2827,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Isovalerylcarnitine (c5/ic5),
2828,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Isovalerylcarnitine (c5/ic5),-0.6187767957149454
2829,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Isovalerylcarnitine (c5/ic5),-0.8891798807798122
2830,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Isovalerylcarnitine (c5/ic5),0.4994532972710623
2831,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Isovalerylcarnitine (c5/ic5),-0.4672263288460284
2832,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Isovalerylcarnitine (c5/ic5),0.5223154700888933
2833,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Isovalerylcarnitine (c5/ic5),-0.8248664478864592
2834,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Isovalerylcarnitine (c5/ic5),-0.4260004448407436
2835,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Kynurenate,0.0270108745991206
