Hours,Well,Carbon source,Replicate,OD600
28.98611111111111,G3,Galactose,3,0.7541
29.23611111111111,G3,Galactose,3,0.7505
29.48611111111111,G3,Galactose,3,0.7507
29.73611111111111,G3,Galactose,3,0.7477
29.98611111111111,G3,Galactose,3,0.7438
30.23611111111111,G3,Galactose,3,0.7442
30.48611111111111,G3,Galactose,3,0.7437
30.73611111111111,G3,Galactose,3,0.7458
30.98611111111111,G3,Galactose,3,0.7442
31.23611111111111,G3,Galactose,3,0.7454
31.48611111111111,G3,Galactose,3,0.7471
31.73611111111111,G3,Galactose,3,0.7499
31.98611111111111,G3,Galactose,3,0.7513
32.236111111111114,G3,Galactose,3,0.7491
32.486111111111114,G3,Galactose,3,0.7528
32.736111111111114,G3,Galactose,3,0.7577
32.986111111111114,G3,Galactose,3,0.7598
33.236111111111114,G3,Galactose,3,0.7625
33.486111111111114,G3,Galactose,3,0.7685
33.736111111111114,G3,Galactose,3,0.7702
33.986111111111114,G3,Galactose,3,0.775
34.236111111111114,G3,Galactose,3,0.7807
34.486111111111114,G3,Galactose,3,0.7859
34.736111111111114,G3,Galactose,3,0.791
34.986111111111114,G3,Galactose,3,0.7871
35.236111111111114,G3,Galactose,3,0.7953
35.486111111111114,G3,Galactose,3,0.801
35.736111111111114,G3,Galactose,3,0.8084
35.986111111111114,G3,Galactose,3,0.8131
36.236111111111114,G3,Galactose,3,0.8179
36.486111111111114,G3,Galactose,3,0.8259
36.736111111111114,G3,Galactose,3,0.8304
36.986111111111114,G3,Galactose,3,0.834
37.236111111111114,G3,Galactose,3,0.8419
37.486111111111114,G3,Galactose,3,0.8499
37.736111111111114,G3,Galactose,3,0.8577
37.986111111111114,G3,Galactose,3,0.8625
38.236111111111114,G3,Galactose,3,0.8658
38.486111111111114,G3,Galactose,3,0.8784
38.736111111111114,G3,Galactose,3,0.8829
38.986111111111114,G3,Galactose,3,0.8921
39.236111111111114,G3,Galactose,3,0.9049
39.486111111111114,G3,Galactose,3,0.9112
39.736111111111114,G3,Galactose,3,0.9139
39.986111111111114,G3,Galactose,3,0.9239
40.236111111111114,G3,Galactose,3,0.9313
40.486111111111114,G3,Galactose,3,0.9383
40.736111111111114,G3,Galactose,3,0.9427
40.986111111111114,G3,Galactose,3,0.9414
41.236111111111114,G3,Galactose,3,0.9471
41.486111111111114,G3,Galactose,3,0.9496
41.736111111111114,G3,Galactose,3,0.961
41.986111111111114,G3,Galactose,3,0.9633
42.236111111111114,G3,Galactose,3,0.9486
42.486111111111114,G3,Galactose,3,0.9674
42.736111111111114,G3,Galactose,3,0.9737
42.986111111111114,G3,Galactose,3,0.9777
43.236111111111114,G3,Galactose,3,0.9703
43.486111111111114,G3,Galactose,3,0.9709
43.736111111111114,G3,Galactose,3,0.9851
43.986111111111114,G3,Galactose,3,0.9868
44.236111111111114,G3,Galactose,3,0.9767
44.486111111111114,G3,Galactose,3,0.9886
44.736111111111114,G3,Galactose,3,0.9891
44.986111111111114,G3,Galactose,3,0.9888
45.236111111111114,G3,Galactose,3,0.9979
45.486111111111114,G3,Galactose,3,0.9934
45.736111111111114,G3,Galactose,3,1.0053
45.986111111111114,G3,Galactose,3,1.0046
46.236111111111114,G3,Galactose,3,1.0072
46.486111111111114,G3,Galactose,3,1.0082
46.736111111111114,G3,Galactose,3,1.0006
46.986111111111114,G3,Galactose,3,1.0028
47.236111111111114,G3,Galactose,3,1.0078
47.486111111111114,G3,Galactose,3,1.0071
47.736111111111114,G3,Galactose,3,1.009
47.986111111111114,G3,Galactose,3,1.0113
48.236111111111114,G3,Galactose,3,1.0129
0.3194444444444444,B1,Glucose,1,0.095
0.6527777777777778,B1,Glucose,1,0.099
0.986111111111111,B1,Glucose,1,0.103
1.3194444444444444,B1,Glucose,1,0.107
1.6527777777777777,B1,Glucose,1,0.112
1.9861111111111112,B1,Glucose,1,0.118
2.319444444444444,B1,Glucose,1,0.126
2.6527777777777777,B1,Glucose,1,0.135
2.986111111111111,B1,Glucose,1,0.147
