,Sample_id,Carbon source,Metabolite,Concentration [uM],Hours,Bioreactor,AUC [gDW*h/L],Z-score
906,SM_MPTA_112023_M9_Galactose_002_41,Galactose,Alpha-glucose (cl adduct),,0.0,,0.0,1.3186900650965978
907,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,Alpha-glucose (cl adduct),,14.0,REL01,3.657264738592213,-1.214266755421164
908,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,Alpha-glucose (cl adduct),,10.0,REL07,0.3182352285057104,
909,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,Alpha-glucose (cl adduct),,6.0,REL05,0.1847473940054876,
910,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,Alpha-glucose (cl adduct),,12.0,REL01,2.122869171591218,-0.4784913130724369
911,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,Alpha-glucose (cl adduct),,6.0,REL02,0.3061863840245775,1.415756483177951
912,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,Alpha-glucose (cl adduct),,22.0,REL09,3.9376424130469174,
913,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,Alpha-glucose (cl adduct),,11.0,REL05,1.4913949991123805,
914,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,Alpha-glucose (cl adduct),,12.0,REL02,2.076109938736786,-0.3615495801633452
915,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,Alpha-glucose (cl adduct),,18.0,REL08,1.718588757293409,
916,SM_MPTA_112023_M9_L-malate_002_44,L-malate,Alpha-glucose (cl adduct),,0.0,,0.0,
917,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,Alpha-glucose (cl adduct),,18.0,REL07,1.9627468841916456,
918,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,Alpha-glucose (cl adduct),,6.0,REL06,0.2093431136310292,
919,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,Alpha-glucose (cl adduct),,0.0,,0.0,
920,SM_MPTA_112023_M9_L-malate_001_43,L-malate,Alpha-glucose (cl adduct),,0.0,,0.0,
921,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,Alpha-glucose (cl adduct),,6.0,REL04,0.2588140496960388,
922,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,Alpha-glucose (cl adduct),,8.0,REL03,0.4312240363242068,0.600811778530759
923,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,Alpha-glucose (cl adduct),,18.0,REL02,8.140262892924916,
924,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,Alpha-glucose (cl adduct),,22.0,REL08,4.314250397619318,
925,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,Alpha-glucose (cl adduct),,18.0,REL01,7.65846961218036,
926,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,Alpha-glucose (cl adduct),,16.0,REL03,3.4179267393150816,-1.1539199973497876
927,SM_MPTA_112023_M9_L-malate_003_45,L-malate,Alpha-glucose (cl adduct),,0.0,,0.0,
928,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,Alpha-glucose (cl adduct),,12.0,REL06,2.385225810049673,
929,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,Alpha-glucose (cl adduct),,9.25,REL06,0.7606505791012634,
930,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,Alpha-glucose (cl adduct),,18.0,REL09,1.7064401126297837,
931,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,Alpha-glucose (cl adduct),,22.0,REL07,4.508036095424472,
932,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,Alpha-glucose (cl adduct),,10.0,REL05,0.9785183455570544,
933,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,Alpha-glucose (cl adduct),,14.0,REL02,3.5031324525164917,-1.4498818603657846
934,SM_MPTA_112023_M9_Galactose_003_42,Galactose,Alpha-glucose (cl adduct),,0.0,,0.0,0.3770115539931759
935,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,Alpha-glucose (cl adduct),,20.0,REL03,7.426058906659442,
936,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,Alpha-glucose (cl adduct),,16.0,REL08,1.099304187854922,
937,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,Alpha-glucose (cl adduct),,10.0,REL08,0.3217909293828691,
938,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,Alpha-glucose (cl adduct),,10.0,REL09,0.296012098023468,
939,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,Alpha-glucose (cl adduct),,0.0,,0.0,
940,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,Alpha-glucose (cl adduct),,16.0,REL09,1.1067118980156694,
941,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,Alpha-glucose (cl adduct),,14.0,REL03,2.1848684507093163,-0.5744940330700351
942,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,Alpha-glucose (cl adduct),,13.0,REL05,2.7850460023716854,
943,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,Alpha-glucose (cl adduct),,9.25,REL04,1.034068337324968,
944,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,Alpha-glucose (cl adduct),,10.0,REL06,1.0771807208731472,
945,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,Anthranilate,,10.0,REL04,1.4313031841181596,0.7779776285491183
946,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,Anthranilate,,16.0,REL07,1.224938952181199,-0.1388781158723102
947,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,Anthranilate,,12.0,REL04,2.865121839561659,1.5801070391128789
948,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,Anthranilate,,6.0,REL01,0.3027227371464714,-1.04149784885619
949,SM_MPTA_112023_M9_Galactose_001_40,Galactose,Anthranilate,,0.0,,0.0,
950,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,Anthranilate,,0.0,,0.0,
951,SM_MPTA_112023_M9_Galactose_002_41,Galactose,Anthranilate,,0.0,,0.0,
952,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,Anthranilate,,14.0,REL01,3.657264738592213,0.7362426712208895
953,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,Anthranilate,,10.0,REL07,0.3182352285057104,-0.5943683156281107
954,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,Anthranilate,,6.0,REL05,0.1847473940054876,-1.5801796038269118
955,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,Anthranilate,,12.0,REL01,2.122869171591218,-0.7997821194474934
956,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,Anthranilate,,6.0,REL02,0.3061863840245775,-1.020289677781248
957,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,Anthranilate,,22.0,REL09,3.9376424130469174,1.411094556119869
958,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,Anthranilate,,11.0,REL05,1.4913949991123805,0.5684488442907878
959,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,Anthranilate,,12.0,REL02,2.076109938736786,-0.8694287344052327
960,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,Anthranilate,,18.0,REL08,1.718588757293409,-0.2268042774155829
961,SM_MPTA_112023_M9_L-malate_002_44,L-malate,Anthranilate,,0.0,,0.0,
962,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,Anthranilate,,18.0,REL07,1.9627468841916456,-0.3211621395188301
963,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,Anthranilate,,6.0,REL06,0.2093431136310292,-1.553329261713651
964,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,Anthranilate,,0.0,,0.0,
965,SM_MPTA_112023_M9_L-malate_001_43,L-malate,Anthranilate,,0.0,,0.0,
966,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,Anthranilate,,6.0,REL04,0.2588140496960388,-1.352071534180224
967,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,Anthranilate,,8.0,REL03,0.4312240363242068,-1.27978715569759
968,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,Anthranilate,,18.0,REL02,8.140262892924916,1.4659890023599236
969,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,Anthranilate,,22.0,REL08,4.314250397619318,1.002735752373633
970,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,Anthranilate,,18.0,REL01,7.65846961218036,1.8365643311191
971,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,Anthranilate,,16.0,REL03,3.4179267393150816,-0.9994008852869832
972,SM_MPTA_112023_M9_L-malate_003_45,L-malate,Anthranilate,,0.0,,0.0,
973,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,Anthranilate,,12.0,REL06,2.385225810049673,0.3564017315426704
974,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,Anthranilate,,9.25,REL06,0.7606505791012634,0.4784699973496625
975,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,Anthranilate,,18.0,REL09,1.7064401126297837,0.5931937347304773
976,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,Anthranilate,,22.0,REL07,4.508036095424472,0.8078942460239449
977,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,Anthranilate,,10.0,REL05,0.9785183455570544,-0.5808751672943431
978,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,Anthranilate,,14.0,REL02,3.5031324525164917,0.4550770908518851
979,SM_MPTA_112023_M9_Galactose_003_42,Galactose,Anthranilate,,0.0,,0.0,
980,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,Anthranilate,,20.0,REL03,7.426058906659442,1.7169001765348388
981,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,Anthranilate,,16.0,REL08,1.099304187854922,0.2841519751823322
982,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,Anthranilate,,10.0,REL08,0.3217909293828691,-0.3658522000306805
983,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,Anthranilate,,10.0,REL09,0.296012098023468,-0.7621171450069915
984,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,Anthranilate,,0.0,,0.0,
985,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,Anthranilate,,16.0,REL09,1.1067118980156694,-0.1879357589619492
986,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,Anthranilate,,14.0,REL03,2.1848684507093163,-1.417507921408874
987,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,Anthranilate,,13.0,REL05,2.7850460023716854,-0.489460424408077
988,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,Anthranilate,,9.25,REL04,1.034068337324968,0.656207248115613
989,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,Anthranilate,,10.0,REL06,1.0771807208731472,0.8532722612636547
990,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,Arginine,,10.0,REL04,1.4313031841181596,-0.2269971787538144
991,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,Arginine,,16.0,REL07,1.224938952181199,-0.232141850734863
992,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,Arginine,,12.0,REL04,2.865121839561659,0.0173702030528445
993,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,Arginine,,6.0,REL01,0.3027227371464714,-0.3408182946681352
994,SM_MPTA_112023_M9_Galactose_001_40,Galactose,Arginine,,0.0,,0.0,-0.3533957342251623
995,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,Arginine,,0.0,,0.0,-0.474981745168584
996,SM_MPTA_112023_M9_Galactose_002_41,Galactose,Arginine,,0.0,,0.0,-0.2663572275181176
997,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,Arginine,,14.0,REL01,3.657264738592213,-0.1565795112909364
998,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,Arginine,,10.0,REL07,0.3182352285057104,-0.4370835399585252
999,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,Arginine,,6.0,REL05,0.1847473940054876,-0.4828079581074481
1000,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,Arginine,,12.0,REL01,2.122869171591218,-0.3653031709638199
1001,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,Arginine,,6.0,REL02,0.3061863840245775,-0.5098115166812541
1002,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,Arginine,,22.0,REL09,3.9376424130469174,1.0184348346665475
1003,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,Arginine,,11.0,REL05,1.4913949991123805,-0.3078592780764287
1004,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,Arginine,,12.0,REL02,2.076109938736786,-0.4372375922296395
1005,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,Arginine,,18.0,REL08,1.718588757293409,-0.1139720790510101
1006,SM_MPTA_112023_M9_L-malate_002_44,L-malate,Arginine,,0.0,,0.0,-0.3400223470082835
1007,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,Arginine,,18.0,REL07,1.9627468841916456,-0.0258965389160443
1008,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,Arginine,,6.0,REL06,0.2093431136310292,-0.5294413410071382
1009,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,Arginine,,0.0,,0.0,-0.478937849236451
1010,SM_MPTA_112023_M9_L-malate_001_43,L-malate,Arginine,,0.0,,0.0,-0.0489509336424815
1011,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,Arginine,,6.0,REL04,0.2588140496960388,-0.4579571417411552
1012,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,Arginine,,8.0,REL03,0.4312240363242068,-0.3848734376701362
1013,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,Arginine,,18.0,REL02,8.140262892924916,5.30423217594558
1014,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,Arginine,,22.0,REL08,4.314250397619318,2.476937963852518
1015,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,Arginine,,18.0,REL01,7.65846961218036,-0.0146615355231625
1016,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,Arginine,,16.0,REL03,3.4179267393150816,-0.3551951933798964
1017,SM_MPTA_112023_M9_L-malate_003_45,L-malate,Arginine,,0.0,,0.0,-0.5576697457494683
1018,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,Arginine,,12.0,REL06,2.385225810049673,-0.257610936650338
1019,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,Arginine,,9.25,REL06,0.7606505791012634,-0.3649381930181983
1020,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,Arginine,,18.0,REL09,1.7064401126297837,-0.0539443728131065
1021,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,Arginine,,22.0,REL07,4.508036095424472,1.6247338463041858
1022,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,Arginine,,10.0,REL05,0.9785183455570544,-0.3771679528811011
1023,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,Arginine,,14.0,REL02,3.5031324525164917,-0.0721119650878101
1024,SM_MPTA_112023_M9_Galactose_003_42,Galactose,Arginine,,0.0,,0.0,-0.2648872813312083
1025,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,Arginine,,20.0,REL03,7.426058906659442,0.1451633619285465
1026,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,Arginine,,16.0,REL08,1.099304187854922,-0.1939008530946656
1027,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,Arginine,,10.0,REL08,0.3217909293828691,-0.3265282520126528
1028,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,Arginine,,10.0,REL09,0.296012098023468,-0.4989434315837363
1029,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,Arginine,,0.0,,0.0,-0.4463223638129942
1030,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,Arginine,,16.0,REL09,1.1067118980156694,-0.2798247410337526
1031,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,Arginine,,14.0,REL03,2.1848684507093163,-0.2165045270474525
1032,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,Arginine,,13.0,REL05,2.7850460023716854,1.2238187712690265
1033,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,Arginine,,9.25,REL04,1.034068337324968,-0.4067279443795358
1034,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,Arginine,,10.0,REL06,1.0771807208731472,-0.1523256009707395
1035,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,Asparagine,0.1959205649491934,10.0,REL04,1.4313031841181596,-0.4392048210486378
1036,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,Asparagine,9.766649161611559,16.0,REL07,1.224938952181199,2.5502479476452296
1037,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,Asparagine,0.06897635373308761,12.0,REL04,2.865121839561659,-0.6137370988037613
1038,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,Asparagine,0.726806134963804,6.0,REL01,0.3027227371464714,-0.4552474210428713
1039,SM_MPTA_112023_M9_Galactose_001_40,Galactose,Asparagine,,0.0,,0.0,
1040,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,Asparagine,,0.0,,0.0,
1041,SM_MPTA_112023_M9_Galactose_002_41,Galactose,Asparagine,,0.0,,0.0,
1042,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,Asparagine,0.616457305281388,14.0,REL01,3.657264738592213,-0.467323022713378
1043,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,Asparagine,7.1374101917278,10.0,REL07,0.3182352285057104,1.4736932401479947
1044,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,Asparagine,0.1957164363211488,6.0,REL05,0.1847473940054876,-0.4268863893680498
1045,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,Asparagine,0.604737272964774,12.0,REL01,2.122869171591218,-0.4977457303686928
1046,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,Asparagine,0.638252247641862,6.0,REL02,0.3061863840245775,-0.4971570642164314
1047,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,Asparagine,0.1013033267016032,22.0,REL09,3.9376424130469174,-0.623984923877107
1048,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,Asparagine,0.1128050346855088,11.0,REL05,1.4913949991123805,-0.5503419723285454
1049,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,Asparagine,0.694018229022206,12.0,REL02,2.076109938736786,-0.5004265898588967
1050,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,Asparagine,7.7130075935621605,18.0,REL08,1.718588757293409,1.5664265076018526
1051,SM_MPTA_112023_M9_L-malate_002_44,L-malate,Asparagine,0.0760995230774148,0.0,,0.0,-0.5654252531952011
1052,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,Asparagine,3.1334260912311,18.0,REL07,1.9627468841916456,0.342849886402941
1053,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,Asparagine,0.1613767232976466,6.0,REL06,0.2093431136310292,-0.4794241829581006
1054,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,Asparagine,,0.0,,0.0,
1055,SM_MPTA_112023_M9_L-malate_001_43,L-malate,Asparagine,,0.0,,0.0,
1056,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,Asparagine,0.1633316015054502,6.0,REL04,0.2588140496960388,-0.4639742566896433
1057,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,Asparagine,0.871013293232874,8.0,REL03,0.4312240363242068,-0.4459414812770902
1058,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,Asparagine,,18.0,REL02,8.140262892924916,
1059,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,Asparagine,0.1394309301028204,22.0,REL08,4.314250397619318,-0.6196345063344016
1060,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,Asparagine,,18.0,REL01,7.65846961218036,
1061,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,Asparagine,0.055879884368770005,16.0,REL03,3.4179267393150816,-0.6382198298356592
1062,SM_MPTA_112023_M9_L-malate_003_45,L-malate,Asparagine,0.0277285746947582,0.0,,0.0,-0.6195397698724945
1063,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,Asparagine,0.0552472340620472,12.0,REL06,2.385225810049673,-0.625859519781183
1064,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,Asparagine,0.244496501235888,9.25,REL06,0.7606505791012634,-0.381816133991457
1065,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,Asparagine,3.65674266733532,18.0,REL09,1.7064401126297837,0.5608628138027946
1066,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,Asparagine,0.10724601771171441,22.0,REL07,4.508036095424472,-0.626379027656981
1067,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,Asparagine,0.290557656479286,10.0,REL05,0.9785183455570544,-0.3410268866640103
1068,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,Asparagine,0.29701604064154596,14.0,REL02,3.5031324525164917,-0.5741928823485936
1069,SM_MPTA_112023_M9_Galactose_003_42,Galactose,Asparagine,,0.0,,0.0,
1070,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,Asparagine,,20.0,REL03,7.426058906659442,
1071,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,Asparagine,11.99073138950082,16.0,REL08,1.099304187854922,2.940280167006894
1072,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,Asparagine,6.821325790735161,10.0,REL08,0.3217909293828691,1.3172346935271513
1073,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,Asparagine,7.125372873074601,10.0,REL09,0.296012098023468,1.514198066973345
1074,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,Asparagine,0.05265886874281141,0.0,,0.0,-0.6392674614371101
1075,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,Asparagine,7.8315973782576,16.0,REL09,1.1067118980156694,1.7795205915046095
1076,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,Asparagine,0.314196142691316,14.0,REL03,2.1848684507093163,-0.5755269282973464
1077,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,Asparagine,0.06239679551274681,13.0,REL05,2.7850460023716854,-0.6283824898270907
1078,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,Asparagine,0.448760103695198,9.25,REL04,1.034068337324968,-0.2097428629995476
1079,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,Asparagine,0.1173640552114692,10.0,REL06,1.0771807208731472,-0.5389054078205291
1080,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,Aspartate,4.4758606886116,10.0,REL04,1.4313031841181596,0.9090915076917396
1081,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,Aspartate,0.45937789568185805,16.0,REL07,1.224938952181199,-0.4675911551385759
1082,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,Aspartate,0.369556137135788,12.0,REL04,2.865121839561659,-0.4891012383439141
1083,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,Aspartate,0.123115567294632,6.0,REL01,0.3027227371464714,-0.562417591892394
1084,SM_MPTA_112023_M9_Galactose_001_40,Galactose,Aspartate,0.10846026979266139,0.0,,0.0,-0.5654618785227471
1085,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,Aspartate,0.391154034301896,0.0,,0.0,-0.4993073509502834
1086,SM_MPTA_112023_M9_Galactose_002_41,Galactose,Aspartate,0.10172892586964259,0.0,,0.0,-0.5635690988121079
1087,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,Aspartate,0.447801498514094,14.0,REL01,3.657264738592213,-0.4640935666021093
1088,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,Aspartate,0.285212769986092,10.0,REL07,0.3182352285057104,-0.5201874766456933
1089,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,Aspartate,7.459067757487619,6.0,REL05,0.1847473940054876,2.110670848683116
1090,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,Aspartate,0.37295674483752,12.0,REL01,2.122869171591218,-0.5054652461203594
1091,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,Aspartate,0.21602277168067602,6.0,REL02,0.3061863840245775,-0.5349357763657039
1092,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,Aspartate,0.5119830127456819,22.0,REL09,3.9376424130469174,-0.4270676427586498
1093,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,Aspartate,4.19689005358002,11.0,REL05,1.4913949991123805,0.9624484844436746
1094,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,Aspartate,0.375448499475106,12.0,REL02,2.076109938736786,-0.4853912831392564
1095,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,Aspartate,0.5161832188465,18.0,REL08,1.718588757293409,-0.4607682437542363
1096,SM_MPTA_112023_M9_L-malate_002_44,L-malate,Aspartate,0.33451428818915596,0.0,,0.0,-0.4758793922489188
1097,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,Aspartate,0.333155525050412,18.0,REL07,1.9627468841916456,-0.4987561207083086
1098,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,Aspartate,8.22536145311758,6.0,REL06,0.2093431136310292,2.397051060223362
1099,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,Aspartate,0.421302820756586,0.0,,0.0,-0.4847577950674135
1100,SM_MPTA_112023_M9_L-malate_001_43,L-malate,Aspartate,0.28160533804987803,0.0,,0.0,-0.4907738260142898
1101,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,Aspartate,6.12125871144434,6.0,REL04,0.2588140496960388,1.7910588413350768
1102,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,Aspartate,,8.0,REL03,0.4312240363242068,
1103,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,Aspartate,0.358644067293734,18.0,REL02,8.140262892924916,-0.4741114964429386
1104,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,Aspartate,0.372533631705316,22.0,REL08,4.314250397619318,-0.4604000245713705
1105,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,Aspartate,,18.0,REL01,7.65846961218036,
1106,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,Aspartate,0.658841903498272,16.0,REL03,3.4179267393150816,-0.39215349016964
1107,SM_MPTA_112023_M9_L-malate_003_45,L-malate,Aspartate,0.1819989338159512,0.0,,0.0,-0.5136146201939044
1108,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,Aspartate,0.233448781807516,12.0,REL06,2.385225810049673,-0.5083710072990915
1109,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,Aspartate,6.12250883546628,9.25,REL06,0.7606505791012634,2.1529888446573757
1110,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,Aspartate,0.24667612491910199,18.0,REL09,1.7064401126297837,-0.5093994069088905
1111,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,Aspartate,0.39817332282421003,22.0,REL07,4.508036095424472,-0.4587082221882194
1112,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,Aspartate,7.57820069283468,10.0,REL05,0.9785183455570544,2.5224677617920026
