,Sample_id,Carbon source,Metabolite,Concentration [uM],Hours,Bioreactor,AUC [gDW*h/L],Z-score
3294,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,Methylthioadenosine,,6.0,REL05,0.1847473940054876,-1.4689035054646165
3295,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,Methylthioadenosine,,12.0,REL01,2.122869171591218,-0.5275130630840923
3296,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,Methylthioadenosine,,6.0,REL02,0.3061863840245775,-1.4438218243425307
3297,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,Methylthioadenosine,,22.0,REL09,3.9376424130469174,2.300383041536124
3298,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,Methylthioadenosine,,11.0,REL05,1.4913949991123805,-0.0660788611466001
3299,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,Methylthioadenosine,,12.0,REL02,2.076109938736786,-0.4891496678105486
3300,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,Methylthioadenosine,,18.0,REL08,1.718588757293409,0.5347030808430734
3301,SM_MPTA_112023_M9_L-malate_002_44,L-malate,Methylthioadenosine,,0.0,,0.0,
3302,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,Methylthioadenosine,,18.0,REL07,1.9627468841916456,0.9981955566987558
3303,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,Methylthioadenosine,,6.0,REL06,0.2093431136310292,-1.4595181974387834
3304,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,Methylthioadenosine,,0.0,,0.0,
3305,SM_MPTA_112023_M9_L-malate_001_43,L-malate,Methylthioadenosine,,0.0,,0.0,
3306,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,Methylthioadenosine,,6.0,REL04,0.2588140496960388,-1.3282028075665355
3307,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,Methylthioadenosine,,8.0,REL03,0.4312240363242068,-1.3679762517666627
3308,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,Methylthioadenosine,,18.0,REL02,8.140262892924916,1.3081047253329705
3309,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,Methylthioadenosine,,22.0,REL08,4.314250397619318,1.4220117155894838
3310,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,Methylthioadenosine,,18.0,REL01,7.65846961218036,1.022255742565094
3311,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,Methylthioadenosine,,16.0,REL03,3.4179267393150816,0.135592579237979
3312,SM_MPTA_112023_M9_L-malate_003_45,L-malate,Methylthioadenosine,,0.0,,0.0,
3313,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,Methylthioadenosine,,12.0,REL06,2.385225810049673,0.6329886351409105
3314,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,Methylthioadenosine,,9.25,REL06,0.7606505791012634,-0.5615558016337993
3315,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,Methylthioadenosine,,18.0,REL09,1.7064401126297837,0.7022203044081157
3316,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,Methylthioadenosine,,22.0,REL07,4.508036095424472,1.7487137611989012
3317,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,Methylthioadenosine,,10.0,REL05,0.9785183455570544,-0.4794537017345621
3318,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,Methylthioadenosine,,14.0,REL02,3.5031324525164917,0.1912460338496628
3319,SM_MPTA_112023_M9_Galactose_003_42,Galactose,Methylthioadenosine,,0.0,,0.0,
3320,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,Methylthioadenosine,,20.0,REL03,7.426058906659442,1.0380521078391864
3321,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,Methylthioadenosine,,16.0,REL08,1.099304187854922,0.0730587202780208
3322,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,Methylthioadenosine,,10.0,REL08,0.3217909293828691,-1.102049519412313
3323,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,Methylthioadenosine,,10.0,REL09,0.296012098023468,-1.1246621473826344
3324,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,Methylthioadenosine,,0.0,,0.0,
3325,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,Methylthioadenosine,,16.0,REL09,1.1067118980156694,0.0006072979521776
3326,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,Methylthioadenosine,,14.0,REL03,2.1848684507093163,-0.5494251302699994
3327,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,Methylthioadenosine,,13.0,REL05,2.7850460023716854,0.4087771690657819
3328,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,Methylthioadenosine,,9.25,REL04,1.034068337324968,-0.3340029656249696
3329,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,Methylthioadenosine,,10.0,REL06,1.0771807208731472,0.0443943082344807
3330,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,N-acetylalanine,,10.0,REL04,1.4313031841181596,-0.5630494584297279
3331,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,N-acetylalanine,,16.0,REL07,1.224938952181199,1.356549887725032
3332,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,N-acetylalanine,,12.0,REL04,2.865121839561659,-0.5543217072415496
3333,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,N-acetylalanine,,6.0,REL01,0.3027227371464714,-0.588517918175146
3334,SM_MPTA_112023_M9_Galactose_001_40,Galactose,N-acetylalanine,,0.0,,0.0,
3335,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,N-acetylalanine,,0.0,,0.0,-0.5753032710514923
3336,SM_MPTA_112023_M9_Galactose_002_41,Galactose,N-acetylalanine,,0.0,,0.0,
3337,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,N-acetylalanine,,14.0,REL01,3.657264738592213,-0.5793848152661141
3338,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,N-acetylalanine,,10.0,REL07,0.3182352285057104,0.042165065251679
3339,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,N-acetylalanine,,6.0,REL05,0.1847473940054876,-0.583120209953356
3340,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,N-acetylalanine,,12.0,REL01,2.122869171591218,
3341,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,N-acetylalanine,,6.0,REL02,0.3061863840245775,
3342,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,N-acetylalanine,,22.0,REL09,3.9376424130469174,1.8275152712303937
3343,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,N-acetylalanine,,11.0,REL05,1.4913949991123805,-0.5733991591050218
3344,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,N-acetylalanine,,12.0,REL02,2.076109938736786,-0.5763334468737705
3345,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,N-acetylalanine,,18.0,REL08,1.718588757293409,2.23212684823676
3346,SM_MPTA_112023_M9_L-malate_002_44,L-malate,N-acetylalanine,,0.0,,0.0,-0.5859846505307705
3347,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,N-acetylalanine,,18.0,REL07,1.9627468841916456,1.4211180269904944
3348,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,N-acetylalanine,,6.0,REL06,0.2093431136310292,-0.5842200646586148
3349,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,N-acetylalanine,,0.0,,0.0,-0.5753845258910072
3350,SM_MPTA_112023_M9_L-malate_001_43,L-malate,N-acetylalanine,,0.0,,0.0,-0.5843051322112497
3351,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,N-acetylalanine,,6.0,REL04,0.2588140496960388,-0.5850485178183651
3352,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,N-acetylalanine,,8.0,REL03,0.4312240363242068,-0.5835360101282284
3353,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,N-acetylalanine,,18.0,REL02,8.140262892924916,-0.5740932579592564
3354,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,N-acetylalanine,,22.0,REL08,4.314250397619318,2.772638323901271
3355,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,N-acetylalanine,,18.0,REL01,7.65846961218036,-0.5673961222138818
3356,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,N-acetylalanine,,16.0,REL03,3.4179267393150816,-0.555103612213445
3357,SM_MPTA_112023_M9_L-malate_003_45,L-malate,N-acetylalanine,,0.0,,0.0,-0.5848689641676169
3358,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,N-acetylalanine,,12.0,REL06,2.385225810049673,-0.5564536083393641
3359,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,N-acetylalanine,,9.25,REL06,0.7606505791012634,-0.5676232024118127
3360,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,N-acetylalanine,,18.0,REL09,1.7064401126297837,1.8520475315900933
3361,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,N-acetylalanine,,22.0,REL07,4.508036095424472,1.506476213305176
3362,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,N-acetylalanine,,10.0,REL05,0.9785183455570544,-0.5714804729997316
3363,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,N-acetylalanine,,14.0,REL02,3.5031324525164917,-0.5631034965932369
3364,SM_MPTA_112023_M9_Galactose_003_42,Galactose,N-acetylalanine,,0.0,,0.0,
3365,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,N-acetylalanine,,20.0,REL03,7.426058906659442,-0.5704374863081156
3366,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,N-acetylalanine,,16.0,REL08,1.099304187854922,1.6415222203736053
3367,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,N-acetylalanine,,10.0,REL08,0.3217909293828691,0.0902211775618373
3368,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,N-acetylalanine,,10.0,REL09,0.296012098023468,0.0783493261865456
3369,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,N-acetylalanine,,0.0,,0.0,-0.571746824815661
3370,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,N-acetylalanine,,16.0,REL09,1.1067118980156694,1.2310705687447003
3371,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,N-acetylalanine,,14.0,REL03,2.1848684507093163,-0.5647542720186542
3372,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,N-acetylalanine,,13.0,REL05,2.7850460023716854,-0.5679163706271622
3373,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,N-acetylalanine,,9.25,REL04,1.034068337324968,-0.5774664431470783
3374,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,N-acetylalanine,,10.0,REL06,1.0771807208731472,-0.5674474399481565
3375,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,N-acetylglutamate,,10.0,REL04,1.4313031841181596,1.6115373545421343
3376,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,N-acetylglutamate,,16.0,REL07,1.224938952181199,0.1465578242286737
3377,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,N-acetylglutamate,,12.0,REL04,2.865121839561659,1.7304680104312324
3378,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,N-acetylglutamate,,6.0,REL01,0.3027227371464714,-0.9340731744142404
3379,SM_MPTA_112023_M9_Galactose_001_40,Galactose,N-acetylglutamate,,0.0,,0.0,-1.1046680263505997
3380,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,N-acetylglutamate,,0.0,,0.0,
3381,SM_MPTA_112023_M9_Galactose_002_41,Galactose,N-acetylglutamate,,0.0,,0.0,
3382,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,N-acetylglutamate,,14.0,REL01,3.657264738592213,0.1636614865077859
3383,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,N-acetylglutamate,,10.0,REL07,0.3182352285057104,-0.9047354493633532
3384,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,N-acetylglutamate,,6.0,REL05,0.1847473940054876,-0.7224617715211602
3385,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,N-acetylglutamate,,12.0,REL01,2.122869171591218,-0.5022254404444638
3386,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,N-acetylglutamate,,6.0,REL02,0.3061863840245775,-0.90924179191594
3387,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,N-acetylglutamate,,22.0,REL09,3.9376424130469174,0.7242326661048686
3388,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,N-acetylglutamate,,11.0,REL05,1.4913949991123805,1.5858908106412009
3389,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,N-acetylglutamate,,12.0,REL02,2.076109938736786,-0.4256456867677598
3390,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,N-acetylglutamate,,18.0,REL08,1.718588757293409,0.3809991266818839
3391,SM_MPTA_112023_M9_L-malate_002_44,L-malate,N-acetylglutamate,,0.0,,0.0,-1.1042709435333062
3392,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,N-acetylglutamate,,18.0,REL07,1.9627468841916456,0.3730584516649429
3393,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,N-acetylglutamate,,6.0,REL06,0.2093431136310292,-0.7779831237001366
3394,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,N-acetylglutamate,,0.0,,0.0,-1.1041896755498053
3395,SM_MPTA_112023_M9_L-malate_001_43,L-malate,N-acetylglutamate,,0.0,,0.0,-1.1040936802825896
3396,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,N-acetylglutamate,,6.0,REL04,0.2588140496960388,-0.6451123399908102
3397,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,N-acetylglutamate,,8.0,REL03,0.4312240363242068,-0.8947482778720077
3398,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,N-acetylglutamate,,18.0,REL02,8.140262892924916,-0.3391841654991286
3399,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,N-acetylglutamate,,22.0,REL08,4.314250397619318,0.9848726557386552
3400,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,N-acetylglutamate,,18.0,REL01,7.65846961218036,0.417181484849024
3401,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,N-acetylglutamate,,16.0,REL03,3.4179267393150816,-0.5188807514493297
3402,SM_MPTA_112023_M9_L-malate_003_45,L-malate,N-acetylglutamate,,0.0,,0.0,-1.1045364151992467
3403,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,N-acetylglutamate,,12.0,REL06,2.385225810049673,2.252583801496052
3404,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,N-acetylglutamate,,9.25,REL06,0.7606505791012634,0.6922357327605314
3405,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,N-acetylglutamate,,18.0,REL09,1.7064401126297837,0.296694757026624
3406,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,N-acetylglutamate,,22.0,REL07,4.508036095424472,0.5286181243054364
3407,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,N-acetylglutamate,,10.0,REL05,0.9785183455570544,1.1612164693845304
3408,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,N-acetylglutamate,,14.0,REL02,3.5031324525164917,-0.0803943949207725
3409,SM_MPTA_112023_M9_Galactose_003_42,Galactose,N-acetylglutamate,,0.0,,0.0,-1.1047295428441826
3410,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,N-acetylglutamate,,20.0,REL03,7.426058906659442,-0.1805834554945777
3411,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,N-acetylglutamate,,16.0,REL08,1.099304187854922,0.0768553791616293
3412,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,N-acetylglutamate,,10.0,REL08,0.3217909293828691,-0.8728336076721781
3413,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,N-acetylglutamate,,10.0,REL09,0.296012098023468,-0.9185344991674758
3414,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,N-acetylglutamate,,0.0,,0.0,-1.1051618726618089
3415,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,N-acetylglutamate,,16.0,REL09,1.1067118980156694,-0.0725227316351671
3416,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,N-acetylglutamate,,14.0,REL03,2.1848684507093163,-0.626858511957927
3417,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,N-acetylglutamate,,13.0,REL05,2.7850460023716854,1.5809277911354216
3418,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,N-acetylglutamate,,9.25,REL04,1.034068337324968,2.0245299922064968
3419,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,N-acetylglutamate,,10.0,REL06,1.0771807208731472,1.3255474113408348
3420,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,N-acetylleucine,,10.0,REL04,1.4313031841181596,-0.0811641374566756
3421,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,N-acetylleucine,,16.0,REL07,1.224938952181199,-0.4454899811637847
3422,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,N-acetylleucine,,12.0,REL04,2.865121839561659,0.4915041733387116
3423,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,N-acetylleucine,,6.0,REL01,0.3027227371464714,-0.7447369621408991
3424,SM_MPTA_112023_M9_Galactose_001_40,Galactose,N-acetylleucine,,0.0,,0.0,
3425,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,N-acetylleucine,,0.0,,0.0,
3426,SM_MPTA_112023_M9_Galactose_002_41,Galactose,N-acetylleucine,,0.0,,0.0,
3427,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,N-acetylleucine,,14.0,REL01,3.657264738592213,0.5378860477944293
3428,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,N-acetylleucine,,10.0,REL07,0.3182352285057104,-0.7525134989994935
3429,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,N-acetylleucine,,6.0,REL05,0.1847473940054876,-0.7838258404467752
3430,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,N-acetylleucine,,12.0,REL01,2.122869171591218,-0.2712832161364344
3431,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,N-acetylleucine,,6.0,REL02,0.3061863840245775,-0.7644118952558753
3432,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,N-acetylleucine,,22.0,REL09,3.9376424130469174,0.6327766413542986
3433,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,N-acetylleucine,,11.0,REL05,1.4913949991123805,-0.3240559363246654
3434,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,N-acetylleucine,,12.0,REL02,2.076109938736786,-0.3322878862110231
3435,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,N-acetylleucine,,18.0,REL08,1.718588757293409,-0.3326806795788548
3436,SM_MPTA_112023_M9_L-malate_002_44,L-malate,N-acetylleucine,,0.0,,0.0,
3437,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,N-acetylleucine,,18.0,REL07,1.9627468841916456,-0.1461106124323988
3438,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,N-acetylleucine,,6.0,REL06,0.2093431136310292,-0.7632588913654983
3439,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,N-acetylleucine,,0.0,,0.0,
3440,SM_MPTA_112023_M9_L-malate_001_43,L-malate,N-acetylleucine,,0.0,,0.0,
3441,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,N-acetylleucine,,6.0,REL04,0.2588140496960388,-0.7693335015750692
3442,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,N-acetylleucine,,8.0,REL03,0.4312240363242068,-0.7068983700440872
3443,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,N-acetylleucine,,18.0,REL02,8.140262892924916,3.059062265565725
3444,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,N-acetylleucine,,22.0,REL08,4.314250397619318,0.5116457076985742
3445,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,N-acetylleucine,,18.0,REL01,7.65846961218036,3.5128246694889502
3446,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,N-acetylleucine,,16.0,REL03,3.4179267393150816,-0.1303205706257022
3447,SM_MPTA_112023_M9_L-malate_003_45,L-malate,N-acetylleucine,,0.0,,0.0,
3448,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,N-acetylleucine,,12.0,REL06,2.385225810049673,0.4718311506156412
3449,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,N-acetylleucine,,9.25,REL06,0.7606505791012634,-0.4092504123441136
3450,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,N-acetylleucine,,18.0,REL09,1.7064401126297837,-0.3669355933379614
3451,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,N-acetylleucine,,22.0,REL07,4.508036095424472,0.835380504510948
3452,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,N-acetylleucine,,10.0,REL05,0.9785183455570544,-0.5436494335584947
3453,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,N-acetylleucine,,14.0,REL02,3.5031324525164917,0.1808704740639312
3454,SM_MPTA_112023_M9_Galactose_003_42,Galactose,N-acetylleucine,,0.0,,0.0,
3455,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,N-acetylleucine,,20.0,REL03,7.426058906659442,1.914450995986858
3456,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,N-acetylleucine,,16.0,REL08,1.099304187854922,-0.5882023792199129
3457,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,N-acetylleucine,,10.0,REL08,0.3217909293828691,-0.7885781992930941
3458,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,N-acetylleucine,,10.0,REL09,0.296012098023468,-0.7810940620481145
3459,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,N-acetylleucine,,0.0,,0.0,
3460,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,N-acetylleucine,,16.0,REL09,1.1067118980156694,-0.5712275323332839
3461,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,N-acetylleucine,,14.0,REL03,2.1848684507093163,-0.303891411551079
3462,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,N-acetylleucine,,13.0,REL05,2.7850460023716854,0.1929154894404411
3463,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,N-acetylleucine,,9.25,REL04,1.034068337324968,-0.4140250559830066
3464,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,N-acetylleucine,,10.0,REL06,1.0771807208731472,-0.2259220604322118
3465,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,N-acetylphenylalanine,,10.0,REL04,1.4313031841181596,-0.3638676804539919
3466,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,N-acetylphenylalanine,,16.0,REL07,1.224938952181199,0.3677197116679946
3467,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,N-acetylphenylalanine,,12.0,REL04,2.865121839561659,-0.0546631913075307
3468,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,N-acetylphenylalanine,,6.0,REL01,0.3027227371464714,-1.0984821885846705
3469,SM_MPTA_112023_M9_Galactose_001_40,Galactose,N-acetylphenylalanine,,0.0,,0.0,
3470,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,N-acetylphenylalanine,,0.0,,0.0,
3471,SM_MPTA_112023_M9_Galactose_002_41,Galactose,N-acetylphenylalanine,,0.0,,0.0,
3472,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,N-acetylphenylalanine,,14.0,REL01,3.657264738592213,-0.1225199032556041
3473,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,N-acetylphenylalanine,,10.0,REL07,0.3182352285057104,-0.9422274172961772
3474,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,N-acetylphenylalanine,,6.0,REL05,0.1847473940054876,-0.9098204812812332
3475,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,N-acetylphenylalanine,,12.0,REL01,2.122869171591218,-0.698820103941753
3476,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,N-acetylphenylalanine,,6.0,REL02,0.3061863840245775,-1.1607693425106398
3477,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,N-acetylphenylalanine,,22.0,REL09,3.9376424130469174,1.269830167963448
3478,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,N-acetylphenylalanine,,11.0,REL05,1.4913949991123805,-0.4448068244222906
3479,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,N-acetylphenylalanine,,12.0,REL02,2.076109938736786,-0.8587420552580066
3480,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,N-acetylphenylalanine,,18.0,REL08,1.718588757293409,0.6949627033673497
3481,SM_MPTA_112023_M9_L-malate_002_44,L-malate,N-acetylphenylalanine,,0.0,,0.0,
3482,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,N-acetylphenylalanine,,18.0,REL07,1.9627468841916456,0.6498923506295651
3483,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,N-acetylphenylalanine,,6.0,REL06,0.2093431136310292,-1.0967613493572144
3484,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,N-acetylphenylalanine,,0.0,,0.0,
3485,SM_MPTA_112023_M9_L-malate_001_43,L-malate,N-acetylphenylalanine,,0.0,,0.0,
3486,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,N-acetylphenylalanine,,6.0,REL04,0.2588140496960388,-1.0298820736125416
3487,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,N-acetylphenylalanine,,8.0,REL03,0.4312240363242068,-1.0572721303664363
3488,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,N-acetylphenylalanine,,18.0,REL02,8.140262892924916,2.273082530057434
3489,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,N-acetylphenylalanine,,22.0,REL08,4.314250397619318,1.4924577572482127
3490,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,N-acetylphenylalanine,,18.0,REL01,7.65846961218036,2.3337301645468287
3491,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,N-acetylphenylalanine,,16.0,REL03,3.4179267393150816,0.1899628397887721
3492,SM_MPTA_112023_M9_L-malate_003_45,L-malate,N-acetylphenylalanine,,0.0,,0.0,
3493,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,N-acetylphenylalanine,,12.0,REL06,2.385225810049673,0.0925154493671779
3494,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,N-acetylphenylalanine,,9.25,REL06,0.7606505791012634,-0.4601880219812294
3495,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,N-acetylphenylalanine,,18.0,REL09,1.7064401126297837,0.5037173280096365
3496,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,N-acetylphenylalanine,,22.0,REL07,4.508036095424472,1.818434309172824
3497,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,N-acetylphenylalanine,,10.0,REL05,0.9785183455570544,-0.5928530566691566
