Time [h],aceE-M2,aceE-M3,aceE-M4,sucB-M5,sucB-M6,sucB-M7
0.0,,,,,,
21.75,,,,,,
24.33333333337214,,,,69.00000000401633,53.000000003085006,62.000000003608875
25.33333333331393,,,,69.00000000401633,53.000000003085006,62.000000003608875
25.533333333441988,,,,60.00000000349246,59.00000000343425,61.00000000355067
26.53333333338378,,,,60.00000000349246,59.00000000343425,61.00000000355067
27.533333333325572,,,,60.00000000349246,59.00000000343425,60.00000000349246
28.566666666709352,,,,60.49180327891941,59.50819672153861,60.000000000229015
30.883333333418705,,,,59.999999998894474,59.136690646392395,59.999999998894474
35.516666666662786,,,,59.784172663022126,58.92086331048751,58.92086331048751
36.250000000116415,,,,43.689320388152,43.10679611630997,43.689320388152
36.75,20.000000004656613,22.000000005122274,,43.689320388152,43.10679611630997,43.689320388152
36.91666666668607,21.139240506111058,21.01265822763135,,43.689320388152,43.10679611630997,43.689320388152
37.233333333337214,21.139240506111058,21.01265822763135,,43.689320388152,43.10679611630997,43.689320388152
44.81666666676756,21.139240506111058,21.01265822763135,,44.83516483459126,44.439560438991926,44.17582417525904
49.28333333332557,20.82089552289454,20.82089552289454,,44.77611940407428,44.77611940407428,44.10447761301317
69.30000000010477,20.82089552289454,20.82089552289454,,44.41298917543723,44.36303080741087,43.66361365504178
74.88333333347691,0.0,20.776119402840678,,58.92537313391882,58.567164178697425,57.49253731303325
78.28333333338378,0.0,20.776119402840678,,58.746268656308125,58.746268656308125,59.28358208914021
83.86666666675592,0.0,20.776119402840678,21.671641790894153,58.746268656308125,58.746268656308125,59.28358208914021
94.70000000012806,0.0,20.861538461463734,21.599999999922627,58.43076923055993,58.43076923055993,58.9846153844041
94.91666666680248,,20.752688172198877,21.50537634424754,65.12820513170448,64.61538461885641,65.12820513170448
96.86666666669771,8.817204301141492,20.752688172198877,21.50537634424754,65.12820513170448,64.61538461885641,65.12820513170448
97.6500000001397,8.817204301141492,20.752688172198877,21.50537634424754,65.10638296969265,65.10638296969265,65.10638296969265
97.78333333338378,8.817204301141492,20.752688172198877,21.50537634424754,65.30831099187557,64.18230562994668,65.1474530830286
104.00000000005821,8.817204301141492,20.752688172198877,21.50537634424754,65.30831099187557,64.18230562994668,65.1474530830286
119.95000000001164,0.0,14.54545454549701,21.567398119185224,73.98119122278652,73.1034482760755,73.91849529802145
141.75,0.0,14.587155963310542,21.422018348635294,82.38532110096142,79.31192660554694,81.10091743123597
143.41666666668607,0.0,11.173913043449982,21.301038062197932,82.4661654136782,79.75939849638023,81.11278195502922
154.5,0.0,11.173913043449982,21.301038062197932,82.4661654136782,79.75939849638023,81.11278195502922
164.7500000000582,0.0,11.173913043449982,21.301038062197932,82.4117647051769,81.3529411757742,81.70588235224177
165.83333333343035,0.0,15.412844036723115,21.301038062197932,82.4117647051769,81.3529411757742,81.70588235224177
168.25000000011642,0.0,15.412844036723115,21.190965092473384,,,
170.31666666670935,14.117647058050112,15.412844036723115,21.190965092473384,86.27118644033752,84.2372881352608,85.25423728779916
171.73333333345363,14.117647058050112,15.412844036723115,21.190965092473384,86.27118644033752,84.2372881352608,85.25423728779916
171.79999999998836,14.525745257535064,15.412844036723115,21.190965092473384,105.00000020780135,105.00000020780135,105.00000020780135
172.36666666675592,14.525745257535064,15.412844036723115,21.190965092473384,89.99999998397577,88.23529410193703,89.99999998397577
190.18333333334886,14.525745257535064,15.412844036723115,21.190965092473384,92.5294650950582,90.75771749335968,91.88026192741484
193.1166666666395,14.545454545482533,14.049586776886539,21.15702479342914,92.2409638559392,90.34090909222373,89.31818181948157
194.05000000004657,14.545454545482533,14.049586776886539,21.15702479342914,87.93103448205265,79.28571427945103,80.35714285079496
194.50000000011642,14.545454545482533,14.049586776886539,21.15702479342914,80.00000001862645,80.00000001862645,82.22222224136607
194.95000000001164,14.545454545482533,14.049586776886539,21.15702479342914,80.00000001862645,80.00000001862645,82.22222224136607
195.4000000000815,14.545454545482533,14.049586776886539,21.15702479342914,80.0000000031044,81.11111111425863,81.11111111425863
195.61666666675592,14.545454545482533,14.049586776886539,21.15702479342914,79.70149253925221,80.5970149273337,81.49253731541519
196.2333333333372,14.545454545482533,14.049586776886539,21.15702479342914,81.03896103945112,81.81818181867662,81.81818181867662
213.04999999998836,14.449950445999463,10.703666997036638,21.169474727472462,82.15297450468279,81.18980170014513,82.37960339986812
