Time [h],aceE-M2,aceE-M3,aceE-M4,sucB-M5,sucB-M6,sucB-M7
213.65000000002328,14.27571728475408,9.999999999417923,21.077676696901612,81.83344996466383,81.539538138213,81.9594121759999
213.65000000002328,14.27571728475408,10.00000000014552,21.077676696901612,81.83344996466383,81.539538138213,81.9594121759999
215.25,14.27571728475408,10.00000000014552,21.077676696901612,81.83344996466383,81.539538138213,81.9594121759999
220.33333333331393,14.27571728475408,9.95423340962159,21.077676696901612,81.83344996466383,81.539538138213,81.9594121759999
236.86666666675592,14.27571728475408,6.562499999956873,21.077676696901612,81.83344996466383,81.539538138213,81.9594121759999
237.6333333334769,15.761194029741203,16.816608996593985,21.134328358062067,85.64516128614144,79.99999999534339,81.77419354439493
237.46666666679084,15.761194029741203,16.816608996593985,21.134328358062067,85.64516128614144,79.99999999534339,81.77419354439493
240.3833333333605,15.761194029741203,16.816608996593985,21.134328358062067,85.64516128614144,82.25806451211325,81.77419354439493
242.45000000012806,15.761194029741203,16.816608996593985,21.134328358062067,85.64516128614144,82.25806451211325,81.77419354439493
263.8833333334769,13.810264385682068,15.069984447889553,20.90202177292421,80.76205287707992,80.99533437008131,81.74183514768575
264.2500000001164,13.448275862568334,14.594594595065272,20.431034483517276,81.8978102213442,81.89781022134424,82.33576642573647
264.95000000012806,13.448275862568334,14.594594595065272,20.431034483517276,81.89781022134424,81.89781022134424,82.33576642573647
268.81666666665114,13.448275862568334,14.594594595065272,20.431034483517276,81.89781022134424,81.89781022134424,82.33576642573647
269.31666666670935,14.006968641095098,14.425087107993457,21.114982578367236,81.53310104518042,81.53310104518042,14.651162790722084
287.95000000001164,14.006968641095098,14.425087107993457,21.114982578367236,81.53310104518042,81.53310104518042,14.651162790722084
299.0166666667792,13.973941368072877,14.367469879387086,21.05421686727793,81.23493975829554,81.41566264986015,14.728915662516322
309.2500000001164,13.973941368072877,13.876221498366073,20.912052117255914,80.81433224752635,81.00977198693997,14.6579804560205
315.06666666670935,14.094339622672468,6.396226415108389,21.113207547216188,81.16981132093301,81.39622641527313,14.613180515944544
332.7333333333372,14.094339622672468,6.396226415108389,21.113207547216188,81.16981132093301,81.39622641527313,14.773584905692827
338.06666666676756,13.89473684207121,15.24210526312054,21.136842105211354,80.24999999854026,80.62499999853344,20.062499999635065
356.4833333333954,13.89473684207121,15.24210526312054,21.136842105211354,57.33936651595792,57.77375565623033,30.298642534000493
357.08333333343035,14.694708276841931,14.328358208998226,21.044776119466146,60.79276773323806,59.5410292075022,55.910987482868215
381.04999999998836,14.694708276841931,14.328358208998226,21.044776119466146,60.79276773323806,59.5410292075022,55.910987482868215
383.05000000004657,14.88339222612392,14.33215547700822,21.031802120106736,60.593639575872025,59.74558303877095,59.814671814725585
404.6333333333605,14.88339222612392,14.33215547700822,21.031802120106736,60.593639575872025,59.74558303877095,59.814671814725585
430.33333333331393,14.980544747108855,14.241245136212575,20.972762645952397,60.622683468912115,59.59970348374338,59.59970348374338
452.81666666676756,14.766493698957316,15.967383246764086,20.904373609969696,60.622683468912115,59.59970348374338,59.59970348374338
476.93333333346527,14.950690335285122,15.700197238637147,20.94674556210132,60.41465100199549,59.46095369722823,59.41948859702096
478.1666666668025,14.950690335285122,15.700197238637147,20.94674556210132,60.1246537399418,59.2105263161141,59.0443213299636
483.6166666667559,29.72477064245581,32.110091743393625,29.72477064245581,60.1246537399418,59.21052631611408,59.04432132996358
501.0,29.741131352022308,31.927133269579073,29.741131352022308,60.1246537399418,59.21052631611408,59.04432132996358
502.7666666666628,29.625,31.708333333333332,29.685157421284174,60.51546391745315,59.58762886590787,59.27835051539277
505.5999999999767,29.625,31.708333333333332,29.685157421284174,60.51546391745315,59.58762886590787,59.27835051539277
525.0,29.625,31.708333333333332,29.685157421284174,60.51546391745315,59.58762886590787,59.27835051539277
531.7999999999884,29.698996655495268,31.55518394646372,29.799331103655724,59.8129675810387,59.43890274313352,59.21446384039041
551.7333333333372,29.698996655495268,31.55518394646372,29.799331103655724,59.8129675810387,59.43890274313352,59.21446384039041
562.9166666668025,29.62395543159157,31.587743732416396,29.66573816139635,30.134128166559538,58.92697466398438,58.65871833015744
575.6666666668025,29.62395543159157,31.587743732416396,29.66573816139635,60.94117647058823,60.3921568627451,58.431372549019606
601.0666666666511,29.48818897655365,31.456692913573253,29.566929134034435,57.206208425750155,61.15299334814687,58.980044345928455
623.6166666666395,29.44567627495977,31.3968957871559,29.44567627495977,57.206208425750155,61.15299334814687,58.980044345928455
648.3666666666395,29.414141414141415,31.31313131313131,29.333333333333332,56.323232323232325,60.484848484848484,45.25252525252525
649.9500000000698,29.63503649619927,31.48418491468133,29.63503649619927,59.95133819920772,61.6058394157443,61.894736838312895
668.9166666667443,29.63503649619927,31.48418491468133,29.63503649619927,59.95133819920772,61.6058394157443,63.16344463969296
716.5000000001164,29.373451327445732,31.115044247800434,28.73628318585255,59.95133819920772,61.6058394157443,63.16344463969296
744.5333333333256,29.373451327445732,31.115044247800434,28.73628318585255,,,
791.6166666666395,29.373451327445732,31.115044247800434,28.73628318585255,,,
813.0666666667094,29.27738927729394,30.95571095561015,12.680652680611388,,,
815.7333333333372,29.384858044045334,31.182965299558575,29.10094637212219,,,
836.8666666667559,29.384858044045334,31.182965299558575,29.10094637212219,,,
862.4166666667443,29.510763209406793,31.076320939348797,26.771037182008286,,,
909.75,29.408450704273573,30.99295774652969,26.0492957746906,,,
943.3666666667559,29.33068914221266,30.877540902248214,29.717402082221547,,,
1052.8,29.33068914221266,30.877540902248214,29.717402082221547,,,
