,Carbon source,Phase,Metabolite,Intracellular concentration [uM],Error [uM],SEM [uM],# values,idx concentration sheet,Min,Max,LB,Min LB,UB,Max UB
384,D-Glucose,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
385,D-Glucose,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
386,D-Glucose,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
387,D-Glucose,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
388,D-Glucose,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
389,D-Glucose,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
390,D-Glucose,Unknown,Butyrate,,,,,,,,,,,
391,D-Glucose,Unknown,Butyrate,,,,,,,,,,,
392,D-Glucose,Unknown,Butyrate,,,,,,,,,,,
393,D-Glucose,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
394,D-Glucose,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
395,D-Glucose,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
396,D-Glucose,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
397,D-Glucose,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
398,D-Glucose,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
399,D-Glucose,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
400,D-Glucose,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
401,D-Glucose,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
402,D-Glucose,Unknown,,,,,,,,,,,,
403,D-Glucose,Unknown,,,,,,,,,,,,
404,D-Glucose,Unknown,,,,,,,,,,,,
405,D-Glucose,Unknown,Lactate,,,,,,,,,,,
406,D-Glucose,Unknown,Lactate,,,,,,,,,,,
407,D-Glucose,Unknown,Lactate,,,,,,,,,,,
408,D-Glucose,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
409,D-Glucose,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
410,D-Glucose,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
411,D-Glucose,Unknown,Propionate,,,,,,,,,,,
412,D-Glucose,Unknown,Propionate,,,,,,,,,,,
413,D-Glucose,Unknown,Propionate,,,,,,,,,,,
414,D-Glucose,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
415,D-Glucose,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
416,D-Glucose,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
417,D-Glucose,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
418,D-Glucose,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
419,D-Glucose,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
420,D-Glucose,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
421,D-Glucose,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
422,D-Glucose,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
423,D-Glucose,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
424,D-Glucose,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
425,D-Glucose,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
426,D-Glucose,Unknown,Valerate,,,,,,,,,,,
427,D-Glucose,Unknown,Valerate,,,,,,,,,,,
428,D-Glucose,Unknown,Valerate,,,,,,,,,,,
429,D-Glucose,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
430,D-Glucose,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
431,D-Glucose,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
432,D-Glucose,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
433,D-Glucose,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
434,D-Glucose,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
435,D-Glucose,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
436,D-Glucose,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
437,D-Glucose,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
438,D-Ribose,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
439,D-Ribose,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
440,D-Ribose,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
441,D-Ribose,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
442,D-Ribose,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
443,D-Ribose,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
444,D-Ribose,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
445,D-Ribose,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
446,D-Ribose,Unknown,Butyrate,,,,,,,,,,,
447,D-Ribose,Unknown,Butyrate,,,,,,,,,,,
448,D-Ribose,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
449,D-Ribose,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
450,D-Ribose,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
451,D-Ribose,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
452,D-Ribose,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
453,D-Ribose,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
454,D-Ribose,Unknown,,,,,,,,,,,,
455,D-Ribose,Unknown,,,,,,,,,,,,
456,D-Ribose,Unknown,Lactate,,,,,,,,,,,
457,D-Ribose,Unknown,Lactate,,,,,,,,,,,
458,D-Ribose,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
459,D-Ribose,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
460,D-Ribose,Unknown,Propionate,,,,,,,,,,,
461,D-Ribose,Unknown,Propionate,,,,,,,,,,,
462,D-Ribose,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
463,D-Ribose,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
464,D-Ribose,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
465,D-Ribose,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
466,D-Ribose,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
467,D-Ribose,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
468,D-Ribose,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
469,D-Ribose,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
470,D-Ribose,Unknown,Valerate,,,,,,,,,,,
471,D-Ribose,Unknown,Valerate,,,,,,,,,,,
472,D-Ribose,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
473,D-Ribose,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
474,D-Ribose,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
475,D-Ribose,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
476,D-Ribose,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
477,D-Ribose,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
478,Glycerol,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
479,Glycerol,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
480,Glycerol,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
481,Glycerol,Unknown,Acetyl-ornithine,398.0,814.1,415.3571428571429,1.0,5,398.0,398.0,91.8,91.8,1720.0,1720.0
482,Glycerol,Unknown,Acetyl-ornithine,398.0,814.1,415.3571428571429,1.0,5,398.0,398.0,91.8,91.8,1720.0,1720.0
483,Glycerol,Unknown,Acetyl-ornithine,398.0,814.1,415.3571428571429,1.0,5,398.0,398.0,91.8,91.8,1720.0,1720.0
484,Glycerol,Unknown,Alanine,1770.0,300.0,153.06122448979593,1.0,18,1770.0,1770.0,1490.0,1490.0,2090.0,2090.0
485,Glycerol,Unknown,Alanine,1770.0,300.0,153.06122448979593,1.0,18,1770.0,1770.0,1490.0,1490.0,2090.0,2090.0
486,Glycerol,Unknown,Alanine,1770.0,300.0,153.06122448979593,1.0,18,1770.0,1770.0,1490.0,1490.0,2090.0,2090.0
487,Glycerol,Unknown,Asparagine,970.0,470.5,240.05102040816328,1.0,33,970.0,970.0,609.0,609.0,1550.0,1550.0
488,Glycerol,Unknown,Asparagine,970.0,470.5,240.05102040816328,1.0,33,970.0,970.0,609.0,609.0,1550.0,1550.0
489,Glycerol,Unknown,Asparagine,970.0,470.5,240.05102040816328,1.0,33,970.0,970.0,609.0,609.0,1550.0,1550.0
490,Glycerol,Unknown,Butyrate,,,,,,,,,,,
491,Glycerol,Unknown,Butyrate,,,,,,,,,,,
492,Glycerol,Unknown,Butyrate,,,,,,,,,,,
493,Glycerol,Unknown,Citrate,2320.0,1570.0,801.0204081632653,1.0,55,2320.0,2320.0,1230.0,1230.0,4370.0,4370.0
494,Glycerol,Unknown,Citrate,2320.0,1570.0,801.0204081632653,1.0,55,2320.0,2320.0,1230.0,1230.0,4370.0,4370.0
495,Glycerol,Unknown,Citrate,2320.0,1570.0,801.0204081632653,1.0,55,2320.0,2320.0,1230.0,1230.0,4370.0,4370.0
496,Glycerol,Unknown,Fumarate,255.00000000000003,4956.71,2528.933673469388,1.0,83,255.00000000000003,255.00000000000003,6.58,6.58,9920.0,9920.0
497,Glycerol,Unknown,Fumarate,255.00000000000003,4956.71,2528.933673469388,1.0,83,255.00000000000003,255.00000000000003,6.58,6.58,9920.0,9920.0
498,Glycerol,Unknown,Fumarate,255.00000000000003,4956.71,2528.933673469388,1.0,83,255.00000000000003,255.00000000000003,6.58,6.58,9920.0,9920.0
499,Glycerol,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
500,Glycerol,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
501,Glycerol,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
502,Glycerol,Unknown,,,,,,,,,,,,
503,Glycerol,Unknown,,,,,,,,,,,,
504,Glycerol,Unknown,,,,,,,,,,,,
505,Glycerol,Unknown,Lactate,,,,,,,,,,,
506,Glycerol,Unknown,Lactate,,,,,,,,,,,
507,Glycerol,Unknown,Lactate,,,,,,,,,,,
508,Glycerol,Unknown,Methionine,129.0,34.65,17.678571428571427,1.0,166,129.0,129.0,98.7,98.7,168.0,168.0
509,Glycerol,Unknown,Methionine,129.0,34.65,17.678571428571427,1.0,166,129.0,129.0,98.7,98.7,168.0,168.0
510,Glycerol,Unknown,Methionine,129.0,34.65,17.678571428571427,1.0,166,129.0,129.0,98.7,98.7,168.0,168.0
511,Glycerol,Unknown,Propionate,,,,,,,,,,,
512,Glycerol,Unknown,Propionate,,,,,,,,,,,
513,Glycerol,Unknown,Propionate,,,,,,,,,,,
514,Glycerol,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
515,Glycerol,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
516,Glycerol,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
517,Glycerol,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
518,Glycerol,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
519,Glycerol,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
520,Glycerol,Unknown,Serine,150.0,187.2,95.51020408163265,1.0,234,150.0,150.0,52.599999999999994,52.599999999999994,427.0,427.0
521,Glycerol,Unknown,Serine,150.0,187.2,95.51020408163265,1.0,234,150.0,150.0,52.599999999999994,52.599999999999994,427.0,427.0
522,Glycerol,Unknown,Serine,150.0,187.2,95.51020408163265,1.0,234,150.0,150.0,52.599999999999994,52.599999999999994,427.0,427.0
523,Glycerol,Unknown,Succinate,1140.0,732.0,373.46938775510205,1.0,239,1140.0,1140.0,626.0,626.0,2090.0,2090.0
524,Glycerol,Unknown,Succinate,1140.0,732.0,373.46938775510205,1.0,239,1140.0,1140.0,626.0,626.0,2090.0,2090.0
525,Glycerol,Unknown,Succinate,1140.0,732.0,373.46938775510205,1.0,239,1140.0,1140.0,626.0,626.0,2090.0,2090.0
526,Glycerol,Unknown,Valerate,,,,,,,,,,,
527,Glycerol,Unknown,Valerate,,,,,,,,,,,
528,Glycerol,Unknown,Valerate,,,,,,,,,,,
529,Glycerol,Unknown,Valine,2290.0,690.0,352.0408163265306,1.0,273,2290.0,2290.0,1700.0,1700.0,3080.0,3080.0
530,Glycerol,Unknown,Valine,2290.0,690.0,352.0408163265306,1.0,273,2290.0,2290.0,1700.0,1700.0,3080.0,3080.0
531,Glycerol,Unknown,Valine,2290.0,690.0,352.0408163265306,1.0,273,2290.0,2290.0,1700.0,1700.0,3080.0,3080.0
532,Glycerol,Unknown,Alpha-ketoglutarate,616.0,351.5,179.33673469387756,1.0,23,616.0,616.0,357.0,357.0,1060.0,1060.0
533,Glycerol,Unknown,Alpha-ketoglutarate,616.0,351.5,179.33673469387756,1.0,23,616.0,616.0,357.0,357.0,1060.0,1060.0
534,Glycerol,Unknown,Alpha-ketoglutarate,616.0,351.5,179.33673469387756,1.0,23,616.0,616.0,357.0,357.0,1060.0,1060.0
535,Glycerol,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
536,Glycerol,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
537,Glycerol,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
538,L-Arabinose,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
539,L-Arabinose,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
540,L-Arabinose,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
541,L-Arabinose,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
542,L-Arabinose,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
543,L-Arabinose,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
544,L-Arabinose,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
545,L-Arabinose,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
546,L-Arabinose,Unknown,Butyrate,,,,,,,,,,,
547,L-Arabinose,Unknown,Butyrate,,,,,,,,,,,
548,L-Arabinose,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
549,L-Arabinose,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
550,L-Arabinose,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
551,L-Arabinose,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
552,L-Arabinose,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
553,L-Arabinose,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
554,L-Arabinose,Unknown,,,,,,,,,,,,
555,L-Arabinose,Unknown,,,,,,,,,,,,
556,L-Arabinose,Unknown,Lactate,,,,,,,,,,,
557,L-Arabinose,Unknown,Lactate,,,,,,,,,,,
558,L-Arabinose,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
559,L-Arabinose,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
560,L-Arabinose,Unknown,Propionate,,,,,,,,,,,
561,L-Arabinose,Unknown,Propionate,,,,,,,,,,,
562,L-Arabinose,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
563,L-Arabinose,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
564,L-Arabinose,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
565,L-Arabinose,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
566,L-Arabinose,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
567,L-Arabinose,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
568,L-Arabinose,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
569,L-Arabinose,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
570,L-Arabinose,Unknown,Valerate,,,,,,,,,,,
571,L-Arabinose,Unknown,Valerate,,,,,,,,,,,
572,L-Arabinose,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
573,L-Arabinose,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
574,L-Arabinose,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
575,L-Arabinose,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
576,L-Arabinose,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
577,L-Arabinose,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
578,L-Malate,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
579,L-Malate,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
580,L-Malate,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
581,L-Malate,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
582,L-Malate,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
