,Sample_ID,USER CODE,Carbon source,Timepoint-tag,Metabolite,Concentration,Hours,Timepoint,M
564,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,CREATINE,0.0165262028487856,10,1,M9
565,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,CREATINE,0.0220933170483774,10,1,M10
566,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,CREATINE,0.01401893982662256,10,1,M11
567,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,CREATINE,0.01745237582154954,16,2,M9
568,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,CREATINE,0.0102713819771638,16,2,M10
569,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,CREATINE,0.009078231688898781,16,2,M11
570,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,CREATINE,0.00869707074350224,18,3,M9
571,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,CREATINE,0.01360329854265364,18,3,M10
572,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,CREATINE,0.0091226086165472,18,3,M11
573,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,CREATINE,0.0018116622884347161,22,4,M9
574,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,CREATINE,0.01197369975620976,22,4,M10
575,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,CREATINE,0.00617527881833194,22,4,M11
576,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,CREATINE,0.014787897849453922,0,0,Alanine_001
577,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,CREATINE,0.01769297947035828,0,0,Alanine_002
578,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,CREATINE,0.013446578910292838,0,0,Alanine_003
579,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,CREATINE,0.000617353978461878,0,0,Galactose_001
580,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,CREATINE,0.0029123331254392202,0,0,Galactose_002
581,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,CREATINE,,0,0,Galactose_003
582,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,CREATINE,0.0024067136977658,0,0,malate_001
583,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,CREATINE,0.001193025303400836,0,0,malate_002
584,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,CREATINE,,0,0,malate_003
585,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,ALPHA-AMINOADIPATE,,6,1,M1
586,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,ALPHA-AMINOADIPATE,,6,1,M2
587,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,ALPHA-AMINOADIPATE,,8,1,M3
588,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,ALPHA-AMINOADIPATE,0.0149337379155885,12,2,M1
589,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,ALPHA-AMINOADIPATE,,12,2,M2
590,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,ALPHA-AMINOADIPATE,,14,2,M3
591,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,ALPHA-AMINOADIPATE,0.0768287388338278,14,3,M1
592,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,ALPHA-AMINOADIPATE,0.032609183199071,14,3,M2
593,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,ALPHA-AMINOADIPATE,0.0449500751681194,16,3,M3
594,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,ALPHA-AMINOADIPATE,0.156540968972805,18,4,M1
595,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,ALPHA-AMINOADIPATE,0.074682826646588,18,4,M2
596,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,ALPHA-AMINOADIPATE,0.079438182193942,20,4,M3
597,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,ALPHA-AMINOADIPATE,,6,1,M5
598,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,ALPHA-AMINOADIPATE,,6,1,M6
599,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,ALPHA-AMINOADIPATE,,6,1,M7
600,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,ALPHA-AMINOADIPATE,0.002777957099045,9,2,M5
601,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,ALPHA-AMINOADIPATE,0.0239891818856204,10,2,M6
602,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,ALPHA-AMINOADIPATE,,9,2,M7
603,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,ALPHA-AMINOADIPATE,0.01793501100131412,10,3,M5
604,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,ALPHA-AMINOADIPATE,0.0551586647494998,11,3,M6
605,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,ALPHA-AMINOADIPATE,0.0358301851575736,10,3,M7
606,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,ALPHA-AMINOADIPATE,0.0356166152410256,12,4,M5
607,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,ALPHA-AMINOADIPATE,0.0350193212582052,13,4,M6
608,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,ALPHA-AMINOADIPATE,0.0684762095840902,12,4,M7
609,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,ALPHA-AMINOADIPATE,,10,1,M9
610,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,ALPHA-AMINOADIPATE,0.01133547464028996,10,1,M10
611,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,ALPHA-AMINOADIPATE,0.0253283909125888,10,1,M11
612,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,ALPHA-AMINOADIPATE,0.10406008594959759,16,2,M9
613,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,ALPHA-AMINOADIPATE,0.057918889217467996,16,2,M10
614,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,ALPHA-AMINOADIPATE,0.0923541033252222,16,2,M11
615,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,ALPHA-AMINOADIPATE,0.090192816733527,18,3,M9
616,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,ALPHA-AMINOADIPATE,0.0900773897430944,18,3,M10
617,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,ALPHA-AMINOADIPATE,0.10321944032055941,18,3,M11
618,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,ALPHA-AMINOADIPATE,0.1499515843846054,22,4,M9
619,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,ALPHA-AMINOADIPATE,0.20322960600754797,22,4,M10
620,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,ALPHA-AMINOADIPATE,0.1668809862388768,22,4,M11
621,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,ALPHA-AMINOADIPATE,,0,0,Alanine_001
622,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,ALPHA-AMINOADIPATE,,0,0,Alanine_002
623,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,ALPHA-AMINOADIPATE,,0,0,Alanine_003
624,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,ALPHA-AMINOADIPATE,,0,0,Galactose_001
625,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,ALPHA-AMINOADIPATE,,0,0,Galactose_002
626,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,ALPHA-AMINOADIPATE,,0,0,Galactose_003
627,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,ALPHA-AMINOADIPATE,,0,0,malate_001
628,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,ALPHA-AMINOADIPATE,,0,0,malate_002
629,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,ALPHA-AMINOADIPATE,,0,0,malate_003
630,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,GLYCINE,,6,1,M1
631,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,GLYCINE,,6,1,M2
632,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,GLYCINE,,8,1,M3
633,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,GLYCINE,,12,2,M1
634,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,GLYCINE,,12,2,M2
635,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,GLYCINE,,14,2,M3
636,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,GLYCINE,,14,3,M1
637,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,GLYCINE,,14,3,M2
638,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,GLYCINE,,16,3,M3
639,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,GLYCINE,,18,4,M1
640,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,GLYCINE,,18,4,M2
641,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,GLYCINE,,20,4,M3
642,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,GLYCINE,,6,1,M5
643,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,GLYCINE,,6,1,M6
644,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,GLYCINE,,6,1,M7
645,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,GLYCINE,,9,2,M5
646,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,GLYCINE,,10,2,M6
647,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,GLYCINE,,9,2,M7
648,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,GLYCINE,,10,3,M5
649,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,GLYCINE,,11,3,M6
650,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,GLYCINE,,10,3,M7
651,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,GLYCINE,,12,4,M5
652,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,GLYCINE,,13,4,M6
653,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,GLYCINE,,12,4,M7
654,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,GLYCINE,30.908007326683997,10,1,M9
655,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,GLYCINE,25.412899070254202,10,1,M10
656,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,GLYCINE,21.745199504399203,10,1,M11
657,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,GLYCINE,63.529424864872794,16,2,M9
658,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,GLYCINE,64.99474657715919,16,2,M10
659,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,GLYCINE,46.9358469734338,16,2,M11
660,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,GLYCINE,43.6099647294116,18,3,M9
661,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,GLYCINE,67.3282521815232,18,3,M10
662,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,GLYCINE,52.1148559723296,18,3,M11
663,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,GLYCINE,,22,4,M9
664,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,GLYCINE,,22,4,M10
665,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,GLYCINE,,22,4,M11
666,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,GLYCINE,,0,0,Alanine_001
667,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,GLYCINE,,0,0,Alanine_002
668,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,GLYCINE,,0,0,Alanine_003
669,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,GLYCINE,,0,0,Galactose_001
670,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,GLYCINE,,0,0,Galactose_002
671,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,GLYCINE,,0,0,Galactose_003
672,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,GLYCINE,,0,0,malate_001
673,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,GLYCINE,,0,0,malate_002
674,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,GLYCINE,,0,0,malate_003
675,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,GLUTAMINE,,6,1,M1
676,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,GLUTAMINE,,6,1,M2
677,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,GLUTAMINE,,8,1,M3
678,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,GLUTAMINE,,12,2,M1
679,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,GLUTAMINE,,12,2,M2
680,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,GLUTAMINE,0.036322187222348,14,2,M3
681,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,GLUTAMINE,,14,3,M1
682,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,GLUTAMINE,,14,3,M2
683,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,GLUTAMINE,,16,3,M3
684,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,GLUTAMINE,,18,4,M1
685,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,GLUTAMINE,,18,4,M2
686,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,GLUTAMINE,,20,4,M3
687,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,GLUTAMINE,,6,1,M5
688,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,GLUTAMINE,,6,1,M6
689,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,GLUTAMINE,,6,1,M7
690,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,GLUTAMINE,0.05747899891117521,9,2,M5
691,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,GLUTAMINE,,10,2,M6
692,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,GLUTAMINE,,9,2,M7
693,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,GLUTAMINE,0.12470466887571281,10,3,M5
694,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,GLUTAMINE,,11,3,M6
695,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,GLUTAMINE,,10,3,M7
696,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,GLUTAMINE,,12,4,M5
697,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,GLUTAMINE,,13,4,M6
698,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,GLUTAMINE,,12,4,M7
699,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,GLUTAMINE,,10,1,M9
700,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,GLUTAMINE,0.25749477432465,10,1,M10
701,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,GLUTAMINE,,10,1,M11
702,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,GLUTAMINE,,16,2,M9
703,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,GLUTAMINE,,16,2,M10
704,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,GLUTAMINE,0.022914171261141,16,2,M11
705,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,GLUTAMINE,0.0379026049727906,18,3,M9
706,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,GLUTAMINE,0.189130330568402,18,3,M10
707,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,GLUTAMINE,0.00436469488579882,18,3,M11
708,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,GLUTAMINE,,22,4,M9
709,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,GLUTAMINE,0.0830692693690362,22,4,M10
710,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,GLUTAMINE,,22,4,M11
711,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,GLUTAMINE,,0,0,Alanine_001
712,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,GLUTAMINE,,0,0,Alanine_002
713,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,GLUTAMINE,,0,0,Alanine_003
714,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,GLUTAMINE,,0,0,Galactose_001
715,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,GLUTAMINE,,0,0,Galactose_002
716,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,GLUTAMINE,,0,0,Galactose_003
717,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,GLUTAMINE,,0,0,malate_001
718,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,GLUTAMINE,,0,0,malate_002
719,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,GLUTAMINE,,0,0,malate_003
720,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,GLUTAMATE,1.015848571650646,6,1,M1
721,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,GLUTAMATE,1.0165274251218859,6,1,M2
722,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,GLUTAMATE,0.748445648805392,8,1,M3
723,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,GLUTAMATE,4.05912545245804,12,2,M1
724,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,GLUTAMATE,3.30867066338942,12,2,M2
725,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,GLUTAMATE,10.409778507756261,14,2,M3
726,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,GLUTAMATE,9.72733326603424,14,3,M1
727,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,GLUTAMATE,3.69670000254904,14,3,M2
728,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,GLUTAMATE,5.33981278606834,16,3,M3
729,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,GLUTAMATE,0.297484516775316,18,4,M1
730,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,GLUTAMATE,0.36963694067441,18,4,M2
731,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,GLUTAMATE,6.309611904005,20,4,M3
732,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,GLUTAMATE,4.92727537919582,6,1,M5
733,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,GLUTAMATE,3.7544895877454203,6,1,M6
734,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,GLUTAMATE,6.3693226890199,6,1,M7
735,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,GLUTAMATE,6.28388047514936,9,2,M5
736,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,GLUTAMATE,6.05310286042712,10,2,M6
737,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,GLUTAMATE,1.911939068495244,9,2,M7
738,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,GLUTAMATE,5.71214863953236,10,3,M5
739,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,GLUTAMATE,7.1047437553621196,11,3,M6
740,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,GLUTAMATE,5.26004455976706,10,3,M7
741,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,GLUTAMATE,0.163713792369869,12,4,M5
742,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,GLUTAMATE,0.172351853016331,13,4,M6
743,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,GLUTAMATE,0.1391955320221204,12,4,M7
744,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,GLUTAMATE,3.04028849062118,10,1,M9
745,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,GLUTAMATE,3.2227616583439795,10,1,M10
746,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,GLUTAMATE,3.04796862523734,10,1,M11
747,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,GLUTAMATE,2.81206491082712,16,2,M9
748,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,GLUTAMATE,1.51406811188191,16,2,M10
749,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,GLUTAMATE,5.11648729570488,16,2,M11
750,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,GLUTAMATE,4.2127811305958405,18,3,M9
751,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,GLUTAMATE,4.0107347084642,18,3,M10
752,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,GLUTAMATE,4.02871435830944,18,3,M11
753,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,GLUTAMATE,0.8640685745008261,22,4,M9
