,Sample_ID,Carbon source,Metabolite,Concentration [uM],Hours,Timepoint,Bioreactor
226,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,PROLINE,,6.0,1,M2
227,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,PROLINE,,8.0,1,M3
228,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,PROLINE,0.00533842838578314,12.0,2,M1
229,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,PROLINE,0.01110708815191066,12.0,2,M2
230,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,PROLINE,0.0426521829342762,14.0,2,M3
231,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,PROLINE,0.00205420908275,14.0,3,M1
232,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,PROLINE,0.0051437335275812,14.0,3,M2
233,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,PROLINE,0.01627716206105184,16.0,3,M3
234,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,PROLINE,0.00031335223146534204,18.0,4,M1
235,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,PROLINE,0.44810480143112796,18.0,4,M2
236,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,PROLINE,0.780464255675842,20.0,4,M3
237,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,PROLINE,0.01737311941456662,6.0,1,M5
238,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,PROLINE,,6.0,1,M6
239,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,PROLINE,,6.0,1,M7
240,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,PROLINE,0.01016856537813458,9.25,2,M5
241,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,PROLINE,,10.0,2,M6
242,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,PROLINE,,9.25,2,M7
243,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,PROLINE,0.01610234520214766,10.0,3,M5
244,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,PROLINE,0.014245500441164242,11.0,3,M6
245,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,PROLINE,0.01926451848150532,10.0,3,M7
246,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,PROLINE,0.020013508496883,12.0,4,M5
247,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,PROLINE,0.0673255851755154,13.0,4,M6
248,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,PROLINE,,12.0,4,M7
249,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,PROLINE,0.224582242573706,10.0,1,M9
250,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,PROLINE,0.318872191070924,10.0,1,M10
251,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,PROLINE,0.2610131286844,10.0,1,M11
252,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,PROLINE,0.513702372327984,16.0,2,M9
253,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,PROLINE,0.316766630061256,16.0,2,M10
254,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,PROLINE,0.657293004084804,16.0,2,M11
255,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,PROLINE,0.350813003730484,18.0,3,M9
256,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,PROLINE,0.40612367172256203,18.0,3,M10
257,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,PROLINE,0.5818986258136379,18.0,3,M11
258,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,PROLINE,0.0525476599634276,22.0,4,M9
259,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,PROLINE,0.13995879407432402,22.0,4,M10
260,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,PROLINE,0.115691188845122,22.0,4,M11
261,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,L-alanine,PROLINE,,0.0,0,Alanine_001
262,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,L-alanine,PROLINE,,0.0,0,Alanine_002
263,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,L-alanine,PROLINE,,0.0,0,Alanine_003
264,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40,Galactose,PROLINE,0.01592717263351886,0.0,0,Galactose_001
265,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41,Galactose,PROLINE,0.0276380314408474,0.0,0,Galactose_002
266,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42,Galactose,PROLINE,0.01540802502040856,0.0,0,Galactose_003
267,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,L-malate,PROLINE,0.0711031152919964,0.0,0,malate_001
268,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,L-malate,PROLINE,0.0219327741405378,0.0,0,malate_002
269,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,L-malate,PROLINE,,0.0,0,malate_003
270,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,TYROSINE,,6.0,1,M1
271,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,TYROSINE,,6.0,1,M2
272,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,TYROSINE,,8.0,1,M3
273,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,TYROSINE,,12.0,2,M1
274,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,TYROSINE,,12.0,2,M2
275,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,TYROSINE,,14.0,2,M3
276,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,TYROSINE,,14.0,3,M1
277,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,TYROSINE,,14.0,3,M2
278,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,TYROSINE,0.0030190088001261,16.0,3,M3
279,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,TYROSINE,0.0801351995903736,18.0,4,M1
280,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,TYROSINE,1.399998775525094,18.0,4,M2
281,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,TYROSINE,1.619012814613292,20.0,4,M3
282,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,TYROSINE,,6.0,1,M5
283,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,TYROSINE,,6.0,1,M6
284,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,TYROSINE,,6.0,1,M7
285,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,TYROSINE,0.006823661695923281,9.25,2,M5
286,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,TYROSINE,,10.0,2,M6
287,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,TYROSINE,,9.25,2,M7
288,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,TYROSINE,,10.0,3,M5
289,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,TYROSINE,,11.0,3,M6
290,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,TYROSINE,,10.0,3,M7
291,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,TYROSINE,0.22120865841558598,12.0,4,M5
292,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,TYROSINE,0.43990885151687803,13.0,4,M6
293,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,TYROSINE,0.0568250838733098,12.0,4,M7
294,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,TYROSINE,,10.0,1,M9
295,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,TYROSINE,0.050451921839450596,10.0,1,M10
296,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,TYROSINE,,10.0,1,M11
297,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,TYROSINE,,16.0,2,M9
298,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,TYROSINE,0.0545901146725122,16.0,2,M10
299,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,TYROSINE,0.0029871762754298597,16.0,2,M11
300,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,TYROSINE,,18.0,3,M9
301,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,TYROSINE,,18.0,3,M10
302,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,TYROSINE,0.0916876971150358,18.0,3,M11
303,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,TYROSINE,3.0523581796331802,22.0,4,M9
304,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,TYROSINE,2.41989820474748,22.0,4,M10
305,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,TYROSINE,2.3651830053108,22.0,4,M11
306,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,L-alanine,TYROSINE,,0.0,0,Alanine_001
307,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,L-alanine,TYROSINE,0.00680494589340064,0.0,0,Alanine_002
308,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,L-alanine,TYROSINE,,0.0,0,Alanine_003
309,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40,Galactose,TYROSINE,,0.0,0,Galactose_001
310,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41,Galactose,TYROSINE,,0.0,0,Galactose_002
311,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42,Galactose,TYROSINE,,0.0,0,Galactose_003
312,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,L-malate,TYROSINE,,0.0,0,malate_001
313,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,L-malate,TYROSINE,,0.0,0,malate_002
314,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,L-malate,TYROSINE,,0.0,0,malate_003
315,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,VALINE,,6.0,1,M1
316,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,VALINE,,6.0,1,M2
317,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,VALINE,0.0435190152122324,8.0,1,M3
318,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,VALINE,,12.0,2,M1
319,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,VALINE,,12.0,2,M2
320,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,VALINE,,14.0,2,M3
321,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,VALINE,0.0370364869688916,14.0,3,M1
322,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,VALINE,,14.0,3,M2
323,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,VALINE,0.0675050031308172,16.0,3,M3
324,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,VALINE,2.7109645043304202,18.0,4,M1
325,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,VALINE,8.4836401046341,18.0,4,M2
326,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,VALINE,4.97671484719936,20.0,4,M3
327,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,VALINE,,6.0,1,M5
328,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,VALINE,,6.0,1,M6
329,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,VALINE,,6.0,1,M7
330,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,VALINE,,9.25,2,M5
331,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,VALINE,,10.0,2,M6
332,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,VALINE,,9.25,2,M7
333,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,VALINE,,10.0,3,M5
334,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,VALINE,,11.0,3,M6
335,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,VALINE,,10.0,3,M7
336,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,VALINE,2.5342322714819803,12.0,4,M5
337,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,VALINE,3.04972487857262,13.0,4,M6
338,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,VALINE,1.030293832420814,12.0,4,M7
339,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,VALINE,8.23971355877502,10.0,1,M9
340,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,VALINE,7.44760441574474,10.0,1,M10
341,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,VALINE,6.95202489229988,10.0,1,M11
342,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,VALINE,6.328588670908561,16.0,2,M9
343,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,VALINE,5.93519583718834,16.0,2,M10
344,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,VALINE,6.957732843445901,16.0,2,M11
345,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,VALINE,7.38110491172916,18.0,3,M9
346,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,VALINE,5.65656600185222,18.0,3,M10
347,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,VALINE,7.5438805654549395,18.0,3,M11
348,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,VALINE,11.24008724093482,22.0,4,M9
349,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,VALINE,6.637131716134,22.0,4,M10
350,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,VALINE,11.28680077798886,22.0,4,M11
351,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,L-alanine,VALINE,0.355711182482856,0.0,0,Alanine_001
352,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,L-alanine,VALINE,0.219010358422566,0.0,0,Alanine_002
353,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,L-alanine,VALINE,0.213912649488656,0.0,0,Alanine_003
354,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40,Galactose,VALINE,,0.0,0,Galactose_001
355,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41,Galactose,VALINE,,0.0,0,Galactose_002
356,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42,Galactose,VALINE,,0.0,0,Galactose_003
357,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,L-malate,VALINE,0.0915433902482454,0.0,0,malate_001
358,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,L-malate,VALINE,,0.0,0,malate_002
359,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,L-malate,VALINE,,0.0,0,malate_003
360,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,PIPECOLIC ACID,,6.0,1,M1
361,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,PIPECOLIC ACID,0.008361103800336039,6.0,1,M2
362,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,PIPECOLIC ACID,0.00988864390818156,8.0,1,M3
363,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,PIPECOLIC ACID,0.025224652536723402,12.0,2,M1
364,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,PIPECOLIC ACID,0.014045415289760799,12.0,2,M2
365,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,PIPECOLIC ACID,0.01919861107970888,14.0,2,M3
366,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,PIPECOLIC ACID,0.0221558061335558,14.0,3,M1
367,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,PIPECOLIC ACID,0.023914128983095,14.0,3,M2
368,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,PIPECOLIC ACID,0.024554576817673,16.0,3,M3
369,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,PIPECOLIC ACID,0.230097850672604,18.0,4,M1
370,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,PIPECOLIC ACID,0.0376346160857612,18.0,4,M2
371,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,PIPECOLIC ACID,0.0517008716739172,20.0,4,M3
372,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,PIPECOLIC ACID,,6.0,1,M5
373,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,PIPECOLIC ACID,,6.0,1,M6
374,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,PIPECOLIC ACID,,6.0,1,M7
375,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,PIPECOLIC ACID,0.01573208286487044,9.25,2,M5
376,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,PIPECOLIC ACID,0.01172839973970314,10.0,2,M6
377,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,PIPECOLIC ACID,0.00733963193438706,9.25,2,M7
378,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,PIPECOLIC ACID,0.020603185110232798,10.0,3,M5
379,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,PIPECOLIC ACID,0.012500550981062,11.0,3,M6
380,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,PIPECOLIC ACID,0.024436968044864598,10.0,3,M7
381,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,PIPECOLIC ACID,0.025738343999587597,12.0,4,M5
382,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,PIPECOLIC ACID,0.0261958578101864,13.0,4,M6
383,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,PIPECOLIC ACID,0.018510799840587462,12.0,4,M7
384,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,PIPECOLIC ACID,0.0104949573108693,10.0,1,M9
385,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,PIPECOLIC ACID,0.01375913726423326,10.0,1,M10
386,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,PIPECOLIC ACID,0.00517671588001816,10.0,1,M11
387,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,PIPECOLIC ACID,0.0247585224347862,16.0,2,M9
388,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,PIPECOLIC ACID,0.021388550025942803,16.0,2,M10
389,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,PIPECOLIC ACID,0.01887917773527602,16.0,2,M11
390,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,PIPECOLIC ACID,0.039908709116614,18.0,3,M9
391,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,PIPECOLIC ACID,0.039528508147512596,18.0,3,M10
392,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,PIPECOLIC ACID,0.0371313701230078,18.0,3,M11
393,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,PIPECOLIC ACID,0.1033743383194482,22.0,4,M9
394,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,PIPECOLIC ACID,0.09856501917086799,22.0,4,M10
395,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,PIPECOLIC ACID,0.10205739799129901,22.0,4,M11
396,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,L-alanine,PIPECOLIC ACID,,0.0,0,Alanine_001
397,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,L-alanine,PIPECOLIC ACID,,0.0,0,Alanine_002
398,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,L-alanine,PIPECOLIC ACID,,0.0,0,Alanine_003
399,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40,Galactose,PIPECOLIC ACID,,0.0,0,Galactose_001
400,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41,Galactose,PIPECOLIC ACID,,0.0,0,Galactose_002
401,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42,Galactose,PIPECOLIC ACID,,0.0,0,Galactose_003
402,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,L-malate,PIPECOLIC ACID,,0.0,0,malate_001
403,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,L-malate,PIPECOLIC ACID,,0.0,0,malate_002
404,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,L-malate,PIPECOLIC ACID,,0.0,0,malate_003
405,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,ALPHA-AMINOBUTYRATE,,6.0,1,M1
406,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,ALPHA-AMINOBUTYRATE,,6.0,1,M2
407,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,ALPHA-AMINOBUTYRATE,,8.0,1,M3
408,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,ALPHA-AMINOBUTYRATE,,12.0,2,M1
409,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,ALPHA-AMINOBUTYRATE,,12.0,2,M2
410,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,ALPHA-AMINOBUTYRATE,,14.0,2,M3
411,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,ALPHA-AMINOBUTYRATE,,14.0,3,M1
412,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,ALPHA-AMINOBUTYRATE,,14.0,3,M2
413,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,ALPHA-AMINOBUTYRATE,,16.0,3,M3
414,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,ALPHA-AMINOBUTYRATE,5.975775747379361,18.0,4,M1
415,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,ALPHA-AMINOBUTYRATE,,18.0,4,M2
416,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,ALPHA-AMINOBUTYRATE,,20.0,4,M3
417,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,ALPHA-AMINOBUTYRATE,,6.0,1,M5
418,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,ALPHA-AMINOBUTYRATE,,6.0,1,M6
419,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,ALPHA-AMINOBUTYRATE,,6.0,1,M7
420,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,ALPHA-AMINOBUTYRATE,,9.25,2,M5
421,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,ALPHA-AMINOBUTYRATE,,10.0,2,M6
422,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,ALPHA-AMINOBUTYRATE,,9.25,2,M7
423,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,ALPHA-AMINOBUTYRATE,,10.0,3,M5
424,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,ALPHA-AMINOBUTYRATE,,11.0,3,M6
425,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,ALPHA-AMINOBUTYRATE,,10.0,3,M7
426,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,ALPHA-AMINOBUTYRATE,,12.0,4,M5
427,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,ALPHA-AMINOBUTYRATE,,13.0,4,M6
428,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,ALPHA-AMINOBUTYRATE,,12.0,4,M7
429,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,ALPHA-AMINOBUTYRATE,159.1964499120158,10.0,1,M9
430,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,ALPHA-AMINOBUTYRATE,153.7968230804112,10.0,1,M10
431,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,ALPHA-AMINOBUTYRATE,131.64892067482918,10.0,1,M11
432,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,ALPHA-AMINOBUTYRATE,293.977829980978,16.0,2,M9
433,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,ALPHA-AMINOBUTYRATE,335.866190174556,16.0,2,M10
434,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,ALPHA-AMINOBUTYRATE,309.159768049334,16.0,2,M11
435,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,ALPHA-AMINOBUTYRATE,358.783394305178,18.0,3,M9
436,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,ALPHA-AMINOBUTYRATE,354.227056119758,18.0,3,M10
437,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,ALPHA-AMINOBUTYRATE,352.334122060492,18.0,3,M11
438,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,ALPHA-AMINOBUTYRATE,1.758861381266366,22.0,4,M9
439,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,ALPHA-AMINOBUTYRATE,2.22885898873216,22.0,4,M10
440,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,ALPHA-AMINOBUTYRATE,,22.0,4,M11
441,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,L-alanine,ALPHA-AMINOBUTYRATE,2.3881783561575203,0.0,0,Alanine_001
442,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,L-alanine,ALPHA-AMINOBUTYRATE,2.18851106162778,0.0,0,Alanine_002
443,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,L-alanine,ALPHA-AMINOBUTYRATE,2.4725589455242,0.0,0,Alanine_003
444,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40,Galactose,ALPHA-AMINOBUTYRATE,,0.0,0,Galactose_001
445,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41,Galactose,ALPHA-AMINOBUTYRATE,,0.0,0,Galactose_002
446,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42,Galactose,ALPHA-AMINOBUTYRATE,,0.0,0,Galactose_003
447,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,L-malate,ALPHA-AMINOBUTYRATE,,0.0,0,malate_001
448,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,L-malate,ALPHA-AMINOBUTYRATE,,0.0,0,malate_002
449,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,L-malate,ALPHA-AMINOBUTYRATE,,0.0,0,malate_003
450,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,BETA-ALANINE,0.074758815546201,6.0,1,M1
451,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,BETA-ALANINE,0.0679315517831272,6.0,1,M2
452,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,BETA-ALANINE,,8.0,1,M3
453,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,BETA-ALANINE,0.1452509473460706,12.0,2,M1
454,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,BETA-ALANINE,,12.0,2,M2
455,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,BETA-ALANINE,0.0721005035615234,14.0,2,M3
456,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,BETA-ALANINE,0.1782064737139924,14.0,3,M1
457,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,BETA-ALANINE,0.1529152011310062,14.0,3,M2
458,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,BETA-ALANINE,,16.0,3,M3
459,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,BETA-ALANINE,,18.0,4,M1
460,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,BETA-ALANINE,,18.0,4,M2
461,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,BETA-ALANINE,0.0305062593852936,20.0,4,M3
462,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,BETA-ALANINE,0.0584263592262968,6.0,1,M5
