KEGG,Metabolite name,PubChem,ChEBI,METLIN,SMILES,Exact match
C02291,L-Cystathionine,439258,17482,39.0,N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O,True
C02320,R-S-Glutathione,None,17021,None,None,True
C02323,2-Hydroxybenzyl alcohol,5146,16464,None,OCC1=C(O)C=CC=C1,True
C02325,Sinapyl alcohol,5280507,64557,None,COC1=CC(\C=C\CO)=CC(OC)=C1O,True
C02336,beta-D-Fructose,None,None,None,None,True
C02338,None,None,None,None,None,False
C02341,trans-Aconitic acid,444212,32806,None,OC(=O)C\C(=C/C(O)=O)C(O)=O,True
C02350,Allantoin,204,15676,89.0,NC(=O)NC1NC(=O)NC1=O,True
C02352,"1,4-beta-D-Xylan",None,15447,None,None,True
C02353,"Adenosine 2',3'-cyclic phosphate",441483,27520,None,NC1=NC=NC2=C1N=CN2C1OC(CO)C2OP(O)(=O)OC12,True
C02354,"2',3'-Cyclic CMP",None,27652,None,None,True
C02355,"Uridine 2',3'-cyclic phosphate",439715,28637,None,OC[C@H]1O[C@H]([C@@H]2OP(O)(=O)O[C@H]12)N1C=CC(=O)NC1=O,True
C02356,L-alpha-Aminobutyric acid,80283,35619,12.0,CC[C@H](N)C(O)=O,True
C02362,2-Oxosuccinamate,439716,16327,None,OC(=N)CC(=O)C(O)=O,True
C02376,5-Methylcytosine,65040,27551,3247.0,CC1=C(N)NC(=O)N=C1,True
C02380,Mercaptopurine,667490,2208,None,S=C1N=CNC2=C1NC=N2,True
C02385,DL-Arginine,232,29016,None,NC(CCCN=C(N)N)C(O)=O,True
C02412,Glycyl-tRNA(Gly),None,29156,None,None,True
C02415,None,None,None,None,None,False
C02429,None,None,None,None,None,False
C02430,L-Methionyl-tRNA,None,16635,None,None,True
C02457,"Propane-1,3-diol",None,16109,None,None,True
C02463,Precorrin 2,None,50602,None,None,True
C02476,None,None,None,None,None,False
C02479,None,None,None,None,None,False
C02501,2-Hydroxymuconate,None,64016,None,None,True
C02504,2-Isopropylmalic acid,5280523,35128,339.0,CC(C)[C@@](O)(CC(O)=O)C(O)=O,True
C02505,2-Phenylacetamide,7680,16562,None,NC(=O)CC1=CC=CC=C1,True
C02512,L-3-Cyanoalanine,439742,16934,None,N[C@@H](CC#N)C(O)=O,True
C02553,L-Seryl-tRNA(Ser),None,29162,None,None,True
C02554,L-Valyl-tRNA(Val),None,29164,None,None,True
C02565,N-Methylhydantoin,69217,16354,None,CN1CC(=O)NC1=O,True
C02583,None,None,None,None,None,False
C02591,Sucrose 6'-phosphate,None,None,None,None,True
C02593,Tetradecanoyl-CoA,65113,15532,3707.0,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C02612,(R)-2-Methylmalate,None,15586,None,None,True
C02631,Isopropylmaleic acid,5280533,17275,None,CC(C)C(=C\C(O)=O)\C(O)=O,True
C02637,3-dehydroshikimate,None,None,None,OC1CC(=CC(=O)C1O)C([O-])=O,True
C02642,Ureidopropionic acid,111,18261,5097.0,NC(=O)NCCC(O)=O,True
C02646,4-Coumaryl alcohol,5280535,64555,6971.0,OC\C=C\C1=CC=C(O)C=C1,True
C02655,None,None,None,None,None,False
C02659,Acetone cyanohydrin,6406,15348,None,CC(C)(O)C#N,True
C02686,Galactosylceramide (d18:1/16:0),53480652,None,None,CCCCCCCCCCCCCCCC(=O)NC(CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(O)\C=C/CCCCCCCCCCCCC,True
C02702,L-Prolyl-tRNA(Pro),None,29154,None,None,True
C02713,N-Acetylmuramate,5462244,21615,None,[H][C@](C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)OC([H])(O)[C@]1([H])N=C(C)O)C(O)=O,True
C02714,N-Acetylputrescine,122356,17768,3252.0,CC(=O)NCCCCN,True
C02723,N-Methylputrescine,439791,17166,None,CNCCCCN,True
C02730,2-succinylbenzoate,955,44788,None,OC(=O)CCC(=O)C1=C(C=CC=C1)C(O)=O,True
C02737,PS(16:0/16:0),9547090,84523,5587.0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC,True
C02739,Phosphoribosyl-ATP,11050836,73200,None,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN([C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C2=N,True
C02741,Phosphoribosyl-AMP,11988267,18374,None,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN([C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C2=N,True
C02743,None,None,None,None,None,False
C02745,None,None,None,None,None,False
C02766,None,None,None,None,None,False
C02780,"2,5-didehydro-D-gluconic acid",102287,18281,None,O=C(O)C(=O)(O)(O)C(=O)CO,True
C02839,L-Tyrosyl-tRNA(Tyr),None,29161,None,None,True
C02843,Long-chain acyl-CoA,5783,33184,None,C1=CC(=C(C(=C1C(=O)O)Cl)Cl)Cl,True
C02869,None,None,None,None,None,False
C02876,Propanoyl phosphate,None,8478,None,None,True
C02882,None,None,None,None,None,False
C02888,Sorbose 1-phosphate,439837,38342,None,OC[C@H](O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O,True
C02909,(2-Naphthyl)methanol,74128,27615,None,OCC1=CC2=CC=CC=C2C=C1,True
C02912,None,None,None,None,None,False
C02917,"(S)-Propane-1,2-diol",439846,29002,3220.0,C[C@H](O)CO,True
C02939,Isovaleryl-CoA,165435,15487,451.0,CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C02953,None,None,None,None,None,False
C02962,D-Allose 6-phosphate,5878,17942,None,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,True
C02967,None,None,None,None,None,False
C02970,all-trans decaprenyl phosphate,5280557,16477,None,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)O,True
C02972,Dihydrolipoylprotein,None,16194,None,None,True
C02979,beta-Glycerophosphoric acid,2526,17270,6708.0,OCC(CO)OP(O)(O)=O,True
C02983,None,None,None,None,None,False
C02984,L-Aspartyl-tRNA(Asp),None,29158,None,None,True
C02987,L-Glutamyl-tRNA(Glu),None,29157,None,None,True
C02988,L-Histidyl-tRNA(His),None,29155,None,None,True
C02989,Methionine sulfoxide,158980,17016,6428.0,CS(=O)CC[C@H](N)C(O)=O,True
C02992,L-Threonyl-tRNA(Thr),None,29163,None,None,True
C02995,Maltose 6'-phosphate,None,15703,None,None,True
C02999,N-Acetylmuramoyl-Ala,5462248,None,None,[H][C@](C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O)[C@]1([H])N=C(C)O)C(O)=N[C@]([H])(C)C(O)=O,True
C03024,None,None,None,None,None,False
C03028,Thiamine triphosphate,511,9534,3586.0,CC1=C(CCOP(O)(=O)OP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=C(N)N=C(C)N=C1,True
C03033,3-Methoxy-4-hydroxyphenylglycol glucuronide,22833525,89405,1593.0,COC1=CC(=CC=C1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)CO,True
C03064,3-Dehydro-L-threonate,None,16943,None,None,True
C03069,3-Methylcrotonyl-CoA,9549326,15486,6277.0,CC(C)=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C03082,L-Aspartyl-4-phosphate,152441,15836,None,N[C@@H](CC(=O)OP(O)(O)=O)C(O)=O,True
C03089,5-Methylthioribose,439904,16895,5995.0,CSC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,True
C03090,5-Phosphoribosylamine,439905,37737,6023.0,N[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C03114,Dimethylbenzimidazole,675,15890,None,CC1=CC2=C(C=C1C)N=CN2,True
C03125,L-Cysteinyl-tRNA(Cys),None,29152,None,None,True
C03127,L-Isoleucyl-tRNA(Ile),None,29160,None,None,True
C03150,Nicotinamide riboside,439924,15927,5818.0,NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True
C03160,2-Succinylbenzoyl-CoA,None,15509,None,None,True
C03161,None,None,None,None,None,False
C03172,None,None,None,None,None,False
C03175,Shikimic acid 3-phosphate,None,17052,None,O[C@@H]1CC(=C[C@@H](OP(O)(O)=O)[C@H]1O)C(O)=O,True
C03193,None,None,None,None,None,False
C03194,(R)-1-Aminopropan-2-ol,None,15675,None,None,True
C03196,L-2-Hydroxyglutaric acid,439939,32797,5662.0,O[C@@H](CCC(O)=O)C(O)=O,True
C03221,(2E)-Dodecenoyl-CoA,5165851,57330,None,CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C03232,Phosphohydroxypyruvic acid,105,30933,484.0,OC(=O)C(=O)COP(O)(O)=O,True
C03263,Coproporphyrinogen III,321,15439,6116.0,CC1=C2CC3=C(C)C(CCC(O)=O)=C(CC4=C(CCC(O)=O)C(C)=C(CC5=C(CCC(O)=O)C(C)=C(CC(N2)=C1CCC(O)=O)N5)N4)N3,True
C03273,Glutarate semialdehyde,439963,39153,None,OC(=O)CCCC=O,True
C03274,None,None,None,None,None,False
C03284,(S)-beta-Aminoisobutyric acid,439434,33094,6520.0,C[C@@H](CN)C(O)=O,True
C03287,L-Glutamic acid 5-phosphate,193475,17798,6093.0,N[C@@H](CCC(=O)OP(O)(O)=O)C(O)=O,True
C03291,L-Xylulose 5-phosphate,None,16593,None,None,True
C03294,N-Formylmethionyl-tRNA,None,17119,None,None,True
C03296,N2-Succinyl-L-arginine,None,17705,None,None,True
C03313,Phylloquinol,5280585,28433,7027.0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(O)C2=C(C=CC=C2)C(O)=C1C,True
C03319,Deoxythymidine diphosphate-L-rhamnose,121966,15774,None,C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@H](O)[C@H]1O,True
C03340,"L-2,3-Dihydrodipicolinate",17,48052,None,OC(=O)C1CC=CC(=N1)C(O)=O,True
C03344,2-Methylacetoacetyl-CoA,53,15476,6040.0,C[C@@H](C(C)=O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C03345,Tiglyl-CoA,6443760,15478,448.0,C\C=C(/C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C03363,None,None,None,None,None,False
C03373,5-Aminoimidazole ribonucleotide,161500,138560,6097.0,NC1=CN=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C03384,None,None,None,None,None,False
C03393,4-Phospho-D-erythronate,None,49003,None,None,True
C03401,"2,3-Diaminopropionic acid",97328,16303,6429.0,NC[C@H](N)C(O)=O,True
C03402,L-Asparaginyl-tRNA(Asn),None,29265,None,None,True
C03406,Argininosuccinic acid,16950,15682,5115.0,N[C@@H](CCCNC(=N)N[C@@H](CC(O)=O)C(O)=O)C(O)=O,True
C03415,N2-Succinyl-L-ornithine,127370,27574,6075.0,NCCC[C@H](NC(=O)CCC(O)=O)C(O)=O,True
C03451,S-Lactoylglutathione,440018,15694,5979.0,C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,True
C03453,(Z)-5-oxohex-2-enedioic acid,5280595,32808,None,O=C(O)/C=C\CC(=O)C(=O)O,True
C03459,2-Hydroxy-3-oxosuccinate,None,17778,None,None,True
C03460,Methacrylyl-CoA,165390,27754,5941.0,CC(=C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C03479,Folinic acid,149436,63606,6323.0,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,True
C03492,D-4'-Phosphopantothenate,41635,15905,3427.0,CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(O)=O,True
C03506,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate",444150,51793,None,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C1=CNC2=C1C=CC=C2,True
C03508,L-2-Amino-3-oxobutanoic acid,440033,40673,None,CC(=O)[C@H](N)C(O)=O,True
C03511,L-Phenylalanyl-tRNA(Phe),None,29153,None,None,True
C03512,L-Tryptophanyl-tRNA(Trp),None,29159,None,None,True
C03519,N-Acetyl-L-phenylalanine,74839,16259,5498.0,CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,True
C03539,S-Ribosyl-L-homocysteine,None,None,None,None,True
C03541,Tetrahydrofolyl-[Glu](n),45479706,27650,None,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)N2)N1,True
C03546,D-myo-Inositol 4-phosphate,440043,18384,6151.0,O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@H]1O,True
C03557,Ciliatine,339,15573,None,NCCP(O)(O)=O,True
C03561,3-Hydroxybutyryl-CoA,11966146,15452,456.0,C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C03589,4-Hydroxy-2-oxopentanoate,6380,17655,None,None,True
C03657,"1,4-Dihydroxy-2-naphthoic acid",671,18094,None,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,True
C03684,Dyspropterin,128973,17804,6071.0,CC(=O)C(=O)C1CNC2=C(N1)C(=O)NC(N)=N2,True
C03688,Apo-[acyl-carrier-protein],None,16139,None,None,True
C03692,"1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol",None,17615,None,None,True
C03722,Quinolinic acid,1066,16675,330.0,OC(=O)C1=CC=CN=C1C(O)=O,True
C03733,"UDP-D-galacto-1,4-furanose",6496,67118,None,C=CS(=O)(=O)C=C,True
C03736,None,None,None,None,None,False
C03740,gamma-Glutamylalanine,440103,50619,None,C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O,True
C03741,(S)-4-Amino-5-oxopentanoate,None,15757,None,None,True
C03742,(S)-4-Hydroxymandelonitrile,440104,16660,None,O[C@H](C#N)C1=CC=C(O)C=C1,True
C03758,Dopamine,681,18243,64.0,NCCC1=CC(O)=C(O)C=C1,True
C03765,4-Hydroxyphenylacetaldehyde,440113,15621,None,OC1=CC=C(CC=O)C=C1,True
C03785,"D-Tagatose 1,6-bisphosphate",440117,4250,None,O[C@@H]1[C@H](O)C(O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O,True
C03794,Adenylsuccinic acid,447145,15919,5521.0,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2N[C@@H](CC(O)=O)C(O)=O,True
C03826,2-dehydro-3-deoxy-D-arabinonic acid,5280626,1060,None,O=C(O)C(=O)C(O)CO,True
C03838,Glycineamideribotide,160913,18349,None,NCC(=O)N[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C03859,None,None,None,None,None,False
C03889,None,None,None,None,None,False
C03892,Phosphatidylglycerophosphate,None,37393,None,None,True
C03912,1-Pyrroline-5-carboxylic acid,440162,371,6145.0,OC(=O)[C@@H]1CCC=N1,True
C03921,2-Dehydro-3-deoxy-D-glucarate,None,17305,None,None,True
C03939,Acetyl-[acyl-carrier protein],None,17093,None,None,True
C03964,(R)-3-(4-Hydroxyphenyl)lactate,6685,10980 16003,None,None,True
C03972,Tetrahydrodipicolinate,440179,864,None,OC(=O)[C@@H]1CCCC(=N1)C(O)=O,True
C03979,2-Dehydro-3-deoxy-L-rhamnonate,None,18078,None,None,True
C04006,myo-Inositol 1-phosphate,None,18297,359.0,O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,True
C04030,None,None,None,None,None,False
C04039,"2,3-Dihydroxy-3-methylbutanoate",None,15689,None,None,True
C04043,"3,4-Dihydroxyphenylacetaldehyde",119219,27978,None,OC1=C(O)C=C(CC=O)C=C1,True
C04044,"3-(2,3-Dihydroxyphenyl)propanoate",None,18136,None,None,True
C04051,5-Aminoimidazole-4-carboxamide,9679,2030,629.0,NC(=O)C1=C(N)N=CN1,True
C04053,5-Dehydro-4-deoxy-D-glucuronate,None,17117,None,None,True
C04058,None,None,None,None,None,False
C04079,D-Pantothenoyl-L-cysteine,440217,18416,None,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(O)=O,True
C04088,Octadecanoyl-[acyl-carrier protein],None,None,None,None,True
C04114,None,None,None,None,None,False
C04115,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylic acid",130,17250,None,O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O,True
C04121,CMP-3-deoxy-D-manno-octulosonate,74413916,None,None,NC1=NC(=O)N(C=C1)C1OC(COP([O-])(=O)OC2(CC(O)C(O)C(O2)C(O)CO)C([O-])=O)C(O)C1O,True
C04133,N-Acetyl-L-glutamyl 5-phosphate,440236,16878,3396.0,CC(=O)N[C@@H](CCC(=O)OP(O)(O)=O)C(O)=O,True
C04144,Tetrahydropteroyltri-L-glutamic acid,16722112,17420,None,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)N2)N1,True
C04146,Octaprenyl diphosphate,5280651,16275,6000.0,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O,True
C04152,1-Methylguanine,70315,21803,3778.0,CN1C(N)=NC2=C(NC=N2)C1=O,True
C04153,N2-Methylguanine,24828,21818,None,CNC1=NC(=O)C2=C(N1)N=CN2,True
C04154,None,None,None,None,None,False
C04157,None,None,None,None,None,False
C04171,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate",None,48968,None,None,True
C04180,cis-Dec-3-enoyl-[acp],6857,1480,None,None,True
C04181,3-hydroxy-3-methyl-2-oxo-butanoic acid,440248,17667,None,CC(C)(O)C(=O)C(=O)O,True
C04188,5-Methylthioribose 1-phosphate,11988266,27859,5909.0,CSC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,True
C04204,None,None,None,None,None,False
C04225,cis-2-Methylaconitate,3080625,16717,None,C\C(C(O)=O)=C(/CC(O)=O)C(O)=O,True
C04230,LysoPC(18:1/0:0),16081932,28610,184.0,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C,True
C04233,2-Acyl-sn-glycero-3-phosphocholine,None,16728,None,None,True
C04236,2-Isopropyl-3-oxosuccinate,5462259,1467,None,CC(C)[C@H](C(O)=O)C(=O)C(O)=O,True
C04242,5-Fluorodeoxyuridine monophosphate,8642,None,None,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(F)C(O)=NC1=O,True
C04246,But-2-enoyl-[acyl-carrier protein],None,None,None,None,True
C04256,None,None,None,None,None,False
C04257,N-Acetyl-D-mannosamine 6-phosphate,440273,62165,None,CC(=O)N[C@@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,True
C04261,None,None,None,None,None,False
C04272,"(R)-2,3-Dihydroxy-isovalerate",440279,15684,None,CC(C)(O)[C@@H](O)C(O)=O,True
C04281,Pyrroline hydroxycarboxylic acid,1059,27391,6196.0,OC1CC(N=C1)C(O)=O,True
C04294,5-(2-Hydroxyethyl)-4-methylthiazole,1136,17957,None,CC1=C(CCO)SC=N1,True
C04298,None,None,None,None,None,False
C04302,N-(5-Phospho-D-ribosyl)anthranilate,None,18277,None,None,True
C04312,None,None,None,None,None,False
C04317,LysoPC(O-18:0/0:0),2733532,75216,None,CCCCCCCCCCCCCCCCCCOC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C,True
C04322,None,None,None,None,None,False
C04327,4-methyl-5-(2-phosphonooxyethyl)thiazole,1137,17857,None,CC1=C(CCOP(O)(O)=O)SC=N1,True
C04332,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",168989,17601,None,CC1=C(C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C2=NC(=O)NC(=O)C2=N1,True
C04334,None,None,None,None,None,False
C04346,"dTDP-4-amino-4,6-dideoxy-D-galactose",None,None,None,None,True
C04349,"3-deoxy-D-glycero-hexo-2,5-diulosonic acid",440303,15623,None,O=C(O)C(=O)C(O)C(=O)CO,True
C04352,4'-Phosphopantothenoylcysteine,440304,15769,None,CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(O)=O,True
C04376,5'-Phosphoribosyl-N-formylglycinamide,130805,None,None,O[C@H]1[C@@H](O)[C@H](NC(=O)CNC=O)O[C@@H]1COP(O)(O)=O,True
C04377,"5,10-Methylenetetrahydromethanopterin",440314,16568,None,C[C@@H]1[C@H]2[C@H](C)NC3=C(N2CN1C1=CC=C(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@H]2O)C=C1)C(O)=NC(=N)N3,True
C04404,4-Hydroxycyclohexylcarboxylic acid,151138,16817,None,OC1CCC(CC1)C(O)=O,True
C04405,2-Methyl-3-hydroxybutyryl-CoA,11966220,15449,6186.0,C[C@H](O)[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C04411,3-Isopropylmalic acid,5462261,43468,None,CC(C)[C@@H]([C@@H](O)C(O)=O)C(O)=O,True
C04419,Carboxybiotin-carboxyl-carrier protein,None,None,None,None,True
C04421,"N-Succinyl-L,L-2,6-diaminopimelate",25202447,165894,None,NC(CCC[C@H](NC(=O)CCC(O)=O)C(O)=O)C(O)=O,True
C04425,S-adenosyl-4-methylthio-2-oxobutanoate,5459852,8944,None,C[S+](CCC(=O)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,True
C04431,cis-4-Carboxymethylenebut-2-en-4-olide,5459914,18371,None,OC(=O)\C=C1\OC(=O)C=C1,True
C04432,tRNA containing 6-isopentenyladenosine,None,None,None,None,True
C04438,1-Acyl-sn-glycero-3-phosphoethanolamine,None,29017,None,None,True
C04442,2-Keto-3-deoxy-6-phosphogluconic acid,3080745,15925,6202.0,O[C@H](COP(O)(O)=O)[C@@H](O)CC(=O)C(O)=O,True
C04454,5-Amino-6-(5'-phosphoribitylamino)uracil,18666812,18247,None,NC1=C(NC[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)NC(=O)NC1=O,True
C04462,N-Succinyl-2-amino-6-ketopimelate,440349,35266,None,OC(=O)CCC(=O)N[C@@H](CCCC(=O)C(O)=O)C(O)=O,True
C04478,3-deoxy-D-manno-octulosonate 8-phosphate,15942880,18069,None,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)CC(=O)C(O)=O,True
C04479,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",None,17367,None,None,True
C04489,5-Methyltetrahydropteroyltri-L-glutamic acid,16722111,17614,None,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,True
C04494,Guanosine 3'-diphosphate 5'-triphosphate,38166,16690,None,[H][C@]1(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])OP(O)(=O)OP(O)(O)=O,True
C04501,N-Acetyl-glucosamine 1-phosphate,440272,7125,6194.0,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP(O)(O)=O,True
C04534,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",7141,2233,None,None,True
C04556,(4-Amino-2-methylpyrimidin-5-YL)methyl dihydrogen phosphate,None,18032,None,CC1=NC=C(COP(O)(O)=O)C(=N)N1,True
C04574,"di-trans,poly-cis-Undecaprenyl diphosphate",None,18197,None,None,True
C04575,Diketogulonic acid,440390,15622,None,OC[C@H](O)[C@@H](O)C(=O)C(=O)C(O)=O,True
C04579,"Inositol 1,2,3,5,6-pentakisphosphate",None,18345,None,None,True
C04593,Methylisocitric acid,513,142525,None,CC(O)(C(CC(O)=O)C(O)=O)C(O)=O,True
C04618,Crotonoyl-ACP,None,None,None,None,True
C04619,3-hydroxy-decanoyl-ACP,None,None,None,None,True
C04620,3-Hydroxy-octenoyl-ACP,None,None,None,None,True
C04631,UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine,None,68507,None,None,True
C04633,3-Hydroxy-hexadecanoyl-ACP,None,None,None,None,True
C04635,1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine,7224,15785,None,None,True
C04640,Phosphoribosylformylglycinamidine,131878633,18413,5930.0,NC(=N)CN(C=O)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C04644,"3a,7a-Dihydroxy-5b-cholestanoyl-CoA",53479251,15494,6517.0,[H][C@@]12C[C@H](O)CC[C@]1(C)C1CC[C@]3(C)C(CCC3C1[C@H](O)C2)C(C)CCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
