kegg_id,metabolite_ids,Metabolite value
C21057,M_rib__D_c,0.042610918776375684
C00255,M_ribflv_c,0.46865781048125443
C00861,M_rml_c,
C01131,M_rml1p_c,0.06508546341095212
C00507,M_rmn_c,
C00199,M_ru5p__D_c,0.04343214279864949
C01101,M_ru5p__L_c,0.04482847009964486
C00447,M_s17bp_c,0.06386624344680847
C05382,M_s7p_c,0.057166966269794894
C00213,M_sarcs_c,
C01096,M_sbt6p_c,0.055197739309531535
C03160,M_sbzcoa_c,1.081295914109981
C05778,M_scl_c,2.0351763258120714
C06482,M_sectrna_c,
C05697,M_sel_c,
C01528,M_seln_c,
C05172,M_selnp_c,
C00740,M_ser__D_c,0.0596561010115515
C00065,M_ser__L_c,0.05929677568077274
C00716,M_ser__L_c,0.05929677568077274
C05820,M_seramp_c,0.2644847186728194
C02553,M_sertrna_c,
C06481,M_sertrna_sec_c,
C00748,M_sheme_c,2.0386289610381025
C00493,M_skm_c,0.06359104876857424
C03175,M_skm5p_c,0.07043652461364847
C04421,M_sl26da_c,0.11112400833706015
C04462,M_sl2a6o_c,0.10272903080137397
C05684,M_slnt_c,
C09306,M_so2_c,
C00094,M_so3_c,0.10445389246395154
C11481,M_so3_c,0.10445389246395154
C00059,M_so4_c,3.9649498433844577
C00315,M_spmd_c,
C00412,M_stcoa_c,0.9610252144329423
C02591,M_suc6p_c,
C16688,M_suc6p_c,
C03296,M_sucarg_c,0.14941240280732515
C02730,M_sucbz_c,0.43421183115561757
C00042,M_succ_c,0.029811724314832144
C00091,M_succoa_c,0.6741342479265944
C05931,M_sucglu_c,0.1522107776852577
C05932,M_sucgsa_c,0.15395650978360376
C01118,M_suchms_c,0.08353383697957684
C03415,M_sucorn_c,0.14786775531137053
C00232,M_sucsal_c,0.04328202497733136
C14179,M_sulfac_c,
C01097,M_tag6p__D_c,
C03785,M_tagdp__D_c,0.07024112823513784
C00558,M_tagur_c,
C02107,M_tartr__D_c,
C00898,M_tartr__L_c,
C00245,M_taur_c,
C01755,M_tcynt_c,
C05273,M_td2coa_c,0.9048055255952536
C02593,M_tdcoa_c,0.9122757349755539
C05758,M_tddec2eACP_c,
C05754,M_tdec2eACP_c,
C03972,M_thdp_c,0.06951884086621174
C05748,M_thex2eACP_c,
C00101,M_thf_c,0.5177096652261959
C00378,M_thm_c,
C01081,M_thmmp_c,0.9688823455807904
C21007,M_thmnp_c,0.20604543238672557
C00068,M_thmpp_c,1.514586868949952
C05650,M_thptdn_c,
C00188,M_thr__L_c,0.05612355432265126
C02992,M_thrtrna_c,
C00178,M_thym_c,0.08927299096143093
C00214,M_thymd_c,0.13213148054842527
C00565,M_tma_c,
C01104,M_tmao_c,
C05760,M_tmrs2eACP_c,
C05751,M_toct2eACP_c,
C16221,M_toctd2eACP_c,
C05763,M_tpalm2eACP_c,
C00343,M_trdox_c,
C00342,M_trdrd_c,
C01083,M_tre_c,0.1052957232590579
C00689,M_tre6p_c,0.10378800053908455
C01635,M_trnaala_c,
C01636,M_trnaarg_c,
C01637,M_trnaasn_c,
C01638,M_trnaasp_c,
C01639,M_trnacys_c,
C01640,M_trnagln_c,
C01641,M_trnaglu_c,
C01642,M_trnagly_c,
C01643,M_trnahis_c,
C01644,M_trnaile_c,
C01645,M_trnaleu_c,
C01646,M_trnalys_c,
C01647,M_trnamet_c,
C01648,M_trnaphe_c,
C01649,M_trnapro_c,
C01650,M_trnaser_c,
C01651,M_trnathr_c,
C01652,M_trnatrp_c,
C00787,M_trnatyr_c,
C01653,M_trnaval_c,
C00078,M_trp__L_c,0.20236783996548935
C00806,M_trp__L_c,0.20236783996548935
C03512,M_trptrna_c,
C00320,M_tsul_c,
C05529,M_tsul_c,
C20679,M_tungs_c,
C00082,M_tyr__L_c,0.10040985530503921
C01536,M_tyr__L_c,0.10040985530503921
C02839,M_tyrtrna_c,
C04652,M_u23ga_c,0.8141712358721409
C04738,M_u3aga_c,0.5016312723432503
C06022,M_u3hga_c,0.524804220216013
C04631,M_uaccg_c,0.2458829852397204
C00043,M_uacgam_c,0.2094145358530919
C01170,M_uacmam_c,0.22294361609569435
C06240,M_uacmamu_c,0.328844361199776
C05897,M_uagmda_c,1.5761667054052464
C01212,M_uama_c,0.2819661368596571
C00692,M_uamag_c,0.3285520581245094
C01050,M_uamr_c,0.2522594331491712
C00348,M_udcpp_c,1.1279961625573653
C00015,M_udp_c,0.10178621227194817
C16154,M_udpLa4fn_c,0.3983706725006364
C16153,M_udpLa4n_c,0.3888792739730751
C16155,M_udpLa4o_c,0.38325319242893396
C00029,M_udpg_c,0.15261691275756384
C00052,M_udpgal_c,0.15269650557961922
C03733,M_udpgalfur_c,0.15572921298565578
C00167,M_udpglcur_c,0.14893734333237818
C04882,M_ugmda_c,0.5441508556703445
C00105,M_ump_c,0.09616995389304384
C01289,M_unaga_c,1.2415940139460457
C20497,M_unagamu_c,1.4697972606874
C01051,M_uppg3_c,1.6301704328516298
C00106,M_ura_c,0.0523865185649508
C20231,M_uracp_c,0.05601107360367896
C00366,M_urate_c,0.12344616415131959
C00603,M_urdglyc_c,0.12838679386101282
C02766,M_urdglyc_c,0.12838679386101282
C00086,M_urea_c,0.11519310489562784
C00299,M_uri_c,0.09503799526225931
C00075,M_utp_c,0.10733860490877989
C00183,M_val__L_c,0.08571481924259938
C16436,M_val__L_c,0.08571481924259938
C02554,M_valtrna_c,
C00385,M_xan_c,0.12241014157190477
C01337,M_xdp_c,0.20359650931255358
C00655,M_xmp_c,0.17200647248236667
C00700,M_xtp_c,0.20389991714597766
C01762,M_xtsn_c,0.16547530024594304
C00231,M_xu5p__D_c,0.0434494848395417
C03291,M_xu5p__L_c,
C00181,M_xyl__D_c,
C00310,M_xylu__D_c;M_xylu__L_c,
C00312,M_xylu__D_c;M_xylu__L_c,
C00038,M_zn2_c,0.0003091633147156436
C12570,M_zn2_c,0.0003091633147156436
