inchikey,smiles
None,CC1=C(CCC(O)=O)C2=CC3=[N+]4C(=CC5=C(C)C(C=C)=C6C=C7C(C)=C(C=C)C8=[N+]7[Fe--]4(N2C1=C8)N56)C(C)=C3CCC(O)=O
None,CC(O)=O
None,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
None,OC(=O)CC(=O)C(O)=O
None,NCC(O)=O
None,[Zn++]
None,C[C@H](N)C(O)=O
None,OC(=O)CCC(O)=O
None,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
None,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
None,NCCCC[C@H](N)C(O)=O
None,OC(=O)C=O
None,N[C@@H](CC(O)=O)C(O)=O
None,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
None,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O
None,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
None,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
None,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
None,OC=O
None,OS(O)(=O)=O
None,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
None,N[C@@H](CCCNC(N)=N)C(O)=O
None,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
None,N[C@@H](CCC(N)=O)C(O)=O
None,N[C@@H](CO)C(O)=O
None,C=O
None,CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
None,[Cu++]
None,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
None,CSCC[C@H](N)C(O)=O
None,OC(=O)C(=C)OP(O)(O)=O
None,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
None,[Ca++]
None,NCCC[C@H](N)C(O)=O
None,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
None,N[C@@H](CC1=CC=CC=C1)C(O)=O
None,[H+]
None,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O
None,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
None,CC=O
None,OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
None,NC(N)=O
None,ON=O
None,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
None,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O
None,OC[C@@H](O)COP(O)(O)=O
None,OS(O)=O
None,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
None,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C(=O)N1
None,N[C@@H](CS)C(O)=O
None,NCCC(O)=O
None,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
None,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)N2)N1
None,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
None,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)OC([C@@H]1O)N1C=NC2=C1NC=NC2=O
None,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
None,O=C1NC=CC(=O)N1
None,NC1=CC=CC=C1C(O)=O
None,CCC(=O)C(O)=O
None,OCC(=O)COP(O)(O)=O
None,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
None,C[N+](C)(C)CCO
None,OCC(O)CO
None,O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
None,O[C@H](COP(O)(O)=O)C=O
None,O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
None,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
None,OC[C@H]1OC(O)[C@H](O)[C@@H]1O
None,OC(=O)\C=C\C(O)=O
None,CC(C)C[C@H](N)C(O)=O
None,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
None,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
None,CC(=C)CCOP(O)(=O)OP(O)(O)=O
None,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O
None,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
None,CO
None,C[C@@H](N)C(O)=O
None,NCCCCN
None,N[C@@H](CC1=CN=CN1)C(O)=O
None,CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
None,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
None,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
None,CC(C)C(=O)C(O)=O
None,[H][C@@]12CN(CN1C1=C(NC2)N=C(N)NC1=O)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O
None,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
None,OC1=CC=CC=C1
None,NC1=C2NC=NC2=NC=N1
None,OC(=O)[C@@H]1CCCN1
None,O[C@@H](CC(O)=O)C(O)=O
None,N[C@@H]([*])C(O)=O
None,N[C@@H](CC(N)=O)C(O)=O
None,NC(=O)C1=CC=CN=C1
None,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
None,N[C@@H](CCS)C(O)=O
None,OC(=O)C1=CC=C(O)C=C1
None,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
None,OC(=O)CC(O)(CC(O)=O)C(O)=O
None,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
None,OC(=O)C([*])=O
None,CCC(O)=O
None,CC(=O)CC(O)=O
None,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
None,OC(=O)C(=O)CC1=CC=CC=C1
None,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O
None,OCC(=O)C(O)=O
None,NC(=O)OP(O)(O)=O
None,CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N
None,[Co++]
None,C#[N-]
None,CC1=CNC(=O)NC1=O
None,NCCCCNC(N)=N
None,OC(=O)C1=CC=CC=C1
None,O[C@@H]1COC(O)[C@H](O)[C@H]1O
None,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
None,CC(C)[C@H](N)C(O)=O
None,OCC(=O)CO
None,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
None,C[C@H](O)C(O)=O
None,C[C@@H](O)[C@H](N)C(O)=O
None,NCCO
None,O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
None,NO
None,[C@H]1(C[Co-3]2345[N+]6=C7C(C)=C8N2[C@]([H])([C@H](CC(=O)N)[C@]8(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]2[C@@H](CO)O[C@H](N8C=[N+]3C3=CC(C)=C(C)C=C83)[C@@H]2O)C)[C@@]2(C)[C@@](CC(=O)N)([C@H](CCC(=O)N)C(C(C)=C3[N+]4=C(C=C6C([C@@H]7CCC(=O)N)(C)C)[C@@H](CCC(=O)N)[C@@]3(CC(=O)N)C)=[N+]52)C)O[C@@H](N2C3=NC=NC(=C3N=C2)N)[C@H](O)[C@@H]1O
None,OC(=O)C1=C(O)C(O)=CC=C1
None,O[C@H](COP(O)(O)=O)C(O)=O
None,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
None,OCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O
None,CC(O)=NC1C(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(O)=NC2=O)OC(CO)C(O)C1O
None,O=C(O)C(=O)C(O)(O)CO
None,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
None,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
None,OC(=O)C(O)=O
None,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1
None,CNCC(O)=O
None,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
None,O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O
None,N[C@H](CCC(O)=O)C(O)=O
None,CN
None,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
None,OC(=O)CC=O
None,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O
None,CC(=O)OP(O)(O)=O
None,OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O
None,OC(=O)CCC=O
None,CC(C)CC(=O)C(O)=O
None,NC1=NC(=O)C2=C(NCC(CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
None,CC(C)=CCOP(O)(=O)OP(O)(O)=O
None,O[C@H](COP(O)(O)=O)C(=O)OP(O)(O)=O
None,[C-]#[O+]
None,[K+]
None,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
None,NC1=NC(=O)C2=C(N1)N=CN2
None,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
None,[O-][N+]([O-])=O
None,NCCS(O)(=O)=O
None,CCCC(O)=O
None,NC(=O)CCCCC1CCSS1
None,CCCCCCCCCCCCCCCC(O)=O
None,CC1=NC=C(CO)C(C=O)=C1O
None,O[C@@H]1C=CC(=C[C@H]1OC(=C)C(O)=O)C(O)=O
None,OC(=O)C1=CN=CC=C1
None,O[C@H]1C=C[C@](CC(=O)C(O)=O)(C=C1)C(O)=O
None,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
None,C[C@@H](O)C(O)=O
None,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
None,OC[C@@H](O)C(O)=O
None,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O
None,OC1=NC=NC2=C1NC=N2
None,N[C@@H](CCO)C(O)=O
None,OCC=O
None,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
None,[H][C@@]1(CNC2=C(N1)C(=O)N=C(N)N2)[C@@H](O)[C@H](C)O
None,O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O
None,O[C@H](COP(O)(O)=O)[C@@H](O)C=O
None,[H][H]
None,S
None,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
None,OC(O)=O
None,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(O)N=CN=C12
None,OC(=O)C1=CC(=O)NC(=O)N1
None,O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O
None,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
None,NC1=C2N=CN(C3OC(COP(O)(=O)OP(O)(=O)OCC4OC(O)C(O)C4O)C(O)C3O)C2=NC=N1
None,NC(CCC(O)=O)C(O)=O
None,CC1OC(OC2C(O)C(O)C(CO)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C(C)(C\C=C\C(C)(C)O)OC3OC(CO)C(O)C(O)C3O)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O
None,[Mg++]
None,OC[C@@]1(O)OC[C@@H](O)[C@H]1O
None,OC[C@@]1(O)OC[C@@H](O)[C@@H]1O
None,OC(C(CC(O)=O)C(O)=O)C(O)=O
None,OC[C@]1(O)OC[C@H](O)[C@H]1O
None,CC(C)(COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)C([O-])=O
None,CC1=C(O)C(CO)=C(CO)C=N1
None,NCCCCNCCCN
None,OS(S)(=O)=O
None,OC(=O)CCCC(=O)C(O)=O
None,C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@H](O)[C@@H]1O
None,N[C@@H](CCCNC(N)=O)C(O)=O
None,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
None,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1
None,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
None,O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O
None,NCCCC(O)=O
None,OC(=O)C1CC(=O)NC(=O)N1
None,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(O)(O)=O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@@]2(C[C@@H](O[C@@]3(C[C@@H](O[C@@]4(C[C@@H](OP(O)(=O)OCCN)[C@H](O)[C@H](O4)[C@@H](O)CO)C(O)=O)[C@H](O)[C@H](O3)[C@@H](O)CO)C(O)=O)[C@H](OC3O[C@H]([C@@H](O)CO)[C@@H](OP(O)(=O)OP(O)(=O)OCCN)[C@H](OC4O[C@H]([C@@H](O)COC5O[C@H]([C@@H](O)CO)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](OC5O[C@H](CO[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6OC6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8NC(C)=O)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@H]9O[C@H](CO[C@H]%10O[C@H](CO)[C@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H](O)[C@H]9O)[C@H]8NC(C)=O)[C@H]7NC(C)=O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(C)=O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@H](O2)[C@@H](O)CO)C(O)=O)[C@H]1OP(O)(O)=O
None,CC(C)=CCC\C(C)=C\COP(O)(=O)OP(O)(O)=O
None,CCC.CCO.OCC(O)COP(O)(O)=O
None,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
None,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)O
None,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
None,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
None,O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
None,N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O
None,CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
None,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
None,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
None,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1
None,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
None,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O
None,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
None,O=C1NC2=C(N1)C(=O)NC(=O)N2
None,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O
None,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
None,OC[C@H](O)[C@@H](O)[C@H](O)CO
None,NC1=CC=NC(=O)N1
None,O=C1NC2=C(NC=N2)C(=O)N1
None,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
None,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1
None,COC1=C(OC)C(O)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(C)=C1O
None,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
None,CCCCCCOC(=O)C(C)C
None,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O
None,CC[C@H](C)[C@H](N)C(O)=O
None,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
None,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2)N1
None,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC
None,OC(=O)C\C(=C\C(O)=O)C(O)=O
None,C[C@H](O)C=O
None,O=C1CCNC(=O)N1
None,NCC(=O)CCC(O)=O
None,NCCCCC(O)=O
None,CC(=O)N[C@@H](CCCN)C(O)=O
None,NC(=O)N[C@@H](CC(O)=O)C(O)=O
None,CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2
None,N[C@@H](CC=O)C(O)=O
None,[H][C@@]12CN(C=[N+]1C1=C(NC2)NC(N)=NC1=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C([O-])=O
None,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
None,O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O
None,CC(C)=CCC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O
None,NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
None,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
None,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
None,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
None,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O
None,N1C=CC2=C1C=CC=C2
None,CCO
None,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O
None,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
None,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
None,CCC=O
None,NCCC1=CC=C(O)C=C1
None,C[N+](C)(C)C[C@H](O)CC(O)=O
None,OC(=O)CCCC(O)=O
None,OC(=O)CC(=C)C(O)=O
None,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
None,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
None,O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O
None,O[C@H](CC(O)=O)C(O)=O
None,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1
None,NC(=O)NC(NC(N)=O)C(O)=O
None,OC[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
None,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
None,NC(CS(O)(=O)=O)C(O)=O
None,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O
