KEGG ID
C00016
C11544
C20364
C00072
C16218
C00770
C00086
C00169
C00179
C00141
C01118
C00114
C00881
C11457
C05275
C16241
C00725
C01204
C00239
C02655
C03736
C00209
C03736
C00533
C00979
C19610
C05763
C04633
C00029
C00064
C00303
C02504
C02107
C00108
C21173
C00054
C00655
C00407
C01051
C05266
C01302
C05897
C00679
C00239
C02780
C00768
C00135
C00362
C00262
C06397
C04294
C00283
C01330
C00082
C01536
C00164
C11355
C00061
C00736
C00097
C00093
C21057
C00121
C00680
C00181
C12621
C00137
C19891
C05629
C01530
C20415
C01936
C02341
C06193
C02013
C02052
C20749
C00526
C16153
C00898
C00680
C05730
C05747
C00194
C00736
C00097
C05554
C00077
C01602
C00049
C16433
C00534
C00487
C00318
C00120
C00148
C16435
C00497
C00011
C01062
C14819
C06186
C01438
C00016
C00061
C00296
C05697
C20378
C06393
C03401
C00695
C01661
C03758
C01401
C00041
C00670
C01353
C00288
C00993
C00315
C00079
C02057
C01672
C19609
C00740
C00348
C00143
C00655
C00305
C00601
C00448
C00177
C01326
C00522
C00957
C00191
C00029
C00137
C19891
C00475
C14179
C01233
C00070
C01755
C00160
C02917
C03912
C04322
C21152
C02713
C00296
C01835
C05684
C00084
C00037
C15809
C02631
C00740
C00704
C02355
C01269
C01267
C04411
C00385
C16154
C01005
C00043
C00334
C00565
C00144
C01212
C00806
C00078
C00242
C00243
C01970
C00905
C00217
C16488
C02912
C05345
C05809
C06025
C00154
C00365
C02637
C01367
C03939
C18076
C00366
C03733
C00001
C01328
C06230
C00703
C00133
C00818
C06010
C11822
C01083
C00705
C00130
C15556
C00076
C15930
C00455
C00446
C03384
C00037
C20957
C00027
C00083
C01496
C05003
C00095
C10906
C00181
C00880
C00984
C00124
C01102
C00031
C00463
C05265
C01847
C00479
C04882
C06232
C01225
C00014
C01342
C02107
C00670
C19945
C02353
C00104
C04895
C00249
C12622
C06501
C05345
C06240
C01137
C01417
C12621
C00254
C00491
C00106
C00067
C04916
C00043
C04752
C05382
C04896
C01185
C00380
C05760
C00007
C04478
C00042
C00716
C00065
C04425
C01762
C01062
C00698
C01327
C19975
C00683
C00258
C03172
C00580
C00092
C00612
C00342
C01216
C00445
C00644
C00179
C01401
C00041
C00119
C04479
C00333
C02962
C18096
C00860
C00058
C00295
C01697
C06228
C00031
C00360
C00061
C00497
C05263
C00079
C02057
C03274
C05529
C00320
C01641
C01228
C00294
C05554
C17569
C04256
C00077
C01602
C00698
C01327
C00412
C00127
C00360
C06193
C00189
C00576
C00167
C05758
C00249
C21484
C04376
C03221
C05840
C01013
C00132
C00158
C03175
C00036
C05273
C00689
C06007
C00558
C00275
C00140
C01024
C00244
C04734
C01112
C00864
C03319
C00514
C00618
C00257
C00526
C00530
C04919
C00669
C05812
C01096
C05778
C01204
C01079
C00380
C00270
C19910
C00033
C04058
C01936
C01419
C00137
C19891
C01528
C07838
C00105
C19609
C06697
C05821
C12147
C00793
C01438
C00704
C06710
C05822
C15025
C00127
C00052
C00203
C02912
C00798
C02979
C06570
C00768
C00135
C01344
C04575
C00255
C00186
C00059
C01236
C00134
C04691
C00081
C02225
C04462
C00055
C00842
C00918
C01225
C00044
C00043
C04631
C04932
C11811
C00879
C00191
C01099
C00120
C00059
C00042
C00853
C00352
C00312
C11145
C00224
C01031
C00312
C02385
C00062
C03972
C00329
C00112
C00719
C00129
C00186
C00931
C00352
C00132
C00250
C15998
C00032
C14180
C06229
C00242
C06056
C05697
C02917
C00258
C05811
C00586
C05931
C00533
C00177
C01326
C00263
C00005
C11143
C00624
C05757
C00109
C00688
C00235
C00051
C01835
C01007
C03296
C03785
C11476
C00487
C00318
C00387
C00857
C00116
C00244
C16436
C00183
C00148
C16435
C00099
C00438
C06232
C00256
C00133
C01209
C05529
C00320
C05822
C00213
C00134
C18060
C01585
C11457
C06227
C18060
C16439
C00123
C01936
C01508
C00606
C07597
C04619
C00245
C00027
C00025
C00302
C06196
C01368
C00253
C16155
C02107
C00887
C00052
C05756
C16565
C00296
C00258
C20253
C16241
C00725
C04246
C00022
C01337
C00365
C00417
C04327
C00479
C01101
C00089
C14145
C00186
C00497
C00086
C00266
C14819
C06694
C06501
C01222
C05649
C00879
C00156
C00184
C00051
C02766
C00603
C00894
C00094
C11481
C00140
C05697
C16238
C00311
C00586
C00507
C00880
C00256
C16488
C00004
C00673
C00020
C00055
C00534
C03232
C00363
C00415
C00144
C00429
C03765
C00058
C00366
C00009
C01367
C00282
C01081
C00877
C14819
C00049
C16433
C05519
C05762
C00188
C02989
C00010
C06251
C16438
C00152
C00253
C03393
C00088
C01672
C00015
C05272
C00262
C01286
C00533
C01260
C16439
C00123
C04823
C00132
C00942
C00204
C06509
C00189
C00325
C00093
C01289
C00238
C00044
C00312
C02013
C02052
C00191
C02989
C20750
C06227
C01368
C15700
C01181
C00568
C11145
C00853
C05821
C20958
C05771
C03194
C00586
C05759
C03172
C00084
C04256
C04454
C00430
C05276
C05775
C20748
C04688
C20957
C03090
C00366
C00802
C00918
C00179
C20248
C06230
C01330
C04236
C00047
C16440
C05330
C00155
C00244
C00149
C00011
C04352
C00079
C02057
C00009
C00499
C00122
C00084
C00282
C00483
C00469
C01304
C00127
C05332
C03838
C20679
C02354
C05821
C06227
C00203
C00105
C00937
C00055
C05235
C00314
C06194
C04204
C00483
C01271
C05750
C01005
C09306
C20249
C03089
C01013
C04442
C07225
C11476
C00147
C00861
C06688
C04133
C06688
C03082
C03287
C00001
C01328
C01438
C03340
C00671
C05260
C00286
C21057
C00121
C00016
C00299
C01279
C00806
C00078
C00882
C04171
C05512
C01142
C00348
C03794
C06025
C00879
C00167
C03589
C20386
C05172
C00575
C01909
C00333
C00229
C00855
C01551
C00559
C16688
C02591
C00189
C00362
C06393
C03401
C01225
C02353
C00091
C00181
C00232
C01551
C05264
C00392
C00058
C06024
C05820
C00147
C00794
C02917
C06229
C00027
C02355
C00698
C01327
C20679
C03479
C05554
