KEGG ID
C00491
C00111
C02739
C00234
C01412
C00011
C00026
C00387
C00018
C14899
C06398
C01508
C05512
C00631
C00134
C00897
C00208
C05629
C00236
C04043
C02741
C00070
C00341
C00255
C00580
C00491
C01094
C00188
C00881
C00204
C00122
C15930
C00120
C00314
C00712
C15996
C00082
C01536
C11907
C02713
C00159
C00194
C00365
C05080
C06230
C15767
C00243
C01970
C06697
C05259
C00064
C00303
C00076
C01083
C00577
C00993
C05080
C05746
C03274
C00194
C03736
C00770
C00026
C01755
C00033
C00032
C00327
C01487
C00076
C14818
C01179
C06694
C00103
C00526
C06710
C00074
C00099
C00080
C00088
C21057
C00121
C01097
C00672
C00051
C04044
C01401
C00041
C00092
C05744
C00227
C00988
C00357
C00670
C00068
C03114
C16436
C00183
C00700
C06701
C01413
C00022
C01755
C19609
C06332
C02291
C09306
C05332
C11145
C19610
C00460
C04332
C01134
C12147
C00301
C01882
C06423
C03722
C06257
C11838
C00178
C20958
C19928
C06026
C21382
C00748
C01487
C15998
C00032
C00001
C01328
C00249
C01496
C05003
C00095
C10906
C00446
C03384
C01233
C06196
C00093
C04114
C06006
C00716
C00065
C05751
C00105
C11435
C00313
C20231
C16675
C00147
C00507
C00197
C00063
C00206
C00204
C00385
C00231
C00441
C00719
C01762
C11436
C00818
C03451
C01551
C00177
C01326
C05345
C06156
C00070
C00038
C00106
C01352
C05925
C01672
C00536
C00047
C16440
C01417
C03291
C16186
C16698
C01530
C00160
C02876
C12624
C01261
C01487
C00270
C19910
C00089
C00092
C00719
C00144
C00582
C00864
C05123
C00020
C00175
C00853
C00962
C00993
C00067
C00299
C05748
C00712
C06196
C01419
C01834
C03089
C00989
C01991
C00555
C00024
C02385
C00062
C20958
C00666
C00565
C01944
C01508
C21382
C00044
C00275
C00185
C06421
C06422
C01050
C00049
C16433
C00794
C01250
C02385
C00062
C00330
C00315
C00493
C05932
C00130
C00898
C00479
C00007
C00712
C00080
C01144
C00042
C00984
C00124
C00166
C00447
C02013
C02052
C00314
C00855
C01496
C05003
C00095
C10906
C03415
C00022
C00364
C12623
C01478
C11215
C01132
C04346
C00770
C01835
C00793
C15583
C00548
C07086
C01563
C00440
C11457
C06701
C19846
C04114
C00003
C01330
C00577
C00620
C00170
C04030
C16436
C00183
C01832
C00309
C00114
C00768
C00135
C00897
C00208
C00263
C00088
C00239
C00362
C03539
C01413
C00855
C01181
C00067
C16831
C02983
C02354
C11143
C00029
C01132
C01151
C01233
C15025
C01413
C16220
C00216
C06369
C01530
C14179
C00305
C02130
C05684
C20375
C20373
C05924
C06570
C01468
C00250
C16519
C00185
C06421
C06422
C00008
C00149
C00086
C00329
C01268
C00661
C00118
C00469
C00864
C04494
C05262
C00094
C11481
C01733
C00073
C04677
C00817
C00214
C00153
C04751
C00905
C02730
C00033
C00048
C00238
C04824
C03657
C00469
C15930
C01177
C00148
C16435
C00245
C02191
C05650
C00257
C00242
C00345
C04807
C00052
C00014
C01342
C00655
C00534
C00094
C11481
C01131
C00352
C00475
C05385
C00253
C05754
C00178
C00880
C03160
C00984
C00124
C01013
C19845
C04593
C00270
C19910
C00184
C00009
C00645
C03406
C06735
C01181
C00014
C01342
C00334
C00251
C00263
C00214
C00392
C00962
C02912
C00361
C03741
C05198
C00130
C00158
C05385
C16439
C00123
C00493
C00038
C00133
C14818
C00493
C05753
C01697
C01062
C20497
C04778
C01417
C18870
C00158
C00385
C00082
C01536
C00905
C00736
C00097
C03508
C14179
C04732
C00329
C01733
C00073
C00310
C00156
C00019
C02463
C01585
C00283
C06055
C00645
C05267
C01029
C04256
C20364
C00072
C00897
C00208
C00214
C19610
C01345
C04652
C06393
C03401
C00969
C02979
C06026
C00031
C00038
C00279
C07225
C00703
C00636
C19771
C00806
C00078
C00979
C00047
C16440
C00498
C20377
C01346
C05817
C03492
C11437
C00196
C00159
C11453
C00002
C00645
C00508
C00881
C01721
C00295
C06510
C00463
C04666
C00282
C00680
C04738
C00455
C00101
C00275
C01103
C07597
C00080
C00380
C01888
C00064
C00303
C00116
C00475
C00188
C16438
C00152
C15667
C04874
C00647
C00140
C02989
C00149
C00601
C00243
C01970
C00136
C01104
C06022
C02593
C00167
C01585
C06232
C02995
C01733
C00073
C00103
C00716
C00065
C06423
C03758
C00222
C01005
C05684
C05123
C00330
C00459
C02987
C00212
C05261
C05258
C04146
C10438
C00423
C05271
C20374
C01170
C06187
C20239
C00182
C00021
C00250
C00565
C06229
C21007
C00256
C00343
C04225
C00360
C03089
C11514
C00212
C03506
C16438
C00152
C00887
C04421
C00703
C00330
C04620
C00458
C16221
C11544
C00580
C05512
C00283
C00885
C07597
C16241
C00725
C00601
C06186
C03263
C05123
C05269
C01661
C00740
C09306
C06054
C00793
C00199
C04272
C00020
C00333
C11476
C00704
C05999
C00424
C01300
C00100
C06228
C06508
C00407
C00164
C15025
C04257
C00455
C05629
C02457
C00262
C04302
C12621
C00387
C15998
C00294
C01104
C05529
C00320
C06194
C16699
C00106
C00114
C00037
C01444
C00184
C01419
C01092
C00627
C04575
C01104
C02979
C00164
C01161
C04043
C06026
C00257
C02232
C21173
C00887
C19848
C00053
C00175
C00075
C00175
C00337
C03172
C06697
C00116
C00212
C00233
C00446
C03384
C11434
C01037
C01083
C00096
C01146
C00168
C00559
C00354
C00546
C00898
C06423
C00178
C00035
C00507
C00364
C11143
C06228
C00035
C00035
C00294
C00159
C05898
C03765
C00979
C00238
C00007
C00099
C20679
C00487
C00318
C00364
C14818
C00577
C00463
C00305
C21382
C00295
C20957
C00299
C00559
C00131
C00695
C05268
C00013
C00006
C03196
C00160
C01762
C00025
C00302
C00103
C00122
C00026
C00437
C16488
C00315
C01165
C00407
C03274
C00966
C00944
C01100
C00332
C00059
C15672
C00077
C01602
C06025
C00334
C06311
C00025
C00302
C16216
C05810
C00245
C04121
C00692
C00818
C00921
C07836
C19882
