met_id,name,kegg_id,pubchem_id,moldb_smiles
ECMDB12184,Adenosyl cobinamide phosphate,C06509,23724501,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co+]C[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C3N=CN=C4N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)OP(=O)(O)O
ECMDB12185,Adenosylcobinamide-GDP,C06510,23724503,CC(CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)C2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC4=C2N=CN=C4N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(N)NC2=O
ECMDB12189,Aminopropylcadaverine,C16565,65523,NCCCCCNCCCN
ECMDB12199,Chorismate,C00251,12039,O[C@@H]1C=CC(=C[C@H]1OC(=C)C(O)=O)C(O)=O
ECMDB12208,D-Erythro-imidazole-glycerol-phosphate,C04666,440431,O[C@H](COP(O)(O)=O)[C@@H](O)C1=CNC=N1
ECMDB12230,gamma-Glutamyl-L-putrescine,C15699,20841830,NCCCCNC(=O)CC[C@H](N)C(O)=O
ECMDB12236,Imidazole acetol-phosphate,C01267,792,OP(O)(=O)OCC(=O)CC1=CNC=N1
ECMDB12241,Isopropylmaleate,C02631,230410,CC(C)C(=C\C(O)=O)\C(O)=O
ECMDB12249,L-Aspartate-semialdehyde,C00441,439235,N[C@@H](CC=O)C(O)=O
ECMDB12250,L-Aspartyl-4-phosphate,C03082,832,NC(CC(=O)OP(O)(O)=O)C(O)=O
ECMDB12266,N-Succinyl-2-amino-6-ketopimelate,C04462,440349,OC(=O)CCC(=O)N[C@@H](CCCC(=O)C(O)=O)C(O)=O
ECMDB12267,"N-Succinyl-L,L-2,6-diaminopimelate",C04421,25202447,NC(CCC[C@H](NC(=O)CCC(O)=O)C(O)=O)C(O)=O
ECMDB12277,PhosphoribosylformiminoAICAR-phosphate,C04896,1012,NC(=O)C1=C(\N=C\NC2OC(COP(O)(O)=O)C(O)C2O)N(C=N1)C1OC(COP(O)(O)=O)C(O)C1O
ECMDB12278,Phosphoribulosylformimino-AICAR-P,C04916,1013,O[C@H](COP(=O)(O)O)[C@@H](O)C(=O)CN\C=N\C1=C(C(=O)N)N=CN1[C@H]1O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]1O
ECMDB12283,Prephenate,C00254,1028,OC1C=CC(CC(=O)C(O)=O)(C=C1)C(O)=O
ECMDB12289,Tetrahydrodipicolinate,C03972,632,OC(=O)C1CCCC(=N1)C(O)=O
ECMDB12330,PS(14:0/14:0),,,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O
ECMDB12332,PS(14:0/16:0),,,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(O)=O
ECMDB12333,PS(14:0/16:1(9Z)),,,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O
ECMDB12352,PS(16:0/14:0),,,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O
ECMDB12355,PS(16:0/16:1(9Z)),,,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O
ECMDB12363,PS(16:1(9Z)/14:0),,,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O
ECMDB12365,PS(16:1(9Z)/16:0),,,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(O)=O
ECMDB12366,PS(16:1(9Z)/16:1(9Z)),,,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O
ECMDB20001,"(1R,2S)-Naphthalene 1,2-oxide",C14786,155957,O1C2C=CC3=CC=CC=C3C12
ECMDB20002,"(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate",C05817,5287432,[H][C@@]1(O)C=CC=C(C(=O)CCC([O-])=O)[C@@]1([H])C([O-])=O
ECMDB20003,"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene",C14793,11954046,[H][C@](N)(CCC(O)=N[C@@]([H])(CS[C@]1([H])C2=CC=CC=C2C=C[C@@]1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20004,"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",C14791,11954044,[H][C@](N)(CCC(O)=N[C@@]([H])(CS[C@]1([H])C=CC2=CC=CC=C2[C@@]1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20006,"(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene",C14792,11954044,[H][C@](N)(CCC(O)=N[C@@]([H])(CS[C@@]1([H])C=CC2=CC=CC=C2[C@]1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20007,(2-Naphthyl)methanol,C02909,74128,OCC1=CC2=CC=CC=C2C=C1
ECMDB20008,"(2E)-5-Methylhexa-2,4-dienoyl-CoA",C16468,0,[H]\C(C=C(C)C)=C(\[H])C(=O)SCCN=C(O)CCN=C(O)C(O)([H])C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@](O)([H])[C@]1([H])OP(O)(O)=O
ECMDB20009,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate",C04171,3,[H][C@]1(O)C=CC=C(C(O)=O)[C@]1([H])O
ECMDB20010,(3S)-3-Hydroxyadipyl-CoA,C14145,5282343,[H][C@](O)(CCC(O)=O)CC(=O)SCCN=C(O)CCN=C(O)C([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20011,"(4S)-4,6-Dihydroxy-2,5-dioxohexanoate",C04349,440303,[H][C@](O)(CC(=O)C(O)=O)C(=O)CO
ECMDB20014,(R)-3-Hydroxy-3-methyl-2-oxopentanoate,C14463,11954026,CC[C@@](C)(O)C(=O)C(O)=O
ECMDB20015,(R)-Malate,C00497,92824,O[C@H](CC(O)=O)C(O)=O
ECMDB20016,(R)-Pantoate,C00522,5289105,CC(C)(CO)C(O)C([O-])=O
ECMDB20017,(S)-4-Amino-5-oxopentanoate,C03741,742,[H][C@](N)(CCC(O)=O)C=O
ECMDB20018,(S)(+)-Allantoin,C02350,204,[H][C@]1(NC(O)=N)N=C(O)N=C1O
ECMDB20019,1-(2-Carboxyphenylamino)-1'-deoxy-D-ribulose 5'-phosphate,C01302,287,O[C@H](COP(O)(O)=O)[C@@H](O)C(=O)CNC1=C(C=CC=C1)C(O)=O
ECMDB20020,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate,C11811,786,CC(CO)=CCOP(O)(=O)OP(O)(O)=O
ECMDB20021,1-Hydroxymethylnaphthalene,C14089,20908,OCC1=CC=CC2=CC=CC=C12
ECMDB20024,"1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene",C14806,11954057,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C2=C(C=CC1([H])O)C(=CC=C2)N(=O)=O)C(O)=NCC(O)=O)C(O)=O
ECMDB20025,"1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene",C14805,11954056,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C=CC2=C(C=CC=C2N(=O)=O)C1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20026,"1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene",C14804,11954055,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C=CC2=C(C(=CC=C2)N(=O)=O)C1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20027,"1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene",C14803,11954054,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C2=C(C=CC=C2N(=O)=O)C=CC1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20028,"1-Nitronaphthalene-5,6-oxide",C14800,11954051,O=N(=O)C1=CC=CC2=C1C=CC1OC21
ECMDB20029,"1-Nitronaphthalene-7,8-oxide",C14802,11954053,O=N(=O)C1=CC=CC2=C1C1OC1C=C2
ECMDB20030,1-Pyrroline,C15668,79803,C1CC=NC1
ECMDB20032,"1,4-Dihydroxy-2-naphthoyl-CoA",C15547,11954202,[H][C@](O)(C([O-])=NCCC([O-])=NCCSC(=O)C1=C([O-])C2=CC=CC=C2C([O-])=C1)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20033,2-(alpha-D-Mannosyl)-3-phosphoglycerate,C11516,443242,[H]C(COP(O)(O)=O)(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O)C(O)=O
ECMDB20034,2-(S-Glutathionyl)acetyl chloride,C14865,0,[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC(Cl)=O)C(O)=NCC(O)=O)C(O)=O
ECMDB20035,2-(S-Glutathionyl)acetyl glutathione,C14863,0,[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC(=O)SC[C@]([H])(N=C(O)CC[C@]([H])(N)C(O)=O)C(O)=NCC(O)=O)C(O)=NCC(O)=O)C(O)=O
ECMDB20036,2-Amino-3-oxo-4-phosphonooxybutyrate,C07335,441260,[H][C@@](N)(C(O)=O)C(=O)COP(O)(O)=O
ECMDB20039,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,C04691,160647,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)CC(=O)C(O)=O
ECMDB20040,2-Dehydro-3-deoxy-D-glucarate,C03921,440165,[H][C@](O)(CC(=O)C(O)=O)[C@]([H])(O)C(O)=O
ECMDB20041,"2-Hydroxy-2,4-pentadienoate",C00596,5280361,[O-]C(=O)C(=O)CC=C
ECMDB20042,2-Hydroxy-6-ketononatrienedioate,C12624,5282147,OC(=O)C=CC(=O)C=CC=C(O)C(O)=O
ECMDB20044,"2-Hydroxy-cis-hex-2,4-dienoate",C11354,11953951,[H]\C(C)=C(/[H])\C(\[H])=C(\O)C(O)=O
ECMDB20045,2-Maleylacetate,C02222,5280500,OC(=O)CC(=O)\C=C/C(O)=O
ECMDB20046,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate,C04752,217,CC1=NC=C(COP([O-])(=O)OP([O-])([O-])=O)C(=N)N1
ECMDB20047,2-Naphthaldehyde,C14099,6201,O=CC1=CC2=CC=CC=C2C=C1
ECMDB20048,"2-Phenyl-1,3-propanediol monocarbamate",C16586,213060,OCC(COC(O)=N)C1=CC=CC=C1
ECMDB20049,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C11436,443200,[H][C@@](O)(COP(O)(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2[O-])[C@]([H])(O)[C@]1([H])O)[C@](C)(CO)OP([O-])([O-])=O
ECMDB20050,2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,C16519,24883454,[H][C@@]1(O)[C@@]([H])(OC(=C)C(O)=O)C=C[C@]([H])(C(=O)CCC(O)=O)[C@@]1([H])C(O)=O
ECMDB20051,2-Succinylbenzoate,C02730,955,[O-]C(=O)CCC(=O)C1=CC=CC=C1C([O-])=O
ECMDB20052,2-Succinylbenzoyl-CoA,C03160,126279,[H][C@](O)(C(O)=NCCC(O)=NCCSC(=O)C1=CC=CC=C1C(=O)CCC(O)=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20053,"2,2-Dichloroacetaldehyde",C14858,6576,ClCC(Cl)Cl
ECMDB20054,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",C04824,10078514,[H]C(O)(CCCCCCCCCCC)CC(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OP(O)(O)=O)[C@]1([H])N=C(O)CC([H])(O)CCCCCCCCCCC
ECMDB20055,"2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene",C14848,11954067,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C(Br)=CC=CC1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20056,"2,3,2',3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate",C04932,440543,[H]C(O)(CCCCCCCCCCC)CC(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OP(O)(O)=O)[C@]([H])(N=C(O)CC([H])(O)CCCCCCCCCCC)[C@@]([H])(OC(=O)CC([H])(O)CCCCCCCCCCC)[C@]2([H])O)[C@]1([H])N=C(O)CC([H])(O)CCCCCCCCCCC
ECMDB20057,"2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",C04919,24892757,[H]C(O)(CCCCCCCCCCC)CC(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO[C@]2([H])O[C@]([H])(CO)[C@@]([H])(OP(O)(O)=O)[C@]([H])(OC(=O)CC([H])(O)CCCCCCCCCCC)[C@@]2([H])N=C(O)CC([H])(O)CCCCCCCCCCC)O[C@@]([H])(OP(O)(O)=O)[C@]1([H])N=C(O)CC([H])(O)CCCCCCCCCCC
ECMDB20058,"2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone",C01304,439480,NC1=NC(N[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)=C(N)C(O)=N1
ECMDB20059,"2,5-Diaminopyrimidine nucleoside triphosphate",C05923,440841,NC1=NC(N[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)=C(N)C(=O)N1
ECMDB20060,"2,5-Dichloro-4-oxohex-2-enedioate",C12835,5282172,[H]\C(=C(/Cl)C(O)=O)C(=O)C(Cl)C(O)=O
ECMDB20061,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",C12834,11954007,OC(=O)C(Cl)=C1OC(=O)C(Cl)=C1
ECMDB20062,"2',3'-Cyclic UMP",C02355,193315,OC[C@H]1O[C@H]([C@@H]2OP(O)(=O)O[C@H]12)N1C=CC(=O)NC1=O
ECMDB20063,2(alpha-D-Mannosyl)-D-glycerate,C11544,443262,[H][C@](CO)(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O)C(O)=O
ECMDB20064,"3-(2,3-Dihydroxyphenyl)propanoate",C04044,20,OC(=O)CCC1=C(O)C(O)=CC=C1
ECMDB20065,3-Carbamoyl-2-phenylpropionaldehyde,C16587,21350391,OC(=N)OCC(C=O)C1=CC=CC=C1
ECMDB20066,3-Cyano-L-alanine,C02512,439742,[H][C@](N)(CC#N)C(O)=O
ECMDB20067,3-Dehydro-L-gulonate 6-phosphate,C14899,11954078,[H][C@](O)(COP(O)(O)=O)[C@@]([H])(O)C(=O)[C@]([H])(O)C(O)=O
ECMDB20068,3-Deoxy-D-manno-octulosonate 8-phosphate,C04478,5280685,OC(COP([O-])([O-])=O)C(O)C(O)C(O)CC(=O)C([O-])=O
ECMDB20069,3-Deoxy-D-manno-octulosonate,C01187,817,OCC(O)C(O)C(O)C(O)CC(=O)C([O-])=O
ECMDB20070,3-Hydroxy-3-methyl-2-oxobutanoic acid,C04181,440248,CC(C)(O)C(=O)C(O)=O
ECMDB20071,3-Hydroxy-5-methylhex-4-enoyl-CoA,C16469,23724759,[H]C(O)(CC(=O)SCCN=C(O)CCN=C(O)C([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O)C=C(C)C
ECMDB20072,3-Hydroxy-5-oxohexanoate,C16272,376,CC(=O)CC(O)CC(O)=O
ECMDB20073,3-Hydroxy-5-oxohexanoyl-CoA,C16273,9543236,CC(=O)CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
ECMDB20074,3-Oxo-OPC4-CoA,C16338,23724725,CC\C([H])=C(\[H])C[C@]1([H])C(=O)CC[C@]1([H])CC(=O)CC(=O)SCCN=C(O)CCN=C(O)C(O)([H])C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@](O)([H])[C@]1([H])OP(O)(O)=O
ECMDB20075,3-Oxo-OPC6-CoA,C16334,23724721,CC\C([H])=C(\[H])C[C@]1([H])C(=O)CC[C@]1([H])CCCC(=O)CC(=O)SCCN=C(O)CCN=C(O)C(O)([H])C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@](O)([H])[C@]1([H])OP(O)(O)=O
ECMDB20077,3-Oxoadipyl-CoA,C02232,439683,[H][C@](O)(C(O)=NCCC(O)=NCCSC(=O)CC(=O)CCC(O)=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20078,"3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene",C14847,11954066,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C=CC(Br)=CC1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20079,3'-CMP,C05822,66535,OC1C(O)C(OC1COP(O)(O)=O)N1C=CC(=N)N=C1O
ECMDB20080,3'-Phosphoadenylylselenate,C05696,24892762,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)O[Se](O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
ECMDB20081,3'-UMP,C01368,101543,[H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20083,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C11435,443199,[H][C@@](O)(COP(O)(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2[O-])[C@]([H])(O)[C@]1([H])O)[C@@](C)(O)CO
ECMDB20084,4-Amino-2-methyl-5-phosphomethylpyrimidine,C04556,216,CC1=NC=C(COP(O)(O)=O)C(=N)N1
ECMDB20085,4-Amino-4-deoxychorismate,C11355,443142,[H][C@@]1(N)C=CC(=C[C@@]1([H])OC(=C)C([O-])=O)C(O)=O
ECMDB20086,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C01279,777,CC1=NC=C(CO)C(N)=N1
ECMDB20087,4-Carboxy-4-hydroxy-2-oxoadipate,C04115,130,OC(=O)CC(O)(CC(=O)C(O)=O)C(O)=O
ECMDB20088,4-Glutathionyl cyclophosphamide,C11583,443288,NC(CCC(O)=NC(CSC1CCOP(=O)(N1)N(CCCl)CCCl)C(O)=NCC(O)=O)C(O)=O
ECMDB20089,4-Hydroxy-2-oxohexanoic acid,C06762,441164,CCC(O)CC(=O)C(O)=O
ECMDB20090,4-Hydroxy-2-oxopentanoate,C03589,124,CC(O)CC(=O)C([O-])=O
ECMDB20091,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",C16595,21350392,OC1N=C(O)OCC1C1=CC=CC=C1
ECMDB20092,4-Hydroxy-L-threonine,C06056,193577,N[C@@H]([C@H](O)CO)C(O)=O
ECMDB20093,4-Hydroxyphenylacetaldehyde,C03765,440113,OC1=CC=C(CC=O)C=C1
ECMDB20094,4-Methyl-5-(2-phosphoethyl)-thiazole,C04327,1137,CC1=C(CC(O)P(O)(O)=O)SC=N1
ECMDB20095,4-Phospho-D-erythronate,C03393,696,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C(O)=O
ECMDB20096,"4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene",C14855,11954068,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C2=CC3=CC=CC=C3C3=C2C2=C(C=CC=C2C1([H])O)C=C3)C(O)=NCC(O)=O)C(O)=O
ECMDB20097,5-(2-Hydroxyethyl)-4-methylthiazole,C04294,1136,CC1=C(CCO)SC=N1
ECMDB20098,5-Amino-4-imidazolecarboxyamide,C04051,9679,NC(=O)C1=C(N)N=CN1
ECMDB20099,5-Amino-6-(5'-phosphoribosylamino)uracil,C01268,439462,NC1=C(N[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)NC(=O)NC1=O
ECMDB20101,5-Carboxy-2-pentenoyl-CoA,C14144,24798711,[H]\C(CCC(=O)O)=C(\[H])C(=O)SCCN=C(O)CCN=C(O)C(O)([H])C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@](O)([H])[C@]1([H])OP(O)(O)=O
ECMDB20102,5-Dehydro-4-deoxy-D-glucarate,C00679,439290,[H][C@](O)(CC(=O)C(O)=O)[C@@]([H])(O)C(O)=O
ECMDB20103,5-Dehydro-4-deoxy-D-glucuronate,C04053,440207,[H][C@](O)(CC(=O)C(O)=O)[C@@]([H])(O)C=O
ECMDB20104,5-Methyl-3-oxo-4-hexenoyl-CoA,C16471,23724761,[H]C(O)(C(O)=NCCC(O)=NCCSC(=O)CC(=O)C=C(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20105,5-Methylhex-4-enoyl-CoA,C16470,23724760,[H]C(O)(C(O)=NCCC(O)=NCCSC(=O)CCC=C(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20106,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C01269,439463,O[C@H]1[C@@H](CC(=C[C@H]1OP(O)(O)=O)C(O)=O)OC(=C)C(O)=O
ECMDB20107,"5-Phenyl-1,3-oxazinane-2,4-dione",C16596,21350393,OC1=NC(=O)OCC1C1=CC=CC=C1
ECMDB20108,7-Methyl-3-oxo-6-octenoyl-CoA,C16466,23724757,[H]C(O)(C(O)=NCCC(O)=NCCSC(=O)CC(=O)CCC=C(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20109,"7,8-Diaminononanoate",C01037,652,CC(N)C(N)CCCCCC([O-])=O
ECMDB20110,"7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene",C14856,11954069,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C=CC2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2C1([H])O)C(O)=NCC(O)=O)C(O)=O
ECMDB20111,8-Amino-7-oxononanoate,C01092,173,CC(N)C(=O)CCCCCC(O)=O
ECMDB20112,ADP-D-Glycero-D-manno-heptose,C06397,23724494,[H][C@@](O)(CO)[C@@]1([H])OC([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]([H])(O)[C@]1([H])O
ECMDB20113,ADP-L-Glycero-D-manno-heptose,C06398,11444938,[H][C@](O)(CO)[C@@]1([H])OC([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]([H])(O)[C@]1([H])O
ECMDB20116,Aminoacetaldehyde,C06735,363,NCC=O
ECMDB20117,Arbutin 6-phosphate,C06187,440937,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(OC2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
ECMDB20118,"Benzo[a]pyrene-4,5-oxide",C14851,37786,O1C2C1C1=CC3=CC=CC=C3C3=C1C1=C(C=CC=C21)C=C3
ECMDB20119,"Benzo[a]pyrene-7,8-diol",C14852,25892,OC1C=CC2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2C1O
ECMDB20120,Benzoyl acetyl-CoA,C07118,441230,[H]C(O)(C(O)=NCCC(O)=NCCSC(=O)CC(=O)C1=CC=CC=C1)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20121,Benzoyl phosphate,C06206,151426,OP(O)(=O)OC(=O)C1=CC=CC=C1
ECMDB20123,"beta-D-Fructose 1,6-bisphosphate",C05378,10267,O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
ECMDB20124,beta-D-Glucose 1-phosphate,C00663,122250,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OP(O)(O)=O)[C@]1([H])O
ECMDB20125,"Bromobenzene-2,3-oxide",C14840,3036760,BrC1=CC=CC2OC12
ECMDB20126,"Bromobenzene-3,4-oxide",C14839,108121,BrC1=CC2OC2C=C1
ECMDB20128,"Cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide",C04706,5280718,OC(=O)C=C1OC(=O)C(Cl)=C1
ECMDB20129,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",C12622,5282145,[H]\C(=C(\[H])C1=CC=C[C@]([H])(O)[C@]1([H])O)C(O)=O
ECMDB20130,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",C11588,443290,[H][C@]1(O)C=CC=C(CCC(O)=O)[C@@]1([H])O
