Batch-Tube,ionMz,Strain,AUC Z-score (AUC OD),Z-score start (AUC OD),Z-score end (AUC OD),Z-score min (AUC OD),Z-score max (AUC OD),AUC Z-score (Hours),Z-score start (Hours),Z-score end (Hours),Z-score min (Hours),Z-score max (Hours)
1-0A,102.0562,WT,-2.4790380754437624,-1.1669615249401573,-0.3419868444455157,-1.1669615249401573,0.24203266743233562,-8.875430775556556,-1.1549331106948928,-0.3399039395702087,-1.1738231889008561,0.22704547941613565
1-0A,103.04,WT,5.8785400594055846,-1.2029848693806044,0.6775544893461313,-1.2029848693806044,1.0286748965384915,-3.0068482065918594,-1.2271006474502097,0.6787001474801684,-1.2271006474502097,1.0393936110491604
1-0A,104.0355,WT,-2.0346731320528777,-0.4161443576526769,0.16488044075896413,-0.4161443576526769,0.16488044075896413,-2.5276071003972476,-0.6620761336640522,0.15963100154655457,-0.6620761336640522,0.15963100154655457
1-0A,105.0196,WT,0.7884997011088565,0.31075501022462887,0.8407971779948236,-0.9939199649686274,0.8407971779948236,1.4007867435270565,0.04857743881835967,0.8550886276245133,-0.9163419277854363,0.8550886276245133
1-0A,107.05,WT,-8.589334166249913,1.1858763091620337,-1.441425374953453,-1.441425374953453,1.1858763091620337,-0.3251438187505157,1.244161914742068,-1.4457608089967962,-1.4457608089967962,1.244161914742068
1-0A,109.0295,WT,1.4142073489806868,-1.3219373567338295,-0.703186143712233,-1.3219373567338295,0.480216125730552,-5.71521484550076,-1.3817654125302992,-0.7001007664438919,-1.5186455738550282,0.43176776605269956
1-0A,110.0358,WT,0.8592784676312324,-0.5808061765280642,-0.7201434279527019,-0.7201434279527019,0.9814110891916282,-2.049595044195574,-0.2925828739402764,-0.7193422328496691,-0.8167023178604617,0.8725024402991589
1-0A,110.9762,WT,-10.472871326616048,0.5174005378496247,-1.3918223103243847,-1.5692841597266378,0.5174005378496247,-4.18656228075453,0.7589638115308629,-1.398567293320969,-1.401727060022237,0.7589638115308629
1-0A,111.0203,WT,1.0559292530737412,-1.7532448406065408,0.032952801831807765,-1.7532448406065408,0.5122504927509475,-7.578435690768523,-1.7600271690878004,0.032729968215872554,-1.7600271690878004,0.43432753456830714
1-0A,113.0245,WT,-9.86503831579804,0.8572874119499614,-1.018792351657979,-1.018792351657979,0.8572874119499614,-2.6157456092687856,1.0485118121321721,-1.0187902131062898,-1.0187902131062898,1.0485118121321721
1-0A,113.0358,WT,-5.344884927943304,-0.8138692979060016,-0.9138412741843156,-0.9138412741843156,0.948763117990759,-6.075702344209211,-0.926084240301852,-0.9125483727005226,-0.9345081789333551,0.862467775690635
1-0A,114.056,WT,1.8835080507464188,1.147210210259832,0.16740113153181085,-0.1136011366410705,1.147210210259832,8.495961540480845,1.1778107145679515,0.1660245968527086,-0.06673393384025693,1.3076163508353398
1-0A,115.0038,WT,6.543747873194607,-0.8881206489774646,2.136321512336388,-0.8881206489774646,2.136321512336388,-0.7391776165228228,-0.8804797190155921,2.133468782581389,-0.8804797190155921,2.133468782581389
1-0A,115.0402,WT,-12.23586468373054,0.7656996610588358,-1.2146231902710467,-1.492489757388019,0.7656996610588358,-4.013796996033114,0.814821501873259,-1.2191967228782556,-1.45729426572713,0.814821501873259
1-0A,115.0767,WT,0.5737055581242834,0.5635940917048868,-0.5520317049457496,-0.5520317049457496,1.0595724006536267,3.618116705550247,0.5895844498443192,-0.5516172116514,-0.5516172116514,1.1577322759942081
1-0A,116.0356,WT,-0.7964081824076253,-0.411301765428323,-0.5066301412234819,-0.5066301412234819,0.6204490291880836,-1.867164346569362,-1.0342473372436658,-0.5061102590501375,-1.0342473372436658,0.5777715350460085
