Batch-Tube,Timepoint,ionMz,Z-score median,Z-score std
5-12A,1.0,198.0182,-0.9125361307782764,0.22459705720171236
5-12A,1.0,199.0019,-1.6508664586046404,0.23427544218073804
5-12A,1.0,200.9937,-0.5972306009515403,0.42710897630675765
5-12A,1.0,201.0051,-1.320077197857417,0.18295360075369627
5-12A,1.0,203.0348,-1.032006492975537,0.13834878456192795
5-12A,1.0,203.0826,0.06837790460811546,0.0037609652245960364
5-12A,1.0,204.0498,-0.0389637520965343,0.926917844937755
5-12A,1.0,205.0351,-1.3905512386122552,0.0767841959088807
5-12A,1.0,206.0822,-1.4085449705871869,0.890136449658068
5-12A,1.0,209.0292,-1.1470323131014357,0.09796684252797289
5-12A,1.0,209.0814,1.610206651587559,0.5455363473898119
5-12A,1.0,211.0235,-1.2924066342481604,0.10656694311619391
5-12A,1.0,211.9968,-1.0918373776892616,0.0206204719370795
5-12A,1.0,212.0331,-0.6717080633382397,0.29265050541108706
5-12A,1.0,212.9807,-0.9712016126756331,0.03913442365314223
5-12A,1.0,213.014,-0.5669359498878929,0.21130903067784104
5-12A,1.0,213.0384,-0.7815259765155976,0.1582903167780257
5-12A,1.0,213.1252,0.8466805548669658,0.8261606704379744
5-12A,1.0,214.0488,-1.6733148533958873,0.5194494910342393
5-12A,1.0,215.0331,-0.11130687599290719,0.12722450690617235
5-12A,1.0,216.1351,0.2734924838173548,0.3168331229051882
5-12A,1.0,218.0335,0.2732831350026514,0.13669128034699962
5-12A,1.0,218.1034,-1.278564233048979,0.019195295057405616
5-12A,1.0,220.0828,-0.15630368552284202,0.6996526196603207
5-12A,1.0,221.0443,0.31782565673411545,0.09359375785042784
5-12A,1.0,221.0664,-2.262343209332769,0.41677345116780273
5-12A,1.0,225.0399,-0.8934329609818306,0.45132406537968384
5-12A,1.0,225.0861,-2.4770642644616343,0.3379266018003241
5-12A,1.0,225.0901,-1.3126248705981403,1.0122945213332346
5-12A,1.0,226.0135,-1.1790954983409583,0.07159251441385218
5-12A,1.0,226.0697,-0.01859149144143754,0.27064954809606767
5-12A,1.0,228.0501,-0.5874423189638238,0.5190330003093879
5-12A,1.0,229.0122,-1.3189027133617888,0.22392950135791617
5-12A,1.0,237.0614,-1.52706860638918,0.1249991510308468
5-12A,1.0,238.0945,0.34281199852300515,0.34209773722752923
5-12A,1.0,240.0515,-1.4454092784334795,0.003648836298289485
5-12A,1.0,241.0844,-2.085541585113503,0.40685915495741876
5-12A,1.0,242.0804,0.2191810309688358,0.5575194230242004
5-12A,1.0,243.029,-1.6513516194462414,0.19977782848839684
5-12A,1.0,243.0625,-0.3790224030530266,0.4650022050964039
5-12A,1.0,245.0444,-1.5941435987831567,0.39393705461289213
5-12A,1.0,246.0198,-1.5738266121265763,0.25595048948807
5-12A,1.0,246.064,0.5765417895934191,0.4028836255438445
5-12A,1.0,251.0816,0.7302782335762411,1.411220988213756
5-12A,1.0,253.0119,-0.3613020832344769,0.00589844331682562
5-12A,1.0,253.0499,-0.09296957343431125,0.6355010023711581
5-12A,1.0,257.0072,-0.6390801958496632,0.2812630663267912
5-12A,1.0,257.1028,0.7532549043162569,0.2747873487581229
5-12A,1.0,259.005,-1.8868899357028148,0.19315982107799784
5-12A,1.0,259.0227,-0.6790728893834691,0.09600008317521623
5-12A,1.0,261.0385,-1.0451353937246577,0.09460606973699875
5-12A,1.0,266.0703,-1.110469423989231,0.17767253333147218
5-12A,1.0,267.0724,-0.6638446984085444,0.01134142159988397
5-12A,1.0,268.02,-0.3179023503270055,0.5202216660611845
5-12A,1.0,269.0398,-0.583201178023447,0.11035214478944255
5-12A,1.0,271.0612,-0.907400749429814,0.2731896293174367
5-12A,1.0,271.0815,0.7913943219216837,0.2944816029364811
5-12A,1.0,273.0021,-0.9713221018892622,0.12153893612343175
5-12A,1.0,274.0933,-1.3735252006322423,0.11332396299793189
