Batch-Tube,Timepoint,ionMz,Z-score median,Z-score std
5-14B,10.0,668.1374,1.7420762266989065,0.07903546751614134
5-14B,10.0,787.255,-0.9518851119241021,0.4523172304332507
5-14B,10.0,790.2568,-0.5808697638404499,0.17020410492727048
5-14B,10.0,835.0407,0.805228189509978,0.3173413951209755
5-14B,10.0,863.2971,1.7430141693661168,0.32484951872398365
5-14B,10.0,864.1473,0.7374715402964469,0.30468015972135215
5-14B,10.0,974.2935,1.1798175048960995,0.24753955823106236
5-14B,10.0,976.7162,-1.161171596258725,0.062115291040545556
5-14C,1.0,57.0342,-0.020464152230916154,0.43344450531358486
5-14C,1.0,58.0295,-1.014859208197541,0.1059860960845651
5-14C,1.0,59.0135,-0.1507365916844596,0.20019226722091027
5-14C,1.0,71.0137,0.5117980616524862,0.08126292972248549
5-14C,1.0,73.0293,-0.9685363831880378,0.007024325104558173
5-14C,1.0,74.0247,-0.4929539742651443,0.3965369169731111
5-14C,1.0,75.0087,-1.3001902055301824,0.2648358065951009
5-14C,1.0,87.0088,-0.7090321850296213,0.010904501652705578
5-14C,1.0,87.0451,-0.18601980936615906,0.4377268041941718
5-14C,1.0,88.0403,-0.9325441801822898,0.004536030353036411
5-14C,1.0,88.9883,-0.16666863287169048,0.49573463270857343
5-14C,1.0,89.0244,-0.7971551849328526,0.04470033835144872
5-14C,1.0,93.0338,-0.08942159515182116,0.009056508289250871
5-14C,1.0,94.9761,-1.225061743268996,0.19477841457415784
5-14C,1.0,94.9806,0.3320001421270768,0.15263422745201266
5-14C,1.0,95.0139,0.38575172281156667,0.08829505163736057
5-14C,1.0,101.0242,0.03153255575881423,0.13033102607932873
5-14C,1.0,102.056,-0.4997940813653666,0.02318483583800863
5-14C,1.0,103.0402,-1.0159662207752689,0.02552998468018979
5-14C,1.0,103.0509,-1.0734976501621505,0.05408765714132319
5-14C,1.0,104.0352,2.4294878660038948,0.4382126092716577
5-14C,1.0,105.0193,-1.061759185956153,0.267141673188923
5-14C,1.0,107.0503,-1.6203193674338308,0.15440297814649498
5-14C,1.0,109.0295,-1.303473836796957,0.03564303872964422
5-14C,1.0,111.02,-1.2073071835840175,0.0009255636748877076
5-14C,1.0,112.0516,-1.555442432965135,0.31955170932679744
5-14C,1.0,113.0244,0.27698086978222025,0.04922081589744345
5-14C,1.0,113.0357,-1.3126234423305125,0.023931398178021156
5-14C,1.0,114.056,2.6081592590264373,0.13454926154135222
5-14C,1.0,115.0037,-0.9585551824928125,0.03791718185438375
5-14C,1.0,115.0402,-1.891402426363856,0.22664308813115555
5-14C,1.0,115.0764,-0.28516771646129524,0.34399654493216175
5-14C,1.0,116.0354,-1.2999911113650702,0.1052748297859039
5-14C,1.0,116.0717,-0.7144590166136185,0.0058893603601918795
5-14C,1.0,117.0194,-0.9487059356575456,0.0008051643227693168
5-14C,1.0,118.0508,-0.6458929787723018,0.11365534692535678
5-14C,1.0,118.9804,0.48035528984512665,0.026503319142374963
5-14C,1.0,119.0503,-1.0221491022116103,0.20042442968079574
5-14C,1.0,120.9273,0.7017771365832846,0.46591483795701283
5-14C,1.0,121.0295,-1.552361554095543,0.2671073090283031
5-14C,1.0,121.0409,-0.8093245564178878,0.14855808608634566
5-14C,1.0,122.0248,-1.8021578496049848,0.17239451140480946
5-14C,1.0,124.0075,-0.2614276311111917,0.319455490530164
5-14C,1.0,124.0144,-0.6142187379431749,0.21254197513720824
5-14C,1.0,125.0439,-1.089210367230201,0.1656530514707339
5-14C,1.0,127.0764,-0.6131509157047371,0.34805637259719413
5-14C,1.0,128.0354,-0.09111541179044483,0.004473769995438487
5-14C,1.0,129.0193,-1.3189393876403133,0.030456302853371028
5-14C,1.0,129.0556,-0.9908001249201728,0.24126147834718353
5-14C,1.0,130.0142,-1.0006025766652882,0.16825470327942268
5-14C,1.0,130.0509,-1.0712854423164018,0.008826324200168257
5-14C,1.0,130.0874,-0.526102318270804,0.03282319048683428
5-14C,1.0,131.0008,-1.219308737549535,0.581829528364678
5-14C,1.0,131.0123,-0.7597121536136557,0.042912766095733065
5-14C,1.0,131.035,-0.22411133762824093,0.16876719406400403
5-14C,1.0,131.0462,0.09032339762658845,0.12108873711579453
5-14C,1.0,131.0828,2.072647379977558,0.2823061441078058
5-14C,1.0,132.0302,-1.162149555725477,0.009186307903050963
5-14C,1.0,133.0142,-0.5950925647671532,0.02252915611188227
5-14C,1.0,133.0257,-0.7289403687219309,0.05068361080539074
5-14C,1.0,133.0505,-1.3453821916153799,0.004105929254849483
5-14C,1.0,134.0472,-1.5112466678379548,0.14400301188811157
5-14C,1.0,134.0604,-1.5813086348294711,0.358975880640613
5-14C,1.0,135.0302,-0.8512194297341018,0.01622856673213081
5-14C,1.0,135.0453,-1.9350092909730936,0.07469668580113041
5-14C,1.0,136.0404,-0.5680618933555494,0.030135171271708196
5-14C,1.0,136.0487,-1.9763540209616184,0.0940401760350907
5-14C,1.0,136.0767,-0.8686281486519141,0.4302191456502563
5-14C,1.0,137.0239,-0.42565530474498786,0.03757901699530651
5-14C,1.0,138.9789,-2.1577549847940105,0.1903856216582845
5-14C,1.0,139.0014,-0.41210052895472765,0.0516975167084344
5-14C,1.0,139.0067,-0.8326658227423165,0.026297348897108646
5-14C,1.0,139.976,-1.8228320961556683,0.2931440910561815
5-14C,1.0,143.0713,0.03726767878576397,0.5829470916251305
5-14C,1.0,143.1077,-0.7987177901598651,0.23339817543722227
5-14C,1.0,145.0141,-0.2731249561203116,0.04573203318364091
5-14C,1.0,145.0506,0.1433715336871453,0.12312160286183839
5-14C,1.0,145.0623,0.5485380342587014,0.12617016359818034
5-14C,1.0,145.0982,1.7084340950899453,0.5165465996729189
5-14C,1.0,145.1106,1.331918539288624,0.5474986521555255
5-14C,1.0,146.0459,-0.43071081835306235,0.007517030418239069
5-14C,1.0,147.0298,-0.9803209555488037,0.004666015522538205
5-14C,1.0,147.0662,-1.454381397034125,0.002864870744682679
5-14C,1.0,149.0092,-0.4242010850328848,0.23728113626100608
5-14C,1.0,149.0456,-0.4031511759239661,0.18437425683147068
5-14C,1.0,149.0608,-1.9460088026826896,0.648137534002081
5-14C,1.0,150.0422,-0.6044312862859904,0.21618839473302065
5-14C,1.0,150.9707,-0.5421209539663635,0.4716256825178969
5-14C,1.0,151.0259,-0.31989928612416557,0.06592982357146393
5-14C,1.0,151.04,-2.2641593387999785,0.1620835718664691
5-14C,1.0,151.06,-0.9554932565161096,0.5369651618205539
5-14C,1.0,152.0353,-2.2862082486312234,0.20802246970354743
5-14C,1.0,152.0716,-0.05607945199672483,0.3481835604738121
5-14C,1.0,153.0192,-0.5443628311386057,0.026776274672186483
5-14C,1.0,154.062,2.6552847303059988,0.20533700861814488
5-14C,1.0,154.9751,-1.0105597561673771,0.016629485981739783
5-14C,1.0,155.0099,-1.1748507605987801,0.001376013407594389
5-14C,1.0,157.0128,-1.0644103580393733,0.028966077970780393
5-14C,1.0,157.0255,-1.340511146724324,0.005177075816541124
5-14C,1.0,157.0379,-1.4137591224914743,0.020154331649290667
5-14C,1.0,157.0504,-1.2501880797385916,0.021662723958948953
5-14C,1.0,159.0297,-0.18363387239433776,0.27557367811922545
5-14C,1.0,159.0775,-1.2219525481712281,0.03672742139078543
5-14C,1.0,160.0616,-1.4947815619680984,0.11728940007144895
5-14C,1.0,161.0453,-0.884279484844812,0.15195999040444505
5-14C,1.0,162.0424,-1.6349930945601672,0.1884443577971042
5-14C,1.0,163.0351,-1.239728072568937,0.062480679655790565
5-14C,1.0,163.0398,-0.2025341061648035,0.056840757324462206
5-14C,1.0,163.0611,-0.9749229396002854,0.27088303852037554
5-14C,1.0,164.0716,-0.07796005282345689,0.0762892127962259
5-14C,1.0,165.03,-1.2007684800512557,0.732247352326845
5-14C,1.0,165.0405,-2.2976890014030764,0.05249177991011827
5-14C,1.0,165.0556,-1.1023521338395104,0.04648904887521473
5-14C,1.0,166.0508,-1.8805207231259717,0.3646628996087488
5-14C,1.0,166.0632,-1.1582474111661611,0.2734394643820968
5-14C,1.0,166.9759,-1.0810789785686392,0.2534687092085249
5-14C,1.0,167.0207,1.1999504122382216,0.5001693841510945
5-14C,1.0,167.0358,-1.771904252368992,0.20277390658163777
5-14C,1.0,167.0828,-1.4327495982936467,0.2643223488251651
5-14C,1.0,168.0277,-0.40173024928091994,0.02557272049708317
5-14C,1.0,168.0664,-0.37564193606800916,0.52027155832765
5-14C,1.0,170.0455,-0.8508724552789795,0.016599298082783917
5-14C,1.0,171.0065,-1.1493696438140182,0.07627718383387583
5-14C,1.0,171.0092,-1.154851257560888,0.04622456372700735
5-14C,1.0,171.0284,-0.9495250941055232,0.05767438673276385
5-14C,1.0,172.0616,-1.6418498357897362,0.10836382431715581
5-14C,1.0,172.962,-0.6727050154794912,0.03928076777846852
5-14C,1.0,173.0089,-1.0574160127659005,0.14081430335870765
5-14C,1.0,173.0453,-1.2316112016287497,0.15327249337208435
5-14C,1.0,173.0932,-0.6926259473219349,0.042917098864019974
5-14C,1.0,173.1041,0.6271717308404108,0.2743988039314146
5-14C,1.0,174.0407,-1.0019337229459695,0.0020288275880664805
5-14C,1.0,174.088,0.40542701474344317,0.1216768581455123
5-14C,1.0,175.022,-0.9679716772218565,0.06512494158422366
5-14C,1.0,175.0361,-1.2466829946637068,0.010630933564183731
5-14C,1.0,175.0611,-1.2536935162603196,0.005057211846569683
5-14C,1.0,176.0776,-1.4908086726280356,0.08505316706170901
5-14C,1.0,177.0402,-0.5587480114762478,0.10255645205898517
5-14C,1.0,177.0553,-1.66591390070498,0.27855779957216625
5-14C,1.0,178.0509,-1.1155391682674938,0.017480025480589474
5-14C,1.0,179.0348,-1.8628197193258647,0.2162546993355043
5-14C,1.0,179.0561,0.2166314891521921,0.1374604754967864
5-14C,1.0,180.0663,0.34646406425154763,0.14002939037105613
5-14C,1.0,181.0505,-0.7620286464287708,0.31264538051520707
5-14C,1.0,182.9725,0.21593624651354232,0.2873379015548965
5-14C,1.0,183.0661,-0.25517524020182564,0.5284844868821481
5-14C,1.0,184.0017,-0.25409072176181097,0.10847042051144548
5-14C,1.0,184.9856,-1.0521434342473577,0.07339308813409427
5-14C,1.0,186.1136,-1.2683168755750756,0.6695955472705508
5-14C,1.0,187.0234,-1.4933327534801748,0.384851738740648
5-14C,1.0,188.035,-0.9128781563758552,0.5507783581160692
5-14C,1.0,188.0565,-1.113853370612205,0.003856544943153065
5-14C,1.0,189.0405,0.5013060875001407,0.08277230210362217
5-14C,1.0,191.0197,-0.9587225191395303,0.15463567008842616
5-14C,1.0,191.0561,-0.9935746896991905,0.060285155169288646
5-14C,1.0,192.0663,-0.6376007480197357,0.46978756740479694
5-14C,1.0,193.0349,-0.8866867701538143,0.18962322563970402
5-14C,1.0,194.0682,-1.0879814941251613,0.17997785829754134
5-14C,1.0,194.0822,-1.1665774177749921,0.42029297076413324
5-14C,1.0,195.0509,-0.048249006320124105,0.11131000028201135
5-14C,1.0,195.0657,-2.1618047536248572,0.4959846306389955
5-14C,1.0,196.0603,0.3254912594297879,0.1053080316668903
5-14C,1.0,198.0182,-0.9470720027170221,0.1474284616852137
5-14C,1.0,199.0019,-1.183881784749949,0.25702806249249344
5-14C,1.0,200.9937,-0.330953447330404,0.33952228573277843
5-14C,1.0,201.0051,-1.5433844675105854,0.08625915744767941
5-14C,1.0,203.0348,-0.9528747250031467,0.2280206528843868
5-14C,1.0,203.0826,-0.038158853408905624,0.030253918908553938
5-14C,1.0,204.0498,-0.34566873629005157,0.4702442683607196
5-14C,1.0,205.0351,-1.2394491062555526,0.0801968222376896
5-14C,1.0,206.0822,-1.3864647200491003,0.26796308419966075
5-14C,1.0,209.0292,-0.4482096494476767,0.1947105027162612
5-14C,1.0,209.0814,-0.008081584197933284,0.07828542178205071
5-14C,1.0,211.0235,-1.4120492496802215,0.3635047460979128
5-14C,1.0,211.9968,-1.0969243373319828,0.013802127828136335
5-14C,1.0,212.0331,1.9013201802708872,0.4639512972966743
5-14C,1.0,212.9807,-0.938041751993853,0.06076121214027981
5-14C,1.0,213.014,0.03374369604192298,0.19804241402054582
5-14C,1.0,213.0384,-0.6215385900668073,0.21243476926311766
5-14C,1.0,213.1252,-0.17375232535029167,0.27696199515361664
5-14C,1.0,214.0488,-1.6977835417731946,0.5411795565507869
5-14C,1.0,215.0331,0.03744336392104613,0.11118050852282642
5-14C,1.0,216.1351,0.1759737283051902,0.036931207794976044
5-14C,1.0,218.0335,0.37817184823673317,0.16755994855258785
5-14C,1.0,218.1034,-1.276264964713286,0.012050618423668495
5-14C,1.0,220.0828,-1.0554236485870472,0.5023169334295923
5-14C,1.0,221.0443,0.2825443583177326,0.14810541840163582
5-14C,1.0,221.0664,-1.279133714699157,0.24819974470058984
5-14C,1.0,225.0399,-1.566387699118315,1.125240941387068
5-14C,1.0,225.0861,-2.203177108330208,0.2525270114771473
5-14C,1.0,225.0901,-1.1270264833973036,0.4340044510348269
5-14C,1.0,226.0135,-1.2517628699354182,0.0995577711872882
5-14C,1.0,226.0697,0.4448812771154454,0.41403885750263697
5-14C,1.0,228.0501,-0.7069066763903978,0.20611467216304433
5-14C,1.0,229.0122,-1.0305566668264827,0.1671357611564537
5-14C,1.0,237.0614,-1.5630422065958642,0.0900052163327188
5-14C,1.0,238.0945,0.40077637928537513,0.19588686233122846
5-14C,1.0,240.0515,-1.4110698296390827,0.01013044963341875
5-14C,1.0,241.0844,-1.4667456632520854,0.5575329445169829
5-14C,1.0,242.0804,0.22759278300609959,0.28086978122019235
5-14C,1.0,243.029,-1.4734994566770148,0.31130499752521623
5-14C,1.0,243.0625,-0.8520824530066415,0.2888782724249709
5-14C,1.0,245.0444,-1.8082589101156947,0.13678691665354334
5-14C,1.0,246.0198,-1.4488416858122,0.45754358516082316
5-14C,1.0,246.064,0.57417415486613,0.485193508190666
5-14C,1.0,251.0816,0.5883095214041452,1.3135640220211375
5-14C,1.0,253.0119,-0.3460101688138376,0.005774963753637804
5-14C,1.0,253.0499,-0.440743371967694,0.9927915039153449
5-14C,1.0,257.0072,0.1965560939398109,0.4237551178098503
5-14C,1.0,257.1028,1.5733927725289698,0.7479562869662891
5-14C,1.0,259.005,-1.1412663001823085,0.22808393391308726
5-14C,1.0,259.0227,-0.23597393292703597,0.11521823257629558
5-14C,1.0,261.0385,-0.6118284615469143,0.17583060957565377
5-14C,1.0,266.0703,-1.0070182903042095,0.2547940742245826
5-14C,1.0,267.0724,-0.676568912827214,0.03241732503118018
5-14C,1.0,268.02,-0.538190212792775,0.5384745012133753
5-14C,1.0,269.0398,-0.7424185948668811,0.09901931125381737
5-14C,1.0,271.0612,-0.6294092080402156,0.32170923233731563
5-14C,1.0,271.0815,1.0414148506485394,0.696100009920504
5-14C,1.0,273.0021,-0.9254414629028351,0.13116114295908018
5-14C,1.0,274.0933,-1.435623110901488,0.12068087479214626
5-14C,1.0,275.0184,-2.1026471461881475,0.32095955358734524
5-14C,1.0,275.0991,-0.6348591326106224,0.17338003325008938
5-14C,1.0,277.1207,0.5293549249621404,0.08479091537322413
5-14C,1.0,277.2169,2.963863242619521,0.6587358172038219
5-14C,1.0,279.2331,4.231705051839928,0.1727093908702262
5-14C,1.0,282.0839,0.08460278855837128,0.15820506850470092
5-14C,1.0,283.2063,4.898122252799313,0.19760282210399105
5-14C,1.0,285.0972,2.002399630783232,0.6520196109180956
5-14C,1.0,287.0157,-0.5987871110575347,0.5269606313448786
5-14C,1.0,288.0725,-0.6971941400242438,0.0736855865152119
5-14C,1.0,289.0333,-0.9764636206042528,0.28815655363216
5-14C,1.0,289.1044,-0.8734816390543179,0.07410483399964524
5-14C,1.0,290.9677,-0.5503143640575525,0.07150109257591274
5-14C,1.0,294.0479,-0.4567930051420435,0.4971180404715048
5-14C,1.0,300.0509,-1.0442917867334995,0.8688150433432282
5-14C,1.0,301.0333,-0.39067762476830825,0.3718838149996406
5-14C,1.0,303.2326,0.01684834884817174,0.44161485382278676
5-14C,1.0,305.0207,-0.12318290519148895,0.11231398529770413
5-14C,1.0,306.0481,-1.1785496404424634,0.1042673680781717
5-14C,1.0,306.0765,-0.32277234359476903,0.017340771256598428
5-14C,1.0,308.0986,0.15802395720558465,0.023185314260312805
5-14C,1.0,313.0441,-0.859755164816847,0.2747996462280323
5-14C,1.0,313.1037,-0.6985304907825511,0.2448011563251839
5-14C,1.0,317.026,-0.4340165331809297,0.14658153420433817
5-14C,1.0,323.0256,-0.8125839344588335,0.538259103949168
5-14C,1.0,325.1163,0.31778583275833616,0.16087908746528984
5-14C,1.0,328.0457,-1.0645511224736603,0.07454283818950024
5-14C,1.0,333.0589,-1.520388760385098,0.07414575275970048
5-14C,1.0,338.9884,-0.9143029321271425,0.1467026499936852
5-14C,1.0,339.0928,-0.28787532931810056,0.5445653870877756
5-14C,1.0,341.1089,-0.35786135623325865,0.15625893048960995
5-14C,1.0,344.0393,-0.8705325737593572,0.1955229958451215
5-14C,1.0,346.0556,-0.5057085103443725,0.05681808678489463
5-14C,1.0,348.087,-1.177957601583742,0.11037142543611024
5-14C,1.0,353.0489,-1.3101027158392635,0.3400628680085098
5-14C,1.0,357.089,-0.7893164088473836,0.10980569148373119
5-14C,1.0,375.131,0.39851854346421933,0.49155959048937486
5-14C,1.0,377.1496,4.155355884884469,0.9485091147106134
5-14C,1.0,383.1188,-0.8873068037925262,0.26346313146658545
5-14C,1.0,388.9416,-0.4333545744532038,0.16984409174180543
5-14C,1.0,388.9442,-0.6064967599676946,0.21157599768626917
5-14C,1.0,401.0756,0.5139297772740201,0.041490127994554704
5-14C,1.0,407.2795,3.6590471814777508,0.23516110539923707
5-14C,1.0,421.0743,-0.09039973811847826,0.30900395544113013
5-14C,1.0,426.0222,-0.9738923066417873,0.3711430283835393
5-14C,1.0,442.9997,0.0327672899979197,0.056710783106215024
5-14C,1.0,466.9657,-0.4713558056650913,0.15503825993318282
5-14C,1.0,490.9787,0.08294374478947716,0.5936493212602072
5-14C,1.0,503.1614,-1.0305697975126316,0.3259433681120325
5-14C,1.0,547.0731,-1.345191755976316,0.023874063690796477
5-14C,1.0,565.0471,-0.5231278995713071,0.14290789215445668
5-14C,1.0,578.8872,0.430306286561229,0.14552070166341863
5-14C,1.0,579.0269,1.3818527855550395,0.2247749097228859
5-14C,1.0,612.2549,-1.0866593636538107,0.25282796926462503
5-14C,1.0,624.2949,-1.583449011932927,0.17887068062293957
5-14C,1.0,659.307,-0.8197728353275506,0.26411421221060566
5-14C,1.0,664.0939,-0.5470151128560927,0.0860893737340949
5-14C,1.0,665.2144,-1.4077456993222845,0.07132821547461012
5-14C,1.0,668.1374,-0.6163928181455554,0.0001155260088339384
5-14C,1.0,787.255,-1.273910059061019,0.20261331224377047
5-14C,1.0,790.2568,-0.8191867840852937,0.16508862533246066
5-14C,1.0,835.0407,-0.7801688979733798,0.2146521098672564
5-14C,1.0,863.2971,-0.7883643499770973,0.09284177772640492
5-14C,1.0,864.1473,-1.8159499579616407,0.3002040146759592
5-14C,1.0,974.2935,-1.1084168147594085,0.20981109020549646
5-14C,1.0,976.7162,-0.20944636453526327,0.10299623228967121
5-14C,2.0,57.0342,0.6230318157431882,0.1921000802734635
5-14C,2.0,58.0295,-0.9293085842136415,0.1743969073897652
5-14C,2.0,59.0135,0.7477696370454708,0.3364254951254695
5-14C,2.0,71.0137,0.8557514999203498,0.14948570221894597
5-14C,2.0,73.0293,-0.9600200493148145,0.004057818618709412
5-14C,2.0,74.0247,-0.2588303114283242,0.41030400471263473
5-14C,2.0,75.0087,-0.357404987349752,0.300868189976774
5-14C,2.0,87.0088,-0.6781882803701642,0.0024866250985080825
5-14C,2.0,87.0451,0.43632333508777954,0.47875931981305503
5-14C,2.0,88.0403,-0.9315853444979081,0.01055043714721134
5-14C,2.0,88.9883,0.24002463307386085,0.4438075183112822
5-14C,2.0,89.0244,-0.5172414244748353,0.162217849112219
5-14C,2.0,93.0338,-0.08016155168557318,0.009955796451109142
5-14C,2.0,94.9761,-0.6894116961239746,0.09720546365262031
5-14C,2.0,94.9806,1.1160986683518528,0.13765493928963313
5-14C,2.0,95.0139,0.8170557864126409,0.30259059639025676
5-14C,2.0,101.0242,0.9802146724469505,0.23793206557962304
5-14C,2.0,102.056,-0.44880582099825395,0.03745098738739645
5-14C,2.0,103.0402,-0.9149661054584828,0.015179453590852795
5-14C,2.0,103.0509,-0.9161249703043233,0.07179388743912625
5-14C,2.0,104.0352,0.7373546283616309,0.5696651971096075
5-14C,2.0,105.0193,0.5178099054098644,0.43264221032459727
5-14C,2.0,107.0503,0.6744134439826994,0.16557472665949385
5-14C,2.0,109.0295,-0.705581474966458,0.08463904978848873
5-14C,2.0,111.02,-0.9107030567566948,0.014057412907971675
5-14C,2.0,112.0516,-0.13095876969794185,0.5876881058956441
5-14C,2.0,113.0244,0.9094060681131344,0.24470415659649775
5-14C,2.0,113.0357,-0.901463486898739,0.10203932387863884
5-14C,2.0,114.056,3.6196546151823377,0.36124382324619103
5-14C,2.0,115.0037,-0.8358358819608305,0.026782728921533046
5-14C,2.0,115.0402,-0.07128358282323916,0.23052144890819742
5-14C,2.0,115.0764,2.1158553100860535,0.24568100973044418
5-14C,2.0,116.0354,-0.3275701507486587,0.22612572619634827
5-14C,2.0,116.0717,-0.7343782652980559,0.00904792655863553
5-14C,2.0,117.0194,-0.9406937998594809,0.001267368624382916
5-14C,2.0,118.0508,-0.7213919939075226,0.14046361236196714
5-14C,2.0,118.9804,1.067128286911981,0.17115781374468503
5-14C,2.0,119.0503,-0.11080898292484516,0.2920110313095285
5-14C,2.0,120.9273,0.5275566193699517,0.4928892108699277
5-14C,2.0,121.0295,0.9350749758708066,0.45605953135830996
5-14C,2.0,121.0409,1.4257887528712403,0.038867840073459586
5-14C,2.0,122.0248,-0.5098064707035437,0.24249438825887118
5-14C,2.0,124.0075,0.05962733080564152,0.12786167487030953
5-14C,2.0,124.0144,-0.005703440152754008,0.31203764035967624
5-14C,2.0,125.0439,-0.2405977927923445,0.22535963864521324
5-14C,2.0,127.0764,1.3421881304652643,0.29316944670926653
5-14C,2.0,128.0354,-0.25757980439362804,0.021924022826659423
5-14C,2.0,129.0193,-0.9165600475430591,0.04565536196918766
5-14C,2.0,129.0556,1.5267382729952002,0.7189635359442889
5-14C,2.0,130.0142,-0.652491468873921,0.20293266901724327
5-14C,2.0,130.0509,-1.0340909682042763,0.024506069396290027
5-14C,2.0,130.0874,-0.7537318723855073,0.10094964407212614
5-14C,2.0,131.0008,-0.07518938231514627,0.8866115448352424
5-14C,2.0,131.0123,-0.6662650130956054,0.03211204204395571
5-14C,2.0,131.035,0.8925875067320492,0.13033020783289806
5-14C,2.0,131.0462,0.9330416010178146,0.17835030785324374
5-14C,2.0,131.0828,0.24436236232428768,0.23635237138963994
5-14C,2.0,132.0302,-1.081303272150691,0.018036012796299062
5-14C,2.0,133.0142,-0.44666871040517,0.034144351235835604
5-14C,2.0,133.0257,-0.5056679699746507,0.07200415989057425
5-14C,2.0,133.0505,-1.1169825161366687,0.010675433831077892
5-14C,2.0,134.0472,-0.6623165634080561,0.168731247493689
5-14C,2.0,134.0604,-0.6021992578055998,0.4490687572128905
5-14C,2.0,135.0302,-0.7407491032320661,0.0776076396487741
5-14C,2.0,135.0453,-1.3547025735333635,0.11630878252779357
5-14C,2.0,136.0404,-0.35757139310451513,0.09181303240649578
5-14C,2.0,136.0487,-1.32590473494057,0.2548539207867143
5-14C,2.0,136.0767,1.4938247525124582,0.33498177278997315
5-14C,2.0,137.0239,-0.08276769076296253,0.27755013491430536
5-14C,2.0,138.9789,0.6079851465842194,0.4533644476626708
5-14C,2.0,139.0014,-0.30964487707201827,0.011085206661065487
5-14C,2.0,139.0067,-0.652432252507589,0.014536812518853384
5-14C,2.0,139.976,0.4697013348848894,0.5422045672430854
5-14C,2.0,143.0713,1.64855963629854,0.6153901376307083
5-14C,2.0,143.1077,2.1214880179295084,0.3895450208976389
5-14C,2.0,145.0141,-0.2577735841732335,0.2040062133804361
5-14C,2.0,145.0506,-0.8060871843046113,0.16101416740716692
5-14C,2.0,145.0623,-0.5233338944514034,0.2551596555411772
5-14C,2.0,145.0982,0.7101165621965273,0.2193177175219831
5-14C,2.0,145.1106,1.1370459322258915,0.387045136183835
5-14C,2.0,146.0459,-0.3750064583809182,0.009579547523082082
5-14C,2.0,147.0298,-0.891386959140098,0.00911915167704313
5-14C,2.0,147.0662,-1.1535417803217172,0.030188744638442174
5-14C,2.0,149.0092,1.1079123007072762,0.4397133272839169
5-14C,2.0,149.0456,0.4496070166413445,0.2090846219389601
5-14C,2.0,149.0608,0.88150742212151,0.42504448257441024
5-14C,2.0,150.0422,-0.6429271079723684,0.36076806543619205
5-14C,2.0,150.9707,-0.5008180245323288,0.3984069525964014
5-14C,2.0,151.0259,-0.6305710401130477,0.08362037238928294
5-14C,2.0,151.04,-0.1354467754113259,0.7740445669830842
5-14C,2.0,151.06,-0.034924834417427025,0.9580531949653028
5-14C,2.0,152.0353,0.42505008422960144,0.22186522365895675
5-14C,2.0,152.0716,1.7409185497690818,0.4854999269798152
5-14C,2.0,153.0192,0.0988369577900307,0.17336002755318536
5-14C,2.0,154.062,0.32741076880751685,0.20371732777478532
5-14C,2.0,154.9751,-0.9931166500381584,0.00829102584406813
5-14C,2.0,155.0099,-0.8657101256037231,0.01671633730014256
5-14C,2.0,157.0128,-0.8725909718495348,0.045190404523356764
5-14C,2.0,157.0255,-1.0919988611827192,0.028535728283612165
5-14C,2.0,157.0379,-1.1052175000684779,0.02267568486231556
5-14C,2.0,157.0504,-0.995862738727296,0.04024186872745444
5-14C,2.0,159.0297,0.7642773739359863,0.17213105602709441
5-14C,2.0,159.0775,-1.1451160136040266,0.04927073473868138
5-14C,2.0,160.0616,-0.6615576638605255,0.39465227611984577
5-14C,2.0,161.0453,0.45437625748656074,0.43475974017335456
5-14C,2.0,162.0424,-1.2054272603965601,0.19654984590689606
5-14C,2.0,163.0351,-0.9300606370377542,0.13265945498632836
5-14C,2.0,163.0398,0.4237106994094153,0.11835352841510138
5-14C,2.0,163.0611,-0.10878920186306011,0.9695157889542453
5-14C,2.0,164.0716,-0.24507050645169984,0.047311628215348525
5-14C,2.0,165.03,0.733041889005597,0.533496542178007
5-14C,2.0,165.0405,1.007628533619861,0.6598517303690621
5-14C,2.0,165.0556,-0.623428899662555,0.1287683832185428
5-14C,2.0,166.0508,-0.9031072618515066,0.39626636282012645
5-14C,2.0,166.0632,-0.24101067504967072,1.3516334925645832
5-14C,2.0,166.9759,-0.29847196427892925,0.2833597995410482
5-14C,2.0,167.0207,-0.012549537043470893,0.2775571691599529
5-14C,2.0,167.0358,1.4059164418738859,0.761805009802566
5-14C,2.0,167.0828,1.450719567206547,0.7494076376039792
5-14C,2.0,168.0277,-0.33564989739703455,0.026372248867296926
5-14C,2.0,168.0664,1.406420241649915,0.47800731680413655
5-14C,2.0,170.0455,-0.8143357938190842,0.01280623395220135
5-14C,2.0,171.0065,-0.9292032744712881,0.15131907258840577
5-14C,2.0,171.0092,-0.8938741429427354,0.010539399149545959
5-14C,2.0,171.0284,-0.792219334366081,0.06405381043220719
5-14C,2.0,172.0616,-1.2650519679272256,0.12552437546908893
5-14C,2.0,172.962,-0.5240862333012308,0.05723930596041025
5-14C,2.0,173.0089,-0.8859208271706147,0.034101899213443955
5-14C,2.0,173.0453,-0.39580473399444527,0.15517806320278113
5-14C,2.0,173.0932,-0.8277990929984784,0.05852194161431216
5-14C,2.0,173.1041,0.17274999264982224,0.18632409762087274
5-14C,2.0,174.0407,-0.963434702999382,0.001329759013223224
5-14C,2.0,174.088,-0.6259903103885094,0.04671949249506882
5-14C,2.0,175.022,-0.6493001282906701,0.1388771183086007
5-14C,2.0,175.0361,-1.096307001220227,0.014672610127877605
