,Strain,ionMz,Rel. abs. distance,Rel. distance,Mean abs. distance,Mean distance,MAE1,MAE2,Mean MAE,Strain 1,Strain 2,p-value rel,p-value abs
117,yeaS,175.0245,0.8989735293699194,-0.8847785658510009,0.22123462175744635,-0.21774128487669328,0.2726800612568878,0.2195137899069106,0.24609692558189922,yeaS,WT,0.018,0.089
118,yeaS,175.0364,2.608921181034207,-2.599487430064141,0.19774573523340538,-0.19703069484232505,0.0849467546574026,0.06664520348294772,0.07579597907017516,yeaS,WT,0.0,0.0
119,yeaS,175.061,3.198669942428738,-3.198669942428738,0.24702316764124516,-0.24702316764124516,0.06740173854618317,0.08705193881802867,0.07722683868210592,yeaS,WT,0.0,0.0
120,yeaS,177.0405,0.26257064751726855,0.00980777563709145,0.11554450003109501,0.004315922374112119,0.47690539283878947,0.40319679012510007,0.44005109148194477,yeaS,WT,0.487,0.875
121,yeaS,178.017,0.9442366883125002,0.8456095388460272,0.3369902242331936,0.30179101451641577,0.37340825193194266,0.34037512125057623,0.35689168659125947,yeaS,WT,0.013,0.048
122,yeaS,178.051,4.330941414376946,-4.330941414376946,0.16232449005409422,-0.16232449005409422,0.03987834396551473,0.035082028167547886,0.03748018606653131,yeaS,WT,0.0,0.0
123,yeaS,179.036,0.3627962562967352,-0.34742070474884157,0.09243393132640945,-0.08851651858794604,0.2912594921340806,0.21830437310496242,0.25478193261952153,yeaS,WT,0.218,0.63
124,yeaS,179.0561,1.0475390810406329,-1.0344064640317268,0.0753169677910305,-0.07437274631979993,0.07619382239002542,0.06760409246430171,0.07189895742716357,yeaS,WT,0.018,0.074
125,yeaS,180.0664,0.8145251260858389,-0.7492021517055816,0.05541729693918426,-0.05097296176492477,0.07028757821411626,0.06578507360324243,0.06803632590867933,yeaS,WT,0.051,0.172
126,yeaS,181.051,0.44752070370515395,-0.38121234435778495,0.05230436474500234,-0.044554518572002745,0.13013644100444455,0.10361526841127322,0.11687585470785888,yeaS,WT,0.229,0.564
127,yeaS,183.0061,0.4365073859989371,0.4252229244257529,0.10810861602101941,0.10531382362494689,0.27525948023632185,0.2200751669592363,0.24766732359777907,yeaS,WT,0.082,0.534
128,yeaS,184.0017,2.567518576836864,2.567518576836864,0.5494537160658267,0.5494537160658267,0.23735774594473508,0.19064594682133149,0.21400184638303327,yeaS,WT,0.0,0.0
