DO [%],FA [mL/h],FB [mL/h],N [rpm],pH,Hours,Bioreactor,CarbonSource
100.478,0.0,0.0,398.828,6.739,0.006111111111111111,M6,L-Malate
100.478,0.0,0.0,400.223,6.739,0.014444444444444444,M6,L-Malate
100.478,0.0,0.0,400.72,6.739,0.02277777777777778,M6,L-Malate
100.478,0.0,8.517,399.474,6.739,0.03111111111111111,M6,L-Malate
100.478,0.0,9.153,399.474,6.778,0.03944444444444444,M6,L-Malate
100.478,0.0,10.019,399.474,6.778,0.04777777777777778,M6,L-Malate
100.478,0.0,10.458,399.474,6.778,0.05611111111111111,M6,L-Malate
100.478,0.0,11.347,399.474,6.778,0.06444444444444444,M6,L-Malate
100.478,0.0,0.0,399.474,6.778,0.07277777777777777,M6,L-Malate
100.241,0.0,0.0,399.474,6.778,0.0811111111111111,M6,L-Malate
100.241,0.0,0.0,400.209,6.778,0.08944444444444444,M6,L-Malate
100.241,0.0,0.0,400.752,6.778,0.09777777777777777,M6,L-Malate
100.241,0.0,0.0,400.752,6.778,0.10611111111111111,M6,L-Malate
100.241,0.0,0.0,400.752,6.796,0.11444444444444445,M6,L-Malate
100.241,0.0,0.0,400.752,6.796,0.12277777777777778,M6,L-Malate
100.241,0.0,0.0,400.752,6.796,0.13111111111111112,M6,L-Malate
100.241,0.0,0.0,400.886,6.796,0.13944444444444445,M6,L-Malate
100.448,0.0,0.0,401.004,6.796,0.14777777777777779,M6,L-Malate
100.627,0.0,0.0,401.004,6.796,0.15611111111111112,M6,L-Malate
100.627,0.0,0.0,400.601,6.796,0.16444444444444445,M6,L-Malate
100.627,0.0,0.0,402.615,6.796,0.17277777777777778,M6,L-Malate
100.627,0.0,0.0,400.078,6.796,0.1811111111111111,M6,L-Malate
100.627,0.0,0.0,400.213,6.789,0.18944444444444444,M6,L-Malate
100.627,0.0,0.0,398.53,6.789,0.19777777777777777,M6,L-Malate
100.627,0.0,0.0,400.348,6.789,0.20611111111111113,M6,L-Malate
100.627,0.0,0.0,399.13,6.789,0.21444444444444447,M6,L-Malate
100.627,0.0,0.0,401.439,6.789,0.2227777777777778,M6,L-Malate
100.685,0.0,0.0,401.832,6.789,0.23111111111111113,M6,L-Malate
100.685,0.0,0.0,400.21,6.789,0.23944444444444446,M6,L-Malate
100.685,0.0,0.0,401.729,6.789,0.2477777777777778,M6,L-Malate
100.685,0.0,0.0,399.692,6.789,0.2561111111111111,M6,L-Malate
100.685,0.0,0.0,399.692,6.789,0.26472222222222225,M6,L-Malate
100.685,0.0,0.0,400.155,6.789,0.27305555555555555,M6,L-Malate
100.685,0.0,0.0,399.141,6.789,0.2813888888888889,M6,L-Malate
100.685,0.0,0.0,399.141,6.789,0.2897222222222222,M6,L-Malate
100.685,0.0,0.0,399.141,6.789,0.2980555555555556,M6,L-Malate
100.27,0.0,0.0,399.167,6.789,0.3063888888888889,M6,L-Malate
100.27,0.0,0.0,402.375,6.789,0.31472222222222224,M6,L-Malate
100.27,0.0,0.0,400.372,6.789,0.32305555555555554,M6,L-Malate
100.27,0.0,0.0,400.372,6.789,0.3313888888888889,M6,L-Malate
100.27,0.0,0.0,400.372,6.806,0.3397222222222222,M6,L-Malate
100.27,0.0,0.0,400.547,6.806,0.34805555555555556,M6,L-Malate
100.572,0.0,0.0,399.293,6.806,0.35638888888888887,M6,L-Malate
99.997,0.0,0.0,399.293,6.806,0.3647222222222222,M6,L-Malate
100.633,0.0,0.0,399.293,6.818,0.37305555555555553,M6,L-Malate
100.633,0.0,0.0,399.293,7.01,0.3813888888888889,M6,L-Malate
100.277,0.0,0.0,399.293,7.01,0.38972222222222225,M6,L-Malate
100.071,0.0,0.0,399.293,7.01,0.3980555555555556,M6,L-Malate
100.071,0.0,0.0,399.293,7.01,0.4063888888888889,M6,L-Malate
100.071,0.0,0.0,399.293,7.01,0.41472222222222227,M6,L-Malate
100.071,0.0,0.0,399.293,7.01,0.4230555555555556,M6,L-Malate
100.071,0.0,0.0,400.653,7.01,0.43138888888888893,M6,L-Malate
100.071,1.384,0.0,400.147,7.01,0.43972222222222224,M6,L-Malate
100.071,0.0,0.0,398.396,7.01,0.4480555555555556,M6,L-Malate
100.071,0.0,0.0,398.639,7.035,0.4563888888888889,M6,L-Malate
