Time&Date,N2,O2,CO2,CER,OUR,RQ,Timestamp,Hours,Bioreactor,CarbonSource
2023/09/13 09:22:10.75,78.1386,20.9267,0.0,-0.018,0.0932,-0.1927,2023-09-13 09:22:10.750,0.012430555555555556,M6,L-Malate
2023/09/13 09:26:40.90,78.1489,20.9123,0.0045,-0.0132,0.1092,-0.1209,2023-09-13 09:26:40.900,0.08747222222222222,M6,L-Malate
2023/09/13 09:31:10.64,78.1428,20.9097,0.0133,-0.0042526,0.1153,-0.0369,2023-09-13 09:31:10.640,0.1624,M6,L-Malate
2023/09/13 09:35:40.78,78.1356,20.91,0.0191,0.0017139,0.1076,0.0159,2023-09-13 09:35:40.780,0.2374388888888889,M6,L-Malate
2023/09/13 09:40:17.21,78.1355,20.9072,0.0224,0.0039603,0.1294,0.0306,2023-09-13 09:40:17.210,0.31422500000000003,M6,L-Malate
2023/09/13 09:44:46.76,78.1373,20.9036,0.0246,0.0063766,0.1218,0.0523,2023-09-13 09:44:46.760,0.3891,M6,L-Malate
2023/09/13 09:49:17.17,78.1358,20.9031,0.0257,0.0081743,0.1159,0.0705,2023-09-13 09:49:17.170,0.4642138888888889,M6,L-Malate
2023/09/13 09:53:47.35,78.1318,20.9072,0.0262,0.0090586,0.1073,0.0844,2023-09-13 09:53:47.350,0.5392638888888889,M6,L-Malate
2023/09/13 09:58:23.77,78.1335,20.905,0.027,0.0099362,0.1103,0.0901,2023-09-13 09:58:23.770,0.6160472222222222,M6,L-Malate
2023/09/13 10:02:54.64,78.1371,20.9014,0.0275,0.01,0.1282,0.0782,2023-09-13 10:02:54.640,0.6912888888888888,M6,L-Malate
2023/09/13 10:07:25.04,78.1311,20.9028,0.0317,0.0135,0.123,0.1095,2023-09-13 10:07:25.040,0.7664,M6,L-Malate
2023/09/13 10:11:54.82,78.1281,20.9006,0.0374,0.0195,0.1241,0.1574,2023-09-13 10:11:54.820,0.841338888888889,M6,L-Malate
2023/09/13 10:16:31.17,78.1224,20.8991,0.0436,0.026,0.1179,0.2203,2023-09-13 10:16:31.170,0.9181027777777778,M6,L-Malate
2023/09/13 10:21:01.14,78.1196,20.8979,0.048,0.0307,0.1092,0.2806,2023-09-13 10:21:01.140,0.9930944444444444,M6,L-Malate
2023/09/13 10:25:32.13,78.1186,20.8974,0.0502,0.0329,0.1178,0.2789,2023-09-13 10:25:32.130,1.0683694444444445,M6,L-Malate
2023/09/13 10:30:02.21,78.1153,20.8983,0.0511,0.0327,0.1275,0.2565,2023-09-13 10:30:02.210,1.1433916666666666,M6,L-Malate
2023/09/13 10:34:38.27,78.115,20.901,0.0496,0.0313,0.1127,0.2776,2023-09-13 10:34:38.270,1.220075,M6,L-Malate
2023/09/13 10:39:08.30,78.124,20.8977,0.0441,0.0267,0.1055,0.2528,2023-09-13 10:39:08.300,1.2950833333333334,M6,L-Malate
2023/09/13 10:43:39.42,78.129,20.9014,0.0354,0.0186,0.1156,0.1608,2023-09-13 10:43:39.420,1.3703944444444445,M6,L-Malate
2023/09/13 10:48:10.59,78.1356,20.9019,0.0274,0.0107,0.1128,0.0944,2023-09-13 10:48:10.590,1.4457194444444446,M6,L-Malate
2023/09/13 10:52:47.52,78.1362,20.9077,0.0212,0.0038821,0.1203,0.0323,2023-09-13 10:52:47.520,1.5226444444444445,M6,L-Malate
2023/09/13 10:57:17.67,78.1349,20.9078,0.0232,0.0051907,0.1108,0.0469,2023-09-13 10:57:17.670,1.5976861111111111,M6,L-Malate
2023/09/13 11:01:48.31,78.1478,20.9088,0.0093,-0.0079021,0.1067,-0.074,2023-09-13 11:01:48.310,1.672863888888889,M6,L-Malate
2023/09/13 11:06:17.91,78.1184,20.9361,0.0093,-0.0077275,0.0757,-0.1021,2023-09-13 11:06:17.910,1.7477527777777777,M6,L-Malate
2023/09/13 11:10:54.15,78.1366,20.9013,0.0269,0.0105,0.12,0.0877,2023-09-13 11:10:54.150,1.824486111111111,M6,L-Malate
2023/09/13 11:15:24.35,78.1349,20.9056,0.0254,0.0073161,0.1228,0.0596,2023-09-13 11:15:24.350,1.8995416666666667,M6,L-Malate
2023/09/13 11:19:54.91,78.1411,20.9011,0.0232,0.0055825,0.1244,0.0449,2023-09-13 11:19:54.910,1.974697222222222,M6,L-Malate
2023/09/13 11:24:24.53,78.1348,20.9026,0.0278,0.0106,0.1171,0.0903,2023-09-13 11:24:24.530,2.0495916666666667,M6,L-Malate
2023/09/13 11:29:00.62,78.1392,20.9,0.0273,0.0108,0.1168,0.0924,2023-09-13 11:29:00.620,2.1262833333333333,M6,L-Malate
2023/09/13 11:33:29.76,78.1318,20.9025,0.0313,0.0139,0.1231,0.1133,2023-09-13 11:33:29.760,2.2010444444444444,M6,L-Malate
2023/09/13 11:38:00.82,78.137,20.9002,0.0281,0.0101,0.1288,0.0784,2023-09-13 11:38:00.820,2.2763388888888887,M6,L-Malate
2023/09/13 11:42:30.90,78.1329,20.9041,0.0278,0.0102,0.1164,0.0874,2023-09-13 11:42:30.900,2.351361111111111,M6,L-Malate
2023/09/13 11:47:07.26,78.1379,20.8987,0.0292,0.0122,0.115,0.1057,2023-09-13 11:47:07.260,2.4281277777777777,M6,L-Malate
2023/09/13 11:51:37.38,78.1305,20.9052,0.0298,0.0133,0.1107,0.12,2023-09-13 11:51:37.380,2.503161111111111,M6,L-Malate
2023/09/13 11:56:07.49,78.1335,20.9012,0.0311,0.014,0.1334,0.1047,2023-09-13 11:56:07.490,2.5781916666666667,M6,L-Malate
2023/09/13 12:00:37.68,78.1325,20.9007,0.0321,0.0136,0.1261,0.1078,2023-09-13 12:00:37.680,2.6532444444444447,M6,L-Malate
2023/09/13 12:05:14.76,78.1299,20.8996,0.0358,0.0185,0.1185,0.1559,2023-09-13 12:05:14.760,2.730211111111111,M6,L-Malate
2023/09/13 12:09:44.99,78.1341,20.8947,0.0369,0.0198,0.1172,0.1692,2023-09-13 12:09:44.990,2.805275,M6,L-Malate
2023/09/13 12:14:15.94,78.1279,20.8981,0.0396,0.0232,0.1154,0.2008,2023-09-13 12:14:15.940,2.880538888888889,M6,L-Malate
2023/09/13 12:18:47.17,78.1265,20.8984,0.0407,0.0234,0.1279,0.1827,2023-09-13 12:18:47.170,2.9558805555555554,M6,L-Malate
2023/09/13 12:23:23.40,78.1277,20.8958,0.0422,0.0245,0.12,0.2041,2023-09-13 12:23:23.400,3.032611111111111,M6,L-Malate
2023/09/13 12:27:53.50,78.129,20.8921,0.044,0.0267,0.1155,0.2308,2023-09-13 12:27:53.500,3.107638888888889,M6,L-Malate
2023/09/13 12:32:23.53,78.1299,20.8899,0.046,0.0291,0.1265,0.2298,2023-09-13 12:32:23.530,3.182647222222222,M6,L-Malate
2023/09/13 12:36:53.59,78.1275,20.8909,0.0475,0.0312,0.142,0.2199,2023-09-13 12:36:53.590,3.257663888888889,M6,L-Malate
2023/09/13 12:41:30.81,78.1246,20.8902,0.0505,0.0327,0.1308,0.2503,2023-09-13 12:41:30.810,3.3346694444444442,M6,L-Malate
2023/09/13 12:46:00.94,78.1256,20.8873,0.0522,0.0348,0.1245,0.2794,2023-09-13 12:46:00.940,3.4097055555555555,M6,L-Malate
2023/09/13 12:50:31.12,78.1251,20.8862,0.0547,0.038,0.1279,0.2968,2023-09-13 12:50:31.120,3.4847555555555556,M6,L-Malate
2023/09/13 12:55:01.16,78.1114,20.8827,0.0712,0.0548,0.1435,0.3816,2023-09-13 12:55:01.160,3.5597666666666665,M6,L-Malate
2023/09/13 12:59:38.50,78.108,20.8751,0.0821,0.0652,0.1424,0.4582,2023-09-13 12:59:38.500,3.6368055555555556,M6,L-Malate
2023/09/13 13:04:08.06,78.1151,20.8779,0.072,0.055,0.1507,0.3648,2023-09-13 13:04:08.060,3.7116833333333332,M6,L-Malate
2023/09/13 13:08:38.54,78.1185,20.8758,0.0709,0.0533,0.1559,0.3421,2023-09-13 13:08:38.540,3.7868166666666667,M6,L-Malate
2023/09/13 13:13:08.67,78.1143,20.8785,0.0729,0.0554,0.1373,0.4038,2023-09-13 13:13:08.670,3.8618527777777776,M6,L-Malate
2023/09/13 13:17:44.86,78.1177,20.8725,0.0759,0.0592,0.1336,0.4433,2023-09-13 13:17:44.860,3.9385722222222226,M6,L-Malate
2023/09/13 13:22:14.74,78.1165,20.87,0.0793,0.0624,0.1433,0.4357,2023-09-13 13:22:14.740,4.013538888888889,M6,L-Malate
2023/09/13 13:26:44.87,78.1121,20.8704,0.0825,0.0648,0.1534,0.4228,2023-09-13 13:26:44.870,4.0885750000000005,M6,L-Malate
2023/09/13 13:31:15.87,78.1126,20.8671,0.0856,0.0676,0.1447,0.4674,2023-09-13 13:31:15.870,4.163852777777778,M6,L-Malate
2023/09/13 13:35:52.09,78.1088,20.864,0.0931,0.0758,0.1437,0.5277,2023-09-13 13:35:52.090,4.240580555555556,M6,L-Malate
2023/09/13 13:40:22.16,78.0896,20.8574,0.119,0.102,0.146,0.6981,2023-09-13 13:40:22.160,4.3156,M6,L-Malate
2023/09/13 13:44:51.32,78.1044,20.8532,0.1086,0.0911,0.1767,0.5157,2023-09-13 13:44:51.320,4.390366666666667,M6,L-Malate
2023/09/13 13:49:20.44,78.1015,20.857,0.1062,0.0881,0.1602,0.5502,2023-09-13 13:49:20.440,4.465122222222222,M6,L-Malate
2023/09/13 13:53:57.17,78.1022,20.8567,0.1068,0.0893,0.1577,0.5661,2023-09-13 13:53:57.170,4.541991666666667,M6,L-Malate
2023/09/13 13:58:26.64,78.095,20.8499,0.1213,0.1044,0.1528,0.6836,2023-09-13 13:58:26.640,4.616844444444444,M6,L-Malate
2023/09/13 14:02:55.55,78.1019,20.8507,0.1131,0.0962,0.1768,0.5441,2023-09-13 14:02:55.550,4.691541666666667,M6,L-Malate
2023/09/13 14:07:24.38,78.1024,20.8556,0.1078,0.0899,0.1729,0.5196,2023-09-13 14:07:24.380,4.766216666666667,M6,L-Malate
2023/09/13 14:12:01.18,78.1166,20.8531,0.0958,0.0782,0.165,0.4736,2023-09-13 14:12:01.180,4.843105555555556,M6,L-Malate
2023/09/13 14:16:29.57,78.1223,20.8562,0.0869,0.0695,0.1565,0.4439,2023-09-13 14:16:29.570,4.917658333333334,M6,L-Malate
2023/09/13 14:20:58.42,78.1217,20.8448,0.0993,0.0824,0.1706,0.4832,2023-09-13 14:20:58.420,4.992338888888888,M6,L-Malate
2023/09/13 14:25:27.56,78.1117,20.8439,0.1103,0.0924,0.186,0.4969,2023-09-13 14:25:27.560,5.0671,M6,L-Malate
2023/09/13 14:30:03.71,78.1166,20.8493,0.099,0.0804,0.1698,0.4735,2023-09-13 14:30:03.710,5.143808333333333,M6,L-Malate
2023/09/13 14:34:32.21,78.1164,20.841,0.1078,0.0904,0.1721,0.5255,2023-09-13 14:34:32.210,5.218391666666666,M6,L-Malate
2023/09/13 14:39:01.17,78.1073,20.8404,0.118,0.101,0.1735,0.5822,2023-09-13 14:39:01.170,5.2931027777777775,M6,L-Malate
2023/09/13 14:43:30.41,78.1043,20.8401,0.1212,0.1041,0.1862,0.5593,2023-09-13 14:43:30.410,5.367891666666667,M6,L-Malate
2023/09/13 14:48:05.13,78.0994,20.8408,0.1249,0.1069,0.1872,0.571,2023-09-13 14:48:05.130,5.444202777777778,M6,L-Malate
2023/09/13 14:52:33.49,78.095,20.8392,0.1304,0.1128,0.1732,0.6512,2023-09-13 14:52:33.490,5.518747222222222,M6,L-Malate
2023/09/13 14:57:02.48,78.1016,20.8294,0.1346,0.1177,0.1859,0.6331,2023-09-13 14:57:02.480,5.593466666666666,M6,L-Malate
2023/09/13 15:01:30.63,78.0985,20.8274,0.1394,0.1228,0.1807,0.6798,2023-09-13 15:01:30.630,5.667952777777778,M6,L-Malate
2023/09/13 15:06:06.24,78.0955,20.8268,0.1432,0.1256,0.1968,0.6385,2023-09-13 15:06:06.240,5.744511111111112,M6,L-Malate
2023/09/13 15:10:34.28,78.0929,20.8243,0.1475,0.1292,0.1833,0.7047,2023-09-13 15:10:34.280,5.818966666666666,M6,L-Malate
2023/09/13 15:15:02.81,78.0967,20.8163,0.1529,0.1358,0.1921,0.7071,2023-09-13 15:15:02.810,5.893558333333334,M6,L-Malate
2023/09/13 15:19:31.53,78.089,20.8175,0.1582,0.1415,0.184,0.7693,2023-09-13 15:19:31.530,5.968202777777777,M6,L-Malate
2023/09/13 15:24:06.55,78.0932,20.8086,0.1636,0.147,0.2047,0.7179,2023-09-13 15:24:06.550,6.044597222222222,M6,L-Malate
