DO [%],FA [mL/h],FB [mL/h],N [rpm],pH,Hours,Bioreactor,CarbonSource
97.818,0.0,0.0,399.924,7.087,0.006111111111111111,M4,Galactose
97.818,0.0,0.0,397.901,7.087,0.014444444444444444,M4,Galactose
97.818,0.0,0.0,400.897,7.087,0.02277777777777778,M4,Galactose
98.226,2.611,1.262,400.897,7.087,0.03111111111111111,M4,Galactose
98.622,3.148,0.0,400.897,7.087,0.03944444444444444,M4,Galactose
98.772,3.332,0.0,400.897,7.087,0.04777777777777778,M4,Galactose
97.621,3.59,0.0,400.453,7.087,0.05611111111111111,M4,Galactose
97.629,3.719,0.0,399.417,7.087,0.06444444444444444,M4,Galactose
98.58,4.175,0.0,400.665,7.087,0.07277777777777777,M4,Galactose
98.58,4.42,0.0,399.658,7.087,0.0811111111111111,M4,Galactose
98.58,4.617,0.0,401.029,7.087,0.08944444444444444,M4,Galactose
98.58,5.038,0.0,398.673,7.087,0.09777777777777777,M4,Galactose
98.58,5.154,0.0,398.934,7.087,0.10611111111111111,M4,Galactose
98.58,5.467,0.0,400.527,7.087,0.11444444444444445,M4,Galactose
98.715,5.705,0.0,400.527,7.087,0.12277777777777778,M4,Galactose
97.761,5.705,0.0,400.527,7.087,0.13111111111111112,M4,Galactose
98.602,5.705,0.0,400.527,7.078,0.13944444444444445,M4,Galactose
98.602,5.773,0.0,400.527,7.078,0.14777777777777779,M4,Galactose
98.602,5.949,0.0,400.527,7.078,0.15611111111111112,M4,Galactose
98.602,5.936,0.0,400.527,7.078,0.16444444444444445,M4,Galactose
98.602,5.732,0.0,400.527,7.078,0.17277777777777778,M4,Galactose
98.602,5.841,0.0,400.59,7.078,0.1811111111111111,M4,Galactose
98.602,5.616,0.0,398.443,7.078,0.18944444444444444,M4,Galactose
98.602,5.616,0.0,399.412,7.078,0.19777777777777777,M4,Galactose
98.602,5.548,0.0,400.786,7.078,0.20611111111111113,M4,Galactose
98.093,5.236,0.0,400.786,7.034,0.21444444444444447,M4,Galactose
98.093,5.236,0.0,400.786,7.034,0.2227777777777778,M4,Galactose
98.578,5.12,0.0,400.786,7.034,0.23111111111111113,M4,Galactose
98.026,4.943,0.0,400.786,7.034,0.23944444444444446,M4,Galactose
98.026,0.0,0.0,400.786,7.034,0.2477777777777778,M4,Galactose
98.026,0.0,0.0,400.786,7.034,0.2561111111111111,M4,Galactose
97.325,0.0,0.0,400.786,7.034,0.26472222222222225,M4,Galactose
96.854,0.0,0.0,400.551,7.034,0.27305555555555555,M4,Galactose
97.137,0.0,0.0,399.11,7.034,0.2813888888888889,M4,Galactose
97.849,0.0,0.0,399.11,7.018,0.2897222222222222,M4,Galactose
99.644,0.0,0.0,399.11,7.018,0.2980555555555556,M4,Galactose
99.174,0.0,0.0,399.11,7.018,0.3063888888888889,M4,Galactose
97.891,0.0,0.0,399.05,7.018,0.31472222222222224,M4,Galactose
97.891,0.0,0.0,398.094,7.018,0.32305555555555554,M4,Galactose
97.891,0.0,0.0,400.467,7.018,0.3313888888888889,M4,Galactose
97.285,0.0,0.0,400.467,7.018,0.3397222222222222,M4,Galactose
99.329,0.0,0.0,400.467,7.018,0.34805555555555556,M4,Galactose
97.25,0.0,0.0,400.467,7.018,0.35638888888888887,M4,Galactose
97.25,0.0,0.0,400.467,7.02,0.3647222222222222,M4,Galactose
97.25,0.0,0.0,400.467,7.02,0.37305555555555553,M4,Galactose
97.15,0.0,0.0,400.467,7.02,0.3813888888888889,M4,Galactose
97.809,0.0,0.0,400.467,7.02,0.38972222222222225,M4,Galactose
97.809,0.0,0.0,400.467,7.02,0.3980555555555556,M4,Galactose
97.809,0.0,0.0,399.26,7.02,0.4063888888888889,M4,Galactose
