DO [%],FA [mL/h],FB [mL/h],N [rpm],pH,Hours,Bioreactor,CarbonSource
109.157,0.0,0.0,400.206,7.014,0.5147222222222222,M3,Galactose
109.157,0.0,0.0,400.501,7.014,0.5230555555555556,M3,Galactose
109.157,0.0,0.0,398.742,7.014,0.5313888888888889,M3,Galactose
109.157,0.0,0.0,400.022,7.014,0.5397222222222222,M3,Galactose
109.472,0.0,0.0,400.022,7.014,0.5480555555555555,M3,Galactose
109.472,0.0,0.0,400.022,7.014,0.5563888888888889,M3,Galactose
109.472,0.0,0.0,400.022,7.014,0.5647222222222222,M3,Galactose
109.472,0.0,0.0,400.022,7.014,0.5730555555555555,M3,Galactose
109.366,0.0,0.0,400.022,7.014,0.5813888888888888,M3,Galactose
108.733,0.0,0.0,400.022,7.014,0.5897222222222223,M3,Galactose
108.733,0.0,0.0,399.583,7.014,0.5980555555555556,M3,Galactose
108.733,0.0,0.0,399.046,7.014,0.6063888888888889,M3,Galactose
108.733,0.0,0.0,399.046,7.014,0.6147222222222222,M3,Galactose
108.733,0.0,0.0,399.046,7.014,0.6230555555555556,M3,Galactose
108.733,0.0,0.0,399.046,7.014,0.6313888888888889,M3,Galactose
108.733,0.0,0.0,399.046,7.014,0.6397222222222222,M3,Galactose
108.733,0.0,0.0,400.641,7.014,0.6480555555555555,M3,Galactose
108.733,0.0,0.0,400.875,7.014,0.6563888888888889,M3,Galactose
108.451,0.0,0.0,399.464,7.014,0.6647222222222222,M3,Galactose
108.451,0.0,0.0,400.444,7.014,0.6730555555555555,M3,Galactose
108.451,0.0,0.0,398.204,7.014,0.6813888888888888,M3,Galactose
108.451,0.0,0.0,402.009,7.014,0.6897222222222222,M3,Galactose
108.451,0.0,0.0,400.215,7.014,0.6980555555555555,M3,Galactose
108.451,0.0,0.0,400.215,7.014,0.7063888888888888,M3,Galactose
108.451,0.0,0.0,400.044,7.014,0.7147222222222221,M3,Galactose
108.451,0.0,0.0,398.977,7.014,0.7230555555555556,M3,Galactose
108.451,0.0,0.0,400.942,7.014,0.7313888888888889,M3,Galactose
107.926,0.0,0.0,400.942,7.013,0.74,M3,Galactose
107.926,0.0,0.0,400.835,7.013,0.7483333333333333,M3,Galactose
107.926,0.0,0.0,399.269,7.013,0.7566666666666667,M3,Galactose
107.926,0.0,0.0,400.766,7.013,0.765,M3,Galactose
107.926,0.0,0.0,398.746,7.013,0.7733333333333334,M3,Galactose
107.926,0.0,0.0,400.628,7.013,0.7816666666666667,M3,Galactose
107.926,0.0,0.0,401.786,7.013,0.79,M3,Galactose
107.517,0.0,0.0,400.118,7.013,0.7983333333333333,M3,Galactose
107.459,0.0,0.0,398.723,7.013,0.8066666666666668,M3,Galactose
107.459,0.0,0.0,399.891,7.013,0.8150000000000001,M3,Galactose
107.459,0.0,0.0,401.322,7.01,0.8233333333333334,M3,Galactose
107.459,0.0,0.0,398.4,7.01,0.8316666666666667,M3,Galactose
106.898,0.0,0.0,400.327,7.01,0.8400000000000001,M3,Galactose
106.644,0.0,0.0,400.327,7.01,0.8483333333333334,M3,Galactose
106.644,0.0,0.0,400.43,7.01,0.8566666666666667,M3,Galactose
106.644,0.0,0.0,398.594,7.01,0.865,M3,Galactose
106.644,0.0,0.0,399.856,7.01,0.8733333333333334,M3,Galactose
106.644,0.0,0.0,399.856,7.01,0.8816666666666667,M3,Galactose
106.644,0.0,0.0,400.695,7.01,0.89,M3,Galactose
106.644,0.0,0.0,398.916,7.01,0.8983333333333333,M3,Galactose
106.644,0.0,0.0,398.916,7.01,0.9066666666666667,M3,Galactose
106.644,0.0,0.0,400.363,7.01,0.915,M3,Galactose
106.265,0.0,0.0,401.494,7.01,0.9233333333333333,M3,Galactose
106.265,0.0,0.0,400.744,7.01,0.9316666666666666,M3,Galactose
106.265,0.0,0.0,399.003,7.01,0.9400000000000001,M3,Galactose
106.265,0.0,0.0,398.958,7.01,0.9483333333333334,M3,Galactose
107.186,0.0,0.0,400.62,7.01,0.9566666666666667,M3,Galactose
107.378,0.0,0.0,400.62,7.01,0.965,M3,Galactose
107.378,0.0,0.0,400.209,7.007,0.9733333333333334,M3,Galactose
107.378,0.0,0.0,399.434,7.007,0.9816666666666667,M3,Galactose
107.378,0.0,0.0,399.434,7.007,0.99,M3,Galactose
107.378,0.0,0.0,399.759,7.007,0.9983333333333333,M3,Galactose
107.378,0.0,0.0,400.629,7.007,1.0066666666666666,M3,Galactose
107.378,0.0,0.0,399.051,7.007,1.015,M3,Galactose
107.378,0.0,0.0,401.143,7.007,1.0233333333333332,M3,Galactose
107.378,0.0,0.0,399.312,7.007,1.0316666666666665,M3,Galactose
107.833,0.0,0.0,400.129,7.007,1.04,M3,Galactose
107.984,0.0,0.0,398.696,7.007,1.0483333333333333,M3,Galactose
107.984,0.0,0.0,400.388,7.007,1.0566666666666666,M3,Galactose
107.984,0.0,0.0,400.989,7.007,1.065,M3,Galactose
107.984,0.0,0.0,399.428,7.007,1.0733333333333333,M3,Galactose
107.984,0.0,0.0,400.491,7.007,1.0816666666666666,M3,Galactose
107.984,0.0,0.0,398.711,7.007,1.0899999999999999,M3,Galactose
107.984,0.0,0.0,398.275,7.007,1.0983333333333332,M3,Galactose
107.984,0.0,0.0,400.018,7.007,1.1066666666666667,M3,Galactose
107.984,0.0,0.0,400.018,7.007,1.115,M3,Galactose
107.867,0.0,0.0,400.018,7.007,1.1233333333333333,M3,Galactose
107.867,0.0,0.0,398.88,7.007,1.1316666666666666,M3,Galactose
107.867,0.0,0.0,400.898,7.007,1.14,M3,Galactose
107.867,0.0,0.0,400.898,7.007,1.1483333333333332,M3,Galactose
107.867,0.0,0.0,399.387,7.007,1.1566666666666665,M3,Galactose
107.867,0.0,0.0,401.208,7.007,1.1649999999999998,M3,Galactose
107.867,0.0,0.0,398.794,7.007,1.1733333333333333,M3,Galactose
107.867,0.0,0.0,401.313,7.007,1.1816666666666666,M3,Galactose
107.867,0.0,0.0,401.313,7.007,1.19,M3,Galactose
108.475,0.0,0.0,401.313,7.006,1.1983333333333333,M3,Galactose
108.78,0.0,0.0,401.313,7.006,1.2066666666666666,M3,Galactose
108.78,0.0,0.0,401.313,7.006,1.2149999999999999,M3,Galactose
108.78,0.0,0.0,400.936,7.006,1.2233333333333334,M3,Galactose
108.78,0.0,0.0,399.354,7.006,1.2316666666666667,M3,Galactose
108.78,0.0,0.0,400.269,7.006,1.24,M3,Galactose
108.78,0.0,0.0,399.154,7.006,1.2483333333333333,M3,Galactose
108.78,0.0,0.0,399.448,7.006,1.2566666666666666,M3,Galactose
108.78,0.0,0.0,401.582,7.006,1.265,M3,Galactose
108.78,0.0,0.0,400.37,7.006,1.2733333333333332,M3,Galactose
108.608,0.0,0.0,400.37,7.006,1.2816666666666665,M3,Galactose
108.608,0.0,0.0,400.216,7.006,1.2899999999999998,M3,Galactose
108.608,0.0,0.0,400.86,7.006,1.2983333333333331,M3,Galactose
108.608,0.0,0.0,400.025,7.006,1.3066666666666666,M3,Galactose
108.608,0.0,0.0,401.32,7.006,1.315,M3,Galactose
108.608,0.0,0.0,401.32,7.006,1.3233333333333333,M3,Galactose
108.608,0.0,0.0,401.32,7.006,1.3316666666666666,M3,Galactose
108.608,0.0,0.0,401.32,7.006,1.3399999999999999,M3,Galactose
108.608,0.0,0.0,401.32,7.002,1.3483333333333332,M3,Galactose
108.75,0.0,0.0,401.32,7.002,1.3566666666666667,M3,Galactose
108.75,0.0,0.0,399.733,7.002,1.365,M3,Galactose
108.75,0.0,0.0,399.16,7.002,1.3733333333333333,M3,Galactose
108.75,0.0,0.0,399.16,7.002,1.3816666666666666,M3,Galactose
108.75,0.0,0.0,399.16,7.002,1.39,M3,Galactose
108.75,0.0,0.0,399.16,7.002,1.3983333333333332,M3,Galactose
108.75,0.0,0.0,399.16,7.002,1.4066666666666665,M3,Galactose
108.75,0.0,0.0,399.16,7.002,1.4149999999999998,M3,Galactose
108.75,0.0,0.0,399.16,7.002,1.4233333333333333,M3,Galactose
108.838,0.0,0.0,399.16,7.002,1.4316666666666666,M3,Galactose
108.838,0.0,0.0,399.16,7.002,1.44,M3,Galactose
108.838,0.0,0.0,399.927,7.002,1.4483333333333333,M3,Galactose
108.838,0.0,0.0,399.322,7.002,1.4566666666666666,M3,Galactose
108.439,0.0,0.0,400.422,7.002,1.4649999999999999,M3,Galactose
107.865,0.0,0.0,399.295,7.002,1.4733333333333334,M3,Galactose
107.865,0.0,0.0,401.029,7.002,1.4816666666666667,M3,Galactose
107.865,0.0,0.0,399.908,7.002,1.49,M3,Galactose
107.865,0.0,0.0,400.708,7.002,1.4983333333333333,M3,Galactose
107.865,0.0,0.0,399.535,7.002,1.5066666666666666,M3,Galactose
107.865,0.0,0.0,399.535,7.002,1.515,M3,Galactose
107.865,0.0,0.0,399.535,7.002,1.5233333333333332,M3,Galactose
107.865,0.0,0.0,399.535,7.002,1.5319444444444443,M3,Galactose
107.865,0.0,0.0,399.535,7.002,1.5402777777777776,M3,Galactose
108.146,0.0,0.0,400.686,7.002,1.548611111111111,M3,Galactose
108.146,0.0,0.0,401.284,7.002,1.5569444444444445,M3,Galactose
108.146,0.0,0.0,400.311,7.002,1.5652777777777778,M3,Galactose
108.146,0.0,0.0,399.105,7.002,1.573611111111111,M3,Galactose
108.283,0.0,0.0,399.105,7.002,1.5819444444444444,M3,Galactose
108.87,0.0,0.0,399.105,7.002,1.590277777777778,M3,Galactose
108.87,0.0,0.0,399.105,7.002,1.5986111111111112,M3,Galactose
108.87,0.0,0.0,399.757,7.002,1.6069444444444445,M3,Galactose
108.87,0.0,0.0,400.458,7.002,1.6152777777777778,M3,Galactose
108.87,0.0,0.0,399.904,7.002,1.6236111111111111,M3,Galactose
108.87,0.0,0.0,398.743,7.002,1.6319444444444444,M3,Galactose
108.87,0.0,0.0,399.934,7.002,1.6402777777777777,M3,Galactose
108.87,0.0,0.0,401.389,7.002,1.648611111111111,M3,Galactose
108.87,0.0,0.0,399.618,7.002,1.6569444444444443,M3,Galactose
109.178,0.0,0.0,399.618,7.002,1.6652777777777776,M3,Galactose
109.178,0.0,0.0,399.618,7.002,1.673611111111111,M3,Galactose
109.178,0.0,0.0,399.618,7.002,1.6819444444444442,M3,Galactose
109.178,0.0,0.0,399.618,7.002,1.6902777777777778,M3,Galactose
109.178,0.0,0.0,399.618,7.002,1.698611111111111,M3,Galactose
109.178,0.0,0.0,399.618,7.002,1.7069444444444444,M3,Galactose
109.178,0.0,0.0,399.618,7.002,1.7152777777777777,M3,Galactose
109.178,0.0,0.0,399.618,7.002,1.7236111111111112,M3,Galactose
109.178,0.0,0.0,399.725,7.002,1.7319444444444445,M3,Galactose
108.93,0.0,0.0,401.04,7.002,1.7402777777777778,M3,Galactose
108.93,0.0,0.0,399.613,7.002,1.7486111111111111,M3,Galactose
108.93,0.0,0.0,399.613,7.002,1.7569444444444444,M3,Galactose
108.93,0.0,0.0,399.613,7.002,1.7652777777777777,M3,Galactose
108.93,0.0,0.0,400.167,7.002,1.773611111111111,M3,Galactose
108.93,0.0,0.0,397.843,7.002,1.7819444444444443,M3,Galactose
108.93,0.0,0.0,400.078,7.002,1.7902777777777776,M3,Galactose
108.93,0.0,0.0,398.842,6.997,1.798611111111111,M3,Galactose
108.93,0.0,0.0,400.469,6.997,1.8069444444444445,M3,Galactose
108.897,0.0,0.0,399.669,6.997,1.8152777777777778,M3,Galactose
108.897,0.0,0.0,398.149,6.997,1.823611111111111,M3,Galactose
108.897,0.0,0.0,401.268,6.997,1.8319444444444444,M3,Galactose
108.897,0.0,0.0,400.259,6.997,1.840277777777778,M3,Galactose
108.897,0.0,0.0,400.259,6.997,1.8486111111111112,M3,Galactose
108.897,0.0,0.0,400.259,6.997,1.8569444444444445,M3,Galactose
108.897,0.0,0.0,400.259,6.997,1.8652777777777778,M3,Galactose
109.163,0.0,0.0,400.259,6.997,1.8736111111111111,M3,Galactose
109.332,0.0,0.0,400.642,6.997,1.8819444444444444,M3,Galactose
109.332,0.0,0.0,399.211,6.997,1.8902777777777777,M3,Galactose
109.332,0.0,0.0,400.204,6.997,1.898611111111111,M3,Galactose
109.332,0.0,0.0,398.652,6.997,1.9069444444444443,M3,Galactose
109.332,0.0,0.0,400.7,6.997,1.9152777777777776,M3,Galactose
109.332,0.0,0.0,400.7,6.997,1.923611111111111,M3,Galactose
109.332,0.0,0.0,400.7,6.997,1.9319444444444442,M3,Galactose
109.332,0.0,0.0,400.7,6.997,1.9402777777777778,M3,Galactose
109.332,0.0,0.0,399.963,6.997,1.948611111111111,M3,Galactose
109.925,0.0,0.0,398.969,6.997,1.9569444444444444,M3,Galactose
109.925,0.0,0.0,401.304,6.997,1.9652777777777777,M3,Galactose
109.925,0.0,0.0,398.864,6.997,1.9736111111111112,M3,Galactose
109.925,0.0,0.0,398.864,6.997,1.9819444444444445,M3,Galactose
109.925,0.0,0.0,398.864,6.997,1.9902777777777778,M3,Galactose
109.925,0.0,0.0,398.864,6.997,1.9986111111111111,M3,Galactose
109.925,0.0,0.0,398.864,6.997,2.0069444444444446,M3,Galactose
109.925,0.0,0.0,398.864,6.997,2.015277777777778,M3,Galactose
109.919,0.0,0.0,398.864,6.997,2.0236111111111112,M3,Galactose
109.31,0.0,0.0,398.864,6.997,2.0319444444444446,M3,Galactose
109.31,0.0,0.0,398.864,6.997,2.040277777777778,M3,Galactose
109.31,0.0,0.0,400.284,6.997,2.048611111111111,M3,Galactose
109.31,0.0,0.0,400.191,6.997,2.0569444444444445,M3,Galactose
109.31,0.0,0.0,398.941,6.997,2.0652777777777778,M3,Galactose
109.31,0.0,0.0,399.912,6.997,2.0736111111111115,M3,Galactose
109.31,0.0,0.0,401.343,6.997,2.081944444444445,M3,Galactose
109.165,0.0,0.0,400.274,6.997,2.090277777777778,M3,Galactose
108.712,0.0,0.0,400.274,6.997,2.0986111111111114,M3,Galactose
108.712,0.0,0.0,400.274,6.997,2.1069444444444447,M3,Galactose
108.712,0.0,0.0,400.274,6.997,2.115277777777778,M3,Galactose
108.712,0.0,0.0,400.274,6.997,2.1236111111111113,M3,Galactose
108.712,0.0,0.0,400.274,6.997,2.1319444444444446,M3,Galactose
108.45,0.0,0.0,400.274,6.997,2.140277777777778,M3,Galactose
108.005,0.0,0.0,400.274,6.997,2.1486111111111112,M3,Galactose
108.005,0.0,0.0,400.274,6.997,2.157222222222222,M3,Galactose
108.005,0.0,0.0,400.036,6.997,2.1655555555555557,M3,Galactose
108.718,0.0,0.0,400.036,6.993,2.1738888888888885,M3,Galactose
108.891,0.0,0.0,400.036,6.993,2.1819444444444445,M3,Galactose
108.891,0.0,0.0,400.036,6.993,2.1902777777777778,M3,Galactose
108.891,0.0,0.0,399.728,6.993,2.198611111111111,M3,Galactose
108.891,0.0,0.0,401.347,6.993,2.206944444444445,M3,Galactose
108.891,0.0,0.0,401.347,6.993,2.215277777777778,M3,Galactose
108.891,0.0,0.0,400.671,6.993,2.2236111111111114,M3,Galactose
108.891,0.0,0.0,399.76,6.993,2.2319444444444447,M3,Galactose
108.891,0.0,0.0,399.76,6.993,2.240277777777778,M3,Galactose
108.891,0.0,0.0,399.125,6.993,2.2486111111111113,M3,Galactose
108.719,0.0,0.0,400.552,6.993,2.2569444444444446,M3,Galactose
108.719,0.0,0.0,399.407,6.993,2.265277777777778,M3,Galactose
108.719,0.0,0.0,399.407,6.993,2.2736111111111112,M3,Galactose
108.507,0.0,0.0,399.407,6.993,2.2822222222222224,M3,Galactose
107.967,0.0,0.0,399.407,6.993,2.2905555555555552,M3,Galactose
107.967,0.0,0.0,399.407,6.993,2.298888888888889,M3,Galactose
107.967,0.0,0.0,400.735,6.993,2.307222222222222,M3,Galactose
107.967,0.0,0.0,401.228,6.993,2.3155555555555556,M3,Galactose
107.46,0.0,0.0,398.926,6.993,2.3238888888888884,M3,Galactose
107.121,0.0,0.0,400.019,6.993,2.332222222222222,M3,Galactose
107.121,0.0,0.0,401.989,6.993,2.3405555555555555,M3,Galactose
107.121,0.0,0.0,400.393,6.993,2.3488888888888892,M3,Galactose
107.121,0.0,0.0,398.627,6.993,2.357222222222222,M3,Galactose
107.121,0.0,0.0,400.122,6.993,2.365555555555556,M3,Galactose
107.121,0.0,0.0,400.122,6.993,2.3738888888888887,M3,Galactose
107.121,0.0,0.0,400.122,6.993,2.3822222222222225,M3,Galactose
107.121,0.0,0.0,400.122,6.993,2.3905555555555553,M3,Galactose
106.575,0.0,0.0,400.122,6.993,2.398888888888889,M3,Galactose
106.548,0.0,0.0,400.122,6.993,2.407222222222222,M3,Galactose
106.548,0.0,0.0,400.122,6.993,2.4155555555555557,M3,Galactose
106.149,0.0,0.0,400.309,6.993,2.4238888888888885,M3,Galactose
105.975,0.0,0.0,398.944,6.993,2.4322222222222223,M3,Galactose
105.975,0.0,0.0,401.719,6.993,2.4405555555555556,M3,Galactose
105.975,0.0,0.0,401.353,6.993,2.4488888888888893,M3,Galactose
105.975,0.0,0.0,398.682,6.993,2.457222222222222,M3,Galactose
105.975,0.0,0.0,400.834,6.993,2.465555555555556,M3,Galactose
105.975,0.0,0.0,399.972,6.993,2.473888888888889,M3,Galactose
105.975,0.0,0.0,398.768,6.991,2.4822222222222226,M3,Galactose
105.975,0.0,0.0,400.753,6.991,2.4905555555555554,M3,Galactose
105.975,0.0,0.0,401.194,6.991,2.498888888888889,M3,Galactose
106.43,0.0,0.0,398.595,6.991,2.507222222222222,M3,Galactose
106.656,0.0,0.0,400.82,6.991,2.5155555555555558,M3,Galactose
106.656,0.0,0.0,399.761,6.991,2.5238888888888886,M3,Galactose
106.656,0.0,0.0,400.808,6.991,2.5322222222222224,M3,Galactose
106.656,0.0,0.0,400.892,6.991,2.5405555555555552,M3,Galactose
106.656,0.0,0.0,399.701,6.991,2.548888888888889,M3,Galactose
106.656,0.0,0.0,400.837,6.991,2.557222222222222,M3,Galactose
106.656,0.0,0.0,399.176,6.991,2.5655555555555556,M3,Galactose
106.656,0.0,0.0,399.176,6.991,2.5738888888888884,M3,Galactose
106.656,0.0,0.0,399.176,6.991,2.582222222222222,M3,Galactose
106.612,0.0,0.0,399.176,6.991,2.5905555555555555,M3,Galactose
106.612,0.0,0.0,399.176,6.991,2.5988888888888892,M3,Galactose
106.612,0.0,0.0,399.176,6.991,2.607222222222222,M3,Galactose
106.612,0.0,0.0,399.176,6.991,2.615555555555556,M3,Galactose
106.612,0.0,0.0,400.308,6.991,2.6238888888888887,M3,Galactose
106.612,0.0,0.0,400.869,6.989,2.6322222222222225,M3,Galactose
106.612,0.0,0.0,398.825,6.989,2.6405555555555553,M3,Galactose
106.612,0.0,0.0,401.613,6.989,2.648888888888889,M3,Galactose
106.612,0.0,0.0,400.052,6.989,2.657222222222222,M3,Galactose
106.524,0.0,0.0,400.052,6.989,2.6655555555555557,M3,Galactose
106.524,0.0,0.0,400.052,6.989,2.6738888888888885,M3,Galactose
106.524,0.0,0.0,400.052,6.989,2.6822222222222223,M3,Galactose
106.524,0.0,0.0,401.119,6.989,2.6905555555555556,M3,Galactose
106.524,0.0,0.0,399.74,6.989,2.6988888888888893,M3,Galactose
106.524,0.0,0.0,400.969,6.989,2.707222222222222,M3,Galactose
106.524,0.0,0.0,400.969,6.989,2.715555555555556,M3,Galactose
106.524,0.0,0.0,400.969,6.989,2.723888888888889,M3,Galactose
106.524,0.0,0.0,400.38,6.989,2.7322222222222226,M3,Galactose
106.112,0.0,0.0,399.016,6.989,2.7405555555555554,M3,Galactose
106.112,0.0,0.0,399.903,6.989,2.748888888888889,M3,Galactose
106.112,0.0,0.0,398.462,6.989,2.757222222222222,M3,Galactose
106.112,0.0,0.0,401.067,6.989,2.7655555555555558,M3,Galactose
106.112,0.0,0.0,401.067,6.989,2.7738888888888886,M3,Galactose
106.112,0.0,0.0,401.067,6.988,2.7822222222222224,M3,Galactose
106.112,0.0,0.0,399.766,6.988,2.7905555555555552,M3,Galactose
106.112,0.0,0.0,399.321,6.988,2.798888888888889,M3,Galactose
106.112,0.0,0.0,398.894,6.988,2.807222222222222,M3,Galactose
106.149,0.0,0.0,400.43,6.988,2.8155555555555556,M3,Galactose
106.149,0.0,0.0,400.43,6.988,2.8238888888888884,M3,Galactose
106.149,0.0,0.0,400.335,6.988,2.832222222222222,M3,Galactose
106.149,0.0,0.0,399.214,6.988,2.8405555555555555,M3,Galactose
106.149,0.0,0.0,399.214,6.988,2.8488888888888892,M3,Galactose
106.149,0.0,0.0,399.214,6.987,2.857222222222222,M3,Galactose
106.149,0.0,0.0,399.214,6.987,2.865555555555556,M3,Galactose
106.54,0.0,0.0,399.795,6.987,2.8738888888888887,M3,Galactose
106.695,0.0,0.0,401.085,6.987,2.8822222222222225,M3,Galactose
106.695,0.0,0.0,401.085,6.987,2.8905555555555553,M3,Galactose
106.695,0.0,0.0,401.085,6.987,2.8969444444444443,M3,Galactose
106.695,0.0,0.0,401.085,6.987,2.907222222222222,M3,Galactose
106.695,0.0,0.0,401.085,6.987,2.9155555555555557,M3,Galactose
106.695,0.0,0.0,401.085,6.987,2.9238888888888885,M3,Galactose
106.508,0.0,0.0,399.721,6.986,2.9322222222222223,M3,Galactose
106.025,0.0,0.0,399.096,6.986,2.9405555555555556,M3,Galactose
106.025,0.0,0.0,399.096,6.986,2.9488888888888893,M3,Galactose
106.025,0.0,0.0,399.096,6.986,2.957222222222222,M3,Galactose
106.025,0.0,0.0,399.096,6.986,2.965555555555556,M3,Galactose
106.025,0.0,0.0,399.096,6.986,2.973888888888889,M3,Galactose
106.025,0.0,0.0,399.096,6.986,2.9822222222222226,M3,Galactose
106.025,0.0,0.0,400.575,6.986,2.9905555555555554,M3,Galactose
106.025,0.0,0.0,401.069,6.986,2.998888888888889,M3,Galactose
106.376,0.0,0.0,400.06,6.985,3.007222222222222,M3,Galactose
106.383,0.0,0.0,400.06,6.985,3.0155555555555558,M3,Galactose
106.383,0.0,0.0,400.729,6.985,3.0238888888888886,M3,Galactose
106.383,0.0,0.0,399.77,6.985,3.0322222222222224,M3,Galactose
106.383,0.0,0.0,399.77,6.985,3.0405555555555552,M3,Galactose
106.383,0.0,0.0,399.518,6.985,3.048888888888889,M3,Galactose
106.383,0.0,0.0,400.919,6.985,3.057222222222222,M3,Galactose
106.383,0.0,0.0,401.323,6.985,3.0655555555555556,M3,Galactose
106.383,0.0,0.0,400.053,6.985,3.073888888888889,M3,Galactose
106.383,0.0,0.0,398.774,6.985,3.0822222222222226,M3,Galactose
106.177,0.0,0.0,399.261,6.985,3.0905555555555555,M3,Galactose
106.177,0.0,0.0,400.565,6.985,3.0991666666666666,M3,Galactose
106.177,0.0,0.0,400.565,6.985,3.1075,M3,Galactose
105.724,0.0,0.0,400.565,6.985,3.1158333333333332,M3,Galactose
105.539,0.0,0.0,400.565,6.985,3.1241666666666665,M3,Galactose
105.539,0.0,0.0,400.565,6.985,3.1325,M3,Galactose
105.539,0.0,0.0,400.565,6.985,3.140833333333333,M3,Galactose
105.539,0.0,0.0,400.565,6.985,3.1491666666666664,M3,Galactose
105.539,0.0,0.0,400.565,6.982,3.1574999999999998,M3,Galactose
105.539,0.0,0.0,400.565,6.982,3.165833333333333,M3,Galactose
